sample_SRR10767134	sample_SRR10767128	sample_SRR10767131	sample_SRR10767125	sample_SRR10767121	sample_SRR10767118	sample_SRR10767115
ENSOARG00020010160	133.156	123.28	67.757	138.38	121.714	157.303	149.207
ENSOARG00020010161	0.224767	0.0626432	0	0.724719	0.174542	0.19702	0.362549
ENSOARG00020010162	3.06596	3.343801	0.57857	3.62831	2.10258	2.3746	2.9304
ENSOARG00020010165	104.145	114.073	32.9774	119.989	120.576	120.675	112.241
ENSOARG00020010166	4.36655	2.02574	1.69291	2.64298	2.23097	2.6428	2.55025
ENSOARG00020010167	21.0137	19.0225	4.25555	19.5337	21.7349	19.6563	19.2253
ENSOARG00020010168	0	0	0	0	0	0	0
ENSOARG00020010169	0.185908	0.243823	0.216384	0.175807	0.187731	0.180412	0.132946
ENSOARG00020010170	208.961	221.211	141.672	327.001	148.733	147.774	147.348
ENSOARG00020010171	99.79475	108.28968	57.86146	112.2790362	99.912622	111.9276	108.498561
ENSOARG00020010172	0.0681763	0.0362471	0	0.0463489	0.1065578	0.114184	0.310094
ENSOARG00020010173	28.06395	28.351139	26.598752	30.716	26.665951	25.301379	22.269681
ENSOARG00020010174	0.307002	0.753298	4.59088	0.4512	0.190493	0.358289	0.395536
ENSOARG00020010175	0	0	0	0	0	0	0
ENSOARG00020010176	0	0	0	0	0	0	0
ENSOARG00020010177	46.93434	56.96385	63.78941	50.92156	49.90597	53.60164	61.996955
ENSOARG00020010178	0.754887	0.887068	0.491657	0.634633	0.863425	0.532075	0.693854
ENSOARG00020010180	204.999	160.787	95.9768	124.155	180.556	63.8245	97.0219
ENSOARG00020010182	58.856	48.7987	34.4171	45.1194	54.1073	52.2229	60.1337
ENSOARG00020010184	0.101758	0.224855	0	0.260585	0.104279	0.704901	0.431878
ENSOARG00020010185	29.406741	24.91379477674	43.85061	27.9909307557	29.6612070008906	27.883049	27.6471555
ENSOARG00020010186	216.38928	204.16212	190.237035	204.436312	202.19158	175.83035	217.280072
ENSOARG00020010187	0.144015	0	0	0.111914	0.0600225	0.0339202	0.0312309
ENSOARG00020010188	36.214	32.437	19.291	29.7255	34.2055	34.9065	34.6516
ENSOARG00020010189	0	0	0	0	0	0	0
ENSOARG00020010190	0	0	0	0	0	0	0
ENSOARG00020010192	0	0.0207978	0	0.0480188	0	0.0218594	0
ENSOARG00020010193	34.158847	32.056869	19.847597	34.007299	35.735016	38.7252860048419	31.745471
ENSOARG00020010194	1.92267	1.2445	1.29621	1.44088	0.90752	1.1164	1.96759
ENSOARG00020010195	0	0	0	0.163371	0	0	0
ENSOARG00020010196	16.4385	17.7809	8.51383	15.7898	14.9274	14.4806	17.7561
ENSOARG00020010197	50.85565	51.4912	31.41259	61.24219	42.28435	38.75697	39.21484
ENSOARG00020010198	60.0844	54.0268	26.539	52.9042	57.7605	54.796	58.9947
ENSOARG00020010199	25.1197	29.6726	6.59422	21.0158	23.9001	21.5765	18.6766
ENSOARG00020010200	27.0817	25.2924	18.0245	22.5345	22.0585	22.5269	29.3446
ENSOARG00020010201	3.284157	15.813623	0	9.694935	17.550617014	11.841084	4.149972
ENSOARG00020010202	20.1267	20.9725	12.1837	19.8606	17.5369	18.5794	19.7686
ENSOARG00020010203	0	0	0	0	0	0	0
ENSOARG00020010204	48.1736	40.0671	35.6139	38.1823	36.4888	38.7376	45.5816
ENSOARG00020010205	4.38503	7.95343	4.4617	8.54548	6.30339	4.31619	2.20336
ENSOARG00020010206	15.983714	18.97581	8.36096	21.52317	16.04311	17.54375	18.542185
ENSOARG00020010208	0.2183432	0.3845198	0.3336893	0.4442191	0.292341	0.220254	0.270372
ENSOARG00020010209	17.0796	14.1502	9.40597	16.0689	16.3728	16.008	20.9079
ENSOARG00020010210	12.26099	11.94106	1.761864	10.89923	9.9361	9.80233	12.4861
ENSOARG00020010211	11.2863	13.9006	11.4815	13.1559	10.2025	9.70464	9.50606
ENSOARG00020010213	42.7499	58.3067	43.5383	50.6736	46.3791	48.941	55.1084
ENSOARG00020010214	0	0	0	0	0	0	0
ENSOARG00020010216	0.74357	1.32916	0	3.7175	0.491352	3.027	2.26625
ENSOARG00020010217	91.7305	89.3949	29.449	93.6472	94.0807	85.7355	76.5735
ENSOARG00020010218	2.32125	1.49907	1.62892	2.65891	0.914916	0.52746	0.534121
ENSOARG00020010219	7.45242	9.48282	5.77814	14.0758	5.0557	7.3084	5.71514
ENSOARG00020010220	0	0	0	0	0	0	0
ENSOARG00020010221	0	0	0	0	0	0	0
ENSOARG00020010223	22.0049	24.6536	15.5904	29.6275	15.7831	15.6536	15.6764
ENSOARG00020010224	14.4693	13.1845	10.6088	15.5796	12.4787	9.46742	10.6314
ENSOARG00020010226	30.5185	33.2907	25.6338	32.1555	23.4894	33.8075	27.84
ENSOARG00020010228	24.76046	26.51533	2.252585	24.84198	21.70893	22.22921	19.56041
ENSOARG00020010229	47.39631	36.98516	42.06433	43.46212	37.84488	34.91987	42.6509
ENSOARG00020010231	0	0	0	0	0	0	0
ENSOARG00020010232	0.353565	0.489576	0	0.226846	0.908476	0.10244	0.564946
ENSOARG00020010233	19.7143	7.25428	26.5498	43.1911	38.6964	14.385	34.3866
ENSOARG00020010235	59.624	45.7103	2.16993	39.3661	51.4423	43.5788	45.3338
ENSOARG00020010236	23.09378901	22.646711	10.83284	26.1243238544	17.3076609	18.5428496687	15.99646814
ENSOARG00020010237	48.1694	46.0279	84.4852	41.9818	45.5844	44.7243	49.5587
ENSOARG00020010239	32.7556	34.6917	20.205	40.492	22.707	22.3348	22.8662
ENSOARG00020010240	1.31501	1.5497	1.13839	1.89998	1.35321	0.476959	1.05253
ENSOARG00020010241	5.92332	6.73481	0.0743124	4.75796	6.45095	5.27422	10.8653
ENSOARG00020010242	0.637118	2.58182	1.33795	2.4957	0.7333	0.991226	1.28001
ENSOARG00020010243	1.19796	0	0	1.51657	0	0	1.18613
ENSOARG00020010244	0	0	0	0	0	0	0
ENSOARG00020010245	34.6991	31.272	29.0004	29.7232	32.3147	35.4741	32.2725
ENSOARG00020010246	15.32548	16.180055	10.86725	19.78357	13.91856	13.72985	12.15941
ENSOARG00020010247	7.64097	5.77854	10.3386	5.99201	4.46387	4.71574	6.83214
ENSOARG00020010248	1.00061	1.42976	0.16261	1.49636	1.15176	0.641236	1.21806
ENSOARG00020010249	9.13566	11.8201	3.71054	10.4132	10.3012	11.1526	10.3997
ENSOARG00020010250	0	0	0	0	0	0	0
ENSOARG00020010251	0	0.0367257	0	0	0	0	0.106506
ENSOARG00020010252	0	0	0	0	0	0	0
ENSOARG00020010253	37.7308	28.835	19.123	33.0406	33.3766	32.949	30.331
ENSOARG00020010254	10.413179	11.221494	5.91978	10.1733	10.653117	9.744625	10.393219
ENSOARG00020010256	98.613	95.7081	68.0626	93.2921	88.8294	95.3687	88.0903
ENSOARG00020010257	191.269	182.2845	155.3841	170.9764	181.6449	205.9922	222.5197
ENSOARG00020010260	8.24028	6.94047	4.39488	6.22752	9.83535	8.91508	9.40625
ENSOARG00020010261	43.012	48.8234	32.5709	45.8366	49.1182	49.0682	50.3576
ENSOARG00020010262	79.6022	80.5566	140.914	89.136	75.687	82.83	78.4393
ENSOARG00020010264	1.93916	3.53886	3.138245	3.160214	1.39843	1.68566	2.32908
ENSOARG00020010267	1528.67	1538.7	436.16	1343.41	1445.35	1730.23	2090
ENSOARG00020010268	0	0	0	0	0	0	0
ENSOARG00020010269	5.100433	10.81193	2.14895	12.765373	6.86918	11.249478	15.2091
ENSOARG00020010270	4.97008	2.05631	0	0	0	0	0
ENSOARG00020010271	42.045	44.8799	31.4518	47.1146	40.5993	39.347	35.8899
ENSOARG00020010272	36.120972	34.815307	43.90553	35.891397	32.688311	37.007608	34.6931
ENSOARG00020010273	536.871	522.057	498.649	462.63	508.23	520.993	598.091
ENSOARG00020010274	10.397753	9.745376	6.028554	10.289967	8.285622	9.630847	8.757578
ENSOARG00020010275	32.4262	23.9325	5.60476	20.9239	31.8585	22.9624	23.1115
ENSOARG00020010276	20.06873	24.6443	8.46714	22.7138	20.83297	20.9078	24.1443
ENSOARG00020010279	28.132737	23.2167950629227	1.90213687487	23.628112	24.3499425	23.0610315	25.3632599
ENSOARG00020010281	0	0	0	0	0	0	0
ENSOARG00020010282	0	0	0	0	0	0	0
ENSOARG00020010283	27.907187	24.765993	4.756668	25.039488	28.518179	26.8777	27.299416
ENSOARG00020010284	12.0286	15.7707	10.0012	16.9517	9.30721	10.5256	12.2797
ENSOARG00020010285	18.1109	17.5651	7.74	19.2849	18.195	18.5452	16.9475
ENSOARG00020010286	0.143794	0.188293	0.114426	0.2485	0.0249989	0.254354	0.156144
ENSOARG00020010287	0	0	0	0	0	0	0
ENSOARG00020010288	1.39047	1.52329	0.547424	0.8379	1.59618	1.29479	0.937364
ENSOARG00020010290	3.8539	1.51127	1.39124	3.52946	6.49505	5.63949	2.81721
ENSOARG00020010291	0	0	0	0	0	0	0
ENSOARG00020010292	64.4096	81.1449	1.99755	71.2719	67.936748	58.1012	76.6706
ENSOARG00020010293	45.6047	43.1904	19.1747	46.2055	45.5796	43.5508	39.7829
ENSOARG00020010294	16.3137	16.4348	11.4435	19.6806	15.1048	14.8596	13.926
ENSOARG00020010295	4.54879	11.3164	6.40347	9.74947	6.32127	5.26134	9.00093
ENSOARG00020010296	0.0942378	0	0	0	0	0.0369665	0.0340334
ENSOARG00020010297	10.2213	10.5439	4.2355	8.7412	9.96044	11.7715	15.037
ENSOARG00020010298	11.7299	11.211	13.0454	15.5608	13.0106	14.0392	12.3606
ENSOARG00020010299	5.40131	5.98124	3.54888	5.79956	5.65711	5.53316	5.6448
ENSOARG00020010300	1.51914	0.79753	2.57176	0	0.761569	0.884869	0.535622
ENSOARG00020010301	27.7637	26.59206	38.24	24.98281	27.5085	30.3242	31.5971
ENSOARG00020010302	0	0	0	0	0	0	0
ENSOARG00020010303	15.1949	11.7046	3.2982	11.9982	16.9089	12.4735	18.0846
ENSOARG00020010304	48.8194	37.0258	14.7361	45.5341	32.8842	40.0491	51.6941
ENSOARG00020010306	0	0	0	0	0	0.0458442	0
ENSOARG00020010307	2.6458	2.26113	1.61049	1.80188	1.48515	1.92369	2.67519
ENSOARG00020010308	1.13761	0.846657	2.51702	1.51787	0.619535	0.189367	0.436024
ENSOARG00020010309	9.73835	7.75396	6.45686	9.07908	8.22939	4.22107	8.31304
ENSOARG00020010310	0.0385979	0.0431888	0	0	0.120379	0.0453315	0.0417271
ENSOARG00020010311	0	0	0	0	0	0	0
ENSOARG00020010312	27.2385	25.1628	11.0281	24.213988	21.478	27.0819	24.1127
ENSOARG00020010313	21.3672	19.6056	14.3033	22.5048	22.4271	20.8512	19.4683
ENSOARG00020010315	24.80356	24.23346	12.96881	25.5321	21.51312	20.1149	21.06375
ENSOARG00020010316	69.9041	80.9033	11.4871	80.7144	81.2704	78.5476	101.55
ENSOARG00020010317	45.3119	44.9898	29.3641	39.4633	37.0543	47.2209	39.9458
ENSOARG00020010318	0	0.202263	0	1.41074	0.187046	0.630482	1.3479
ENSOARG00020010319	0	0	0	0	0	0	0
ENSOARG00020010320	10.7195	8.02779	6.66363	11.336	12.7341	11.6937	13.2832
ENSOARG00020010321	48.5392	48.5209	0	52.5789	61.7521	33.2895	48.9924
ENSOARG00020010323	24.06353	26.855481	6.80813	24.36564	21.62211	25.832443	25.378567
ENSOARG00020010324	2.165034	1.666196	1.0139800116248	2.69143000035352	2.35078	2.577995	1.82344
ENSOARG00020010325	14.0253	8.72797	84.1949	7.75955	12.7109	12.8447	8.3905
ENSOARG00020010326	82.1076897	67.662239	29.274241	77.6379605	65.647143	67.048625	66.717495
ENSOARG00020010327	216.413027	137.6401	43.989508	126.139	178.5117	157.8351	153.200359
ENSOARG00020010328	1.95323	2.21426	0.25582	2.066	1.80089	1.41597	1.80432
ENSOARG00020010329	0.254471	0.122089	0.0430831	0.0470284	0.151248	0.170887	0.117981
ENSOARG00020010330	0	0	0	0	0	0	0
ENSOARG00020010331	0.946199	0.148355	0.151481	0.516385	1.78674	0.46366	0.993484
ENSOARG00020010332	33.7372	27.95	19.2843	23.3584	35.4323	28.3752	33.3009
ENSOARG00020010333	22.2067	21.9741	11.1081	23.3778	21.0291	21.444	21.9477
ENSOARG00020010334	1.3562	1.92842	0.998029	1.11728	2.18639	2.01621	1.95592
ENSOARG00020010335	0.495894	0.644711	0.130122	0.543021	0.372521	0.549533	0.354295
ENSOARG00020010336	2.69904	2.07177	1.32241	3.94734	1.75698	1.60542	1.77904
ENSOARG00020010337	0	0	0.0585253	0	0	0.0582654	0
ENSOARG00020010338	2.73388	2.18665	0.23495	8.83406	1.87955	2.8851	1.3944900226168
ENSOARG00020010339	63.9138	75.4457	23.0527	81.4936	49.646	58.9173	75.4726
ENSOARG00020010340	15.602361	14.660280153322	14.406246	19.058277	10.799300438607	17.626889	11.071978
ENSOARG00020010341	0.22627100412297	0.3832081514335	0.16848700792769	0.512686	0.2480230130326	0.25506300705861	0.1762120194478
ENSOARG00020010343	0	0	0	0	0	0	0
ENSOARG00020010344	0	0	0	2.12639	0	0	0
ENSOARG00020010345	6.11004	5.69179	5.05329	6.08166	4.64042	4.43096	5.82978
ENSOARG00020010346	126.33	135.429	57.6862	134.595	64.1577	70.2943	70.7561
ENSOARG00020010348	0	0	0	0	0	0	0
ENSOARG00020010350	91.19473	82.98638	74.26244	88.22806	83.78048	81.61327	79.21993
ENSOARG00020010351	21.7159	19.8312	5.33873	20.7399	17.9258	17.5163	21.0219
ENSOARG00020010352	0	0	0	0	0	0	0
ENSOARG00020010353	9.09611	8.41658	3.83038	9.55417	7.16772	9.04714	8.32881
ENSOARG00020010355	101.646048	99.913605	42.360839	95.560893	102.896896	104.500069	94.846182
ENSOARG00020010356	1.7129	6.33821	1.25189	7.89056	6.80341	1.3566	9.40896
ENSOARG00020010357	42.5371	47.4314	19.7458	38.6602	49.6874	55.5779	58.7104
ENSOARG00020010358	26.6451	41.9697	12.0037	34.5715	21.9544	23.0503	28.5592
ENSOARG00020010359	0.148447	3.0507	71.7016	11.3588	0.153067	0.604285	1.34965
ENSOARG00020010360	67.5152	56.4541	21.38402	58.862	51.0892	54.2761	52.6436
ENSOARG00020010362	18.1733	17.4175	6.75246	10.0021	17.0416	24.793	24.8301
ENSOARG00020010363	20.6977	16.2608	74.2395	22.2297	17.7777	17.657	17.6628
ENSOARG00020010364	0.907653	2.99556	0.867362	2.62519	1.30167	1.72369	1.95973
ENSOARG00020010365	0.174695	0	0	0	0	0.202517	0
ENSOARG00020010366	36.294	24.6871	22.0681	33.0885	25.7075	27.4339	32.9676
ENSOARG00020010368	0	0	0	0	0	0	0
ENSOARG00020010369	0	0	0	0	0	0	0
ENSOARG00020010370	27.25504	26.04121	0.229486	27.00076	24.11429	23.50116	28.91821
ENSOARG00020010371	6.21065	7.10681	5.13165	7.58179	6.60645	4.927	6.13565
ENSOARG00020010372	11.5621	12.842	11.6472	17.8237	8.19954	11.7542	9.84664
ENSOARG00020010373	0	0	0	0	0	0	0
ENSOARG00020010374	4.84257	4.56241	0.409323	4.41641	4.65773	3.37464	5.3442
ENSOARG00020010375	0.114559	0	0.067075	0.0738627	0	0	0
ENSOARG00020010376	37.5701	39.40822	48.37545	44.62865	37.83919	39.20429	32.041303
ENSOARG00020010377	38.0054	38.42647	16.70048	49.29278	32.45041	42.16938	35.20697
ENSOARG00020010378	0	0	0	0	0	0	0
ENSOARG00020010379	6.1171	7.01644	4.924524	6.332537	5.272306	5.81498	5.67968
ENSOARG00020010382	6.69907	10.8544	7.80825	13.6081	7.39773	10.2916	9.12692
ENSOARG00020010383	0	0	0	0	0.132779	0	0
ENSOARG00020010384	6.694429	5.689899	2.258609	5.431229	5.818014	5.93533	5.734628
ENSOARG00020010385	44.9404	43.7678	38.3063	47.7735	47.3198	50.2162	54.7906
ENSOARG00020010386	103.4392	96.3216	96.2631	88.8559	85.4368	97.3643	117.7468
ENSOARG00020010389	0.261604	0	0	0	0	0	0
ENSOARG00020010391	47.8166	42.3423	32.0269	45.2598	53.0887	52.7445	64.444
ENSOARG00020010392	2.06971	2.16559	0.46763	2.38984	1.41741	2.37547	1.71102
ENSOARG00020010393	29.70858	24.06807	1.63055	25.74784	26.54318	28.330169	25.971764
ENSOARG00020010394	0.716528	0.71772	0.658185	0.620168	0.35589	0.788864	0.470998
ENSOARG00020010395	8.908607	7.84449	4.153545	10.31397	8.35114	7.89665	7.61155
ENSOARG00020010396	0.2202	0.713316	0.710465	1.10989	0.439941	0.494336	0.227833
ENSOARG00020010397	1.08392	1.49614	0	0.756039	1.01379	1.11315	0.753621
ENSOARG00020010399	12.0424	10.9413	9.77296	14.7199	12.1676	10.1006	10.0461
ENSOARG00020010400	10.9607	7.41617	7.17077	4.73067	18.609	14.2315	21.8074
ENSOARG00020010401	0	0	0	0.0451174	0	0	0.113212
ENSOARG00020010402	59.4095	53.7747	43.8624	52.094	59.9481	53.71202	63.9961
ENSOARG00020010403	14.3366	15.9929	12.8083	17.5897	13.9646	16.1517	13.3467
ENSOARG00020010405	1.75589	1.52056000121999	6.70269	2.30427	1.47955284	1.375693	0.82771
ENSOARG00020010406	12.867252	13.5614	2.3429	14.0447	12.0093	13.02334	17.748479
ENSOARG00020010407	16.463997	18.74475	11.66067	19.56594	16.0453	17.87592	17.03516
ENSOARG00020010408	0.376133	0.891828	1.74911	0.785813	0.545317	0.813882	0.454245
ENSOARG00020010409	0	0	0	0	0	0	0.00889409
ENSOARG00020010410	0.949096	1.1699	1.01508	1.14678	0.625899	0.670099	1.02821
ENSOARG00020010411	0	0	0	0	0	0	0
ENSOARG00020010412	0.48082	0.774783	0	0.466965	0.594754	0.636802	0.781727
ENSOARG00020010413	16.1722	17.8495	17.479	18.449	16.5783	21.2868	17.0418
ENSOARG00020010414	8.235743	10.47147	1.89605	10.23412	8.38764	8.63456	8.70939
ENSOARG00020010417	13.85315	16.72119	4.401148	14.99267	10.467954	12.668322	10.813183
ENSOARG00020010418	0	0.389044	0	0	0.323355	0.260204	0
ENSOARG00020010419	122.7726	111.3467	36.5921	92.8482	109.9705	104.672	137.0338
ENSOARG00020010421	14.6262	15.0404	3.51676	13.9974	14.4688	14.189879	12.149
ENSOARG00020010422	0	0	0	0	0	0	0
ENSOARG00020010423	90.7214	112.107	41.9692	86.6303	104.872	121.712	130.381
ENSOARG00020010424	97.4398	94.4683	39.5912	97.8632	103.0971	96.9789	106.3106
ENSOARG00020010425	30.281269	32.16751	6.19959	27.524789	30.207106	25.22624	23.124297
ENSOARG00020010426	28.6587	25.597	19.4843	29.0315	26.2048	26.5482	27.5525
ENSOARG00020010427	0.0735496	0.0411647	0	0.0475709	0	0.0432122	0
ENSOARG00020010429	32.3623	32.1142	12.49746	30.0789	31.4798	28.37541	29.43
ENSOARG00020010430	45.8341	42.0372	16.0698	49.4415	42.9853556	44.3123	37.5447
ENSOARG00020010431	9.62479	11.6378	6.98876	14.9618	7.33089	7.90137	7.33072
ENSOARG00020010433	5.1406904	2.9703	1.08845	4.8127228	3.727186	4.66768	3.64912
ENSOARG00020010434	0	0	0	0	0	0	0
ENSOARG00020010435	0	0	0	0	0	0	0
ENSOARG00020010437	7.77844	6.16866	5.59179	5.33088	7.35866	9.93665	13.3704
ENSOARG00020010438	8.76128	8.76994	8.18871	10.1738	8.8198	11.066	9.10616
ENSOARG00020010439	0	0	0	0	0	0.352451	0.107969
ENSOARG00020010440	46.881935	48.8023700008126	17.283820183547	51.209912	47.281112295446	51.91390427747	46.27863
ENSOARG00020010441	0.172540390291	0.2374155994	0.069228410232	0.26148561318	0.208253	0.19072	0.21954784009
ENSOARG00020010442	264.33	236.007	191.69	244.085	274.051	290.215	264.639
ENSOARG00020010443	76.565	66.4379	35.1251	69.9575	82.1259	77.7432	69.118
ENSOARG00020010444	5.72672	7.3079	0.1135423	6.9611	5.9175	4.95197	5.2289
ENSOARG00020010445	44.274624	37.34353	26.32309	52.669805	34.637841	34.775634	38.713579
ENSOARG00020010446	35.309499	34.255712	30.75614	35.73189	33.564576	34.757459	31.87687
ENSOARG00020010447	19.9489	10.4308	50.3347	13.0249	23.0693	19.5165	20.5837
ENSOARG00020010449	3.6247	4.554	1.10172	4.44777	4.4651	3.6792	3.56156
ENSOARG00020010450	9.73634	7.1011	8.31008	11.05813	9.85478	11.03356	8.16724
ENSOARG00020010451	52.9694	53.3437	12.1276	87.4494	45.784	58.2109	50.7902
ENSOARG00020010452	0	0	0	0	0	0	0
ENSOARG00020010453	9.20448	11.07025126	5.38632899	11.84943	9.16601916377	8.9164205	9.2419739335
ENSOARG00020010454	0	0	0	0	0	0	0
ENSOARG00020010455	8.76185	10.862856	2.484466	10.86334	8.81933	8.78392	11.42172
ENSOARG00020010456	4.80886	3.31655	1.97513	4.72572	4.8103	3.97204	3.08766
ENSOARG00020010457	0.278631	0	0.155868	0	0	0	0.291494
ENSOARG00020010458	52.2679	45.93356	38.00162	54.5351	46.53088	50.3441	45.4749
ENSOARG00020010459	0	0	0	0	0	0	0
ENSOARG00020010461	29.711164	30.573407	29.549894	33.1077	28.140841	28.743929	25.581442
ENSOARG00020010462	13.3294	14.9623	6.28733	17.9482	15.4016	14.3344	13.0465
ENSOARG00020010463	2.114436	1.95375	4.52326	2.808248	1.96362279	2.093667	2.86597
ENSOARG00020010465	15.4182	27.3951	1.84285	24.1439	20.9845	19.9998	20.0717
ENSOARG00020010466	0.207085	0.153525	0.0802949	0.266554	0.213804	0.160797	0.369746
ENSOARG00020010467	0.3625569	0.1638518	0.394535	0.2367789	0.458916	0.4253008	0.434477
ENSOARG00020010468	0.0620877	0	0	0	0	0.0724462	0.19994
ENSOARG00020010469	0	0	0	0.0931426	0	0	0
ENSOARG00020010470	29.1307	27.5925	29.9719	32.0449	28.1003	32.1154	29.7748
ENSOARG00020010471	52.075	54.3983	31.8554	56.4523	45.1299	49.2983	51.3555
ENSOARG00020010472	0	0	0	0	0	0	0
ENSOARG00020010474	0	0.0557387	0	0	0	0	0
ENSOARG00020010475	83.0673	84.2743	46.5977	86.6526	83.6073	80.8765	78.4832
ENSOARG00020010477	2.59164	2.105376	1.478515	2.876756	2.181568	1.834756	1.78083
ENSOARG00020010479	0	0	0	0	0	0	0.0716324
ENSOARG00020010480	7.79468	7.35369	4.51489	7.80889	6.83348	6.23406	7.42974
ENSOARG00020010481	15.72489	13.95385	0.2472166	12.13583	13.39495	11.25573	14.02755
ENSOARG00020010482	19.98615	20.64886	5.25821	15.698005	19.04898	19.52267	24.32587
ENSOARG00020010483	0.0438624	0.143698	0	0.170033	0	0.2532902	0.0473428
ENSOARG00020010484	4.10927	7.05558	1.58579	7.11526	8.06551	7.145	4.88712
ENSOARG00020010485	0	0	0	0	0	0	0
ENSOARG00020010486	0	0	0	0.0800039	0	0	0
ENSOARG00020010487	3.76392	3.39862	2.32713	5.45085	3.1125	1.22347	1.91052
ENSOARG00020010488	0	0	0	0	0	0	0
ENSOARG00020010489	16.179052	15.123886	7.182983720119	15.551673	15.0403200007085	14.591211	13.020611
ENSOARG00020010490	37.8094	39.1711	11.9045	44.6619	39.441	32.6638	35.081
ENSOARG00020010491	11.285	12.1246	3.76572	11.1881	10.6713	11.8006	11.2674
ENSOARG00020010492	6.72563	5.40745	3.98581	5.74978	6.34406	5.99078	5.74959
ENSOARG00020010493	0	0	0	0	0	0	0
ENSOARG00020010495	37.5064	35.8405	31.9966	33.7593	32.6767	32.2109	38.8391
ENSOARG00020010496	0	0	0	0	0	0	0.00889409
ENSOARG00020010497	21.37223	22.57829	5.280253	31.47681	23.88497	24.187672	20.23832
ENSOARG00020010498	28.3842	28.0399	20.7644	37.6661	22.6276	17.9295	19.5513
ENSOARG00020010500	41.0984	36.9657	27.0747	41.2272	33.5358	36.1777	35.1738
ENSOARG00020010502	0	0	0	0	0	0	0
ENSOARG00020010505	1.09363	0	0	0.274839	0.218266	0	0
ENSOARG00020010506	0	0	0	0	0	0	0
ENSOARG00020010508	8.308043	8.052621	9.69991	7.971517	7.04095	6.20573	7.18125
ENSOARG00020010509	1.20521	0.936659	0.470526	0.721059	1.28158	0.984156	0.730041
ENSOARG00020010510	0.554447	0.73382	0.377885	0.850704	0.226829	0.255315	1.05619
ENSOARG00020010511	7.58782	10.92062	3.7298	10.0758	8.51651	8.37898	9.15633
ENSOARG00020010512	0.344321	1.43346	0.00823681	0.811179	0.332297	0.614597	0.711521
ENSOARG00020010513	10.5115	10.0224	22.025	13.8698	8.57528	9.8896	10.9024
ENSOARG00020010514	21.1575	32.288	18.4156	30.1281	22.6748	22.906	21.379
ENSOARG00020010516	17.9928	16.3087	7.65051	14.8809	18.0786	15.5951	20.5978
ENSOARG00020010518	1.67972	1.74253	5.17927	1.65403	1.63489	1.66077	1.9712
ENSOARG00020010520	0	0	0	0	0	0	0
ENSOARG00020010521	0	0	0	0	0	0	0
ENSOARG00020010522	27.37224	22.26699	14.53441	24.59713	19.63121	18.35058	22.41051
ENSOARG00020010525	151.524	170.092	208.414	141.678	153.737	209.665	359.784
ENSOARG00020010526	0	0	0	0	0	0	0
ENSOARG00020010527	30.5599	38.6431	8.18805	38.7531	35.7523	35.1299	32.6192
ENSOARG00020010529	6.39268	7.15183	0.365271	7.43516	6.33156	6.15492	6.67019
ENSOARG00020010530	21.1852500026829	21.55832	6.1926	23.766847	24.18071	23.19726	20.728252
ENSOARG00020010531	55.957204	54.096645	35.305686	65.714387	42.608034	42.285799	40.682513
ENSOARG00020010532	292.235	277.126	218.862	274.368	290.669	298.357	307.637
ENSOARG00020010533	0	0.058066	0	0	0	0	0
ENSOARG00020010535	6.26538	3.71022	0.692105	3.96635	3.44229	3.88193	2.92815
ENSOARG00020010536	0	0	0	0	0	0	0
ENSOARG00020010537	15.7159	16.3146	4.65668	16.7148	13.9849	15.4589	14.7688
ENSOARG00020010538	39.1132	31.0938	37.503	26.5938	33.5609	42.51	44.2187
ENSOARG00020010540	19.709332	20.40078	14.688048	22.14215	17.8906	15.26537	15.556688
ENSOARG00020010541	7.80692	11.16186	1.090819	11.49167	9.73245	7.14503	7.54242
ENSOARG00020010543	9.157443	12.7698	6.89625	10.9146	13.472675	7.22383	12.04801
ENSOARG00020010544	18.3917	18.996	1.56291	20.6223	19.5373	19.8378	17.5449
ENSOARG00020010545	0	0.958099	0	0	0.442262	0.489525	0
ENSOARG00020010546	0.232223	0	0	0	0	0	0
ENSOARG00020010547	47.182057	43.5704867	26.7723950006367	41.3641678955	39.71623	37.24863	37.64493
ENSOARG00020010548	8.98023	13.1995	9.06235	9.45817	6.16606	9.58108	9.4134
ENSOARG00020010550	40.7927	39.7602	34.3145	40.681	38.6695	34.8369	39.0348
ENSOARG00020010551	7.64252901	7.5709240374196	3.9848612	8.80984300347706	7.463748	7.3064170269508	6.576532675995
ENSOARG00020010553	0	0	0	0	0	0	0
ENSOARG00020010554	0	0	0	0	0	0	0
ENSOARG00020010555	131.4401	157.4182	95.4556	148.2865	137.2932	151.1865	121.9566
ENSOARG00020010556	32.1	35.5576	7.42891	31.643	28.575	31.7723	28.4304
ENSOARG00020010557	110.3926	121.2385	46.8222	124.8133	116.617	109.1115	102.0731
ENSOARG00020010558	16.085	15.1499	18.4608	16.9838	13.5305	19.0032	13.4942
ENSOARG00020010559	40.9656	32.7046	17.9326	35.4715	37.7165	38.3054	40.3969
ENSOARG00020010561	11.1355	10.1485	10.7984	11.20006	8.32644	8.96169	9.57484918542
ENSOARG00020010562	9.93637	8.986291	12.62595	9.495157	10.893238	9.451928	10.007242
ENSOARG00020010563	50.6502	62.7715	15.8391	68.6508	61.4914	58.1639	41.8109
ENSOARG00020010565	19.98389	19.08804	7.58017	24.2967	19.55537	22.13712	19.58534
