sample_SRR10767134	sample_SRR10767128	sample_SRR10767131	sample_SRR10767125	sample_SRR10767121	sample_SRR10767118	sample_SRR10767115
ENSOARG00020005690	65.361814	64.982955	28.37292	69.935633	64.616301	62.688719	55.814001
ENSOARG00020005692	112.81771	94.64881	43.44076	94.54656	105.426348	101.355475	101.93256
ENSOARG00020005693	0.591807	0.739627	0.257404	0.761103	0.228848	0.0860445	0.158265
ENSOARG00020005694	0	0	0	0.0418775	0.134724	0	0
ENSOARG00020005695	19.4314	17.1116	10.7885	16.8464	15.0922	14.8608	18.8052
ENSOARG00020005697	5.10635	8.24875	0.642683	7.98821	5.30594	6.08427	7.38435
ENSOARG00020005699	3.03949	3.11795	1.65558	3.05051	2.61875	2.34625	2.48289
ENSOARG00020005700	17.970223	20.440464	8.981777	19.723966	18.005812	17.5056912	21.421063
ENSOARG00020005701	0	0	0	0	0	0	0
ENSOARG00020005702	57.6719	83.713	1.88331	91.7839	99.9514	66.1783	92.4945
ENSOARG00020005703	43.6164	37.0192	7.29778	39.482	47.8121	32.6535	34.6188
ENSOARG00020005704	27.0955	27.7299	21.5865	26.6472	24.3229	25.2241	20.7418
ENSOARG00020005705	7.9071	9.81849	2.30056	12.26922	9.730816	13.733127	11.2448
ENSOARG00020005706	4.62935	3.95377	4.89256	5.54249	3.61232	3.72907	3.90697
ENSOARG00020005707	0	0	0	0	0	0	0
ENSOARG00020005708	1.37179	1.77447	8.36466	2.90213	0.852465	1.02646	1.77087
ENSOARG00020005709	27.5719	26.7329	19.4661	23.3531	24.6726	18.2531	18.7726
ENSOARG00020005710	0	0	0	0	0	0	0
ENSOARG00020005711	174.334	173.027	87.8928	151.316	193.037	178.787	198.971
ENSOARG00020005712	85.7758	87.7833	38.9894	81.8789	76.3408	88.3835	89.8002
ENSOARG00020005714	40.9045	41.6875	24.893	38.9395	37.6757	35.2048	37.9777
ENSOARG00020005715	0.37304716684	0.523649	0.05042012397	0.3529056	0.129478	0.1365935	0.2769698925
ENSOARG00020005717	10.8191	11.0739	4.78667	11.2947	11.1369	10.2545	11.5264
ENSOARG00020005718	36.9274	26.9768	10.9593	41.5589	39.8277	29.9773	31.3277
ENSOARG00020005719	18.5741	15.5289	29.8594	13.8286	14.2858	16.7669	14.5578
ENSOARG00020005720	28.0694	24.4548	22.0609	23.7453	20.8478	26.5324	22.1681
ENSOARG00020005721	85.76964	67.2095	0.247858	71.6973	75.44146	66.3531	66.37664
ENSOARG00020005722	663.0106	692.8182	802.5504	670.2108	695.2784	685.7963	731.9212
ENSOARG00020005723	194.3426838	137.008585	12.040355339	173.994648	140.42728	171.2937226	131.4231747
ENSOARG00020005724	0.885865	0.969055	3.516503	0.795055	0.687319	0.669886	0.66622
ENSOARG00020005725	0.328497	0.275534	3.39725	0.371573	0.383973	0.38554	0.22179
ENSOARG00020005726	14.50819	18.92559	8.11496	21.94595	15.22525	15.11787	11.19546
ENSOARG00020005727	0.1916487	0.264681	0	0.2286538	0.2873663	0	0.103796
ENSOARG00020005729	96.00777	81.47419	44.96653	97.951771	95.76005	91.8691	107.027
ENSOARG00020005730	2.30689	8.83147	4.20211	7.880623	5.193034	5.871763	8.774326
ENSOARG00020005732	17.5361	20.5843	19.9939	18.917	22.3038	23.2777	28.2839
ENSOARG00020005733	14.800304	14.35719	23.136844	13.8142	13.770857	15.53231	14.41353
ENSOARG00020005734	0	0.0988634	0.209858	0.038067	0	0	0
ENSOARG00020005735	0	0.199024	0	0	0	0	0
ENSOARG00020005736	3.34345	3.78606	3.73743	3.80861	3.28881	3.35336	4.13091
ENSOARG00020005741	48.48752	46.94531	28.50943	54.91897	40.59647	41.07438	35.97946
ENSOARG00020005742	0	0	0	0	0	0	0
ENSOARG00020005744	20.0005	21.2461	13.1592	21.1555	20.0379	21.3085	19.4468
ENSOARG00020005745	50.3862	34.3152	7.84392	35.6515	35.0616	43.2441	43.4192
ENSOARG00020005746	27.7774	34.603	59.7387	26.7294	28.0495	43.6994	32.0247
ENSOARG00020005747	99.6478	77.3909	28.1622	78.9439	69.6079	72.0056	72.1818
ENSOARG00020005749	88.428376	74.473866	92.658098	90.06098	65.158364	70.815964	63.06006
ENSOARG00020005750	17.1314	16.2832	55.6843	16.0809	13.6077	15.0113	17.3554
ENSOARG00020005751	1.16708	1.469055	1.638605	1.686857	1.19687	1.152284	1.356306
ENSOARG00020005752	0	0	0	0	0	0.3180469966	0.1463972566
ENSOARG00020005753	51.3467	46.7948	7.29236	38.5743	51.2763	49.379	49.2083
ENSOARG00020005754	0.215167	0.137805	0	0.159196	0.160066	0.144718	0.266476
ENSOARG00020005755	0	0	0	0	0	2.01408	1.8424
ENSOARG00020005756	15.44406	17.85596	18.22743	17.21175	15.64131	17.70112	15.29061
ENSOARG00020005757	55.8237	58.2538	42.0256	51.4354	51.4629	62.4635	68.7697
ENSOARG00020005758	74.8787	67.6461	19.2216	67.824	69.3741	50.2061	59.1808
ENSOARG00020005759	4.19508	5.77332	0.401798	7.43216	4.45216	3.48482	4.83666
ENSOARG00020005760	17.747809	17.1296290002642	22.98035	17.856599	16.283268	15.054921	18.337323
ENSOARG00020005762	189.88291	209.90604	112.905143	189.41427	193.34471	180.21707	209.37426
ENSOARG00020005763	3.03051	2.12721	1.64403	3.40191	2.55675	3.60754	2.77609
ENSOARG00020005764	41.1982	42.8101	0.458319	34.0417	43.5423	44.9065	36.0819
ENSOARG00020005765	13.793639	14.78839	9.3603	14.73171	14.959093	12.6087	14.34044
ENSOARG00020005767	75.1258	71.9019	42.4285	79.0868	76.4723	72.17577	71.51439
ENSOARG00020005769	0.228808	0.492682	0	1.72179	0.913614	0	0.234551
ENSOARG00020005770	11.5249	13.0235	0.76145	13.8952	14.1051	15.6854	10.038
ENSOARG00020005771	1.25395	1.08938	1.08044	2.3424	1.69898	0.507044	0.587886
ENSOARG00020005772	20.9631	23.0312	17.6813	26.321	17.5359	16.9728	17.4417
ENSOARG00020005775	70.7859	55.746	47.4861	64.5429	66.2839	65.2387	66.8447
ENSOARG00020005776	2289.61	1904.72	84.8881	1726.2	2175.29	2328.56	3180.06
ENSOARG00020005778	65.73543	58.661907	48.056061	61.877892	60.991083	62.9803	53.430337
ENSOARG00020005779	4.552485	5.55432699681	2.588347	7.538674	5.291982	4.124954	3.437994
ENSOARG00020005780	1.985653	1.361529	1.568158	1.5271986	1.8082777	1.66667	1.5163999
ENSOARG00020005781	5.78481	9.31695	0.432055	6.51465	9.02525	5.71137	8.71202
ENSOARG00020005782	2.54555	2.02779	3.58845	1.21299	1.02179	0.975557	1.11114
ENSOARG00020005783	43.37809	49.31576	39.62153	46.25394	43.7316	42.92608	38.60687
ENSOARG00020005784	3.94472	3.59349	1.94321	4.35919	3.53945	3.13195	3.57819
ENSOARG00020005785	25.1565	25.4661	34.3286	27.8048	25.4315	26.0776	28.7805
ENSOARG00020005788	92.3475	76.2789	41.4756	77.3245	85.2946	93.7545	97.5113
ENSOARG00020005789	0.478986	0.974362	0	0.717879	1.562	1.4833	0.596728
ENSOARG00020005790	11.39416	11.77646	10.81139	14.10214	8.89492	10.79455	11.23792
ENSOARG00020005791	51.5263	51.4238	28.8652	47.7159	54.0695	52.8773	44.5708
ENSOARG00020005792	21.22573794	22.5320160009611	17.447738	23.185776	20.54822	21.957855	22.709533
ENSOARG00020005793	3.31803	5.74091	0.5187960197976	5.84837	4.6845	4.01225	3.53584
ENSOARG00020005795	54.2256	23.2697	0.260111	26.8107	22.7279	16.6989	9.02004
ENSOARG00020005797	23.7666	28.6778	123.811	27.0179	24.2219	27.3637	26.867
ENSOARG00020005798	0	0	0	0.319337	0	0	0
ENSOARG00020005799	24.4533	23.7462	0	21.0453	19.7181	15.8311	16.1387
ENSOARG00020005801	22.4802	23.8688	17.002	26.9538	22.1053	24.1862	20.0519
ENSOARG00020005802	87.6758	116.60988	42.36715	106.31642	92.75163	99.899	109.0148
ENSOARG00020005803	20.655	30.5234	17.3783	30.8828	24.5077	20.9688	30.0825
ENSOARG00020005804	42.1334	44.0516	69.8488	51.3593	37.2214	53.1371	47.0427
ENSOARG00020005805	62.6355	60.4676	56.1787	56.3204	51.0467	66.2855	69.6339
ENSOARG00020005806	10.0891	10.4551	6.78291	11.4848	9.60998	7.76139	7.59426
ENSOARG00020005807	17.0252	18.3894	11.7833	19.0431	16.7181	14.0841	17.4733
ENSOARG00020005809	7.13697	10.3177	0.644397	10.007	7.55628	11.603	12.6788
ENSOARG00020005811	43.5047	42.742	33.388	43.6409	38.9643	37.3727	42.9116
ENSOARG00020005813	1.52879	2.27222	1.59191	2.11764	1.05516	0.926356	1.88727
ENSOARG00020005814	101.262	87.1388	100.058	95.252	77.2737	106.997	78.6639
ENSOARG00020005815	51.5271	52.0853	23.2613	45.8788	52.8312	43.5338	52.6547
ENSOARG00020005816	1.4401	2.23066	0.219297	2.25866	1.74782	1.09573	2.82241
ENSOARG00020005817	61.116958	62.64875	32.792967	64.823198	57.627701	59.740423	59.244209
ENSOARG00020005818	86.6597	101.55464	1.468511	76.7314	107.21657	81.78965	130.96789
ENSOARG00020005819	22.8021	17.0764	0.316309	15.8564	25.593	23.116	19.1462
ENSOARG00020005822	65.07875	58.657252	42.196269	59.91626	54.54787	65.86341	64.082634
ENSOARG00020005823	7.53587	7.88892	2.5774295	6.841153	7.49427	7.84147	7.62965
ENSOARG00020005824	0	0	0	0	0.0347106	0.156893	0.216655
ENSOARG00020005825	5.69716	8.76665	5.95008	8.24427	7.20773	6.67459	5.70416
ENSOARG00020005827	0	0.596458	0	0	0.548626	0	0
ENSOARG00020005828	5.62	7.25573	39.1779	4.4161	2.07121	3.99054	8.4112
ENSOARG00020005829	24.0639	21.1421	8.91145	21.7787	25.6306	22.9559	17.3181
ENSOARG00020005830	129.81139	123.06203	86.05326	113.7325	121.35662	116.076665	128.85734
ENSOARG00020005831	8.79418	9.04663	6.46915	11.7463	6.46686	11.4996	6.2912
ENSOARG00020005832	76.1974	72.6038	51.0674	84.407	66.1092	52.8669	55.608
ENSOARG00020005833	66.7002	58.443	38.2215	60.0285	54.3121	56.9192	51.8814
ENSOARG00020005834	15.909676	16.017028	11.4704527	15.637014	15.117432	14.0960476	15.31487
ENSOARG00020005836	20.7702	22.4516	0.692105	17.2977	18.4471	19.7083	16.7454
ENSOARG00020005837	32.0068	20.7578	8.16659	18.1742	27.8376	19.1782	26.3991
ENSOARG00020005838	1.08744	0.498367	0.596977	0.576695	0.727171	0.298401	0.411751
ENSOARG00020005839	32.9502	33.0442	15.8807	32.3527	30.2915	36.2198	34.4385
ENSOARG00020005841	0	0.558768	0.55177	0.655954	0	0.554286	0.565238
ENSOARG00020005842	4.54698	5.09691	4.76351	5.49796	4.54808	3.54493	4.53663
ENSOARG00020005843	2480.32	2216.51	3180.74	1937.68	2319.76	2446.9	2605.76
ENSOARG00020005844	1.04725	0.0648336	0.0680953	0.675129	0.120425	0.135921	0.0625262
ENSOARG00020005845	17.2198	16.2493	8.58989	19.824	14.76	14.8584	13.2859
ENSOARG00020005846	0.0981512	0.183225	0.117933	0	0	0.0769567	0.141697
ENSOARG00020005847	6.82886	11.4178	0.734699	10.3362	7.01825	9.02221	11.3667
ENSOARG00020005848	0	2.36591	0.909823	2.79153	0.727156	0	1.45067
ENSOARG00020005849	28.0702	36.1664	7.91898	32.5971	32.9467	31.3015	30.5949
ENSOARG00020005850	14.2528	12.0997	5.56982	12.5463	12.4355	12.1793	16.3766
ENSOARG00020005851	3.86461	0	8.85112	2.16102	3.95882	0	10.4075
ENSOARG00020005852	0.0700082	0.23351	0	0.360397	0.361319	0.163036	0.0749772
ENSOARG00020005853	0	1.56158	5.15383	3.64137	1.42377	1.4845	4.25717
ENSOARG00020005854	0.371334	0	0.445608	0.734964	0.37278	0.21518	0.822378
ENSOARG00020005855	0.659274	0.612634	0.0644207	0.779577	0.910408	0.770787	0.650108
ENSOARG00020005856	0.712894	1.061588	0	1.7810766	0.887518	0.501113	1.05387
ENSOARG00020005857	14.1907	15.2752	19.7689	16.4928	14.6599	18.5031	20.9435
ENSOARG00020005858	0	1.04016	0	0	0	1.0152	0
ENSOARG00020005859	0	3.03823	0	0	0	0	0
ENSOARG00020005860	0.345141	0	0.0802949	0	0.142536	0	0.147899
ENSOARG00020005861	51.82161	47.77602	36.293754	50.07767	50.25465	47.73703	51.51818
ENSOARG00020005863	118.85372	112.897986	95.00885	123.864959	102.40392	120.43749	108.715962
ENSOARG00020005864	5.22465	3.51749	12.8426	6.21004	28.6292	1.95783	5.04559
ENSOARG00020005866	0	0	0	0	0	0.120174	0.258141
ENSOARG00020005867	25.0941	21.6451	13.8893	24.1662	22.0767	21.5146	23.5963
ENSOARG00020005868	2.95231	1.22964	5.51681	3.6017	0.565546	2.48212	1.14084
ENSOARG00020005869	0.495311	0.682193	0.586417	0.78842	0.554596	0.447539	0.370763
ENSOARG00020005870	17.1185	15.0403	7.49633	15.5605	16.3159	15.7965	14.3226
ENSOARG00020005871	0.0600707	0.602219	0	0.387144	0.37285	0.140263	0.322604
ENSOARG00020005873	0.364283	0.58066	0	0.268643	0.377537	0.0608916	0.336187
ENSOARG00020005874	52.6565	54.5014	21.76	52.5313	54.0589	54.6146	50.7964
ENSOARG00020005876	34.226127	31.70061	27.803718	32.506993	31.34593	37.39	34.327486
ENSOARG00020005878	345.808	281.841	171.643	299.582	341.157	351.098	405.433
ENSOARG00020005879	9.45916	11.2041	10.0895	9.25189	11.3098	9.5169	11.3822
ENSOARG00020005881	3.03474	5.00234	0.42264	1.58753	0.837899	2.78849	2.97496
ENSOARG00020005882	116.59902	116.729345	72.38641	116.588824464	84.09106	88.4702	82.105567
ENSOARG00020005883	3.75052	1.37904	4.59583	6.47041	3.79632	7.99132	2.51773
ENSOARG00020005884	95.4881	97.0161	73.0226	103.973	97.0131	96.263	80.2697
ENSOARG00020005885	0.0551443	0.122978	0.19396	0.213398	0.11422	0.32234	0.23727
ENSOARG00020005886	0	0.217528	0.112518	0.126026	0.100889	0	0.208967
ENSOARG00020005887	0.0700082	4.74803	3.25559	20.4525	0.0722638	0.163036	2.02438
ENSOARG00020005890	0	0	0.0504938	0	0	0.0501657	0.0461721
ENSOARG00020005891	4.03645	4.59657	3.14503	4.42568	3.63807	3.79761	3.45863
ENSOARG00020005892	29.37737	39.87978	2.465504	36.01078	33.35861	36.69062	38.41734
ENSOARG00020005893	2.07817	4.2153	2.58599	5.6919	3.03239	4.42965	5.02414
ENSOARG00020005894	6.720169	10.491072	2.56617	9.032081	6.436594	7.056258	6.5247673
ENSOARG00020005895	8.5026	7.607983	4.512522	9.64049	7.42147	7.11732	5.449147
ENSOARG00020005897	3.16935	3.52838	3.46324	3.46246	1.77295	2.98565	2.32922
ENSOARG00020005898	1.45461	1.76543	1.07168	1.02524	1.14357	0.734334	0.673625
ENSOARG00020005900	170.372	201.928	27.0087	276.501	181.424	230.19	131.266
ENSOARG00020005901	1.85235141477	2.26450000032785	2.91627728041	2.60156	1.385353552	1.66771	1.99301
ENSOARG00020005902	322.67317	311.11384	356.29615	305.06719	350.14017	354.06233	363.5943
ENSOARG00020005903	3.43367	5.59914	4.15493	5.76835	4.75585	4.36519	3.75249
ENSOARG00020005904	0.256316	0.140843	1.58611	0.16341	0	0.146859	0
ENSOARG00020005905	120.346	99.2361	28.1021	111.642	104.024	92.1572	78.5432
ENSOARG00020005906	0	0	0	0.0406394	0	0.0738812	0.0340096
ENSOARG00020005908	11.800272	11.5869	3.79435	12.150114	10.946697	11.9942	9.23549
ENSOARG00020005909	25.47015	25.05693	18.6316	25.29266	24.80558	25.48374	20.04972
ENSOARG00020005910	6.86338	7.35049	1.65973	8.91027	9.07165	6.62982	9.36133
ENSOARG00020005911	14.82	14.0975	7.47817	12.0561	13.8336	11.2039	12.9842
ENSOARG00020005912	0.414069	0.555654	0.14679	0.267624	0.387167	0.0971851	0.223629
ENSOARG00020005913	12.5425	14.7647	16.1253	11.8807	10.4993	12.4178	11.9051
ENSOARG00020005914	12.3686	9.5154	7.310358	13.9734	11.7752000003897	8.17772	9.160975
ENSOARG00020005916	156.11629	199.42041	75.85816	181.46833	157.98437	178.48153	145.17615
ENSOARG00020005917	13.77068	14.56819	13.25879	14.19478	13.85395	15.06197	14.49134
ENSOARG00020005918	2.49169	4.284778	5.07564	5.99856	3.02097	2.471885	2.655156
ENSOARG00020005919	0	0	0	0	0	0	0
ENSOARG00020005920	7.84117	8.785737	1.872809	10.482875	9.20616	8.574608	8.536839
ENSOARG00020005921	627.89788092	693.043226	488.0310875	662.525815	620.20863	614.2161565	529.6371383
ENSOARG00020005922	57.7797	47.74676	3.02769	51.25572	53.09629	49.29245	57.68736
ENSOARG00020005923	2.72932	2.33514	0.388357	2.30302	2.32854	2.4538	1.7889
ENSOARG00020005924	2.41126	1.06678	0.331309	2.10137	3.26565	2.6769	5.02291
ENSOARG00020005925	54.8454	67.5499	31.1883	72.4769	67.6237	59.5448	59.5458
ENSOARG00020005926	17.1689	23.9699	21.775	23.4815	14.5869	22.3311	16.6475
ENSOARG00020005927	5.569963	4.462273	0.75183600687053	5.739773	4.762942	4.226546	3.349386
ENSOARG00020005928	30.1196	26.5822	15.5891	32.4485	27.7945	25.83	22.2911
ENSOARG00020005929	25.92	17.0885	16.6063	36.2405	15.8378	16.648	10.265
ENSOARG00020005930	44.62389	41.11207	7.31834	41.2925	39.00004	41.90043	38.87911
ENSOARG00020005931	12.79845	9.64415	9.77468	10.91522	10.336557	12.23151	10.56816
ENSOARG00020005932	36.44008	54.25013	18.251548	62.8726	42.29905	51.528702	57.3753
ENSOARG00020005933	49.5904	41.8173	39.808	39.4364	44.2501	49.7757	54.7971
ENSOARG00020005934	0.986967	1.39138	1.07447	1.1323	1.35176	0.66429	1.07036
ENSOARG00020005935	0.107612	0.1211676	0.0647894	0.1631017	0.140803	0.0882632	0.117391
ENSOARG00020005936	2600.11	2793.31	1655.1	3678.59	1797.75	1650.7	1657.28
ENSOARG00020005937	10.2254	14.2152	4.65149	15.9711	4.21599	9.06996	12.552
ENSOARG00020005938	3.55809	4.01053	1.81409	3.95407	3.0544	3.51633	2.838
ENSOARG00020005939	0.152176	0.313045	0.241997	0.42726	0.264476	0.209281	0.247764
ENSOARG00020005940	0.126345	0.16227	0.108093	0.163908	0.0942661	0.106599	0.157079
ENSOARG00020005941	0	0	0	0	0	0.929497	0.424994
ENSOARG00020005942	2.20005	2.549292	20.4173	1.698772	1.78895	2.54772	3.41474
ENSOARG00020005943	141.171974	138.743308985	3.566198	154.173926	152.711575	167.973825	118.106184
ENSOARG00020005944	0	0	0	0	0	0.0428956	0.0789739
ENSOARG00020005945	112.706	101.908	92.897	102.113	108.523	114.808	117.53
ENSOARG00020005946	21.5172	24.3042	11.417	25.7997	23.1871	18.8154	21.8875
ENSOARG00020005948	94.209513	93.801942	36.861658	94.956333	98.51696	93.02713	93.02971
ENSOARG00020005950	39.9588	38.1994	34.7424	52.5549	57.0082	48.4133	42.3023
ENSOARG00020005951	0	0	0	0	0	0	0
ENSOARG00020005952	37.3561	50.1131	21.7466	55.7191	42.5906	52.6068	33.9125
ENSOARG00020005953	0.615863	0.264555	1.06001	0.978916	0.344053	0.33302	0.612946
ENSOARG00020005954	27.177738	28.49967	25.71428	29.07289	25.600409	26.068346	22.807644
ENSOARG00020005955	46.8544	36.164064	11.0014	32.8344	41.5488	37.2244	47.4726
ENSOARG00020005957	3.64058	4.21616	0.103517	3.00391	4.09895	4.62952	5.91785
ENSOARG00020005958	17.0364	15.2764	4.84781	15.4809	16.2234	17.1175	18.5292
ENSOARG00020005959	21.1652	17.8432	9.84529	19.4508	20.9664	17.0644	17.1219
ENSOARG00020005962	0	0	0	0	0	0	0.0692122
ENSOARG00020005964	26.0302	23.0057	16.7208	25.2408	27.0928	25.2292	28.3441
ENSOARG00020005965	0	0	0	0	0	0	0
ENSOARG00020005966	16.5886	14.1097	6.93053	13.3562	12.4035	12.8606	12.0671
ENSOARG00020005967	40.1351	35.3421	30.7016	32.428	37.8047	34.6982	41.9329
ENSOARG00020005968	3.7526	1.30868	0	3.06045	0.601365	0	0
ENSOARG00020005970	9.54559	7.79421	6.14828	7.09536	6.23748	6.10976	7.53555
ENSOARG00020005971	4.64152	5.12119	9.13763	4.67161	4.36488	4.36612	4.54042
ENSOARG00020005972	0.495714	0.531666	0.789942	0.929376	0.737028	0	1.25903
ENSOARG00020005973	0.715805	0.256357	0	0	0.710839	0	0
ENSOARG00020005974	0	0.40546	24.5341	0.31351	0.375967	0.563861	0.258925
ENSOARG00020005975	0.586276	0.141003	0.602859	0.216725	0.393361	0.0988868	0.453495
ENSOARG00020005978	0	0.0705929	0	0.0759019	0	0	0
ENSOARG00020005979	0	0	0	0	0	0	0
ENSOARG00020005980	99.280806	98.0828	38.518854	104.82271	97.350425	89.455903	87.708957
ENSOARG00020005982	0.616564	0.343284	0	1.11235	0.446311	0.431709	0.794307
ENSOARG00020005983	3.948461	4.2722	4.3886	4.231843	3.67647	3.22582	3.698226
ENSOARG00020005984	179.034	171.53	0.179088	163.111	166.119	177.336	195.079
ENSOARG00020005985	53.8404	60.7217	39.1988	63.3033	58.6547	62.1001	58.5128
ENSOARG00020005988	0	0	0.687469	0	0	0	0
ENSOARG00020005989	50.465677	47.2452	1.79638	44.912849	49.117245	48.626202	45.591193
ENSOARG00020005990	11.9479	11.8713	10.6766	12.259	11.1606	12.8828	9.30593
ENSOARG00020005991	10.4722	9.47773	11.7249	10.0071	7.61607	6.43709	6.71284
ENSOARG00020005992	0	0	0	0	0	0	0
ENSOARG00020005994	0.400537	0.554308	0.351124	0.859912	1.01438	0.327783	0.587024
ENSOARG00020005995	244.014913	232.839227	85.05121	241.32589	254.971718	243.350782	228.7874
ENSOARG00020005997	73.7372	69.5961	46.5543	67.8547	67.6116	71.5409	78.6659
ENSOARG00020005998	0	0	0	0	0	0.0826692	0.152068
ENSOARG00020005999	239.351	225.001	31.9208	223.108	229.283	218.364	218.772
ENSOARG00020006002	86.6641	73.32392	35.18275	72.45276	86.1978	80.9478	96.3398
ENSOARG00020006003	41.1399	39.4134	38.345632	43.1085	39.1343	43.2472	37.3487
ENSOARG00020006004	2.1591	0	0	0	1.44525	0	0
ENSOARG00020006005	116.331	118.029	53.6546	121.876	113.465	113.594	103.826
ENSOARG00020006006	2.91775	3.20497	2.87709	3.12055	2.40077	2.03583	2.15252
ENSOARG00020006007	44.8523	44.9562	45.1643	42.4579	39.563	46.0639	49.5025
ENSOARG00020006009	3.64124	3.88765	0.0263855	3.62222	3.18635	2.8443	3.01844
ENSOARG00020006010	15.346142	14.786343	7.830968	15.925074	13.948446	13.84746	12.691186
ENSOARG00020006012	21.5172	24.3042	11.417	25.7997	23.1871	18.8154	21.8875
ENSOARG00020006013	21.76945	23.33998	12.339619	23.229553	23.159286	25.173202	25.39725
ENSOARG00020006014	6.31754	5.87562	2.06521	6.60538000675767	6.1583	7.23428	6.837
ENSOARG00020006015	0.422538	0.119125	0.376261	1.19684	0.319835	0.390721	0.680496
ENSOARG00020006016	0	0	0	0	0	0	0
ENSOARG00020006017	0	0	0	0	0	0	0
ENSOARG00020006018	0	0	0	0	0	0	0.0609522
ENSOARG00020006019	0	1.88955	0	0	0	0	0
ENSOARG00020006021	10.686306	8.119485	5.748957	10.233866	9.395849	9.13153	7.91712
ENSOARG00020006022	410.7636	363.30478	208.1925	296.6876	443.8199	467.79793	471.28489
ENSOARG00020006023	0	0	0	0	0	0	0
ENSOARG00020006024	14.46323	12.28401	11.55571	14.08216	11.670649	15.30411	12.034353
ENSOARG00020006026	0	0	0	2.32041	0	0	0
ENSOARG00020006027	22.124582	52.36353	4.6615779	46.1287	27.95312	78.45601	70.85438
ENSOARG00020006028	4.643277281	5.83815	1.419876	5.9101791	3.71656	5.14407	6.29048
ENSOARG00020006029	0	0	0	0	0	0	0
ENSOARG00020006030	13.8844	13.3951	7.96681	14.6269	13.6768	13.4279	13.0527
ENSOARG00020006031	0	0	0.0746221	0.16477	0	0.149201	0.0686251
ENSOARG00020006032	15.4678	14.0066	9.905458	16.32625	15.43192	15.317975	12.774555
ENSOARG00020006033	22.25509	20.96344	31.87137	24.77095	18.66271	23.93149	21.56255
ENSOARG00020006034	14.0547	15.4449	7.07573	13.6299	14.0738	13.2921	11.2859
ENSOARG00020006035	13.9819	10.4066	7.01413	12.7918	12.9489	11.6614	7.64063
ENSOARG00020006036	8.54787	14.1407	11.2943	19.5601	9.11708	5.64165	14.2287
ENSOARG00020006037	40.6634	34.1837	10.1021	32.8245	38.1413	35.2412	45.705
ENSOARG00020006038	1264.81	3464.85	5.15464	2736.52	991.028	2552.17	4085.21
ENSOARG00020006039	0	0	0	0	0	0	0
ENSOARG00020006040	0	0	0	0.193309	0	0	0
ENSOARG00020006041	148.6195	138.722	204.7827	128.1874	130.1856	130.14304	130.12925
ENSOARG00020006042	0.191694	23.5789	6.27887	0.122771	0	0.110591	0
ENSOARG00020006045	1.4577	2.94844	1.54376	2.04736	2.53224	1.93061	2.20187
ENSOARG00020006046	0	0	0	0	0	0	0
ENSOARG00020006047	0.346754	0.555901	0.768318	0.542361	0.387468	0.292013	0.268889
ENSOARG00020006048	0	0	0	0	0	0	0
ENSOARG00020006050	51.1462	52.6995	36.6493	51.3817	47.3652	44.1354	45.1591
ENSOARG00020006051	44.4649	47.3879	28.3083	43.8745	46.3998	48.4805	49.6636
ENSOARG00020006052	0.0506159	0	0	0	0	0.0592482	0
ENSOARG00020006053	0	0	0.380051	1.41255	1.11571	1.24168	0.757143
ENSOARG00020006055	11.8441	8.24804	2.85588	11.9566	9.5504	8.354	9.75923
ENSOARG00020006056	17.21278	16.8318	15.54671	17.72146	14.64176	14.76176	15.19434
ENSOARG00020006057	11.85293	16.71287	17.30245	19.00973	14.42242	17.49397	15.04337
ENSOARG00020006058	0	0	0	0	0	0	0.145747
ENSOARG00020006059	248.311889	231.3292	69.059802	227.4349	236.6727	228.038116	255.614
ENSOARG00020006060	639.311	3063.65	9.3101	2733.78	1148.28	3337.18	4559.89
ENSOARG00020006061	81.1857	73.8577	41.6542	89.0322	71.823	72.385	65.1544
ENSOARG00020006062	0	0	0	0	0	0	0
ENSOARG00020006063	0.678821	0.548675	0	0.682873	0.901911	0.57593	0.530148
ENSOARG00020006064	0	0	0.487528	0	0	0.255312	0.467659
ENSOARG00020006065	0	0	0	0	0	0	0
ENSOARG00020006067	0.253155	0.374711	0.0333779	0.328659287914	0.236856	0.267904	0.508038
ENSOARG00020006068	46.2776	45.0267	37.2607	38.0668	53.1229	60.2131	46.4374
ENSOARG00020006071	1.121283	2.552839	0.0373083	2.175346	0.790919	1.242574	1.888754
ENSOARG00020006072	3.188006	3.349458	14.24813	3.61692	1.878794	1.730693	2.490607
ENSOARG00020006073	8.30185	8.64229	0.840439	5.41265	6.44766	6.42499	5.79811
ENSOARG00020006076	10.9872	10.725	8.28699	10.6906	10.5317	10.4092	10.8081
ENSOARG00020006077	12.8955	20.15117	7.40696	19.23377	15.32122	12.73	16.63162
ENSOARG00020006078	4.61878	3.72672	1.40848	3.83035	3.78602	3.54948	3.3292
ENSOARG00020006079	52.67796	43.73134	11.56467	42.20817	48.4963	41.74165	42.82729
ENSOARG00020006081	23.0741	42.5566	0.857407	23.6182	21.1412	36.6985	23.0138
ENSOARG00020006085	0	0	1.31222	0.802912	0.636011	0.671934	0
ENSOARG00020006087	130.941	119.815	68.9416	104.122	150	160.982	172.236
ENSOARG00020006088	83.8958	77.1343	80.998	79.9306	69.6559	72.6398	80.5886
ENSOARG00020006089	21.2123	14.1999	8.13206	10.2482	3.45617	1.30628	0.350481
ENSOARG00020006090	0	0	0	0	0	0	0
