sample_SRR6798308	sample_SRR6798310	sample_SRR6798312	sample_SRR6798314	sample_SRR6798316	sample_SRR6798318
ENSBTAG00000000526	10.5713893	10.94042490749	10.005417	9.22864202093	9.6354299	9.94105218169
ENSBTAG00000000527	44.18433	38.53821	41.7214	42.09529	46.75147	45.30566
ENSBTAG00000000528	34.2222	34.8224	33.5829	37.293	39.8776	46.3715
ENSBTAG00000000529	22.99916	20.4322	19.48102	20.4571	26.1389	22.58168
ENSBTAG00000000531	0.129402	0.102563	0.196699	0.24992	0.131666	0.3977952
ENSBTAG00000000532	4.69212	3.02318	3.42114	2.49312	4.0053	4.59934
ENSBTAG00000000533	1.07274	0.474822	0.912767	0.540055	1.13056	0.891254
ENSBTAG00000000534	6.94659	2.61328	2.98543	5.57476	7.24342	2.84142
ENSBTAG00000000535	7.98722	12.00324	12.00643	6.46365	9.18993	4.3794
ENSBTAG00000000536	6.29957	4.53963	6.559966	6.64659	6.33771	7.56084
ENSBTAG00000000539	28.01157	28.74664	29.752736	30.442363	28.91294	28.515763
ENSBTAG00000000540	6.880899	9.31944	5.988878	8.86801	8.27735	5.606593
ENSBTAG00000000541	0	0.537216	0.267654	1.302817	0.1947815	0.202635
ENSBTAG00000000542	205.784783	194.390833	161.888563	157.0826758	175.1417934	182.440372
ENSBTAG00000000545	24.47244	17.20254	21.71454	21.12688	21.2374	22.06635
ENSBTAG00000000546	38.3653	30.5175	38.943	30.2741	35.8569	60.5975
ENSBTAG00000000548	15.99421	14.42202	14.99732	11.934954	16.08984	15.84305
ENSBTAG00000000550	238.411	267.936	265.608	298.189	245.697	189.779
ENSBTAG00000000551	19.6417	20.9187	17.5528	15.4686	21.0301	20.5705
ENSBTAG00000000552	1.57149	5.64088	2.54902	1.46122	2.42184	0.923426
ENSBTAG00000000555	13.2985	12.6915	14.267631	15.8763846	15.2628	17.0546
ENSBTAG00000000558	1.01947	0.252651	0.209848	0.256592	0.953824	0.62485
ENSBTAG00000000559	138.179	91.3032	97.809	187.751	180.972	224.471
ENSBTAG00000000560	1.66351	0.580363	1.98005	0.590257	0.378257	1.05784
ENSBTAG00000000561	4.97121	3.91844	4.17875	3.46121	4.27756	3.49901
ENSBTAG00000000562	204.76	188.978	154.486	130.928	180.033	145.24
ENSBTAG00000000563	13.3516328	12.737464	16.738481	16.918524	18.097066	15.899193
ENSBTAG00000000564	284.294	211.306	198.078	157.959	275.957	148.084
ENSBTAG00000000565	6.51045	4.40362	6.04173	4.88732	6.04657	7.51391
ENSBTAG00000000566	5.05006	4.20087	4.6738	3.5968	5.14311	4.91731
ENSBTAG00000000567	0.128743	0	0.137365	0.12962	0	0
ENSBTAG00000000568	0.1925323	0.2144443	0.2489037	0.219975	0.3061668	0.533197
ENSBTAG00000000569	7.75926	9.46826	7.40288	10.3711	7.85276	13.7894
ENSBTAG00000000570	1.36887	1.33315	1.69922	4.66115	4.92579	3.0628
ENSBTAG00000000571	6.233794	6.16797	5.953853	7.52788	6.962986	6.4729
ENSBTAG00000000573	0	0	0	0	0	0
ENSBTAG00000000574	0	0	0	0	0	0
ENSBTAG00000000575	9.991406425133	8.071916967107	20.7748891052101	18.8208210359712	15.8130772001382	17.6602498530982
ENSBTAG00000000576	0.10236	0.368825	0.192364	0.32058	0.466381	0.396005
ENSBTAG00000000578	48.7253	46.53397	51.8448	48.44059	53.7457	51.7285
ENSBTAG00000000579	6.8738	5.34006	5.84882	4.93	5.76468	6.89808
ENSBTAG00000000580	2.021779	1.282506	1.662293	1.262665	2.249527	1.529816
ENSBTAG00000000581	22.1374	13.5767	24.1916	16.8527	18.6572	17.1974
ENSBTAG00000000582	15.40459	11.66271	23.24855	14.28044	33.31659	9.27539
ENSBTAG00000000584	0.970639	1.41878	0.918456	1.33342	1.6935	1.82235
ENSBTAG00000000585	0.28108	0.165957	0.3143706	0.2059052	0.0451457	0.315905
ENSBTAG00000000586	2.77916	2.27673	2.7564	2.51992	2.69488	3.43907
ENSBTAG00000000588	1.03177	0.901304	1.444455	2.728359	2.638431	0.889223
ENSBTAG00000000590	0.163086	0.10466	0.287219	0.15733	0.242855	0.17418
ENSBTAG00000000593	3.25333	2.97985	4.75023	3.07768	4.01465	3.30026
ENSBTAG00000000595	0.7350936765	1.26254555	1.13391684	1.08773601	0.78424106	0.979158
ENSBTAG00000000597	0.0172433003559	0.02796320317093	0.02824	0.0268888	0	0.0244837
ENSBTAG00000000598	1482.24587	1109.04997	1077.87315	1806.81986	1383.07195	1352.78574
ENSBTAG00000000599	143.156	155.157	143.817	131.283	166.797	162.088
ENSBTAG00000000601	2.82856	1.98498	3.310635	5.668493	2.947023	4.152341
ENSBTAG00000000602	23.832	25.6977	27.1982	28.3019	29.1953	26.9286
ENSBTAG00000000603	52.6334	39.0517	45.4974	53.6509	54.2653	62.4487
ENSBTAG00000000604	1.0374987	1.06076	0.988371	3.59342	0.982931	4.14995
ENSBTAG00000000605	653.6895	480.0972	483.1858	477.2006	508.8655	495.6464
ENSBTAG00000000606	2.10819	0.954845	0.869441	0.578847	2.56466	2.46636
ENSBTAG00000000607	24.81312	24.19184	21.92039	24.72233	24.02658	20.97582
ENSBTAG00000000608	21.1992	23.7391	26.1174	22.7818	26.4323	23.1771
ENSBTAG00000000609	0.147286	0	0	0	0	0
ENSBTAG00000000611	0	0	0	0	0	0
ENSBTAG00000000613	20.3432	15.483	15.9937	15.698	18.7324	20.9083
ENSBTAG00000000616	5.90545	4.731436	3.186725036715	3.630183	5.621245	4.777747
ENSBTAG00000000617	0	0	0	0	0	0
ENSBTAG00000000619	0.0166239	0	0	0	0	0
ENSBTAG00000000620	0.276957	0.108372	0.0707452	0	0.041674	0.0614764
ENSBTAG00000000621	6.33516	3.82399	10.113	6.61131	6.83534	6.72314
ENSBTAG00000000622	1061.77	917.229	779.146	999.118	936.618	1029.36
ENSBTAG00000000623	9.67887	9.47313	11.8748	10.9104	10.7066	11.5189
ENSBTAG00000000625	1.28118	0.733244	1.02213	1.50124	1.14903	1.27258
ENSBTAG00000000626	1.78249	1.39032	1.19809	1.58754	1.626056	1.973176
ENSBTAG00000000629	0.520602	0.2790253	0.30917200598842	0.1637315	0.360279	0.542575
ENSBTAG00000000630	47.56374	39.95533	40.44314	40.18143	45.20633	56.843
ENSBTAG00000000632	6.45876	4.60522	4.52345	4.13135	4.68082	4.86075
ENSBTAG00000000634	0.228491	0.1015826	0.161078	0.0945642	0.49663	1.03687
ENSBTAG00000000638	0.455442	0.415569	0.662943	0.831074	0.299615	0.471076
ENSBTAG00000000639	70.0667	78.4699	60.8571	66.2379	68.9958	62.7651
ENSBTAG00000000640	49.4512	45.534	48.2388	44.863	44.2978	56.062
ENSBTAG00000000641	1.3787	1.71846	0.961564	0.372408	1.02677	0.742761
ENSBTAG00000000642	12.6059	11.324	17.7697	21.4362	15.6527	13.0161
ENSBTAG00000000644	0	0	0	0.157345	0	0
ENSBTAG00000000646	13.9082	9.70691	12.29	8.009716	14.088296	11.434384
ENSBTAG00000000647	9.873005	11.969378	14.392687	22.545485	15.840588	9.86652
ENSBTAG00000000648	0.336482	0.130477	0.123754	0.147276	0.246167	0.93895
ENSBTAG00000000650	5.41111	4.6015	6.61295	7.40625	5.78805	5.39558
ENSBTAG00000000653	43.3017	36.9483	53.9515	41.9231	48.1873	40.2732
ENSBTAG00000000654	0.398839	0.619831	0.421798	0.58554	1.03126	4.29851
ENSBTAG00000000655	5.084583	6.258845	4.220555	5.01743	5.993232	7.72747
ENSBTAG00000000656	1.910322	1.437453	1.680825	2.142805	2.269939	2.70423
ENSBTAG00000000658	1.50873	0.864964	2.14747	3.92824	2.10794	1.6733
ENSBTAG00000000660	5.16111	4.78508	7.68716	3.19005	7.38532	4.49241
ENSBTAG00000000662	5.815434	6.247656	6.122332	5.77007	6.201453	6.32943
ENSBTAG00000000664	2.22878	2.29362	2.81837	1.909	1.78625	2.02049
ENSBTAG00000000665	0.580441	15.3778	1.24161	15.5542	10.4546	17.9251
ENSBTAG00000000666	22.6723	17.3541	24.6045	23.3332	24.3786	17.3999
ENSBTAG00000000667	0	0.0485779	0.0634101	0.0602971	0.0630456	0.220322
ENSBTAG00000000668	20.84794	16.88779	21.53958	24.24761	24.40824	17.27419
ENSBTAG00000000670	4.521795	5.67543	5.27072	5.56983	7.29644	4.97184
ENSBTAG00000000671	2.72005	3.07756	3.14666	4.32404	3.20354	4.41578
ENSBTAG00000000672	15.1307789	14.75795	11.05148	11.270434	14.15758	12.38814986
ENSBTAG00000000675	15.914403	12.483912	13.788119	16.468829	18.122398	15.419053
ENSBTAG00000000676	5.810747	5.403628	7.21043	4.553964	5.85083	5.023346
ENSBTAG00000000678	136.4883	135.8881	128.9432	102.8967	126.0457	124.2184
ENSBTAG00000000679	56.105378	41.12326	44.93269	45.55921	66.41979	59.08839
ENSBTAG00000000682	6.322656537	5.0164990141754	6.0083063	4.458824	5.8073745	4.430543
ENSBTAG00000000683	24.3828	29.193	32.2139	20.6957	28.1052	17.4407
ENSBTAG00000000684	15.5904113	21.054032	23.98523	35.534263	23.469902	15.29153
ENSBTAG00000000686	3.13274	1.91353	1.79602	2.11508	1.94067	3.46208
ENSBTAG00000000687	6.6448927	5.3910508	5.110997	5.503771	5.612148	5.983877
ENSBTAG00000000690	0.0473615	0	0	0	0.14973	0.0874176
ENSBTAG00000000694	110.509	121.986	112.422	134.837	129.181	136.858
ENSBTAG00000000695	12.560994	17.133393	15.1623570005282	15.6274400068874	14.798075	12.9017659
ENSBTAG00000000696	49.7179	43.5637	47.1654	49.5529	52.9966	53.9649
ENSBTAG00000000697	3.49559	2.19349	2.58435	2.6893	3.09014	3.33813
ENSBTAG00000000698	0.121485914	0.164127225	0.249637	0.312553965	0.227040546	0.086498627
ENSBTAG00000000699	39.58006	38.24816	45.79973	37.43608	33.13385	32.06383
ENSBTAG00000000700	9.36468126	7.937126	8.472970291283	10.1415158	11.329812	14.35360149661
ENSBTAG00000000703	4.628073	6.8172701	3.99614	6.353497	6.45003	14.892633
ENSBTAG00000000704	7.080008	6.97814	7.086349	8.103269	8.354457	8.37927
ENSBTAG00000000705	128.136	140.496	123.947	108.325	128.902	119.716
ENSBTAG00000000706	1.54284	1.08404	1.77592	0.862859	4.03754	4.73326
ENSBTAG00000000707	0.422329	0.279015	0.248113	0.377919	0.394822	0.401645
ENSBTAG00000000710	15.838545	27.346565	25.051652	24.07639	27.202161	14.86007
ENSBTAG00000000711	181.3935	179.6954	230.77518	235.44198	214.8734	202.550864
ENSBTAG00000000712	13.78164	14.41619	14.24706	10.24986	13.99444	12.02307
ENSBTAG00000000713	15.50543	15.4008	21.10586	21.2001	21.2256	20.52882
ENSBTAG00000000715	0.286422	0.08578	0.61474	0.0956479	0.432576	0.526029
ENSBTAG00000000717	15.14446	22.33819	33.70087	31.27861	21.46818	23.2932
ENSBTAG00000000718	6.52812	2.01214	5.43249	9.59524	4.75458	1.4786
ENSBTAG00000000719	6.84424	5.77706	5.23434	3.30815	4.91097	2.41038
ENSBTAG00000000720	0.202519	0.525782	0.128765	0.081561	0.0426651	0.149315
ENSBTAG00000000721	5.122585	5.145908	5.580627	4.399541	5.833655	4.67458864
ENSBTAG00000000725	3.7563	3.09027	4.42101	3.58528	4.18307	4.24741
ENSBTAG00000000727	4.11891	3.46265	4.11991	3.89386	4.38739	6.59964
ENSBTAG00000000728	0.141813	0.0383582	0.0501215	0.0951912	0.348701	0.261747
ENSBTAG00000000730	0	0	0.055612	0	0	0
ENSBTAG00000000731	0.419414	0.314874	0.361384	0.281482	0.375757	4.33053
ENSBTAG00000000735	0.346869	0.168827	0.330655	0.0698455	0.109573	0.319308
ENSBTAG00000000736	11.2026593	23.464305	18.733901	11.459729	17.882988	9.776567
ENSBTAG00000000737	10.1386303273	7.630870988919	8.25083000018353	5.2069424	8.3395	6.733959
ENSBTAG00000000738	4.768628	8.691464	8.531341	5.004914	6.06194	5.720117
ENSBTAG00000000742	1.5722911	1.5758806	2.2164946	2.4648121	1.84433140092419	5.296696
ENSBTAG00000000743	0.0429641	0	0	0	0	0
ENSBTAG00000000744	128.642	137.373	106.146	95.0639	126.158	130.988
ENSBTAG00000000745	5.94446	3.11343	4.10277	3.02163	5.20779	9.26557
ENSBTAG00000000746	111.156561	72.38591	98.49076167894	94.695777	106.75577	97.603944
ENSBTAG00000000748	31.300348	27.9647	29.4863	24.537	30.5752	39.25299
ENSBTAG00000000749	0.276059	0.224056	0.146622	1.59841	0.43696	0.639689
ENSBTAG00000000750	6.30508	5.34323	6.01201	5.4004	6.10936	5.48283
ENSBTAG00000000751	0.692146	1.07676	0.856947	0.638856	0.790681	0.533403
ENSBTAG00000000752	0.35268	0.466594	0.25524	0.448482	0.46862	0.306584
ENSBTAG00000000753	5.19733	6.33774	9.22264	10.8009	8.01524	7.40884
ENSBTAG00000000754	38.879	33.5088	43.0915	32.3007	38.284	41.9124
ENSBTAG00000000755	5.931452	5.909494	8.53118	12.25114	8.800093	8.13495
ENSBTAG00000000758	10.279	8.81222	15.533	7.31596	8.4901	9.95039
ENSBTAG00000000759	53.652	48.6159	56.8293	63.3043	48.8045	75.1487
ENSBTAG00000000764	32.0435248	42.2560398	54.496603	78.971339	55.5862611	54.4804223
ENSBTAG00000000765	0	0	0	0	0	0
ENSBTAG00000000767	5.47467	4.71512	4.64795	4.49263	4.62047	4.35174
ENSBTAG00000000770	16.7684	23.0997	13.5045	8.92009	16.076	7.06451
ENSBTAG00000000771	89.846964	86.008526	77.8425775	72.082574	86.8365282	80.6187
ENSBTAG00000000772	0	0	0	0	0	0.112235
ENSBTAG00000000773	21.747822	17.755926	19.094597	16.57449	18.097987	19.560692
ENSBTAG00000000778	525.90632	579.4979	394.13152	324.79189	472.966	411.52091
ENSBTAG00000000781	20.0052	16.5579	21.3679	17.7287	15.1995	16.0464
ENSBTAG00000000782	4.8585	3.16806	3.9479	3.46226	4.84469	7.12303
ENSBTAG00000000783	8.067721	7.6085	8.46641	9.701627	8.57983	7.54823
ENSBTAG00000000784	19.01506	15.03169	16.7465538	15.6137	17.75773	21.05344
ENSBTAG00000000785	1.14961	0.820094	1.17437	1.30385	0.999005	1.67011
ENSBTAG00000000786	39.22481	55.67169	52.51527	52.46979	47.5167	51.40078
ENSBTAG00000000789	82.9583	99.4296	81.0316	71.9805	94.9983	72.5209
ENSBTAG00000000791	213.765	189.042	182.98	228.072	267.031	100.859
ENSBTAG00000000792	4.179755	6.035812	6.835778	2.96817	5.056472	2.14424
ENSBTAG00000000793	0.0878558	0.106849	0.278693	0.088444	0.0461973	0.375914
ENSBTAG00000000795	39.4041	67.3713	75.8184	46.2456	63.7951	63.833
ENSBTAG00000000797	130.382272	119.217	126.897767	134.674194	131.948336	130.35
ENSBTAG00000000799	9.695176	12.204886	10.642163	7.87334	10.42903	8.129529
ENSBTAG00000000801	27.0202	29.2466	22.3185	19.1847	24.9387	26.6545
ENSBTAG00000000802	0.547843	0.967182	1.26266	0.519116	0.780346	0.593018
ENSBTAG00000000803	13.5229	12.0234	12.0023	8.04774	10.6398	10.7775
ENSBTAG00000000804	29.87354	28.88546	42.40431	39.43732	38.59336	37.55171
ENSBTAG00000000805	0	0	0	0	0	0
ENSBTAG00000000806	40.3456	40.9618	37.8261	33.3288	38.7017	42.8326
ENSBTAG00000000807	12.4332	13.8336	9.398559	10.5311	10.1856	7.20108
ENSBTAG00000000808	220.675	197.47	167.543	172.188	201.822	169.707
ENSBTAG00000000809	4.0173561	7.624014	7.716885	18.253075	10.353726	7.114861
ENSBTAG00000000810	82.784706	96.3036187	100.332915	171.680786	120.971068	109.90172
ENSBTAG00000000811	12.04868	14.5242	16.87803	22.55781	16.91931	15.84015
ENSBTAG00000000812	2.629879	1.579528	1.382108	1.579612	1.757323	1.998219
ENSBTAG00000000813	15.7187	14.2996	23.1326	21.7993	18.7045	17.5693
ENSBTAG00000000815	0.494034	0.516487	1.60818	2.66992	1.38079	1.40613
ENSBTAG00000000816	1.0695	0.7591656	0.4829210206903	0.761176	0.751826	0.52142
ENSBTAG00000000817	7.20429	12.86487	13.0719	9.50716	8.461155	6.86206
ENSBTAG00000000818	0	0.0522461	0	0.0648473	0	0
ENSBTAG00000000819	0.764553	0.263483	0.505459	0.3512474	0.603207	1.57866
ENSBTAG00000000820	63.9701	53.8769	39.75	48.0444	41.0796	71.1686
ENSBTAG00000000821	6.87892	6.67077	5.90938	5.40958	6.9888	5.47711
ENSBTAG00000000824	4.92019	3.90803	4.885	5.23748	4.85796	4.66424
ENSBTAG00000000825	92.9594	63.9553	54.7694	81.1073	66.1724	59.6545
ENSBTAG00000000827	2.61712	2.30975	2.76708	2.33274	2.40813	2.37411
ENSBTAG00000000828	0.454322	1.30075	0.75059	1.48643	1.73196	4.3995
ENSBTAG00000000829	4.31332	2.11813	2.76475	4.16528	2.62535	5.34245
ENSBTAG00000000830	25.3868	25.1673	23.9535	23.8776	30.3159	26.7899
ENSBTAG00000000831	18.33518	10.09914	15.844388	13.250957	13.48725	14.765
ENSBTAG00000000833	40.7586	36.0049	41.7607	56.9755	64.0178	50.7876
ENSBTAG00000000835	1395.45175	1193.55503	1746.370655	896.205359	1315.86244	1137.15284
ENSBTAG00000000836	0.184335	0.116261	0.0216678	0.247433	0.147042	0.526428
ENSBTAG00000000837	47.28337	44.581797	52.200283	52.955319	51.73492	56.179487
ENSBTAG00000000838	3.802227	3.122465	4.28157	4.3985988	5.2758664	4.441996
ENSBTAG00000000841	2.39038	2.5799495	3.398351	2.334761	2.069369	2.3849816
ENSBTAG00000000842	2.03829	1.50726	1.8969	1.41175	2.64118	1.5255
ENSBTAG00000000843	985.0621	606.2392	680.8376	842.76408	902.2015	711.44802
ENSBTAG00000000845	15.371266	18.88793	24.921501	8.38825	14.569271	9.83442
ENSBTAG00000000848	23.8364	21.7866	28.4088	29.0993	30.1512	23.3555
ENSBTAG00000000851	22.216086	17.372154	22.543264	20.95782	19.975157	18.92194
ENSBTAG00000000853	0	1.87615	0.990612	0.930945	0.980913	2.63692
ENSBTAG00000000854	1.8292068	2.1743843	3.002905	1.877919	2.276349	1.5584064
ENSBTAG00000000855	12.6594	20.7375	16.6168	15.8708	13.5278	22.1919
ENSBTAG00000000856	3.39298	3.16371	3.66002	5.55499	3.7056	4.0259
ENSBTAG00000000857	18.39607	18.92374	22.8971	29.764268	25.70157	23.041374
ENSBTAG00000000859	18.33565	16.98265	24.281	12.97067	20.40135	15.25222
ENSBTAG00000000861	0	10.5974	0.171019	53.7194	0	84.4067
ENSBTAG00000000868	2.27076	2.2186	2.75142	2.51963	2.92995	2.39451
ENSBTAG00000000869	4.97187	4.19369	4.21556	3.20704	4.72595	5.5685
ENSBTAG00000000871	25.8886	21.0451	21.3824	21.4505	24.552194	22.9197
ENSBTAG00000000873	12.689	21.162155	30.772782	25.27674	20.53153	25.362279
ENSBTAG00000000874	21.419129	20.64771206	17.590822	16.214935	20.344078	25.43792509
ENSBTAG00000000875	8.806471	6.888906	8.86103	11.207611	10.142249	8.57446
ENSBTAG00000000877	4.9096769379	3.48724	2.69088	2.6263	2.9611	5.55419
ENSBTAG00000000878	23.43218	20.47022	22.36869	15.99632	21.12862	15.94129
ENSBTAG00000000879	16.1806	17.3217	17.5859	16.8391	8.02312	19.484
ENSBTAG00000000880	40.345494	34.40653	45.949397	42.210512	42.27804	45.6570300115712
ENSBTAG00000000885	0	0.0560762	0	0	0	0.126584
ENSBTAG00000000886	0	0	0.0290135	0	0	0
ENSBTAG00000000888	0.0267035	0.0324623	0.0211579	0.0335937	0.0491196	0.0977579
ENSBTAG00000000892	0.176483	0.125228	0.210069	0.310925	0.116054	0.202566
ENSBTAG00000000893	0.12809	0	0.136647	0.12895	0.135545	0.240116
ENSBTAG00000000894	302.821484	351.829648	323.99018	234.075737	298.02346	235.88011
ENSBTAG00000000895	13.76816	12.708643	18.725283	14.19481	17.29487	19.59852
ENSBTAG00000000897	0.8011	0.83588	0.695718	0.630777	1.41746	2.81793
ENSBTAG00000000898	0.862177	0.685261	1.38055	0.794003	1.15994	1.21672
ENSBTAG00000000899	23.4052	17.4904	15.5948	14.9964	19.9351	25.7778
ENSBTAG00000000900	2.29381	4.3908	8.88981	4.88343	5.43901	4.79637
ENSBTAG00000000902	57.230528	34.7621975	50.482267	40.530361	48.297258	57.427711699783
ENSBTAG00000000905	74.1248	118.344	93.1609	54.0395	89.771	44.1614
ENSBTAG00000000908	0.232339	0.33002	0.493148	0.526381	0.49001	0.644642
ENSBTAG00000000910	8.56436	15.2003	10.3833	6.31296	8.31102	4.44152
ENSBTAG00000000911	24.6144	21.9833	19.8	19.2991	22.8424	21.1767
ENSBTAG00000000913	283.633	249.297	215.684	231.317	261.001	303.222
ENSBTAG00000000914	1.80207	0.758374	0.925459	1.2488	2.25793	3.43247
ENSBTAG00000000916	0.1153	0.374672	0.49142	0.464294	0.609448	0.215636
ENSBTAG00000000917	4.07856	3.52964	4.72547	6.2316	4.42612	5.59586
ENSBTAG00000000918	7.702861	4.433681	7.97018	6.847935	6.694187	8.127994
ENSBTAG00000000919	3.75127	2.65518	4.33597	3.55822	5.24719	6.25145
ENSBTAG00000000920	0.0759314	0.049106788678	0.15589775397713	0.1117107	0.054029922	0.123276448133382
ENSBTAG00000000923	0	0	0	0	0	0
ENSBTAG00000000924	0	0	0	0	0	0
ENSBTAG00000000925	7.785158	5.496681	6.890751	5.31907	7.039484	7.730265
ENSBTAG00000000928	47.5753	50.3929	74.9602	58.3882	62.2446	58.2695
ENSBTAG00000000933	1.982917	1.1091935	1.6866505	3.092805	1.622513	3.392527
ENSBTAG00000000936	1.21511	0.985716	1.55212	1.3673	1.12903	1.31623
ENSBTAG00000000937	28.082488	18.580896	19.839099	19.401824	22.718986	22.600689
ENSBTAG00000000939	2.48973526683	1.59844724425	2.1517610319	1.98859749796	2.4848006	2.59199849149903
ENSBTAG00000000940	23.8087	19.1274	23.9124	20.7756	24.4559	19.8264
ENSBTAG00000000941	158.85107	178.05478	175.358127	149.10255	168.26536	160.50138
ENSBTAG00000000942	9.0101897336	9.9524516	9.0005404	11.9901775	11.881224	8.79143465
ENSBTAG00000000943	8.700321	6.582698	7.752222	6.688122	7.422089	8.584326
ENSBTAG00000000944	11.0933	11.4223	11.418	14.2713	13.342	12.065
ENSBTAG00000000945	0.820213	1.021355	2.16258	3.4278	1.645191	2.017596
ENSBTAG00000000946	3.9538	4.266598	6.283034	4.95714	4.281787	3.847667
ENSBTAG00000000948	204.6095	197.700471	179.5004	133.0097	177.549094	161.617
ENSBTAG00000000949	16.21932	15.32963	14.41176	13.39043	14.88254	16.57789
ENSBTAG00000000950	57.3438	47.4777	44.5688	47.8319	47.0233	58.6391
ENSBTAG00000000951	5.817014	4.389822	7.004616	4.97297001439164	5.423868	4.44755797
ENSBTAG00000000955	2.09264	1.35032	1.9285	1.47245	1.89405	1.872478
ENSBTAG00000000957	10.366	7.9263	8.13037	10.0587	9.93058	15.2295
ENSBTAG00000000958	1.53721	1.94176	1.4926	1.8321	1.7855	1.87698
ENSBTAG00000000959	5.1918	4.98187	4.89642	5.74437	4.84167	6.18777
ENSBTAG00000000960	0.197489	0.240574	0.420473	0.397657	0.730204	0.736414
ENSBTAG00000000961	1.23147	1.69267	2.10136	3.51289	2.19714	2.51892
ENSBTAG00000000962	0.4710294	0.277527	0.305	0.382163	0.3479582	0.655512
ENSBTAG00000000963	0	0	0	0	0	0
ENSBTAG00000000964	0.0681354	0.0883872	0.0576316	0.0274365	0.0429906	0.0499674
ENSBTAG00000000965	0.0768112	0.0421357	0.0203126	0.0386636	0.0224013	0.117288
ENSBTAG00000000966	0.0573448	0.232721	0.182563	0.230966	0.181404	0.212112
ENSBTAG00000000967	3.57742	4.2387	3.88378	3.78862	4.08201	4.22442
ENSBTAG00000000970	23.9482	22.3847	31.3083	34.3104	31.1862	22.5891
ENSBTAG00000000973	0	0.0223417	0	0	0	0.0506435
ENSBTAG00000000974	17.1477	18.1833	23.6603	14.6336	18.6309	17.1978
ENSBTAG00000000977	39.589421	31.236337865	30.7261000266916	31.95162	40.077825	41.8832
ENSBTAG00000000978	21.9785	20.9799	22.2114	17.8065	22.8588	20.369
ENSBTAG00000000979	32.72643	25.37535	28.89375	27.16027	26.35493	33.70404
ENSBTAG00000000981	45.86935	45.13985	35.22288	56.50647	51.96025	92.24892
ENSBTAG00000000982	0.269372	0.0729068	0.0955269	0.180814	0.284592	0.501335
ENSBTAG00000000983	2.67558	3.7749	4.00101	2.50552	3.87068	3.02112
ENSBTAG00000000985	86.6887	81.9964	87.1557	73.5785	86.1752	83.4207
ENSBTAG00000000986	2.696588	1.526095	1.859959	1.826104	2.004844	2.020442
ENSBTAG00000000987	0.19558	0.0419662	0.170182	0.202671	0.290217	0.0737088
ENSBTAG00000000988	0.23384027875	0.10267251119	0.20073430788	0.142217	0.133127	0.249653
ENSBTAG00000000990	63.3232	59.9709	50.6078	51.202	57.3455	62.302
ENSBTAG00000000991	31.2016	27.4026	24.5088	20.0611	30.344	26.929
ENSBTAG00000000992	0	0	0	0	0	0
ENSBTAG00000000993	30.04352	15.25887	27.8947	14.96351	19.7141	23.96364
ENSBTAG00000000995	3.37297	2.14505	1.54076	2.14981	2.37475	3.12082
ENSBTAG00000000997	1.64484	1.09544	1.47627	1.00174	1.15266	1.54878
ENSBTAG00000000998	30.4592	34.3601	21.7517	19.404	36.7537	28.2816
ENSBTAG00000001000	3.793518	1.555506	4.447047	5.7267	6.04327	5.751471
ENSBTAG00000001001	7.70032	2.07477	4.49454	4.79047	6.48832	3.24398
ENSBTAG00000001002	1.258614	1.0205097	1.731941	1.386994	1.74182	2.69968400093617
ENSBTAG00000001003	19.8923	11.2232	31.0567	18.2594	19.853	18.1509
ENSBTAG00000001004	4.78097	2.3172	5.30843	3.40456	4.60291	2.78786
ENSBTAG00000001005	2.55712	2.68382	3.05064	1.84786	2.76665	2.68292
ENSBTAG00000001006	0	0	0	0	0.0564647	0
ENSBTAG00000001007	5.32806	5.9082	5.21169	3.8763	6.67782	8.71896
ENSBTAG00000001008	0.092486	0.0375013	0.146795	0.0465546	0.121644	0.127412
ENSBTAG00000001009	14.0326	10.529	7.00867	8.69647	10.4461	8.08449
ENSBTAG00000001010	0.197127	0.125578	0.148878	0.609512	0.148074	1.16178
ENSBTAG00000001013	15.2134	11.5418	11.2115	9.70368	13.9772	16.5869
ENSBTAG00000001014	3.85071	5.57739	5.8976	8.52709	6.83258	5.82516
ENSBTAG00000001015	24.2061	27.42335	31.97812	27.26497	30.70846	25.35837
