sample_ERR2928440	sample_ERR2928435	sample_ERR2928431	sample_ERR2928429	sample_ERR2928424	sample_ERR2928423	sample_ERR2928419	sample_ERR2928417
ENSFDAG00000016768	93.37906	57.06461	74.28337	70.4597	70.22693	73.73885	76.14456	72.26158
ENSFDAG00000016770	0	0.63865	0	0	0	0	0	0
ENSFDAG00000016771	1410.46	959.522	1320.91	1156.76	1277.77	1110.81	1270.11	1006.28
ENSFDAG00000016772	47.5841	42.6154	42.1528	31.2595	38.5234	35.1531	41.1026	29.0469
ENSFDAG00000016773	24.26377	60.37676	28.23875	31.12561	29.75427	33.13145	33.56611	37.76727
ENSFDAG00000016774	2.47842	4.95264	0.491163	0.902363	1.07372	4.32902	0.620611	1.38459
ENSFDAG00000016775	58.1242	54.4564	60.5723	60.1246	48.9497	63.0969	69.0323	58.9947
ENSFDAG00000016776	14.1663	20.59	20.8355	20.7972	19.6435	16.6702	18.4569	23.9037
ENSFDAG00000016777	60.2436	60.5058	63.6094	87.3934	73.4543	82.8322	79.4532	83.368
ENSFDAG00000016778	0.224355	0	0.207488	0.571794	0.27215	0.274314	0	0
ENSFDAG00000016779	63.1843	103.212	47.9785	43.2202	43.5772	41.4691	32.8737	32.2289
ENSFDAG00000016780	1.01579	1.57877	0.62628	0.431475	0.410728	0.413994	1.18701	0
ENSFDAG00000016781	0.127994	0.298399	0.355114	0.366983	0.116446	0.391239	0.252397	0.400426
ENSFDAG00000016782	17.6298	20.6802	16.7417	17.443	15.4476	15.2884	14.7588	21.2239
ENSFDAG00000016783	0	0	0	0	0	0	0	0
ENSFDAG00000016784	17.221	18.3111	16.4667	22.6456	21.2232	22.1484	17.8041	27.2603
ENSFDAG00000016785	53.7173	58.5771	70.5118	82.8051	50.447	44.4921	54.6722	77.2501
ENSFDAG00000016786	0	0	0	0	0	0	0	0
ENSFDAG00000016787	295.093	255.769	296.347	275.477	302.766	293.608	319.676	267.387
ENSFDAG00000016788	0	0	0	0	0	0	0	0
ENSFDAG00000016789	87.1758	81.9794	115.138	108.124	87.2561	86.59	86.224	119.863
ENSFDAG00000016790	59.8179	50.5755	54.6085	45.1936	58.0577	58.1158	60.1078	47.9607
ENSFDAG00000016791	8.48724	13.0988	13.3772	16.596	16.7732	15.1971	12.95	15.4134
ENSFDAG00000016792	27.45585390475	29.1243	21.324	21.7432100025755	19.91961	23.59058	20.67906592	20.373500988149
ENSFDAG00000016793	131.119	111.875	118.261	90.9021	108.881	94.4147	95.3451	88.4414
ENSFDAG00000016794	0	0	0	0	0	0	0	0
ENSFDAG00000016795	0	1.129297	0.782633	0.766088	1.54535	0.599292	0.214787	0.383353
ENSFDAG00000016796	19.47368	9.81459	13.751345	11.4848	12.9771	20.11112	13.06657	13.05488
ENSFDAG00000016797	128.218	119.361	132.289	121.838	124.417	125.782	130.731	124.144
ENSFDAG00000016798	16.6638	15.2442	16.2372	13.9759	19.3383	19.3991	14.6192	13.8394
ENSFDAG00000016800	18.2387	19.1165	20.2694	18.9449	24.5411	22.4875	19.3429	16.5424
ENSFDAG00000016801	204.351	113.747	193.644	161.417	158.114	184.191	173.634	145.263
ENSFDAG00000016803	287.5914	230.0205	274.8363	203.388	241.6267	191.8558	246.8965	237.1738
ENSFDAG00000016804	1.3659	0.530731	1.47374	0.58019	0.552292	2.22674	0.399033	2.49268
ENSFDAG00000016805	25.876	24.9625	29.1765	28.2634	26.4405	28.3651	31.9506	27.3164
ENSFDAG00000016807	51.30373	42.83902	43.05931	45.87464	38.8328	48.5892	40.37722	57.7083
ENSFDAG00000016808	246.817	273.701	167.563	167.273	168.201	118.3	228.738	170.627
ENSFDAG00000016809	0	0	0	0	0	0	0.148889	0
ENSFDAG00000016810	130.559	124.65813	121.65407	126.66074	134.8955	132.7592	158.98745	121.291
ENSFDAG00000016811	226.267	182.662	200.77	154.91	158.498	183.348	166.892	156.664
ENSFDAG00000016812	30.1595	41.9101	33.0188	41.4771	39.4156	39.2706	31.11	48.5302
ENSFDAG00000016813	0.179293	0.220825	0.175197	0.114237	0.229796	0.173718	0.19642	0.37041
ENSFDAG00000016814	0	0.387129	0	0.211603	0	0	0	0
ENSFDAG00000016816	24.1731000008931	34.4133	26.1943	33.523	29.684165591104	29.468688585	29.076	39.5956
ENSFDAG00000016817	18.3904	23.7548	17.4675	19.0014	17.2838	17.6238	20.0383	20.9921
ENSFDAG00000016818	121.3946	108.2358	134.1852	135.3492	152.4017	154.0933	122.2198	140.0267
ENSFDAG00000016819	74.0051	63.21185	67.3242	69.44205	80.6524	77.3851	78.60276	76.0848
ENSFDAG00000016820	0	0	0	0	0	0	0	0
ENSFDAG00000016821	5.51967	1.20104	2.38219	0.562699	2.20209	2.48955	1.48351	0.42211
ENSFDAG00000016822	113.645	62.8933	98.7924	54.3317	66.2006	47.0122	66.7176	45.594
ENSFDAG00000016824	44.81587	35.06446	37.02718	35.17971	40.79455255	37.06804	37.6562	38.93835
ENSFDAG00000016825	0	0	0.0270055	0.0372108	0.106265	0	0.0255922	0.0913541
ENSFDAG00000016826	123.4477	77.5686	90.55892	77.6682	97.2007	108.3781	82.6912	83.0396
ENSFDAG00000016827	16.2112	54.6491	7.59012	19.0109	19.1767	9.48914	29.2086	15.3064
ENSFDAG00000016828	0.951197	1.53524	0.541345	1.30536	1.33134	1.25247	1.79555	1.25899
ENSFDAG00000016829	32.6695	75.9770011941	27.9021	60.6790030477	53.2261017958	44.68080120639	11.398500206735	88.90820117292
ENSFDAG00000016831	74.011	25.1131	41.6102	20.1698	24.3555	32.0752	23.6339	15.3597
ENSFDAG00000016832	0	0	0	0	0	0.200319	0	0
ENSFDAG00000016833	22.1068	20.9288	22.4534	23.5461	23.3711	24.3022	23.3699	25.4261
ENSFDAG00000016834	74.4539	53.7715	59.8751	28.8756	49.0842	31.6637	26.9522	32.9136
ENSFDAG00000016836	0.947198	0	0	0	0.57449	1.15812	1.55163	0
ENSFDAG00000016837	9.36399	18.3017	12.0459	17.6746	15.629	17.3889	12.9581	14.0968
ENSFDAG00000016838	0	0	0	0.80039	0.380952	0	0	0
ENSFDAG00000016839	10.5063900970314	10.487641482651	11.8549500092385	6.347277439268	8.0388558	7.19789	8.007578814	5.61939000361337
ENSFDAG00000016841	42.628	44.4989	50.8971	51.078	53.4456	60.6773	48.2334	56.9767
ENSFDAG00000016842	20.1929	19.1076	20.8718	27.2455	21.9011	19.7515	28.9405	22.6679
ENSFDAG00000016843	3.71698	12.3579	4.42395	6.59	5.44978	3.1615	8.92307	5.61199
ENSFDAG00000016844	0.0912913	0.0530798	0.0420593	0	0	0	0.239134	0.0711299
ENSFDAG00000016845	1.93802	14.6841	8.06542	13.5829	15.2807	9.47827	11.8896	7.57878
ENSFDAG00000016847	32.8492	45.7371	36.4977	52.9063	41.5074	34.4927	35.454	53.8818
ENSFDAG00000016848	0	0	0	0	0	0	0	0
ENSFDAG00000016849	0	0	0.0522701	0	0	0	0	0
ENSFDAG00000016850	43.4321	44.8956	48.1223	46.7368	41.8796	43.8715	38.8756	46.4965
ENSFDAG00000016851	14.7905	25.8427	16.4893	18.6092	18.8585	20.3313	15.7417	23.195
ENSFDAG00000016852	38.44285	33.22478	32.40301	23.56498	38.39409	40.25033	24.7405200730932	20.3548
ENSFDAG00000016854	3.4909	2.682675058	3.755952559	4.96176	3.25737	3.93992	4.98314023	4.870476369
ENSFDAG00000016855	0.210513	0	0	0	0.0851198	0.171593	0	0
ENSFDAG00000016856	34.5831	39.7327	25.5405	20.608	27.1621	21.4462	28.4559	13.8159
ENSFDAG00000016857	289.043	189.1761	206.978	143.9808	179.696	168.8837	179.7901	129.9927
ENSFDAG00000016858	39.1467868	63.98234	41.01383	61.41847	50.69338	58.07373	54.6915564147	62.5786
ENSFDAG00000016859	1.17118	1.23519	1.28944	1.70564	1.82658	1.29559	1.31971	1.30857
ENSFDAG00000016860	3.75544	3.81864	2.17936	2.24633	3.61848	2.25079	4.45666	1.63193
ENSFDAG00000016861	97.6825	111.9029	90.0985	117.2584	126.6637	119.8086	115.1317	113.042
ENSFDAG00000016862	0	0	0	0	0	0	0	0
ENSFDAG00000016863	46.3221	56.5391	37.7965	30.7211	40.663	37.6878	42.6601	29.5401
ENSFDAG00000016865	0	0.222976	0.176904	0.48751	0.464069	0	0.167646	0
ENSFDAG00000016866	46.448	40.9638	41.2604	38.9402	40.4038	40.7251	44.4574	37.28382
ENSFDAG00000016867	72.1068	126.677	97.0262	116.708	94.9295	86.9098	85.6587	116.534
ENSFDAG00000016868	2.30139	3.03566	1.40025	1.08046	1.4693	0.666441	2.28238	1.70523
ENSFDAG00000016869	40.7365	27.8629	35.445	35.6872	35.6324	39.8742	36.9866	31.481
ENSFDAG00000016870	25.3933	24.5939	21.4798	26.2283	25.787	33.4879	20.6483	21.1066
ENSFDAG00000016871	102.44805	85.83504	105.907593	108.001977	105.792973	110.556408	103.08739	101.445836
ENSFDAG00000016872	24.03311	231.0752	20.82463	42.7236	49.2121	14.24007	54.9923	31.88597
ENSFDAG00000016873	0.171737	0.395897	0.157174	0.212226	0.816395	0.830711	0.294863	0.8135
ENSFDAG00000016874	126.658	144.379	154.001	179.523	186.532	180.448	161.052	163.201
ENSFDAG00000016875	0	0	0	0	0.199405	0	0.288141	0
ENSFDAG00000016876	81.684	64.6157	74.1661	61.6574	80.6648	80.2747	68.4144	66.9915
ENSFDAG00000016877	21.475801	17.039129	15.58870473118	17.83894	24.79469	25.222	22.3704	20.852155
ENSFDAG00000016878	21.4884	19.2345	25.611	22.4896	30.4287	31.1136	22.3417	19.2616
ENSFDAG00000016879	23.4228	36.958	29.0288	28.5705	35.3237	28.316	25.614	35.401
ENSFDAG00000016880	2.36926	4.37284	3.8345	6.54153	7.42448	6.5179	4.67205	3.70609
ENSFDAG00000016881	0.511421	0	0	0	0	0	0	0
ENSFDAG00000016882	12.6499	8.89291	10.3725	10.1392	10.3691	10.9227	11.5826	8.5253
ENSFDAG00000016883	46.6242	41.9699	40.7183	38.1913	39.1357	43.5688	43.8169	35.3845
ENSFDAG00000016884	53.5814	55.1486	67.2821	81.075	69.2327	70.4626	71.8658	79.8405
ENSFDAG00000016885	96.9521	118.387	114.579	173.236	118.681	137.395	140.738	179.658
ENSFDAG00000016886	48.9669	31.9373	37.7379	33.1803	41.4846	36.3501	43.2561	40.4255
ENSFDAG00000016887	997.237	815.086	982.87	953.144	977.358	943.914	865.213	893.677
ENSFDAG00000016888	283.8769	156.8762	240.7898	154.1883	189.1769	193.5094	199.9453	153.5821
ENSFDAG00000016889	48.828908	40.54941	55.95718	60.239596249	53.9042	56.31517	53.22706	56.2815000037673
ENSFDAG00000016890	62.6845	53.1213	62.5953	54.1512	48.9817	54.7785	60.6676	48.1243
ENSFDAG00000016891	2.56712	2.79113	6.78246	0	0	0	0	7.52451
ENSFDAG00000016892	1314.771895	1493.60364	1653.96177553468	1426.26368	1271.9218	1313.50365	1758.22766	1454.9417
ENSFDAG00000016893	0	0	0	0	0	0	0	0
ENSFDAG00000016895	315.21	97.6844	180.376	91.6097	102.04	118.064	139.805	73.0277
ENSFDAG00000016896	6.79797	301.121	8.54372	77.742	45.0366	2.55745	70.7306	38.9899
ENSFDAG00000016897	1.62965	3.70883	1.65067	7.12001	5.45978	0.759061	12.7183	15.2949
ENSFDAG00000016898	95.0581	114.822	106.272	143.159	109.517	123.063	118.986	152.657
ENSFDAG00000016899	82.0296	91.7063	88.3135	104.73	111.171	109.386	83.1568	109.495
ENSFDAG00000016900	10.0703	16.7404	11.6618	26.8928	16.4645	16.1672	21.3354	30.8198
ENSFDAG00000016901	50.2077	46.3233	49.3004	48.0062	51.5213	49.9336	51.2491	44.1182
ENSFDAG00000016902	50.9214	39.4284	39.6067	44.0016	54.9649	54.5806	56.5805	48.2332
ENSFDAG00000016903	59.7647	44.8471	51.7197	46.1072	54.0249	51.9831	51.4341	41.7367
ENSFDAG00000016904	21.4509	30.9466	24.2576	35.5897	34.5224	48.9494	31.3643	39.8665
ENSFDAG00000016905	80.6959	81.1196	87.9638	92.6131	81.7683	87.0027	97.0833	86.4661
ENSFDAG00000016906	0	0	0	0	0	0	0.188037	0.167804
ENSFDAG00000016907	12.30525	22.46512	17.11153	9.3326	15.5975	12.9031	15.97775	10.49258
ENSFDAG00000016908	0	0	0.35017	0.482497	0	0	0	0
ENSFDAG00000016909	0	0	0	0	0	0	0	0
ENSFDAG00000016910	39.15	35.7428	30.72153	27.72498	28.895243	30.62392	31.72459	30.02381
ENSFDAG00000016911	34.9483	25.1515	23.0462	33.5624	28.508	30.7164	29.564	27.2544
ENSFDAG00000016912	27.8686	34.1473	33.5767	33.0704	35.5147	36.0976	30.8431	36.161
ENSFDAG00000016913	67.297148	38.86732	59.066753	40.769102	50.58343	62.37231	51.081782	44.6749
ENSFDAG00000016914	15.6315	55.783	13.3552	17.4722	15.2344	11.8336	23.0573	23.6703
ENSFDAG00000016915	0.380838	5.04975	1.80506	2.42652	5.65912	7.04284	1.46026	2.15949
ENSFDAG00000016916	32.54549	25.31029	39.24938	30.78732	37.30341	30.63795	34.01527	22.36594
ENSFDAG00000016917	68.6995	65.0816	79.5659	72.6373	80.2387	71.2547	63.7513	75.6893
ENSFDAG00000016918	7.04044	5.31582	6.8071	8.15607	5.43472	6.7496	11.0786	9.26085
ENSFDAG00000016919	12.3957	9.95032	12.0999	13.0998	9.43	12.9606	12.7817	11.0083
ENSFDAG00000016920	0	0	0	0	0	0	0	0
ENSFDAG00000016922	2.59283	2.04743	2.74598	3.83696	2.58716	2.71	2.23575	4.57912
ENSFDAG00000016923	29.4992	35.8924	34.3221	40.8046	33.5066	39.6237	31.9341	44.1114
ENSFDAG00000016924	0.287674	0	0	0	0	0	0	0
ENSFDAG00000016925	3.55085	3.47688	3.67796	2.17194	1.89521	2.08394	0.871369	0.888698
ENSFDAG00000016926	26.91804765	23.16862	21.36341	20.32763	24.44729	25.922977	19.87388	20.55326
ENSFDAG00000016927	0.0565627	0.0659338	0.104621	0.0720781	0.205837	0.138316	0.0495726	0
ENSFDAG00000016928	18.4717	45.2735	24.4308	18.0394	19.7159	23.3739	26.0154	19.8725
ENSFDAG00000016929	65.6537	118.0849	56.939569	43.127071	53.3723	46.1883	62.25029	37.64306
ENSFDAG00000016930	25.70969	23.12939	17.9708	26.12304	25.25536	25.97012	22.71108	31.79493
ENSFDAG00000016931	41.50574	46.0679	34.76594	32.43957	33.55965	23.56106	43.51846	36.3365
ENSFDAG00000016932	1.68011	0.65282	2.58966	4.28193	4.07604	2.05423	1.9633	1.75205
ENSFDAG00000016933	25.46103	24.9465	25.88949	30.07156	23.096150867	30.33373	26.7002	29.8426
ENSFDAG00000016934	34.0239	31.522	43.9704	41.8034	50.2794	50.1371	53.1306	43.6866
ENSFDAG00000016935	30.267	26.5059	21.6449	21.4057	21.4325	26.8002	23.6989	18.6655
ENSFDAG00000016936	202.621	223.42	215.152	236.909	243.339	243.756	269.566	283.153
ENSFDAG00000016937	19.356	21.1195	22.199	22.7123	24.955	29.5643	24.4919	21.3675
ENSFDAG00000016938	40.41786	37.06114	37.92598	42.995454	41.94647	42.90107	45.12391	40.5982
ENSFDAG00000016939	8.01587	10.0425	10.0698	9.05233	9.26479	9.7082	10.6683	9.10232
ENSFDAG00000016940	33.1292	38.336	42.557	46.3467	43.572	37.9569	43.3326	51.777
ENSFDAG00000016941	7.13893	12.0056	7.38708	6.52211	6.72117	6.96936	8.30231	7.99118
ENSFDAG00000016942	20.2357	21.0747	21.4371	27.9001	28.0675	17.9479	14.028	27.9562
ENSFDAG00000016943	0	0	0	0	0	0	0	0
ENSFDAG00000016944	5.16373	6.01924	3.50205	4.76279	5.054637	4.283628	8.87029	5.15408
ENSFDAG00000016945	12.6402	22.092406	20.41603	17.819339	25.57295	19.8903	17.419	16.7765
ENSFDAG00000016947	2.24059	3.64277	3.54445	3.75684	3.43314	4.68602	2.58381	5.07275
ENSFDAG00000016948	0	0.372029	0	0.203349	0	0	0	0
ENSFDAG00000016949	33.1951	24.8752	25.4263	20.2871	24.65407	23.9518	23.0566	21.1056
ENSFDAG00000016950	67.5076	40.5383	42.9729	33.8887	27.2963	35.7316	49.9444	24.228
ENSFDAG00000016951	70.4737	73.7601	74.198	58.9317	57.3081	57.8468	52.5201	71.5596
ENSFDAG00000016952	151.4049	145.3424	178.3478	169.2228	151.3074	158.0103	130.618	185.1265
ENSFDAG00000016953	313.74387	261.97365	358.83707	338.24259	395.94571	382.064474	284.483628	311.99873
ENSFDAG00000016954	98.9185	100.741	97.8033	72.0141	103.83	86.4504	103.636	67.2184
ENSFDAG00000016955	36.0926	49.2918	40.0945	45.8116	42.2271	43.4333	43.1122	47.3262
ENSFDAG00000016956	46.48689	37.85198	60.78386	56.78819	52.46365	47.0686	35.3805	53.35776
ENSFDAG00000016957	0.843959	1.24042	0.441158	3.46018	1.29081	4.75567	1.35069	3.21428
ENSFDAG00000016958	4.80054	9.75038	4.71691	5.56123	5.03658	4.36327	5.22723	5.35518
ENSFDAG00000016959	6.682	19.83918	17.65062	17.206824	24.44148	21.48866	21.32374	19.22174
ENSFDAG00000016960	26.44459	27.81772	27.14676	27.62068	30.35431	36.99265	21.34884	28.09024
ENSFDAG00000016961	71.6181	52.1163	70.7937	49.5718	58.7445	57.4746	58.7758	48.0398
ENSFDAG00000016962	22.2406304	35.43921	25.449682	26.912469	29.718657	30.32463	20.488511	33.368485
ENSFDAG00000016963	13.6313	21.7968	12.7498	12.9997	13.9852	14.2317	15.9613	16.7881
ENSFDAG00000016964	6.80749	12.6244	9.15738	15.7724	8.63304	15.89	10.3053	12.5846
ENSFDAG00000016965	145.939	114.527	103.587	102.935	127.985	127.661	119.47	91.894
ENSFDAG00000016966	17.89702	20.5886	20.86929	19.202	19.956682	19.84361	22.50502	22.6048
ENSFDAG00000016967	6.62882	69.1666	5.6819	12.1557	14.513	2.17449	25.9308	11.1278
ENSFDAG00000016968	34.026188	72.5328	32.24194	37.54262	37.8353	21.578915	53.85457	34.517877
ENSFDAG00000016969	16.6866	9.41929	17.7409	22.7708	11.3958	14.2174	12.0335	15.3117
ENSFDAG00000016970	2.88159	47.111	2.26015	4.83405	5.30955	2.22991	10.9331	6.56152
ENSFDAG00000016971	0	0	0.16848	0	0	0	0.159662	0
ENSFDAG00000016972	0	0.181877	0	0	0	0	0	0
ENSFDAG00000016973	517.429	358.382	553.852	599.88	606.071	583.275	599.367	620.311
ENSFDAG00000016974	83.5122	52.1183	91.7731	55.9807	66.273	57.2571	73.094	41.8583
ENSFDAG00000016976	22.8509	21.1357	18.6062	25.7957	29.6773	27.7875	21.3331	17.6779
ENSFDAG00000016977	0	0	0	0	0	0	0.197155	0
ENSFDAG00000016978	37.0933	33.2714	24.9488	18.7231	24.5429	25.7688	27.3373	23.3598
ENSFDAG00000016979	10.7071	10.7424	8.572	9.70701	11.1142	11.0723	11.6047	11.0823
ENSFDAG00000016980	2.74607	8.14807	2.53962	9.86176	8.17626	11.9041	6.34496	10.5435
ENSFDAG00000016981	7.8817	9.37675	6.83357462646	6.65698	6.0564900430446	6.022979	9.15821	5.06204
ENSFDAG00000016982	11.7665	11.7796	13.0583	12.3481	12.2581	16.587	9.94844	12.1261
ENSFDAG00000016983	21.35832	17.35211	18.81684	20.02024	15.67213	19.49708	17.31315	24.40842
ENSFDAG00000016984	13.0853	16.4672	11.0128	14.7707	14.5548	14.9473	12.7778	17.6355
ENSFDAG00000016985	19.9308	17.9307	17.5911	15.2809	18.3582	19.9198	13.6263	16.6878
ENSFDAG00000016986	253.972	268.08	247.169	272.364	261.955	302.402	259.145	277.744
ENSFDAG00000016987	72.8687	52.2232	68.8256	57.4338	65.9666	61.294	73.1474	55.0922
ENSFDAG00000016988	71.6355	75.751	66.6343	56.1485	71.0968	65.3938	68.7331	59.3869
ENSFDAG00000016989	2.63185	5.14285	2.97827	4.67926	3.40958	5.14244	3.65107	5.7808
ENSFDAG00000016990	13.7654	14.6706	11.4574	14.5342	11.6885	11.541	13.0983	15.0726
ENSFDAG00000016991	21.2522	19.44	17.6071	19.559	20.5878	25.8041	18.4964	17.3143
ENSFDAG00000016992	9.57936	13.0789	10.4744	9.71167	12.0053	11.583	10.5756	13.1631
ENSFDAG00000016993	5.34787	11.2989	10.6129	9.2284	9.4604	9.39941	9.86217	14.1165
ENSFDAG00000016994	0	0.277144	0.65911	0.303186	0.288172	0.87139	0.41641	0
ENSFDAG00000016995	7.40696	7.07714	8.42226	6.12744	8.543	7.30444	7.5558	5.92607
ENSFDAG00000016996	35.5731	14.0071	31.0282	20.7704	21.7921	24.1474	18.5602	15.0743
ENSFDAG00000016997	34.813	40.0366	43.9044	50.5279	47.7392	52.5173	38.1634	50.2709
ENSFDAG00000016998	44.9211	29.2027	43.1417	26.9703	34.5806	36.4399	40.5053	30.404
ENSFDAG00000016999	7.84003	6.24763	12.6891	8.70411	9.05745	8.31504	6.24589	6.73719
ENSFDAG00000017000	37.3845	33.286	42.265	57.882	34.6174	37.7057	39.0087	51.1527
ENSFDAG00000017001	77.7503	49.1601	51.7757000084503	43.6648	55.377700116283	54.2711	55.39538	48.61088
ENSFDAG00000017002	17.1599	24.2892	17.2868	24.0797	18.8331	26.8507	19.6943	19.0132
ENSFDAG00000017003	19.2288	14.5925	17.0009	11.569	17.3057	17.1676	18.8293	12.7899
ENSFDAG00000017004	7.08876	8.49854	6.65861	8.16432	7.15294	7.35643	6.80656	10.4772
ENSFDAG00000017005	12.8311	16.6265	11.4801	12.168	12.7412	13.3533	12.9192	13.4428
ENSFDAG00000017006	0	0	0	0	0	0	0.180541	0
ENSFDAG00000017007	28.3996	27.5612	34.6889	22.6186	35.0183	29.646	35.7499	27.7648
ENSFDAG00000017008	22.962	19.9338	17.7709	17.0174	17.885	19.0615	16.9998	18.1953
ENSFDAG00000017009	0	0	0	0	0	0	0	0
ENSFDAG00000017010	115.477	130.53	124.742	97.6969	108.435	111.631	122.953	87.0824
ENSFDAG00000017011	16.1293	17.0526	18.5013	18.9603	18.0487	16.6634	18.3001	17.7979
ENSFDAG00000017013	193.496	336.263	202.821	176.769	181.057	193.338	192.983	140.703
ENSFDAG00000017014	0.807064	1.11717	1.16623	2.50684	2.8758	3.02201	2.07777	2.13037
ENSFDAG00000017015	72.1925	80.961	79.1204	101.406	88.4776	88.7754	90.1064	98.648
ENSFDAG00000017016	52.5403	57.0365	41.1729	41.62119	48.0668	41.5141	56.2689	36.24344
ENSFDAG00000017017	65.0429	70.3249	60.5889	49.6364	47.2088	41.4509	54.4674	53.8729
ENSFDAG00000017018	22.5591	28.945027	33.026	40.7947	35.3699	32.6183	47.88504	45.098
ENSFDAG00000017019	3.93811	4.80966	48.7803	7.87496	6.27393	10.3871	6.25606	6.57523
ENSFDAG00000017020	22.4713	20.1815	15.6337	30.5226	28.0018	18.7331	24.4388	33.2331
ENSFDAG00000017021	24.6348	20.9011	29.2235	28.0809	28.3067	30.0569	27.3752	28.21
ENSFDAG00000017022	40.6608	40.9521	26.6296	41.0829	55.0497	54.0834	45.5141	38.9869
ENSFDAG00000017023	0	0	0	0	0	0	0	0
ENSFDAG00000017024	47.3567	49.8343	58.5608	44.9912	48.0417	51.7082	50.7873	48.1441
ENSFDAG00000017025	0.0989847	0.115384	0	0.126137	0	0	0.0867521	0
ENSFDAG00000017026	29.3996	25.3126	23.7974	27.5973	26.7647	31.5331	22.0417	24.2234
ENSFDAG00000017027	26.5322	31.8688	26.6834	31.8818	29.431	32.3787	27.8068	37.3997
ENSFDAG00000017028	0	0	0	0	0	0	0	0
ENSFDAG00000017029	24.32561	25.225617	20.66884	26.05094	22.35335	24.54899	23.72837	25.35319
ENSFDAG00000017030	28.1147	47.5855	37.3878	44.8882	37.6981	40.6545	34.4502	50.3635
ENSFDAG00000017031	75.1645	79.8865	58.7799	61.2726	72.7404	69.9401	56.188	62.6778
ENSFDAG00000017032	58.0176	16.4505	30.0578	14.5775	19.1073	25.098	12.993	13.0444
ENSFDAG00000017033	1.40748	1.65412	2.09187	1.07588	0	1.38028	1.97606	0.441643
ENSFDAG00000017034	0.729671	1.21509	1.25323	0.531328	0.25289	0.254901	0.639497	0.489161
ENSFDAG00000017035	99.1324	88.5721	88.5182	82.9174	86.1324	89.9703	96.8679	83.5839
ENSFDAG00000017036	53.8025	46.8077	39.17093	23.33986	30.07977	25.19358	44.1437	31.13008
ENSFDAG00000017037	22.80487	21.202725	38.1928	19.5292700017329	24.5310251	20.2900747561	21.64416	28.760760615194
ENSFDAG00000017038	75.854	79.8366	76.2809	73.1997	98.2666	81.9397	74.2251	81.7902
ENSFDAG00000017039	2.43885	2.63985	5.73504	5.66071	4.22629	5.85736	4.0459	3.26995
ENSFDAG00000017040	45.0469	41.2943	36.8516	34.3059	42.913	51.6317	43.9518	41.275
ENSFDAG00000017041	6.39112	8.46851	5.88848	3.2333	3.86594	7.34785	8.05361	3.98253
ENSFDAG00000017042	8.03896	8.21552	4.684812	8.45576	6.078007	4.71257	10.5273375	10.59386
ENSFDAG00000017043	242.0228	103.8806	170.908	140.2533	157.3005	160.414	118.8235	142.6756
ENSFDAG00000017045	45.3706	37.5466	40.1812	38.978	44.3933	44.0115	44.3457	38.9162
ENSFDAG00000017046	18.3407	18.7827	21.2061	23.343	22.73	22.4036	21.7252	25.3322
ENSFDAG00000017047	10.4936	13.1138	9.79216	15.2394	12.1557	11.0387	9.32111	15.0836
ENSFDAG00000017048	51.2577	33.8858	42.0719	28.5837	25.80192	37.6101	32.1668	36.7049
ENSFDAG00000017049	39.1457	35.053808	38.1967	33.100885	33.4867700026628	37.13129	32.96975	33.06729
ENSFDAG00000017050	146.676	142.599	171.027	156.41	164.77	150.823	163.152	145.277
ENSFDAG00000017051	17.55246	23.43946	16.705912	22.68637	17.57127	21.19509	19.06688	22.3302
ENSFDAG00000017052	107.186	111.345	112.614	110.571	81.3728	98.0673	123.336	98.6593
ENSFDAG00000017053	58.942	61.1293	59.791	66.4153	62.3503	70.252	65.5967	69.6328
ENSFDAG00000017054	10.7867	9.4713	9.95206	7.61789	8.47817	7.11141	8.32488	7.4117
ENSFDAG00000017055	287.912	32.9567	102.761	27.375	30.7013	90.421	32.2447	23.3678
ENSFDAG00000017056	62.802	66.7095	61.9163	76.4322	71.1996	68.1774	66.553	71.4425
ENSFDAG00000017057	0	0.267051	0.104775	0	0.137717	0	0.0991295	0.176716
ENSFDAG00000017058	194.566	226.899	194.461	190.795	186.917	220.129	229.251	194.273
ENSFDAG00000017059	54.4908	57.0938	54.8407	60.5713	58.0856	59.121	59.9871	62.735
ENSFDAG00000017060	0.504588	0.323502	0.34999	0.0642999	0.1530202	0.339321	0.28745	0.0789294
ENSFDAG00000017061	86.2355	66.7382	70.7444	62.6647	62.5333	74.3586	77.244	60.2
ENSFDAG00000017062	13.7412	14.6862	12.4906	12.5442	13.1229	13.8845	13.5153	15.65787
ENSFDAG00000017063	45.2925	52.879	43.6573	61.1488	57.7786	61.3579	50.8148	65.748
ENSFDAG00000017064	65.6087	63.5112	68.2927	83.9188	61.0217	57.8999	53.0838	106.088
ENSFDAG00000017065	46.7684	53.0087	45.1368	52.607	49.8359	51.7014	51.7127	59.1421
ENSFDAG00000017066	714.146	864.234	741.677	689.021	712.328	767.138	772.833	676.113
ENSFDAG00000017067	15.2173	17.7384	11.5204	11.5447	17.3429	13.8462	17.0586	13.0642
ENSFDAG00000017068	9.45042	7.57947	9.03873	10.859	9.11214	10.8141	8.31792	10.4237
ENSFDAG00000017069	0	0	0	0	0	0	0	0
ENSFDAG00000017070	48.69566	33.2574	54.7502	44.43312	25.9564	23.5465	42.16772	22.3143
ENSFDAG00000017071	289.749000050934	137.91581	217.834000074263	144.30700016786	188.4783	182.449000099275	145.276000048571	117.84179
