sample_SRR11526905	sample_SRR11526906	sample_SRR11526907	sample_SRR11526952	sample_SRR11526976	sample_SRR11526977	sample_SRR11526978	sample_SRR11527019
ENSSSCG00000000247	0.0475857	0	0.0879693	0	0	0.11982903309	0.06067189139	0
ENSSSCG00000000248	7.74119	60.045594	47.069736	0.885245	7.702772	11.425836	7.2461203	9.606428
ENSSSCG00000000249	0	0	0.104568	0.0690469	0.0645501	0.0711965	0.0719735	0.135798
ENSSSCG00000000250	0.0833721	0	0	0	0	0	0.0579626	0
ENSSSCG00000000251	1.88231	0	0	0	0	0.0758391	0.115582	0.0363307
ENSSSCG00000000252	5.0603	34.91614	68.0948	6.46897	9.61982	10.452959	8.5987	7.5262
ENSSSCG00000000253	1.66055	3.199274	2.050893	5.135699	5.401471	4.111139	1.754889	1.093764
ENSSSCG00000000257	1.53262	7.64096	19.378358	1.429159	2.27143	3.50503	0.946444	3.15317
ENSSSCG00000000258	2.70701	8.51354	12.05952	5.684105	4.450674	3.576961	3.026624	4.767042
ENSSSCG00000000259	10.019922	28.20985	24.264797	10.929171	8.424432	8.504436	8.662391	11.035618
ENSSSCG00000000260	0.140601	0.69216	0.909331	0.443558	0.112126324076	0.165244475006	0.167805875912	0.47351
ENSSSCG00000000261	21.1165	147.77002	279.29231	24.562096	34.94727	84.783281	72.3872	42.65556
ENSSSCG00000000262	97.0532	99.86814	59.88568	168.00622	123.20374	123.5964	105.77749	130.68166
ENSSSCG00000000263	7.70865	27.22586	26.5551	16.2196	5.42569	6.501166	6.0783	9.30912
ENSSSCG00000000264	16.91592	21.61164	16.8486	25.24423	16.065477	14.30087	12.28757	20.57767
ENSSSCG00000000265	0.530302	2.398538	3.886	0.483134	0.413128	0.580883	0.301562	0.855605
ENSSSCG00000000267	60.3967	53.3721	49.604	72.3824	82.0113	91.4092	88.8724	74.882
ENSSSCG00000000268	8.72513	13.153531	14.772953	12.590034	8.3189883	9.169559	7.225857	12.952071
ENSSSCG00000000271	0.811421	2.755902	0.68712	0.60487	0.80087	0.383091	0.2016468	1.304867
ENSSSCG00000000272	32.4422	40.9835	49.626	24.2987	21.8167	19.7587	18.7288	29.2758
ENSSSCG00000000273	82.9344	51.9436	52.1272	94.3783	66.3679	58.5869	57.4179	60.5435
ENSSSCG00000000274	124.900192	273.27763	206.74872	125.447341	106.824075	112.023272	98.742586	103.195521
ENSSSCG00000000275	18.5601	34.1015	20.852	27.265	17.6205	19.9907	19.8214	27.8507
ENSSSCG00000000276	22.833424	32.47681	29.0223	33.78339	27.282797	29.395674	27.59569	38.56775
ENSSSCG00000000277	9.28054	30.2766	24.7838	10.2146	5.29669	5.68133	5.90677	16.3
ENSSSCG00000000278	10.209464	22.25979	23.12931	7.109871	4.735869	3.448946	4.469586	6.70153
ENSSSCG00000000279	0.365114	0.180723	0	0.104038	0.884643	0.540652	0.108703	0.615581
ENSSSCG00000000281	0.231887	0	0	0	0	0	0	0
ENSSSCG00000000288	389.31666	316.57118	369.16221	220.15201	395.80833	419.09724	400.695359	337.31618
ENSSSCG00000000289	0.0924634	0.547955	2.0771	0.26484	0.295684	0.653036	0.661841	0.20808
ENSSSCG00000000290	77.913339	89.07475	72.07001	110.487171	96.229275	106.17089	114.672034	109.643544114649
ENSSSCG00000000291	1.63504	2.58317	2.68157	2.01501	2.04541	2.30779	1.41445	1.83998
ENSSSCG00000000292	8.788707	19.377909	12.825241	15.058395	5.177604	4.56037	6.973936	4.155802
ENSSSCG00000000293	3.369684	17.076615	43.97979	2.990062	1.863198	4.589633	2.52033632885	3.68705611
ENSSSCG00000000295	34.00783	36.43005	59.4843	14.32688	28.78562	20.13512	20.6877	56.41681
ENSSSCG00000000296	0	0	0.654918	0	0	0.438599	0.422375	0.399085
ENSSSCG00000000297	24.70643	43.91976	24.90767	59.75632	30.6707	52.06485	125.4728	35.40207
ENSSSCG00000000298	13.10969	21.6904	10.138338	28.67005	11.7072	14.9285	23.97631	10.25611
ENSSSCG00000000299	1.396364	4.351863	4.34515	0.899535	1.176318	0.927067	1.011411	1.1376993169
ENSSSCG00000000312	0.0962056	0.381053	0.335391	0	0.20741	0	0.0572687	0.324367
ENSSSCG00000000318	0.102143	1.82112	1.7427	0.116264	0.220507	0.847962	0.182367	0
ENSSSCG00000000327	0.283798	0.401137	0	0	0	0	0	0
ENSSSCG00000000332	0.282071	0.673959	1.36783	0	0	0.717206	0	0.226569
ENSSSCG00000000333	1.06214	0.675722	1.08561	0.0332142	0.204847	0.317923	0.0345387	0.299393
ENSSSCG00000000352	0	0	0.217838	0	0	0	0.182367	0
ENSSSCG00000000353	0	0.401137	0.579028	0	0.109268	0.360192	0	0.113778
ENSSSCG00000000359	98.6458	71.1847	39.8735	139.596	85.977	110.633	99.4396	79.1572
ENSSSCG00000000361	305.45676	308.14989	471.20512	455.03331	423.95843	429.45353	322.35928	485.78552
ENSSSCG00000000362	20.1661	21.5333	4.51536	45.815	16.5981	7.17404	10.2268	24.9008
ENSSSCG00000000363	13.1756	12.5798	7.32313	19.0906	15.5903	11.993	11.814	8.3311
ENSSSCG00000000364	103.09051	81.16299	92.10941	46.888947	104.97017	116.55851	116.388284	113.32259
ENSSSCG00000000365	43.3214	38.0936	52.8294	42.7405	43.6326	45.7262	40.7968	60.5143
ENSSSCG00000000366	25.75229	36.1572	35.5815	27.02055	28.70598	28.89598	28.5176	33.48
ENSSSCG00000000367	17.0907	27.7133	20.6238	29.9058	18.6938	16.5164	15.6986	26.6235
ENSSSCG00000000368	4.6467	6.80622	7.47379	5.19345	4.43712	2.12604	2.28184	4.24344
ENSSSCG00000000370	8.59108	21.462763	18.91763	10.379737	8.40891	8.464875	9.27348	11.868758
ENSSSCG00000000371	1.325778	3.556197	2.19967000881345	0.736444	0.541698	0.326251	0.453221	1.18856
ENSSSCG00000000376	26.78517	32.94527	36.15012	29.9684	28.45585	27.17011	22.92333	34.95434
ENSSSCG00000000377	135.4461	99.065	90.70966	118.9841	128.530634	132.10861	133.3119	118.922
ENSSSCG00000000379	12.115929	27.88477	39.61173	19.34114	11.77287	11.989559	10.07116	15.61824
