sample_SRR1205288	sample_SRR1205289	sample_SRR1205290	sample_SRR1205291	sample_SRR1205292	sample_SRR1205293	sample_SRR1205294
ENSRNOG00000012912	0.286984	0	0.563449	0.235141	0.286688	0.291012	0.285097
ENSRNOG00000012916	0	0	0	0	0	0	0
ENSRNOG00000012918	58.744	54.2048	55.4314	49.5427	53.297	51.5031	50.9648
ENSRNOG00000012920	1.16072	1.1469	0.512409	1.09394	0.364763	1.23174	1.0332
ENSRNOG00000012923	19.7151	14.9526	17.9044	16.0667	17.2629	15.3507	14.0707
ENSRNOG00000012924	2.61257	3.07892	2.97976	2.86304	2.84382	2.56205	3.34777
ENSRNOG00000012927	20.5331	18.5963	24.6905	22.4759	18.5223	20.646	23.9675
ENSRNOG00000012928	14.8692	11.3574	15.72	13.5249	15.5839	13.3173	14.6607
ENSRNOG00000012929	179.285	136.511	157.749	151.847	142.113	157.198	135.073
ENSRNOG00000012932	4.59639	2.68014	2.75434	2.76889	2.89235	2.56407	3.45953
ENSRNOG00000012933	44.7491	40.3218	41.6629	42.4234	39.5279	38.2698	34.9781
ENSRNOG00000012934	30.71681	27.37739	28.48433	25.23371	26.93287	21.02758	22.74659
ENSRNOG00000012937	20.1657	16.3633	20.3496	16.8551	16.3676	16.386	15.0885
ENSRNOG00000012939	45.23529	62.90032	47.74514	62.08339	52.79356	50.16479	59.14368
ENSRNOG00000012940	100.789	102.03	101.864	88.8399	98.9791	78.0837	92.9598
ENSRNOG00000012942	13.519381	12.664577	14.92512	13.6448	14.978634	15.64531	14.741617
ENSRNOG00000012944	38.22736	40.0021000341958	36.1521	32.62687	35.9333	29.1371	32.2102
ENSRNOG00000012946	8.11917	6.43736	7.18799	7.3044	5.74619	5.07801	5.09545
ENSRNOG00000012947	37.9462	31.0475	38.832	34.8538	34.1219	32.3602	29.7922
ENSRNOG00000012950	57.6099	62.8068	65.8235	45.1323	55.5512	35.1356	45.1108
ENSRNOG00000012951	15.2552	12.4245	15.0957	15.7728	16.0051	14.5229	12.1587
ENSRNOG00000012952	25.8343	23.0707	25.1615	20.5734	19.7813	17.5129	21.5099
ENSRNOG00000012953	36.5996	64.3593	48.6055	54.4067	50.6055	53.1987	71.2863
ENSRNOG00000012954	24.04373	24.45749	23.24639	22.55162	22.84567	21.76652	22.02536
ENSRNOG00000012955	0	0	0	0	0	0	0
ENSRNOG00000012956	2.81487	2.98035	2.39281	2.84767	3.7768	3.25415	3.98062
ENSRNOG00000012957	37.14067	37.92787	39.0667	40.43762	43.89435	41.2454	40.02495
ENSRNOG00000012959	12.4351	12.6272	12.6838	12.9096	12.8192	11.5636	13.2291
ENSRNOG00000012960	11.1478	10.626	12.7431	9.40273	11.2984	11.0716	10.1955
ENSRNOG00000012961	0	0.938314	0.00362038	0	3.52244	0	0.202692
ENSRNOG00000012962	17.068	23.6867	17.3644	16.2494	16.7269	20.4804	18.2885
ENSRNOG00000012964	0	0	0.213272	0.0886699	0.106914	0	0.107627
ENSRNOG00000012965	1.89843	1.41019	1.54369	1.60697	1.32553	1.24757	1.36423
ENSRNOG00000012966	32.3308	27.2344	30.2945	28.3694	28.6032	33.3309	32.7657
ENSRNOG00000012972	2.767707	1.92435	2.287793	1.799839	1.92606	3.150476	2.68376
ENSRNOG00000012973	0	0	0	0	0	0	0
ENSRNOG00000012975	16.30483	12.97198	15.40841	13.29167	12.76086	13.41521	14.96916
ENSRNOG00000012980	13.6836	9.84361	10.0982	9.85921	9.30575	10.373	9.32329
ENSRNOG00000012982	30.5676	27.5195	28.818	27.7859	25.7086	24.6622	26.1888
ENSRNOG00000012985	246.94	219.856	239.569	258.848	231.371	244.594	245.38
ENSRNOG00000012987	0	0	0.135216	0	0	0	0
ENSRNOG00000012988	64.8528	58.7921	62.5686	54.5451	64.0994	67.4789	58.2127
ENSRNOG00000012989	0.916785	4.98709	3.34275	3.72661	3.99678	2.83361	4.03051
ENSRNOG00000012991	10.3782	12.2671	8.34412	9.57175	7.76237	7.66116	8.69132
ENSRNOG00000012993	0	0	0	0	0	0	0
ENSRNOG00000012994	10.6237	13.8984	12.0672	11.4943	13.0493	12.8799	11.3759
ENSRNOG00000012995	40.59218	19.9198	31.408092	24.5153	22.540222	24.7034026	21.878624
ENSRNOG00000012999	123.3521	118.9642	116.6152	124.9022	117.5772	119.4988	127.0876
ENSRNOG00000013000	705.364	860.466	784.621	831.055	900.661	855.544	976.125
ENSRNOG00000013002	47.524	44.106	51.0115	48.2781	51.8754	48.1235	49.2445
ENSRNOG00000013003	0.867308	0.8397	0.326234	0.325227	0.391109	1.39942	0.592289
ENSRNOG00000013004	5.52186	6.35541	6.29812	5.89185	6.37372	4.91048	6.25685
ENSRNOG00000013005	8.71196	8.38958	8.31602	8.72128	9.80876	9.33031	9.96956
ENSRNOG00000013007	0	0	0	0	0	0	0
ENSRNOG00000013009	305.616	249.124	267.474	275.187	239.158	253.049	224.847
ENSRNOG00000013011	61.458	60.0641	57.61362	65.71328	58.53161	57.58923	57.59419
ENSRNOG00000013013	12.7456	10.4011	9.97178	12.8602	10.3344	10.3125	9.64418
ENSRNOG00000013014	10.3554	9.3119	10.3798	13.7329	10.5145	9.76159	13.2339
ENSRNOG00000013017	59.5465	37.4028	46.7965	44.4351	41.5737	39.1608	32.626
ENSRNOG00000013018	0.8494412	0.660097	0.726583	0.6920918	0.7155	0.568513	0.979867
ENSRNOG00000013023	55.5696	52.2376	47.6675	62.9714	59.3777	48.7402	48.0076
ENSRNOG00000013024	12.7244	15.2951	15.3228	13.6228	15.7284	12.0201	15.4375
ENSRNOG00000013027	4.578858	4.253048	4.924814	3.802345	4.088892	4.799149	4.54865
ENSRNOG00000013030	50.3204	51.0857	57.9004	43.5865	42.514	31.4226	36.811
ENSRNOG00000013034	0	0.284349	0.117604	0.0978137	0.354067	0	0
ENSRNOG00000013035	13.0808	12.8291	13.6236	13.3594	13.5	12.874	12.0507
ENSRNOG00000013036	8.16863	14.1544	9.33361	9.3892	15.1665	10.0151	9.6542
ENSRNOG00000013038	0.356884	1.42948	1.05266	0.880103	0.35906	0	0
ENSRNOG00000013039	183.114	171.1796	184.2763	163.4189	170.5531	150.9299	153.9415
ENSRNOG00000013040	4.54491	4.99125	4.67631	4.7418	4.85882	4.7	4.14185
ENSRNOG00000013042	11.4719	7.70377	10.542	7.05999	7.52981	7.58963	6.10723
ENSRNOG00000013045	21.5387	30.908	26.671	19.1385	25.5546	12.4414	18.7323
ENSRNOG00000013046	1.34535	1.41448	0.438895	0.364974	1.65059	0.898618	0.66449
ENSRNOG00000013048	5.65314	5.548774	5.52677	6.333421	5.890121	6.191817	5.484095
ENSRNOG00000013050	0	0	0	0	0	0	0.0873636
ENSRNOG00000013053	0.41378	1.96648	1.01096	1.06283	1.87844	0.938641	2.46824
ENSRNOG00000013055	6.87326	6.31162	7.45975	6.295601	7.04001	6.041906	5.95182
ENSRNOG00000013057	1.38235	1.20281	1.20672	1.68357	1.34828	1.92094	0.681416
ENSRNOG00000013059	18.36595	18.958	19.20755	20.60271	22.50995	21.03128	21.92734
ENSRNOG00000013061	189.4164	133.433	164.7148	167.8879	144.8801	159.0567	135.0872
ENSRNOG00000013062	0	0	0	0	0	0	0
ENSRNOG00000013064	23.4124	20.4918	21.8475	19.7332	20.1635	18.7189	19.2732
ENSRNOG00000013067	4.05408	4.52424	3.17212	2.69549	3.17087	1.8414	4.2908
ENSRNOG00000013069	3.06764	3.82084	4.74454	2.41489	4.26791	3.86324	3.81075
ENSRNOG00000013072	7.91804	7.22146	8.05182	4.42205	5.78393	3.53787	4.54402
ENSRNOG00000013073	0	0	0	0	0	0	0
ENSRNOG00000013074	0	0	0	0	0	0	0
ENSRNOG00000013076	62.51399	62.9036	60.5408	61.48812	59.40911	51.60127	56.60857
ENSRNOG00000013077	0	0	0	0	0	0	0
ENSRNOG00000013078	36.8372	33.7529	32.6688	34.7961	35.9476	40.0256	37.6732
ENSRNOG00000013085	1.51063	1.81328	1.48581	0	1.90387	1.92809	1.12954
ENSRNOG00000013089	16.5475	16.9457	18.965	13.5396	17.912017	12.671262	14.9049
ENSRNOG00000013090	19.0553	14.9378	17.3483	21.7175	14.9591	12.2612	16.7841
ENSRNOG00000013092	9.55329	6.509287	8.18131	7.10128	7.69716	6.45694	8.36373
ENSRNOG00000013097	0.312473	0.370468	0.306033	0.254732	0.46209	0.314009	0
ENSRNOG00000013101	28.8817	17.5562	19.962	19.3021	12.8344	17.0601	13.948
ENSRNOG00000013102	31.6321	30.6298	31.3242	26.093	25.6573	21.602	26.0373
ENSRNOG00000013103	0	0.108396	0	1.866707	0	0	0
ENSRNOG00000013110	75.5304	65.0727	71.8205	72.6367	78.0771	85.3212	74.8176
ENSRNOG00000013111	46.93	41.7582	44.3699	46.6937	46.0604	45.9717	44.4512
ENSRNOG00000013112	0.5489289	0.365962	0.05190404	0.435004682	0	0.340461	0.2213043
ENSRNOG00000013116	0	0	0	0.0164719	0	0	0
ENSRNOG00000013118	110.661	104.367	101.343	105.255	96.4651	113.602	108.103
ENSRNOG00000013121	9.18451	7.95848	8.79234	7.884262	8.856384	7.676749	7.128075
ENSRNOG00000013123	1.774228	1.783309	0.968552	1.68008	1.298644	1.32731	4.035267
ENSRNOG00000013128	130.998	112.49	127.867	118.414	104.308	100.997	103.828
ENSRNOG00000013132	0	0	0	0	0	0	0
ENSRNOG00000013133	0	0.0521981	0.259583	0	0.777984	0.596512	0.0654554
ENSRNOG00000013135	19.5315	16.6673	19.8497	19.2484	18.7769	16.4455	18.1339
ENSRNOG00000013136	36.0107	38.7694	42.8598	37.7077	40.1378	42.0141	36.0974
ENSRNOG00000013137	0	0	0	0	0	0	0.0765539
ENSRNOG00000013140	4.70351	4.55687	4.74344	4.80517	4.94698	2.63274	3.36298
ENSRNOG00000013141	822.42	909.366	821.89	878.073	842.056	859.721	862.141
ENSRNOG00000013147	13.614806	15.508307	14.336856	13.738494	12.960739	12.466935	15.092659
ENSRNOG00000013148	1.34936	0.611897	1.11636	1.0957	0.607589	1.08752	0.716378
ENSRNOG00000013149	21.3178	19.9002	21.0788	19.9271	19.4183	19.6777	18.146
ENSRNOG00000013152	1.66926	1.48731	1.30577	1.44603	1.62915	1.05519	1.42655
ENSRNOG00000013160	28.6419	27.6286	30.3656	27.3698	26.2373	24.8983	33.3785
ENSRNOG00000013162	383.43	272.98	324.149	328.259	264.237	298.345	247.908
ENSRNOG00000013164	0	0	0	0	0	0	0
ENSRNOG00000013165	20.8961	22.446	19.6773	19.8568	18.5157	20.4846	18.1876
ENSRNOG00000013166	6.55245	20.02521	10.03167	10.75726	17.68656	8.93208	13.48652
ENSRNOG00000013167	4.05317	4.36639	8.45076	5.45448	8.08495	8.60926	7.49449
ENSRNOG00000013169	13.8295	14.9206	14.0357	14.321	15.1946	14.3408	14.8188
ENSRNOG00000013170	0	0	0.87659	0	0	0	0
ENSRNOG00000013171	14.6093	18.7867	13.386	19.1127	15.4877	14.111	14.0386
ENSRNOG00000013172	3.54096	3.2298	3.28212	2.19772	2.55601	3.44996	4.59972
ENSRNOG00000013176	36.79836	32.39397	33.701765	31.151086	33.840213	30.98961	33.07464
ENSRNOG00000013177	1.82388	1.3523	1.44772	1.84767	2.11786	1.58691	1.68313
ENSRNOG00000013178	114.79124	89.0703	99.99134	85.37285	85.88189	63.53198	72.2171
ENSRNOG00000013179	9.981748	8.781573	8.011542	8.810506	8.926598	10.2896	8.161128
ENSRNOG00000013180	33.4237	32.4047	34.2806	32.5452	32.7764	29.4396	29.6238
ENSRNOG00000013186	28.7746	26.1086	28.3343	27.6361	27.0871	23.5411	25.8645
ENSRNOG00000013190	53.774231	42.5529	47.425243	48.8151	48.3366	45.051458	49.9844
ENSRNOG00000013191	0.625983	0.507998	1.85229	1.5617	0	0.650126	0.62998
ENSRNOG00000013192	0	0	0	0	0	0	0
ENSRNOG00000013194	19.6442	12.9074	17.3935	14.3317	13.0391	11.3519	12.0986
ENSRNOG00000013195	35.590613143	29.0353	32.5465	32.6486	31.2678	31.1573	27.3849
ENSRNOG00000013196	20.1961	16.8259	18.8153	19.8855	19.7918	19.1497	18.6049
ENSRNOG00000013198	0	0	0	0	0	0	0
ENSRNOG00000013200	0	0	0	0	0	0	0
ENSRNOG00000013201	59.3238	61.337	63.7945	59.594	60.3973	57.8922	60.8393
ENSRNOG00000013202	15.2567	14.4934	16.7529	13.3158	16.4051	14.4005	13.7192
ENSRNOG00000013203	0	0	0	0	0	0	0
ENSRNOG00000013208	0	0	0	0	0	0	0
ENSRNOG00000013209	1.65644	1.83335	2.99968	0.897021	3.11529	3.18535	0.907594
ENSRNOG00000013211	69.0103	67.7041	73.6411	65.5567	71.483	76.1707	72.3964
ENSRNOG00000013213	24.347	50.92	33.1286	37.746	37.9801	29.9684	44.968
ENSRNOG00000013215	4.87634	4.513394	3.68242	3.61689	4.8899	4.87691	4.89741
ENSRNOG00000013216	7.60794	7.72669	6.0202	7.47431	7.29996	7.32403	7.36874
ENSRNOG00000013217	35.7106	27.9848	31.2264	29.786	32.2318	29.9842	25.6025
ENSRNOG00000013218	10.1396	14.3415	12.1634	16.3799	15.1838	12.8463	15.1052
ENSRNOG00000013220	3.83255	3.63463	3.35754	3.13958	3.48665	3.71212	2.99299
ENSRNOG00000013222	0	0	0	0	0	0	0
ENSRNOG00000013223	89.4194	87.5412	90.7241	78.6655	91.3248	100.13	95.0344
ENSRNOG00000013225	0	0.0866067	0	0	0	0	0
ENSRNOG00000013228	18.9222	16.2678	20.5547	17.4058	20.7347	18.834	18.9991
ENSRNOG00000013229	4.21963	3.52416	4.17735	3.38368	4.52874	3.68444	3.53642
ENSRNOG00000013231	3.64008	3.37056	4.53296	3.79909	3.04135	2.24724	2.99
ENSRNOG00000013232	2.14559	2.91491	2.33347	2.3289	1.87326	1.55331	1.88441
ENSRNOG00000013234	46.25611	42.627	42.55091	46.86327	48.34197	44.58441	43.38943
ENSRNOG00000013236	31.1015	26.674	33.0128	28.6736	29.4245	27.2262	29.0903
ENSRNOG00000013237	2.80505	1.039337	1.73782	2.6808	1.954255	0.790141	1.268691
ENSRNOG00000013238	76.2815	69.9414	67.1393	75.28	69.8446	77.6949	75.4574
ENSRNOG00000013239	28.46178	24.23403	26.92581	22.6808	26.20674	22.48864	21.98754
ENSRNOG00000013240	0.943562	0.578471	0.718161	0.255904	0.411305	0.524947	0.310622
ENSRNOG00000013241	0	0	0	0	0	0	0
ENSRNOG00000013243	0.464359	0.273835	0.340552	0.424297	0.396644	0.115888	0.572409
ENSRNOG00000013245	0	0	0	0	0	0	0
ENSRNOG00000013247	0	0	0	0	0	0	0
ENSRNOG00000013248	8.83311	7.17034	8.19557	6.85117	8.07704	6.65212	7.06034
ENSRNOG00000013250	29.1898	53.2101	57.0321	39.2959	28.2364	48.2145	9.54575
ENSRNOG00000013251	13.3292	12.6903	14.6283	11.4191	11.6373	10.8344	11.3692
ENSRNOG00000013252	8.15236	8.96306	7.07383	8.11007	9.02611	7.306944	8.36983
ENSRNOG00000013253	37.4095	35.7487	37.9916	35.1261	34.3971	30.2454	29.3009
ENSRNOG00000013254	91.4672	89.6582	91.64	96.288	94.1338	85.6762	87.9308
ENSRNOG00000013255	108.57861	105.758813	109.46019	110.65451	102.40044	112.26248	105.81844
ENSRNOG00000013256	44.7002	48.6074	46.9117	46.0109	45.3164	41.8677	43.967
ENSRNOG00000013257	5.59723	7.91263	6.68896	5.46605	6.86667	4.83575	6.40278
ENSRNOG00000013260	3.78992	3.77945	4.03641	4.17298	3.93838	2.45689	3.74373
ENSRNOG00000013261	1.93681	1.22701	1.13882	0.790573	1.34169	1.36591	0.575454
ENSRNOG00000013262	0.221486	0	0.21715	0	0.219806	0	0.219549
ENSRNOG00000013263	2.45402	0.991278	1.49187	1.02383	1.8144	1.39118	1.50474
ENSRNOG00000013265	5.62656	5.03687	5.19572	4.56887	5.08277	3.74301	5.34212
ENSRNOG00000013267	1.66979	1.88073	1.45399	1.85015	1.30187	1.31662	1.49797
ENSRNOG00000013269	1.89982	3.30873	3.04315	2.90354	3.04114	2.6243	2.35067
ENSRNOG00000013271	15.1916	12.0381	14.2132	11.6958	12.0505	10.8961	12.0567
ENSRNOG00000013279	1.42192	1.4706	1.49594	1.18878	1.99939	1.70567	2.46767
ENSRNOG00000013280	0.638151	0.418027	0.571965	0.431844	0.311331	0.424555	0.471912
ENSRNOG00000013281	14.58573	14.34422	14.79784	10.16549	14.08715	8.0977	10.85147
ENSRNOG00000013282	5.6479	4.35295	5.045131	5.66172	3.910419	4.0733531	3.3395
ENSRNOG00000013285	37.8866	39.5293	40.5416	41.026	39.8921	31.5639	35.2563
ENSRNOG00000013286	24.6708	25.6253	27.0338	26.2082	27.1103	27.8609	26.3475
ENSRNOG00000013287	30.89814	29.90448	28.9552	28.434062	28.3849	24.16801	25.83599
ENSRNOG00000013288	33.9269	33.5175	36.662596	31.1768	33.833779	28.0957	29.2807
ENSRNOG00000013290	52.7058	82.4995	69.6553	73.3348	75.3437	64.2308	83.055
ENSRNOG00000013291	0	0	0	0	0.0760584	0	0
ENSRNOG00000013292	0.574636	0	0	0.473317	0	0	0
ENSRNOG00000013293	15.5515	13.0222	12.0675	13.8248	13.6784	12.9741	13.4653
ENSRNOG00000013294	0.0979566	0	0	0.15936	0	0	0
ENSRNOG00000013300	476.64	449.673	453.809	513.057	491.373	542.609	463.982
ENSRNOG00000013301	14.71384	24.53031	17.58063	15.39494	14.60428	10.34213	13.64294
ENSRNOG00000013304	13.4739	14.4296	13.9901	17.8238	12.809	13.8003	10.5636
ENSRNOG00000013305	85.6855	77.4439	81.2806	76.1288	89.4649	72.4314	81.8997
ENSRNOG00000013306	9.85464	6.69152	8.19871	7.2018	8.58654	9.51956	6.44572
ENSRNOG00000013309	1.80845	1.866803	1.6803273	1.655385	1.660172	0.8171139	1.713495
ENSRNOG00000013310	0	0	0	0	0	0	0
ENSRNOG00000013312	5.61218	7.00137	5.337002	5.81072	5.36689	4.423207	4.879942
ENSRNOG00000013313	40.6551	37.0081	41.326867	38.3202	37.4884	34.8921	36.5894
ENSRNOG00000013314	14.9073	12.0625	12.8911	10.7583	10.4069	7.25793	10.2674
ENSRNOG00000013317	2.36287	2.24387	2.98399	2.43808	2.97679	2.60292	1.79565
ENSRNOG00000013318	0.781839	0.644827	0.635867	0.739184	0.676289	0.605413	0.641125
ENSRNOG00000013320	16.2482	10.6553	10.1114	9.19822	10.9754	12.2998	10.6182
ENSRNOG00000013321	4.4843144	4.061231	4.44296	4.078611	3.72878	3.067320710247	3.362830000385
ENSRNOG00000013322	1.659652	2.32598	2.133003	1.783158	2.592308	1.502276	2.113815
ENSRNOG00000013323	7.0158	9.53681	8.90334	6.66597	6.51515	5.21313	7.70481
ENSRNOG00000013324	5.51102	7.53277	7.28873	6.61422	6.50135	6.648989	6.158997
ENSRNOG00000013326	16.7436	14.2624	18.0519	10.6682	13.8268	6.3252	8.03255
ENSRNOG00000013328	3.96679	3.14661	4.4777	4.20879	3.46549	3.91233	2.444585
ENSRNOG00000013330	3.71326	1.82236	2.56011	2.17911	2.22765	1.98246	1.63347
ENSRNOG00000013331	235.7	220.545	238.219	233.102	216.47	205.81	206.773
ENSRNOG00000013334	0.122086	0	0.165691	0	0.0495472	0	0.0627708
ENSRNOG00000013336	13.0425	11.7894	15.4699	11.8942	12.95	13.7229	11.2239
ENSRNOG00000013338	0	0	0	0	0	0	0
ENSRNOG00000013339	9.29732	8.53082	8.77229	8.80231	6.54023	5.87009	7.73371
ENSRNOG00000013340	27.3167	22.2617	21.7016	22.0525	20.2059	21.4565	20.6182
ENSRNOG00000013343	58.64	55.2379	48.6335	56.3137	55.8046	55.9473	60.02
ENSRNOG00000013346	1.18704	1.10929	1.52386	1.20587	2.39386	1.48283	1.17119
ENSRNOG00000013351	40.96388	32.042553	38.88415	31.453436	34.305977	34.821596	28.684631
ENSRNOG00000013353	12.2381	12.0514	10.6527	10.2164	11.671	11.103	10.9804
ENSRNOG00000013356	94.4429	76.0952	80.8744	86.4237	84.0927	100	86.1937
ENSRNOG00000013358	26.7146	21.5578	23.045	21.8492	25.0481	22.7477	26.5183
ENSRNOG00000013360	142.794	139.731	137.674	143.501	128.705	136.598	124.791
ENSRNOG00000013364	4.95139	4.18267	5.22793	5.09441	3.43525	4.85588	4.3678
ENSRNOG00000013367	0	0	0	0	0	0	0
ENSRNOG00000013368	17.6882	14.572	16.6198	16.1123	13.9946	13.5654	14.3363
ENSRNOG00000013369	0.246402	0.193988	0.0803452	0.200309	0.241119	0.328498	0.0810579
ENSRNOG00000013370	19.904	21.8122	19.9459	22.5627	21.8927	21.9945	22.9753
ENSRNOG00000013371	0	0	0	0	0	0	0
ENSRNOG00000013372	5.38299	1.80075	3.53063	3.33036	3.18863	4.14229	2.24197
ENSRNOG00000013373	7.17276	7.09314	7.2698	7.54506	7.18932	8.29307	5.91001
ENSRNOG00000013374	0	0	0	0	0	0	0
ENSRNOG00000013376	36.02	40.1247	34.8899	40.8461	35.2733	34.5135	38.4677
ENSRNOG00000013378	0	0	0.102833	0.0855003	0.103067	0	0
ENSRNOG00000013379	18.6371	16.8892	18.8287	19.2498	18.3208	19.4104	16.19
ENSRNOG00000013380	30.32945	30.2526	27.59822	32.21232	29.52631	28.74796	26.53368
ENSRNOG00000013381	110.833	108.354	112.286	108.578	101.355	108.14	100.801
ENSRNOG00000013382	0	0	0	0	0	0	0
ENSRNOG00000013383	36.07273	37.7514	33.55074	36.4576	36.7774	30.97444	29.5932
ENSRNOG00000013386	195.744	193.238	197	210.686	183.69	204.317	185.552
ENSRNOG00000013387	7.74997	6.672006	8.626737	8.369238	7.782449	8.81147	7.7917
ENSRNOG00000013388	6.22944	4.7903	6.52197	4.30376	5.9005	3.17249	4.92109
ENSRNOG00000013389	43.7142	98.6227	73.7562	60.1074	70.9332	40.604	70.826
ENSRNOG00000013390	2.46333	2.4228	2.21388	2.18225	2.20467	2.67979	2.98485
ENSRNOG00000013391	14.028	21.2536	18.3582	16.3853	17.9926	16.085	19.6591
ENSRNOG00000013393	24.7697	16.4467	20.5775	20.8818	20.2975	21.6815	21.8716
ENSRNOG00000013395	2.27339	1.14729	1.97727	1.74942	1.09982	0.81344	2.19835
ENSRNOG00000013397	8.09357	6.27378	6.85517	7.08255	6.50926	4.66529	3.59716
ENSRNOG00000013398	0	0	0	0	0	0	0
ENSRNOG00000013399	2.16205	1.04266	1.92167	1.59584	1.58154	0.882405	1.01731
ENSRNOG00000013407	12.8775	15.280165	12.1204	13.6138	17.026577	15.1472	13.8647
ENSRNOG00000013408	9.51524	20.827	14.5829	17.2984	16.2715	13.679	20.4837
ENSRNOG00000013409	28.2331	24.1348	26.5106	21.197	23.8197	24.1137	21.4242
ENSRNOG00000013410	0	0	0	0	0	0	0
ENSRNOG00000013411	9.53027	8.69246	9.94248	7.44654	8.62327	6.07556	7.08246
ENSRNOG00000013412	11.63656	8.08746	11.86513	8.8414	8.9112	6.34272	7.89572
ENSRNOG00000013413	4.397351	9.79452	6.06797	5.04052	5.98205	3.03602	6.623908
ENSRNOG00000013415	15.21844	9.85655	12.47914	12.22362	14.81867	12.94464	8.15638
ENSRNOG00000013416	0	0.203135	0	0.104801	0.126521	0.129082	0.127191
ENSRNOG00000013419	0.642062	0.413055	0.342457	0.237041	0.626802	0.291345	0.345368
ENSRNOG00000013422	15.1912	13.5434	14.5854	13.8992	15.34	13.441	14.1442
ENSRNOG00000013423	26.28947	23.16987	24.01224	21.301800484435	21.42917	17.7695575	19.1472
ENSRNOG00000013426	0.40304	0.271622	0.337805	0.327344	0.505838	0.0574752	0.340673
ENSRNOG00000013428	2.78285	4.91097	3.79106	4.29614	4.09212	3.45823	4.09236
ENSRNOG00000013429	18.5601	17.0467	18.093	18.2084	19.7227	16.09	14.3284
ENSRNOG00000013431	6.2096	5.9403	6.35953	5.89767	5.72289	5.26548	5.41273
ENSRNOG00000013433	3.67847	2.68747	1.819	2.30763	4.85207	2.9055	3.79486
ENSRNOG00000013436	8.873143227	17.2983390398	11.0402	11.15771	12.493567	8.44373	12.32929995
ENSRNOG00000013437	0.207914	0.421142	0.130571	0.338321	0.393546	0.401449	0.131834
ENSRNOG00000013438	11.8457	11.9928	13.415	12.3575	13.5368	13.4757	14.5945
ENSRNOG00000013439	1.18083	0.676887	0.772186	0.273427	0.707542	0.551683	1.00841
ENSRNOG00000013441	2.81142	2.04582	1.38328	6.1907	1.43028	3.37016	3.24423
ENSRNOG00000013442	35.4427	36.8778	35.2311	34.1502	34.1737	34.5372	31.7231
ENSRNOG00000013443	72.4475	62.0953	74.3728	68.2758	63.163	53.3582	60.839
ENSRNOG00000013445	20.7607	20.3495	19.0046	19.4856	20.1546	18.5603	16.5436
ENSRNOG00000013446	23.7649	21.66259	26.2291	23.92127	23.21752	25.92691	21.95657
ENSRNOG00000013448	0	0	0	0	0	0	0
ENSRNOG00000013451	45.1712	44.6374	43.2259	41.057	42.0129	39.8851	45.0683
ENSRNOG00000013452	52.8496	39.9676	44.4748	41.8751	36.8629	39.1741	41.1662
ENSRNOG00000013454	57.0404	56.1972	59.3912	53.9084	59.5212	49.8189	49.8593
ENSRNOG00000013456	11.9127	10.7151	11.4197	10.5416	11.4567	10.114	9.61959
ENSRNOG00000013459	11.7535	12.8924	11.7171	12.433	10.9133	9.78659	12.8908
ENSRNOG00000013460	12.5212	10.8288	9.80905	9.05419	9.54259	5.30351	6.98367
ENSRNOG00000013461	44.2288	40.0703	42.71816	40.0591	40.3979	37.34942	38.9988
ENSRNOG00000013463	3.69905	4.08998	4.80393	3.89626	3.94946	4.6734	4.50274
ENSRNOG00000013464	0	0	0	0	0	0	0
ENSRNOG00000013465	10.738128	10.3731	9.27932	9.54083	7.667283	8.12217	8.78027
ENSRNOG00000013468	54.5801	43.5311	48.1582	46.3025	50.3641	51.0765	43.6681
ENSRNOG00000013469	53.8731	49.5654	51.9705	47.0929	44.4391	42.9498	43.3096
ENSRNOG00000013474	1.81025	1.33971	1.54174	1.32163	1.40917	1.28796	1.22288
ENSRNOG00000013479	60.351	49.6083	56.9633	55.7692	53.106	52.8933	49.3492
ENSRNOG00000013480	8.69756	8.3793	8.03746	8.74241	7.14093	8.89119	8.41886
ENSRNOG00000013481	15.9821	14.4019	14.3185	13.4948	14.866	12.2658	13.1479
ENSRNOG00000013484	113.6897	88.8636	97.8852	81.3828	89.4137	95.5621	102.71077
ENSRNOG00000013491	9.20344	8.11064	8.77428	7.83852	9.14919	7.43571	7.88656
ENSRNOG00000013492	114.165	128.702	118.767	113.599	118.168	110.09	112.524
ENSRNOG00000013493	134.9879	121.42032	132.2628	136.76371	137.933085	136.07931	136.870055
ENSRNOG00000013496	0	0	0	0	0	0	0
ENSRNOG00000013498	44.39	44.6057	43.4979	41.6475	43.7313	39.0245	40.7747
ENSRNOG00000013502	33.9978	31.3356	31.1738	30.2609	29.2921	26.9656	23.1094
ENSRNOG00000013503	22.9827	17.7303	21.3728	17.4489	19.388	17.5094	17.1088
ENSRNOG00000013505	254.2669	254.5164	265.419	268.5351	267.5586	283.802	275.2109
ENSRNOG00000013506	58.9388	58.2705	62.0476	59.0213	60.99	67.3585	66.2459
ENSRNOG00000013507	145.406	130.545	157.618	143.452	147.49	129.66	139.141
ENSRNOG00000013508	149.963	161.397	145.047	155.869	139.946	171.588	151.505
ENSRNOG00000013510	19.249	18.6832	22.4067	20.0241	22.2508	22.1415	23.4042
ENSRNOG00000013514	79.9021	83.6553	88.0062	82.5475	79.9368	87.6609	83.1485
ENSRNOG00000013515	22.98419	18.64635	20.43288	20.09307	18.57085	20.21071	15.02643
ENSRNOG00000013516	97.1057	88.9295	92.825	90.5435	93.2146	87.7375	93.795
