sample_SRR10334377	sample_SRR10334376	sample_SRR10334375	sample_SRR10334373	sample_SRR10334372	sample_SRR10334371	sample_SRR10334370
ENSMMUG00000007409	1.845538	2.582567	1.934567	2.633401	1.543601	1.477641	1.591162
ENSMMUG00000007411	55.61738	48.72423	68.16934	61.55857	64.125878	57.81634	49.84507
ENSMMUG00000007412	0.16672	0.188298	0.403981	0.139573	0	0	0
ENSMMUG00000007413	0.847858	0	0.345179	2.66529	1.25489	0	0
ENSMMUG00000007414	0	0.0514396	0	0.0739882	0	0.0334635	0
ENSMMUG00000007415	42.7265	66.339	61.4637	62.4463	54.5403	45.4184	67.5834
ENSMMUG00000007416	12.4417	18.8611	14.1902	16.2007	12.4447	15.5101	14.1602
ENSMMUG00000007418	16.78975	21.6835	23.38472	19.03041	18.51962	17.54229	19.1285
ENSMMUG00000007419	8.02932	3.91276	6.19699	9.80813	8.45003	3.04651	5.03265
ENSMMUG00000007420	13.4368	7.74661	18.0685	16.1073	18.7963	10.267	8.47819
ENSMMUG00000007421	5.942731	7.15869	9.43826	7.0685584	9.67729	7.7759499	9.591541
ENSMMUG00000007422	2.243191516767	1.568512	1.858538	2.401168	1.796606	1.351753	1.880181
ENSMMUG00000007423	18.2585	18.3721	33.20225	26.741001	27.38337	15.76037	14.91769
ENSMMUG00000007424	15.4542	10.6526	15.0449	13.8937	17.4566	8.89696	10.4575
ENSMMUG00000007426	26.957	25.5022	36.6939	31.2813	28.7324	28.3625	22.9523
ENSMMUG00000007427	0	0	0	0	0	0	0
ENSMMUG00000007428	45.682889	40.466352	43.07543	52.22515	39.44238	34.812129	36.44831
ENSMMUG00000007429	0	0	0.157293	0.10819	1.14417	0.100602	0.263975
ENSMMUG00000007430	19.21081732	12.0898	18.18485	16.24364	20.47981	10.788524	12.022994
ENSMMUG00000007433	269.139	494.013	280.523	267.791	289.302	243.886	252.17
ENSMMUG00000007434	13.5946	11.629315	9.24727	8.57114	12.0987	9.5734064	10.4839
ENSMMUG00000007439	17.56832	21.02743	24.04851	18.589100280502	22.2041	15.5591	18.4477
ENSMMUG00000007445	24.15451	10.79338	21.709909	19.94974	24.34014	12.787965	13.3636690540183
ENSMMUG00000007449	29.94144	44.67518	54.3558	40.11801	39.23419	42.68379	46.8987
ENSMMUG00000007450	24.419273	24.938627	32.41315	31.113072	30.353352	24.596044	27.7111
ENSMMUG00000007451	1.807586	2.53474	4.61049	4.250602	3.152362	2.29238	1.39983
ENSMMUG00000007453	1.49852	0.259354	1.21168	1.3547	2.70274	0.382915	1.59634
ENSMMUG00000007456	40.09834	42.72666	53.28212	45.09661	50.05345	33.07776	35.28657
ENSMMUG00000007457	23.2243	15.3672	26.7496	27.1759	21.4698	16.85	16.2832
ENSMMUG00000007459	2.97722	2.96346	4.34054	4.65063	5.43874	2.97725	4.31321
ENSMMUG00000007460	6.414747	3.898017	7.67321	4.18533	4.50159	4.887096	2.681957
ENSMMUG00000007461	55.3002	29.0774	39.8921	32.6604	39.8466	25.9388	24.1858
ENSMMUG00000007464	6.045091	5.57279	11.0302414	8.2461564065	10.47267	6.787808	6.690580776698
ENSMMUG00000007465	10.72584	14.74474	16.40805	12.266129	13.22443	11.17119	12.35072
ENSMMUG00000007466	0.212256	0.478272	0.257983	0.717279	0.23445	0	0
ENSMMUG00000007467	0	0	0	0.155281	0	0	0
ENSMMUG00000007468	1.87502	2.62858	2.4402	2.12313	2.73946	1.72952	2.20845
ENSMMUG00000007470	21.95754	11.1138222	17.77467	23.425954	22.165029	8.4792056	12.837475
ENSMMUG00000007474	0	0	0	0	0	0	0
ENSMMUG00000007477	0.82191	0.858421	1.2263365	1.4453691	1.986186	1.037918	1.650973
ENSMMUG00000007478	7.082263	4.8719403	7.377549	7.47381	10.214501	3.987745	5.513411
ENSMMUG00000007479	32.8402	31.6091	55.7207	35.2543	43.7564	17.4669	45.1336
ENSMMUG00000007480	7.820293	4.92123	9.101673	8.871021	13.55655	5.842298	9.125320483085
ENSMMUG00000007481	45.20415	32.272	53.0947	45.05109	40.9369	31.49735	27.74294
ENSMMUG00000007482	6.58827	5.5985	8.60283	6.89285	8.71951	5.25668	6.34216
ENSMMUG00000007483	4.35638	3.18797	6.4077	5.78613	5.79207	3.51551	2.8683
ENSMMUG00000007485	5.886598	5.148724	8.79545	5.569676	10.931091	4.082086	5.632913
ENSMMUG00000007486	2.953244	1.952047	3.29067	4.58295	3.67486	0.655794	1.885003
ENSMMUG00000007490	27.28864	22.27525	29.619143	32.86783	33.03039	24.434769	31.24056
ENSMMUG00000007494	12.277893	6.49093	10.336847	11.674747	15.963558	6.98197	10.00438
ENSMMUG00000007497	21.30831	24.71952	22.40057	22.80571	21.53978	21.03419	20.12259
ENSMMUG00000007499	19.3485646	7.9211104	14.591455	16.6339435	19.6490322	8.2108463	11.931738
ENSMMUG00000007500	11.251111	5.90452	8.15855415	6.744186	8.26238	5.453535	5.188084
ENSMMUG00000007501	0.749481	0.696117	0.327833	0.279704	0.298206	0.101942	0.479348
ENSMMUG00000007503	33.261	31.8659	26.4603	25.7406	25.5657	19.05805	18.82367
ENSMMUG00000007504	0.55616383	0.9756578	0.500141	1.47126	0.78375304	0.3897113	0.208312
ENSMMUG00000007505	0	0	1.13709	0	0	0	0
ENSMMUG00000007507	8.03987	8.74953	11.5806	10.5632	10.7869	12.4959	12.3384
ENSMMUG00000007509	17.8716066	18.829589	18.453151	29.3898075	30.023842959	18.809992	25.320309
ENSMMUG00000007510	83.65785	108.76349	76.31499	87.06947	83.92869	94.1916	126.359373
ENSMMUG00000007511	30.24728	28.7013	27.23675	22.0627	25.93619	21.17562	19.2966
ENSMMUG00000007513	60.64575	62.4131586826	58.85295916	57.437755582	56.8432690027367	45.0374523225	42.856971216886
ENSMMUG00000007514	17.3406603	18.3039770923942	21.38645207	27.6352520776089	20.55995	18.249408	20.584634
ENSMMUG00000007515	0	0	0.0818615	0	0	0	0
ENSMMUG00000007516	2.30716	1.0831	1.43665	2.42218	1.65518	1.13749	1.2013
ENSMMUG00000007517	1.730011	1.55708	1.05091	1.454893	0.399441	1.127613	0.890852
ENSMMUG00000007523	5.74559	2.7297284	8.27163	6.21303	6.90754	4.97871	4.93433
ENSMMUG00000007524	14.469214	18.676574	18.62493	16.79564	13.44165	13.913931	16.000379
ENSMMUG00000007525	1.396	2.0524	3.54449	2.78955	1.84153	1.40948	0.566895
ENSMMUG00000007526	3.933369	2.685012	4.004076	2.924363	5.28325500079103	2.334137	2.93868
ENSMMUG00000007527	0.480539	0.0552404	0.593316	0.554853	0.363704	0.0693353	0.337778
ENSMMUG00000007528	3.311819	7.1586117	6.159857	4.747952	3.861683	3.0499091	2.7616632
ENSMMUG00000007529	18.2735	13.78817	21.66926735315	19.20026	20.713226	12.73191	14.5880200079677
ENSMMUG00000007533	48.1697	49.3512	49.95453	46.1494	40.78435	37.56329	37.52
ENSMMUG00000007534	17.274631	14.190252	12.823132138	15.011129	18.13533	11.984423	14.322656
ENSMMUG00000007535	0.32043	0.454402	0.192886	1.25256	1.40353	0.542695	2.25811
ENSMMUG00000007536	62.5813	63.6143	101.357	0	40.1625	36.3816	84.7137
ENSMMUG00000007538	14.7375	15.6759	17.0338	20.6107	18.3369	16.5364	12.91
ENSMMUG00000007539	30.67746	21.735	32.71238	36.05938	35.52585	18.606182	25.1084
ENSMMUG00000007540	23.773242	11.89997	14.735885	13.845807	18.9525	11.40594	8.81245
ENSMMUG00000007541	0.811072	0.122855	0.58479	1.3282	1.83241	0.160639	1.03051
ENSMMUG00000007542	3.0414	4.41791	5.35154	3.195236	2.99278	2.66393	1.675132
ENSMMUG00000007544	0	0.176162	0.24838	0.126892	0	0.0766768	0
ENSMMUG00000007546	0.436002	0.247416	2.080824	1.37344	0.477206	0.217955	0.637073
ENSMMUG00000007548	0.367518	0.177865	0.369753	0.970008	0.777168	0.446173	0.147518
ENSMMUG00000007549	1537.42	1060.04	1480.15	1017.5	1304.74	1286.43	1579.36
ENSMMUG00000007551	619.2063	532.7425	640.85488	583.7347	493.0651	604.73252	602.8764
ENSMMUG00000007552	1.83645	1.2659	2.56245	1.99144	1.359501	0.469075	0.922527
ENSMMUG00000007555	2.88181	0.272076	1.67127	1.138154	1.140315	0.257742	0.19533
ENSMMUG00000007556	0.2355410545783	0.0622999408804	0.323381	0.2077020813854	0.159191	0.1064314304352	0.127468154536
ENSMMUG00000007558	0	0	0	0.0502754	0.0670606	0.0457093	0
ENSMMUG00000007559	10.165	3.93089	9.76641	6.98345	8.3784	5.90248	7.56831
ENSMMUG00000007560	11.4253	8.67412	11.1606	11.0874	12.7953	6.7375	8.88418
ENSMMUG00000007561	52.4388	42.60062	62.6477	52.07167	73.70197	38.025709	45.195313
ENSMMUG00000007563	0	0	0	0	0	0	0
ENSMMUG00000007564	4.16528	3.96245	4.58783	4.38916	5.88516	3.27449	3.91924
ENSMMUG00000007565	4.466113	2.24689	3.307169	3.550752	2.798221	1.162171	1.754184
ENSMMUG00000007568	6.17477	5.162998	8.66205	7.73793	8.52847	5.36989	6.05833
ENSMMUG00000007569	9.87049	10.69631	14.83224	18.136879226165	13.32238	8.294824	9.490872
ENSMMUG00000007570	4.3064	7.7608319248	13.7337380023564	9.0070220286916	10.82919	7.875813	8.929090206272
ENSMMUG00000007571	2.530991	3.755613	4.48998400042469	4.1414918	3.951708	2.7157036	2.82807
ENSMMUG00000007574	3.0919	2.03006	3.63154	3.36263	2.86437	2.56783	3.28657
ENSMMUG00000007575	0.928239	1.28033	3.10941	4.37473	2.00592	1.47852	2.39217
ENSMMUG00000007576	1.16053	2.0253	1.623	1.95069	1.37131	1.27038	1.46739
ENSMMUG00000007577	8.741428	3.68564	13.94277	10.459099	13.43114	5.37489	5.80736
ENSMMUG00000007578	38.08687	84.226771	68.24899	52.10328	72.88696	70.600157	96.70317
ENSMMUG00000007580	9.59256	5.59343	15.45389	10.11598	9.85556	6.01014	9.21183
ENSMMUG00000007583	0	0	0	0	0	0	0
ENSMMUG00000007584	2.4696	2.14298	5.53256	1.75754	3.77146	1.51644	1.16548
ENSMMUG00000007585	0.0674991	0	0	0	0.0738532	0	0.203501
ENSMMUG00000007586	2.3923	10.3324	4.92307	4.31606	3.21057	4.23406	3.96059
ENSMMUG00000007587	1.97674	0.976269	0.853439	1.58261	2.47238	0.687799	1.55142
ENSMMUG00000007588	4.86532	5.67462	4.92952	8.5415	5.77381	4.62134	4.18476
ENSMMUG00000007590	20.418937	10.368453	17.225217	17.567963	17.4009	13.740609	12.936354
ENSMMUG00000007591	11.4275	5.64479	10.6214	12.0161	13.9715	9.4341	7.15041
ENSMMUG00000007593	13.539813	6.12922	16.674747	12.4358293	18.08785	7.6552099	10.438106
ENSMMUG00000007596	16.8511	26.1192	21.5972	22.6811	21.0168	27.7742	31.4642
ENSMMUG00000007597	5.9675	4.44793959	7.64609	5.94564	5.9786	4.03957	5.168127
ENSMMUG00000007598	11.6499	8.71057	12.4709	15.4912	8.2483	6.7736	9.40779
ENSMMUG00000007601	0.395684	0.2780359	0.679385	0.639763	0.260353014355	0.4025927	0.418230142902
ENSMMUG00000007603	8.878818	10.1971	9.095081	10.9637	6.82447	7.956589	7.9103
ENSMMUG00000007604	6.18816	4.67329	9.17934	6.958311	9.06606	2.95012	6.72554
ENSMMUG00000007605	0.142298	0.403777	0	0	0.467191	0	0.429228
ENSMMUG00000007606	3.93657	7.13138	5.408897	6.39844	6.0068	5.58937	6.46726
ENSMMUG00000007607	0	0	0	0	0	0	0
ENSMMUG00000007610	19.34852	21.17504	18.90494	17.52789	16.181932	15.45006	16.83312
ENSMMUG00000007611	105.4587	86.51639	101.8854	98.1869	119.0812	97.4685	86.95054
ENSMMUG00000007612	28.44232	13.207399	22.51636	19.380829	27.22832	11.942743	14.704118
ENSMMUG00000007614	4.912520761605	3.8868319151	8.90677	5.7672490932537	7.45995	4.006556	4.206572
ENSMMUG00000007616	0.920562	0.348789	2.42138	5.9106	1.62823	0.129554	0.702526
ENSMMUG00000007618	0.523351	0.338518	1.056655	0.681557	1.378599	0.432553	0.79143
ENSMMUG00000007620	0	0	0	0	0	0	0
ENSMMUG00000007624	18.02506	10.25158	16.22111	16.45731	17.18252	8.854966	12.36421
ENSMMUG00000007626	20.953495	28.80445	35.8874300023969	30.6680040077	28.36938	25.692383	32.41260558761
ENSMMUG00000007627	3.20824	2.31869	4.64539	4.7951	3.80695	2.32998	3.38606
ENSMMUG00000007628	2.65777	1.0977000123286	2.138851	1.639219	2.566435	1.267527	1.719009
ENSMMUG00000007629	4.07821	2.64182	3.33256	4.912441	5.40943	2.30237	4.123665
ENSMMUG00000007633	25.6746	30.3908	38.16871	44.84814	26.45826	20.974334	22.6675
ENSMMUG00000007635	7.36305152899	7.926756	13.4098584	14.229104506954	11.542396	9.70077859	13.504111474
ENSMMUG00000007639	36.9052	17.2083	38.9679	28.938	29.805	18.6994	25.9439
ENSMMUG00000007643	12.045224	7.14649	13.4705	9.162463	10.248237	8.114479	7.895684
ENSMMUG00000007646	5.76382	4.82014	7.17406	4.6007	3.41766	2.07809	2.57357
ENSMMUG00000007653	144.0289	58.5495	109.9229	78.6025	74.046	43.2568	51.7102
ENSMMUG00000007657	262.282	258.378	217.643	207.601	263.063	202.221	226.972
ENSMMUG00000007658	6.04752	4.89716	9.84661	9.16863	8.9583	4.95181	5.35028
ENSMMUG00000007659	13.637635	8.33168	15.8148	15.589497	18.04752	9.033923	8.09679
ENSMMUG00000007660	16.7065	10.1559	15.03	13.7643	15.7587	8.6004	10.7716
ENSMMUG00000007661	60.406499	45.984914	55.104	63.63038	95.271543	54.90029	94.906258
ENSMMUG00000007662	8.00132	7.81992	14.965070786583	16.22624	13.43259	9.52995	7.889816
ENSMMUG00000007664	0	0	0	0	0	0	0.144386
ENSMMUG00000007666	22.539432	24.101944	23.90835	16.31036	21.903361	16.424766	21.433084
ENSMMUG00000007667	1.59291	2.40843	1.38586	2.40722	1.74524	2.34163	3.4467
ENSMMUG00000007668	0.288916	0	0.262297	1.58442	0.450822	0.0968284	0.413263
ENSMMUG00000007669	1.36088	3.44521	3.07075	2.062364	0.872377	2.496843	2.90455
ENSMMUG00000007671	10.326255	4.962527	14.200285	6.994053	12.935611	5.284582	4.913575
ENSMMUG00000007673	12.4792	11.1135	9.538	11.6063	11.6937	13.6223	15.5929
ENSMMUG00000007675	14.7797000030055	16.810906	22.82039	21.409	13.33526	11.54305	9.32454
ENSMMUG00000007676	65.75262	49.99403	72.80081	55.80475	74.56713	41.78592	58.58202
ENSMMUG00000007678	5.469585	6.14824	7.96892	7.606617	9.10532	5.59265	6.60809
ENSMMUG00000007679	9.54939	8.7694	11.164	10.72	5.54498	7.32319	9.31635
ENSMMUG00000007680	6.88219	9.69419129	9.10603	6.696723	10.28616	7.68393	8.12456
ENSMMUG00000007683	10.3688654873	11.895154	17.7759169	13.88334325578	16.01476248346	9.707185125	18.2091840026454
ENSMMUG00000007685	26.208048	25.038265	31.2507	24.261092	36.873044	14.887266	28.065602
ENSMMUG00000007688	16.5272	7.73857	19.71	20.7441	22.7119	10.4363	11.1919
ENSMMUG00000007692	0.0527706	0.0101724015172	0.0748995124336	0.157051000094668	0.08763000394409	0.012970000702097	0.00890401268628
ENSMMUG00000007694	1.85115	1.613526	3.009	2.615409	4.391575	1.437969	2.508357
ENSMMUG00000007696	2.21925	2.60009	2.32563	2.64673	1.95872	1.55586	2.105491
ENSMMUG00000007700	1.598097	4.08476	2.62334	3.58135	2.348523	2.40896	2.482084
ENSMMUG00000007702	4.106656	3.299664	5.857269	5.43907	5.302652	2.554422	3.056822
ENSMMUG00000007706	4.947546	6.037808	5.31562	7.59737	8.253439	4.44871	7.30385
ENSMMUG00000007708	44.1421	53.5299	63.7859	51.2653	47.8019	34.1309	48.08867
ENSMMUG00000007709	4.977675	7.39706	7.09638	6.53831	5.38052	5.01264	7.5496
ENSMMUG00000007713	0.13947	0	0.755036	0.737676	0.226363	0	0.211678
ENSMMUG00000007717	27.822463	39.152576	36.8547	34.01352	31.38982	38.578705	39.967308
ENSMMUG00000007719	0	0	0	0	0	0	0
ENSMMUG00000007720	0.10865	0.12343	0.130565	0.0444833	0	0	0.0544937
ENSMMUG00000007721	5.89452	1.63391135393	6.66692	5.773534	5.650408	3.061541752423	4.5018790003672
ENSMMUG00000007723	196.29589	241.24895	216.2573	192.22796	220.16757	242.96995	263.58674
ENSMMUG00000007724	15.74477	13.16223	16.96028	10.93656	15.12967	10.676615	12.51729
ENSMMUG00000007725	0.403648	0.228713	0.608353	0.0833834	0	0.153574	0
ENSMMUG00000007726	2.78474	2.38849	4.50825	3.39875	2.36126	3.12793	1.65381
ENSMMUG00000007727	8.27312	8.19723	11.971654	10.491238	11.461011	8.278546	9.65837
ENSMMUG00000007728	36.1739	23.2258	28.3642	26.30923	30.8223	26.01571	25.11049
ENSMMUG00000007729	37.31283	35.3501	31.80905	29.85994	30.8751	33.702848	33.0113
ENSMMUG00000007730	0.17346	0.0884011	0.31842	0.420573	0.313312	0.168541	0.291307
ENSMMUG00000007731	36.5514	38.6435	38.4972	36.0256	40.8129	36.1924	36.8376
ENSMMUG00000007732	37.0939	30.9472	40.69698	36.260383	39.09011	26.514517	29.4646
ENSMMUG00000007738	6.52843	6.54278	7.5196	7.70353	8.89242	4.96322	8.62025
ENSMMUG00000007740	114.2372	132.601268	183.38767	153.26983	151.67263	74.974711	91.030637
ENSMMUG00000007741	76.63917	74.508572	99.66242	84.68323	97.08392	68.753083	89.04729
ENSMMUG00000007742	1.58897	1.16431	1.48583	1.44778	1.29313	1.69669	1.37252
ENSMMUG00000007743	88.1829	113.719	116.688	97.2295	99.9441	116.61	133.375
ENSMMUG00000007745	57.729	61.1939	96.5923	77.1796	97.5522	59.4976	68.592
ENSMMUG00000007751	1.9812460131899	3.9739707	5.85397	5.903914	4.161685	5.471443	5.6425659
ENSMMUG00000007752	0	2.48658	4.58228	1.86735	0.559598	0.617139	1.32891
ENSMMUG00000007753	66.5746221410504	82.392864632	87.785418117	75.74155866539	73.71099416	70.81994382	77.3262594
ENSMMUG00000007754	23.1979	7.9499	15.96238	16.5578	17.592573	11.49371	11.718131
ENSMMUG00000007755	4.19535	3.828226	8.88516	23.10089	4.42846	2.621082	5.577914
ENSMMUG00000007757	8.98296	3.60294	7.09717	4.28224	7.82144	9.06994	4.95883
ENSMMUG00000007758	37.603181	73.111525	66.629414	54.186893	73.219522	59.683934	80.340398
ENSMMUG00000007760	11.511872	12.091366	17.91964	11.30079	18.89833	11.66658	12.74966
ENSMMUG00000007762	2.006501	1.590909	2.212289	1.55273	3.7534	0.891788	0.961336
ENSMMUG00000007763	218.64154	177.761267	216.34273	172.305	211.13697	141.304643	184.86847
ENSMMUG00000007764	18.08021	27.6483	25.36802	18.29634	19.00481	23.8914	25.45151
ENSMMUG00000007765	1.80721	2.35453	2.98258	2.02817	3.28918	1.46973	1.58252
ENSMMUG00000007766	14.08464	11.410411	13.039736	15.040746895	16.566894	10.319008	12.720695
ENSMMUG00000007767	32.3359	39.4856	40.770586	37.718	37.954512478	33.643477	32.432526
ENSMMUG00000007770	0.871126	0.6519042	0.9016002	0.708194	0.4769629	0.178631	0.9268038660357
ENSMMUG00000007773	0.670189	1.31486	1.35777	1.26023	1.10936	0.743461	1.20021
ENSMMUG00000007775	8.17749	10.1557	10.2177	11.5826	10.5525	7.53484	8.9839
ENSMMUG00000007777	2.229404	2.5839158	1.57795	1.90087877938	1.55737	1.435140548	1.789962
ENSMMUG00000007779	87.1269	59.8021	87.7501	95.5391	96.8078	156.305	111.409
ENSMMUG00000007780	20.736303	13.15071	23.1529	15.40148	20.308239	7.421338	15.148583
ENSMMUG00000007783	11.4424	7.5572	11.4394	10.1793	9.66947	5.68925	5.87387
ENSMMUG00000007784	10.565405	6.878319	10.496178	12.06372	14.29918	5.670066	8.94717
ENSMMUG00000007785	39.72631	38.4537	36.172	37.633100513015	48.29015	34.3832	48.7494
ENSMMUG00000007786	1.69539	1.49682	1.95331	2.31018	3.3592	1.2333	1.41822
ENSMMUG00000007787	5.950983	2.794871	5.94846885	5.31713433643	7.062064	3.38458830121549	3.7236612149
ENSMMUG00000007791	9.736342	6.8853404	10.26097346298	9.651970340963	7.563012	9.220835	7.295787
ENSMMUG00000007794	6.78512	6.75185	8.76926	7.0748	7.66922	7.70243	8.17259
ENSMMUG00000007796	370.06805	236.048	344.306412	255.57178	361.8992	182.2635092	227.576612
ENSMMUG00000007798	2.87357	0.685102	1.44985	2.0919	1.77327	0.676002	1.03557
ENSMMUG00000007799	69.8712	54.9591	70.1924	59.1705	68.0511	41.5509	41.6114
ENSMMUG00000007802	0.849611	1.84832	2.38509	2.38456	1.47217	2.0685	1.282353
ENSMMUG00000007803	0.789576	1.65541	3.72406	7.46927	1.92632	1.13161	0.365879
ENSMMUG00000007804	12.68453	6.6572	11.66347	11.12771	14.60614	8.46051	9.66171
ENSMMUG00000007805	23.0744913	22.034431	29.924453	29.1863395	34.026229	18.414660877	30.1510777
ENSMMUG00000007806	6.74616	4.26197	5.06765	5.96529	8.24962	3.02589	6.39432
ENSMMUG00000007808	11.883893	11.891045	11.82975	10.75222	13.250563	12.592455	13.03916
ENSMMUG00000007811	174.6455	106.361	138.2912	130.3258	157.7447	98.3305	100.9989
ENSMMUG00000007814	190.16384	134.46126	270.55153	198.212767	252.622911	140.2257	126.882225
ENSMMUG00000007816	14.78647	11.026546	15.06213	16.417044	17.13807	8.75525	12.51039
ENSMMUG00000007819	0.9301329	1.1386152	1.838374	0.8532345	0.826987	1.068983	0.924257
ENSMMUG00000007821	0	0	0	0	0	0	0.0326986
ENSMMUG00000007822	0	0	0	0	0	0	0
ENSMMUG00000007825	31.8792	33.8328	31.1596	26.383	29.2284	23.5819	25.9816
ENSMMUG00000007828	8.17156	5.46869	9.44491	7.11536	7.8658	5.91029	6.1382
ENSMMUG00000007829	33.94357	17.7785	33.98475	27.14722	38.89896	20.7668	28.060707
ENSMMUG00000007831	45.41135	46.95541	57.67024	49.72651	48.79671	43.88021	54.70999
ENSMMUG00000007834	0.628701	0.472279	0	0.530857	0	0.507279	0.214886
ENSMMUG00000007838	19.2843	33.9278	25.0308	30.468684	19.5357	13.2588	17.1008
ENSMMUG00000007839	36.6678218	35.871783	34.537815	38.158991	33.227327	39.875584	42.577642
ENSMMUG00000007841	0.128779	0.0289663	0.15566	0.234396	0.0557701	0.131879	0.10455
ENSMMUG00000007842	10.89962	19.38555	19.3141724315	23.438108	20.16634396	17.226827	17.602492
ENSMMUG00000007843	0	0	0	0	0	0	0
ENSMMUG00000007844	129.36376	54.177358	109.486450193687	91.158022	113.434132	44.401966	67.590397
ENSMMUG00000007845	77.561	72.4807	90.5234	82.9631	77.8213	64.0354	73.1365
ENSMMUG00000007852	1.628153	1.5171161	2.218533	3.0730100122228	1.65322	1.557736	1.338432
ENSMMUG00000007854	46.69658	44.07288	59.32711	49.7056	50.84276	37.716521	39.08911
ENSMMUG00000007856	0.685942	1.34978	0.972479	1.72437	0.815149	0.847309	0.931777
ENSMMUG00000007857	8.39021	5.36422	10.4203	9.29004	7.94075	5.19742	5.41396
ENSMMUG00000007858	8.474775	11.7073	10.0823	9.13941	11.59394	10.8776	11.32519
ENSMMUG00000007859	21.45849	26.979058	21.658599129229	26.098	20.05329	23.46633	19.16847
ENSMMUG00000007860	32.04050961573	15.154841	28.8154	26.2763000163468	33.29130496008	16.055615158	22.0372000005418
ENSMMUG00000007861	1.60081	1.68937	1.63205	1.685088	1.41592	1.717518	1.56926
ENSMMUG00000007863	5.96381	4.68771	6.82769	6.55794	7.04061	4.76642	4.30718
ENSMMUG00000007864	3.128871	3.746413883	5.60793	3.7537100204186	4.44392	2.99962	3.908704
ENSMMUG00000007865	0	0	0	0	0	0	0
ENSMMUG00000007866	0.0765082	0.173627	0	0.0629182	0	0	0.0769845
ENSMMUG00000007868	44.91787	49.140024	45.79636	54.481105	58.35823	41.92804	46.225441
ENSMMUG00000007870	265.96834	174.20185	244.771626	202.29034	270.92982	193.92025	182.71883
ENSMMUG00000007875	4.90794	5.64658	7.39788	5.96065	5.87036	5.32865	6.04849
ENSMMUG00000007876	0.285617	0.162292	0.628946	0.58392	0.46815	0.0704778	0.143117
ENSMMUG00000007877	650.587	674.292	850.196	594.159	747.903	921.449	761.858
ENSMMUG00000007878	11.1461	10.7201	14.5243	10.9366	13.4227	9.92711	11.0409
ENSMMUG00000007880	4.374694	5.515740965747	7.104036	7.278779	6.4470272572	4.582889	6.1554885
ENSMMUG00000007881	23.5872	34.285	32.898	24.178	25.02	25.3977	29.7452
ENSMMUG00000007883	0.665863	0.655927	1.5992	0.906972	0.339478	0.787381	0.84487
ENSMMUG00000007886	1.16204	0.193453	2.48171	0.334471	2.78385	0.0415544	3.03103
ENSMMUG00000007887	113.591	119.521	126.743	92.4084	122.028	74.4183	95.4622
ENSMMUG00000007888	210.2191	186.6838	285.3893	282.4355	290.0611	185.3877	229.4764
ENSMMUG00000007891	5.285303	5.13418	6.61779	6.86646	8.32863	4.4743	5.43606
ENSMMUG00000007893	0	0	0	0	0	0	0
ENSMMUG00000007896	2.69332	3.885679	4.526407	5.515108	5.908102	2.124319	2.625117
ENSMMUG00000007897	5.97344	8.45111	7.36471	8.67769	5.33003	4.41031	6.30346
ENSMMUG00000007898	13.5874	13.49659	13.301696	10.47701	12.9867	9.22996	10.43617
ENSMMUG00000007899	11.68624	23.10399	29.6047	31.814426	25.763382	21.453001	14.730917
ENSMMUG00000007900	11.311	18.8056	17.3284	15.8212	15.6282	15.1209	18.2377
ENSMMUG00000007903	0.28752	0.650181	1.39093	0.838551	0.632306	0.671408	1.16826
ENSMMUG00000007904	70.8754	81.8833	76.9088	79.4951	74.9245	76.761	64.6211
ENSMMUG00000007905	30.52431	32.03187	36.40802	35.22736	31.06762	26.65114	30.90863
ENSMMUG00000007909	0.113943	0.0647121	0	0.326718	0	0	0.114339
ENSMMUG00000007910	8.48147	7.14031	11.19974	8.85999	14.26037	5.66834	6.1922
ENSMMUG00000007911	196.4174	132.584	198.643	174.45979	227.5656	135.635	165.088
ENSMMUG00000007917	13.80672	16.01569	9.51872	10.32921	12.3532	14.45751	11.18734
ENSMMUG00000007918	16.8991	13.3396	20.1178	18.2051	22.3917	13.5045	14.5402
ENSMMUG00000007920	19.265796	13.663149	28.97731	22.06434	19.590914	15.0528	12.77645
ENSMMUG00000007921	23.0286400087037	10.355282	21.867843	18.914103	28.696806	11.027683	22.824902
ENSMMUG00000007922	109.137396	50.0083065	108.61128	104.15319	106.4951	54.6713885631	74.387205
ENSMMUG00000007923	3.38511	4.1208	4.77203	3.94273	4.88292	2.42687	3.32593
ENSMMUG00000007925	4.375349	5.226346	7.02238	6.48154	5.07473	9.50416	13.69703
ENSMMUG00000007927	2.714777	3.02061000466731	3.386781571	4.1293948	4.08086000132147	2.45751	2.30958
ENSMMUG00000007933	5.07391	3.94131	6.53167	5.00012	5.65907	2.53498	4.10142
ENSMMUG00000007935	7.40480200840001	10.275832	8.14856320097978	7.972478	7.244875347	6.715652	7.428408
ENSMMUG00000007936	29.263616	42.85518	32.222208	33.334255	32.792695	33.29046	42.42185
ENSMMUG00000007937	0.111076	0.700889	0.679335	0.492317	0.544187	0.69764	0
ENSMMUG00000007938	34.9368	29.007524	42.259919	37.7309	38.835145	29.738765	32.849805
ENSMMUG00000007943	24.7111	14.866	20.4363	20.1988	20.5701	18.8065	17.6831
ENSMMUG00000007944	44.04889	47.55977	43.379495	41.273391	48.62467	43.36139	46.685289
ENSMMUG00000007945	28.85787	16.40792	34.6034	30.96314	29.9347	13.79798	21.15447
ENSMMUG00000007948	74.7288	42.60116	73.71681	66.27299	89.356587	54.605916	50.43277
