sample_SRR13255798	sample_SRR13255824	sample_SRR13255827	sample_SRR13255871	sample_SRR13255875	sample_SRR13255897	sample_SRR13255903	sample_SRR13255906
ENSMOCG00000000675	0.171415	0	0	0	0.168137	0.166394	0	0
ENSMOCG00000000676	39.2813	40.4227	40.4756	40.3898	38.4823	40.9846	42.3727	38.5892
ENSMOCG00000000677	64.2804	62.3452	73.8916	79.3037	80.8916	73.148	88.5686	64.9549
ENSMOCG00000000678	60.9668	58.3932	53.9312	47.9356	48.2631	68.2047	57.193	51.1096
ENSMOCG00000000679	375.881	506.654	466.637	479.516	549.08	413.46	461.715	434.252
ENSMOCG00000000680	26.1085	28.7837	28.4957	26.915	24.6465	23.4628	29.3224	26.1113
ENSMOCG00000000681	30.1486	31.2769	31.627	25.9111	22.744	27.5411	27.9945	25.4185
ENSMOCG00000000682	0.835789	0.799411	0.617773	0.616463	0.397985	0	0.207381	0.331444
ENSMOCG00000000683	0.0771761	0.0590537	0.0760596	0.113847	0.0367496	0.0444186	0.153195	0.183632
ENSMOCG00000000684	35.1717	43.6066	48.6496	33.289	34.5454	43.3779	39.37	34.2578
ENSMOCG00000000685	63.4072	71.937	69.4484046525	64.04370842713	55.01082384	61.792352	67.3299	54.4678000007279
ENSMOCG00000000686	6.57802	7.4684	5.4499	4.66233	7.04537	8.16699	7.54033	6.79768
ENSMOCG00000000687	16.3324	23.41228	19.9764	16.9669	22.9754	19.694913	19.1297485	20.0234
ENSMOCG00000000688	30.695	34.2832	39.6227	33.8729	35.1079	26.8154	38.1343	33.0279
ENSMOCG00000000689	72.397	52.2291	62.5258	86.0155	67.2058	74.4704	83.6548	75.2875
ENSMOCG00000000690	70.9651	62.3288	54.234	78.161	61.2687	70.1808	91.7497	79.2848
ENSMOCG00000000691	20.3298	26.2497	29.2889	26.3355	23.3366	22.2251	27.4088	23.9896
ENSMOCG00000000692	26.9516	21.3941	19.6081	18.1874	20.534	23.6084	23.3569	22.2798
ENSMOCG00000000693	19.638	13.8732	20.8395	16.2656	16.4294	15.3273	18.8675	17.8005
ENSMOCG00000000694	77.385815	128.149	130.618	111.11551	109.19201	86.19622	113.00687	105.59729
ENSMOCG00000000695	58.4597	47.1249	51.0653	49.9959	46.6475	63.8058	58.1669	48.9817
ENSMOCG00000000696	154.416	120.418	114.113	128.226	144.243	133.338	149.252	140.191
ENSMOCG00000000697	3.975604	3.10513325	4.150967	4.1999	5.0303597	5.32632	6.26761	3.899167
ENSMOCG00000000698	1472.14	1201.97	1222.68	1181.23	1447.9	1462.92	1368.32	1227.38
ENSMOCG00000000699	44.86075	55.3906	52.9201	40.44147	34.2516	61.8103	45.53637	53.9095
ENSMOCG00000000700	100.388	76.0065	77.9388	69.7201	85.4766	59.3137	109.061	86.7215
ENSMOCG00000000701	2.06583	7.13259	11.0736	1.2388	3.0231	6.69893	2.25038	1.89823
ENSMOCG00000000702	37.31863	38.75092	44.24779	34.84423	30.69428	37.16255	36.4958	35.08849
ENSMOCG00000000703	10.61147	13.578674	13.8539	10.51346	10.3645900008088	11.41192	12.47196	11.2792
ENSMOCG00000000704	81.1445	79.5843	73.0872	82.0905	70.9757	92.3513	87.4942	78.4246
ENSMOCG00000000705	0	0	0	0	0	0	0	0
ENSMOCG00000000706	2.63846	0.590896	0.443951	0.316435	1.77731	0.296304	2.74642	3.52175
ENSMOCG00000000707	17.0172	29.1168	30.8117	20.1606	19.2916	17.0288	20.4538	19.7341
ENSMOCG00000000708	10.096587	19.365302	18.37058	12.93235	12.146986	10.76614296	11.115	12.72815
ENSMOCG00000000709	49.19	62.0251	61.8082	55.2188	48.7265	53.3822	58.5439	57.8604
ENSMOCG00000000710	5.12996	6.10961	4.72957	4.27199	4.05816	4.73835	6.69286	6.15228
ENSMOCG00000000711	9.83002	7.31013	7.48265	6.82395	7.23077	10.0709	6.6872	7.617
ENSMOCG00000000712	452.503	311.416	314.983	365.166	351.711	421.824	413.773	349.077
ENSMOCG00000000713	21.6228	24.7374	26.2786	18.9454	27.8793	16.3714	20.6215	18.1328
ENSMOCG00000000714	4.51326	7.57809	12.0682	3.3289	6.44736	10.3904	6.71914	6.65691
ENSMOCG00000000715	2.55319	3.30618	2.70981	2.46263	2.8524	1.72382	2.85081	2.66756
ENSMOCG00000000716	119.173	96.2255	95.0717	129.24	141.212	111.416	145.825	113.148
ENSMOCG00000000717	0.719327	0.904252	1.82294	1.16218	0.342528	1.06459	0.662939	0.967646
ENSMOCG00000000718	24.1255	31.3318	30.6355	25.6125	21.079	27.516	26.0682	23.8548
ENSMOCG00000000719	0	0	0	0	0	0	0	0
ENSMOCG00000000720	15.5598	11.1576	10.4698	10.3133	9.85735	13.5641	14.811	12.377
ENSMOCG00000000721	44.97421	68.28796	63.57951	49.8556	55.40431	45.691	56.5169	55.473785
ENSMOCG00000000722	0	0	0	0	0	0	0	0
ENSMOCG00000000723	0	0	0	0	0	0	0	0
ENSMOCG00000000724	67.138	65.7248	53.5121	64.5394	64.0854	64.9988	74.877	68.3512
ENSMOCG00000000725	16.88198	18.1506760086952	18.5332197926	14.9135930427484	19.3367631	17.664637	18.0882	16.470377
ENSMOCG00000000726	38.5984	63.6051	69.9977	65.2201	50.507	42.504	55.8544	53.1242
ENSMOCG00000000727	11.9122	10.9118	13.3809	17.0476	6.58723	9.33799	8.81421	10.7347
ENSMOCG00000000728	173.92193	227.79582	199.28129	168.46506	181.70874	174.39978	188.59488	182.90797
ENSMOCG00000000729	0	0	0	0	0	0	0	0
ENSMOCG00000000730	0	0.0210371	0.135477	0.0540757	0	0.0316472	0	0.043611
ENSMOCG00000000731	0.289015	0.530757	0.797535	0.341076	0.440393	0.665369	1.3195	0.320916
ENSMOCG00000000732	38.89267	36.5186	39.6639	39.6498	34.52974	39.9016	39.23736	40.2816
ENSMOCG00000000733	9.34057	21.2882	20.99305	15.239123	12.9114708	11.2314603112	13.42842	14.20123
ENSMOCG00000000734	33.9049	47.7513	45.9789	45.4271	48.6103	38.1239	47.7253	45.6852
ENSMOCG00000000735	0	0	0	0	0	0	0	0
ENSMOCG00000000736	0	0	0.0599996	0	0.0579798	0	0	0
ENSMOCG00000000737	40.0441	40.7136	47.6412	50.3686	39.5059	38.2	40.6223	42.5515
ENSMOCG00000000738	13.3429	17.0809	18.3393	17.363	17.3456	9.86948	16.7676	17.7048
ENSMOCG00000000739	0.172789	0.925505	0.383152	0.297375	0.329115	0.34807	0.385862	0.102783
ENSMOCG00000000740	1.433080193555	2.467332068	2.242159	1.714720018805	1.268996	1.45754232	1.881478	1.294948
ENSMOCG00000000741	27.1346	27.3844	23.5356	26.1905	25.0432	25.2888	28.7288	26.416
ENSMOCG00000000742	4.46804	10.2978	12.9449	9.42341	9.43316	5.26708	7.69367	8.70988
ENSMOCG00000000743	4.50085	4.30132	4.45445	3.43648	3.83427	6.36138	4.54251	3.88606
ENSMOCG00000000744	148.831	154.694	164.8783	205.94603	202.87785	153.19149	177.07692	182.82081
ENSMOCG00000000745	112.223	75.3989	82.5002	92.4196	95.1463	107.387	119.532	93.3491
ENSMOCG00000000746	30.7841	47.179563	46.242981	41.836467	35.6704	35.214869	43.807122	37.267
ENSMOCG00000000747	43.4172	59.71335487	56.5113	64.3945000076481	56.6249	43.29381	61.38531	58.9095
ENSMOCG00000000748	0.693636	0.353838	0.227867	0.909535	0.220197	0	0.458958	0.366761
ENSMOCG00000000749	12.0254	21.4861	19.4897	16.333	16.1389	12.9573	16.6971	16.3067
ENSMOCG00000000750	0	0	0	0	0	0.16235	0	0
ENSMOCG00000000751	146.808	153.08	131.442	147.559	128.224	150.69	142.775	134.346
ENSMOCG00000000752	74.8685	76.5091	76.139	80.9963	70.5295	67.5903	85.1696	77.2885
ENSMOCG00000000753	22.7173	18.8785	17.831	18.9185	19.9096	23.9272	23.8955	19.2277
ENSMOCG00000000754	2.79801	9.71735	9.61644	9.66489	10.4652	6.15987	8.62707	10.4706
ENSMOCG00000000755	115.463	126.0106	119.9053	101.2324	99.4284	105.6543	112.95891	103.6762
ENSMOCG00000000756	1.42876	4.53165	2.45411	3.06314	3.30055	3.05434	2.47146	1.48934
ENSMOCG00000000757	37.0873	36.0412	35.4114	33.4426	29.7964	41.3747	36.4671	33.1695
ENSMOCG00000000758	0	0.134063	0	0	0	0	0	0
ENSMOCG00000000759	0.313917494	0.835748	0.280806	0.394419	0.180902	0.103243	0.377056	0.28454554
ENSMOCG00000000760	0.125648	0.096143	0	0.0617836	0	0.0723162	0	0
ENSMOCG00000000761	0	0	0.235591	0	0	0	0	0
ENSMOCG00000000762	13.8981	18.2101	17.5133	15.7676	17.2825	14.8416	17.4294	15.3392
ENSMOCG00000000763	1.86726	2.57917	2.85293	1.76229	1.66471	2.46814	1.7378	2.77501
ENSMOCG00000000764	126.62003	124.82221	132.9902	137.076742	138.06335	110.72319	144.874300002031	137.99662
ENSMOCG00000000765	84.6721	80.0601	80.1531	82.5317	83.8673	90.4402	86.5373	80.1796
ENSMOCG00000000766	0.30266	0.41686	0.357937	0.178589	0.172944	0.418069	0.180234	0.288057
ENSMOCG00000000767	7.84797	13.9033	11.9219	4.76226	6.86776	7.92171	5.16944	5.42111
ENSMOCG00000000768	0	0	0	0	0	0	0	0
ENSMOCG00000000769	28.2221	34.9748	33.9463	30.8496	30.661	30.4539	32.7308	29.6229
ENSMOCG00000000770	76.9306	61.0639	65.1168	63.0154	65.3824	82.4454	71.1831	69.164
ENSMOCG00000000771	12.2705	17.9218	21.3943	18.1563	18.5165	13.4986	19.7253	14.5581
ENSMOCG00000000772	26.6318	27.8802	27.7541	30.0203	36.3558	32.4166	27.9504	32.0972
ENSMOCG00000000773	19.550995	19.1864836066	15.5155665722	14.572441	16.01059	17.6155400108	13.960540282692	20.88092
ENSMOCG00000000774	60.6609	39.2361	38.7766	41.7925	45.3549	55.8998	47.666	44.1247
ENSMOCG00000000775	129.212	105.53	109.792	121.673	127.901	124.383	133.293	123.402
ENSMOCG00000000776	0.762375	1.65284	3.6315	1.87438	2.29917	1.24322	1.63943	0.906991
ENSMOCG00000000777	23.0356	20.7396	13.4776	26.8024	16.9373	37.0392	22.0595	18.4349
ENSMOCG00000000778	0.1441452	0.288337	0.3083265	0.3023925	0.129016	0	0.106857	0.179075
ENSMOCG00000000779	0.310831	0.475683	0.459501	0.076421	0.148011	0	0.0771251	0.246528
ENSMOCG00000000780	0	0	0	0.202291	0.0391794	0.0493557	0	0
ENSMOCG00000000781	0	0	0.0923581	0	0	0	0	0
ENSMOCG00000000782	0	0	0	0	0	0	0	0
ENSMOCG00000000783	0	0.0430821	0.0554886	0.0553709	0	0	0	0
ENSMOCG00000000784	11.4142	15.3526	15.1495	17.8498	8.9342	20.0434	9.64238	9.61067
ENSMOCG00000000785	58.4463	77.476	67.1738	57.6405	64.7558	58.5597	70.2634	57.9768
ENSMOCG00000000786	0.184365	0	0	0	0	0.212222	0	0
ENSMOCG00000000787	4.8972	5.42601	5.55996	3.54466	6.15633	5.63715	3.3829	3.94625
ENSMOCG00000000788	14.4367	20.8594	17.530701	17.3695	23.8412	14.143	19.4349	21.3777
ENSMOCG00000000789	12.1195	8.4601	9.70897	9.47928	9.38215	8.72937	11.0438	11.1862
ENSMOCG00000000790	0.549924	0.881784	0.5738491254	0.7406316	0.8710868	0.751688	0.495624	0.564442
ENSMOCG00000000791	37.479200245755	34.331637	35.412500138506	31.425700228203	29.0874000940263	41.958800175091	36.20650126739	35.532334
ENSMOCG00000000792	0	0	0	0	0	0	0	0
ENSMOCG00000000793	11.2082	9.30447	11.0785	8.18437	6.58721	12.0588	10.9782	9.11439
ENSMOCG00000000794	0.515998	0.1974161	0.254267	0.2114395	0.128005	0.216604	0.213442	0.149244
ENSMOCG00000000795	19.6807	26.433	22.1937	27.2598	27.1576	21.5895	23.3954	22.7435
ENSMOCG00000000796	0.732859	1.08855	1.14711	1.10228	1.1085	0.446607	0.513434	0.752206
ENSMOCG00000000797	6.5662	6.0497	8.58426	8.82962	5.87052	6.32432	6.31748	5.10155
ENSMOCG00000000798	7.92016	6.99796	7.05685	8.12249	7.04728	6.56591	7.16361	6.5516
ENSMOCG00000000799	0.173054	0.353114	0.625353	0.0567297	0.109873	0.199202	0.0572524	0.0457514
ENSMOCG00000000800	0.7812	0	0.287205	0	0	0	0	0.692338
ENSMOCG00000000801	22.7483	27.3089	23.017	17.7979	16.465	20.2501	20.6712	19.8866
ENSMOCG00000000802	1.18251	2.82725	1.83839330987	2.3293088	2.6306	1.94077	1.82957	2.930885
ENSMOCG00000000803	3.0495	2.33342	3.75673	4.49851	7.98659	3.51027	5.29662	5.44194
ENSMOCG00000000804	12.3098	12.203	18.3204	12.4	9.72989	10.6704	13.8993	12.1744
ENSMOCG00000000805	20.7761	29.2805	23.0175	21.8915	28.9727	25.5422	19.7085	21.6905
ENSMOCG00000000806	1.22643	1.74282	2.28787	1.29227	1.20971	1.33993	1.21724	1.11167
ENSMOCG00000000807	18.2442	24.36348	23.0776	18.8405	19.2841	17.5835	18.91347321	20.53364
ENSMOCG00000000808	1.07922	2.08878	1.439	1.12378	1.3301	1.31536	1.26015	1.15806
ENSMOCG00000000809	10.578	2.94329	2.84316	3.78284	4.57909	1.10693	5.72654	8.38966
ENSMOCG00000000810	0	0.408962	0.351155	0.262808	0.0848336	0.820295	0.0884097	0
ENSMOCG00000000811	15.5501	17.2235	14.9018	14.2788	15.5457	23.0422	15.1778	13.6279
ENSMOCG00000000812	0	0.608003	0.783093	0	0	0	0	0.315105
ENSMOCG00000000813	1.086223511479	2.31166	2.207926	5.57487	4.139428578888	4.5732412118	3.50376	1.7769264
ENSMOCG00000000814	8.52579	12.4765	13.8999	9.44876	12.7924	10.8019	9.85059	13.2577
ENSMOCG00000000815	0.385627	1.90159	2.06915	2.40186	1.30579	0.443894	1.57347	2.58274
ENSMOCG00000000816	0.776855	1.53733	1.10882	1.52798	0.994963	1.20259	1.14325	1.08357
ENSMOCG00000000817	2.15969	3.15373	1.91723	1.86452	1.96259	2.03056	2.09441	2.53668
ENSMOCG00000000818	58.0984	47.5156	41.264	40.7968	46.0905	49.3348	49.7784	43.9841
ENSMOCG00000000819	0	0.0760004	0	0.097679	0	0.114331	0	0
ENSMOCG00000000820	74.4455	53.9218	49.9385	55.5608	56.3914	70.4868	66.6082	58.3088
ENSMOCG00000000821	45.7677	32.3047	43.6328	29.7617	29.8884	35.0504	39.7697	39.1147
ENSMOCG00000000822	10.1663	11.2851	14.1116	9.78674	9.61376	10.3838	13.5008	9.76665
ENSMOCG00000000823	0	0	0	0	0.0565271	0	0	0
ENSMOCG00000000824	9.14356	23.93531	14.823446	11.1068	15.5124	13.12364	11.43598	14.48486
ENSMOCG00000000825	25.1326	39.4356	38.8779	45.0528	35.7513	25.6342	36.6269	33.5587
ENSMOCG00000000826	0.705197	3.68143	1.65666	3.04657	2.32428	0.365674	0.817979	1.32138
ENSMOCG00000000827	139.63309	124.12851	118.363861756	126.077282315	134.796603	137.30084	138.494612	136.281235
ENSMOCG00000000828	7.09233	5.10924	5.48949	5.17163	4.67868	7.32765	7.00483	6.61295
ENSMOCG00000000829	8.45395	9.6871	8.12439	13.7739	9.77358	12.6846	8.84976	10.0409
ENSMOCG00000000830	4.09636	4.20573	2.73399	3.36561	3.77775	3.96922	4.11712	3.94808
ENSMOCG00000000831	0.244577	0.291115	0.535641	0.427604	0.258805	0.625626	0.215772	0.258641
ENSMOCG00000000832	61.5213	59.9667	62.3923	59.6239	63.3309	57.0061	64.8605	67.2185
ENSMOCG00000000833	23.67289	22.88824	23.70794	17.7546386	15.63464	22.96911	20.438211	19.1352600193663
ENSMOCG00000000834	89.3623	62.5719	70.8721	64.7391	64.6138	85.911	83.5444	71.2566
ENSMOCG00000000835	77.283	92.92	97.0524	88.2994	90.9227	86.804	91.21	91.01
ENSMOCG00000000836	286.189	299.748	328.074	286.778	292.124	273.522	301.286	294.99
ENSMOCG00000000837	1.08771	0.693577	0.75038	1.8898	0.966827	1.00165	0.791673	1.00647
ENSMOCG00000000838	0.198647	0	0	0	0	0	0	0.157552
ENSMOCG00000000839	32.4711	46.6046	48.2774	36.0244	36.4822	31.5171	36.726	40.3787
ENSMOCG00000000840	54.8463	64.8791	73.2582	68.7332	57.623	54.2751	65.8459	57.4201
ENSMOCG00000000841	30.96303	24.4955	26.37749	24.38616	23.8652	24.91887	30.21013	23.18753
ENSMOCG00000000842	5.46779	6.98119	7.92639	8.53484	6.66049	5.0864	7.00436	6.80754
ENSMOCG00000000843	191.446	216.86	215.091	219.084	236.486	197.71	224.468	218.46
ENSMOCG00000000844	27.391	23.724	22.19	24.1949	24.3468	28.2508	28.3236	25.1596
ENSMOCG00000000845	9.17722	13.8966	15.5184	14.6304	16.836	11.8983	11.9848	13.5614
ENSMOCG00000000846	0.080136	0	0.157953	0	0.0763182	0	0	0
ENSMOCG00000000847	46.0243	55.9794	62.0384	62.9269	51.8388	50.6532	49.5266	61.185
ENSMOCG00000000848	44.85028	41.08646	43.9098	31.8605	31.09197	43.29335	40.6502	34.58794
ENSMOCG00000000849	2.80156	4.2874	3.32948	3.07931	2.58962	2.08668	2.53522	3.13693
ENSMOCG00000000850	1.42957	2.9348	2.09615	1.92025	1.72673	1.5653	2.56086	2.24001
ENSMOCG00000000851	1.25963	1.97432	1.18005	1.70255	1.08323	0.666908	0.859074	1.18689
ENSMOCG00000000852	0.0719589	0.220246	0.496425	0.778441	0	0.0828316	0.142839	0
ENSMOCG00000000853	31.6895	31.8053	28.7228	26.013	25.646	39.5558	33.4585	27.7926
ENSMOCG00000000854	112.484	119.669	115.55	139.624	119.801	118.214	122.519	117.054
ENSMOCG00000000855	33.15109	31.97264	29.187659	22.700223027	25.5376	32.69985	33.27049	29.80527
ENSMOCG00000000856	24.52857	29.7756	29.49191	25.446308	22.776	24.17251	30.13849	27.5806
ENSMOCG00000000857	0.490572	0.187688	0.725212	0.241225	0	0	0	0.583629
ENSMOCG00000000858	0	0	0	0	0	0.0943895	0	0.0548344
ENSMOCG00000000859	0.972686	0.356494	1.29398	0.874711	0.161345	0.243769	0.9653933	0.335922
ENSMOCG00000000860	0.493912	0.251955	0.649022	0.161911	0.235191	0.189514	0.817016	0.522314
ENSMOCG00000000861	0.0918089	0.208318	0.134154	0.13387	0	0.208922	0	0.215927
ENSMOCG00000000862	0.149248	0.114202	0	0.104289	0	0	0	0
ENSMOCG00000000863	2.89469	1.97933	2.30653	0.423986	1.75965	1.73693	1.92552	1.44102
ENSMOCG00000000864	5.47923	0.931688	1.79999	2.39489	4.63839	2.80316	3.62544	5.7943
ENSMOCG00000000865	180.62	131.0099	151.882	158.4122	142.5531	171.4581	192.1698	169.0399
ENSMOCG00000000866	26.89311	53.68034	53.49351	35.63405	33.70999	31.40191	34.24887	32.81751
ENSMOCG00000000867	10.824	9.23335	10.9226	9.39691	8.21209	8.2566	11.2825	8.8723
ENSMOCG00000000868	28.84326347	48.96835	51.13107	43.6086	36.74409	33.37039	37.7632	35.608108
ENSMOCG00000000869	27.665371	14.942888	19.7806300098095	18.1171	20.53541	26.694080600016	18.44	19.182
ENSMOCG00000000870	1.47428	2.70741	1.25922	0.773263	1.31044	1.81017	2.04852	0.701575
ENSMOCG00000000871	32.4698	40.0177	44.2091	44.1154	45.4727	36.1286	40.0768	39.56
ENSMOCG00000000872	10.1278	11.4399	12.7064	9.7388	13.5647	8.2532	13.594	10.0472
ENSMOCG00000000873	2.54255	1.65185	2.26937	1.83995	2.37573	1.32531	3.33291	2.16876
ENSMOCG00000000874	1.299408	5.37575	4.878162	3.14178	1.987581	2.230274	2.07852	2.410147
ENSMOCG00000000875	20.2539	18.5724	20.0417	18.1444	18.4299	20.5769	21.6484	20.6165
ENSMOCG00000000876	0	0.187836	0.043987	0	0	0	0	0.0884986
ENSMOCG00000000877	0	0.129246	0	0	0.0804311	0	0	0.0669833
ENSMOCG00000000878	5.87932	8.30914	7.94732	7.36174	8.23054	4.95556	8.48183	7.21116
ENSMOCG00000000879	0	0	0	0	0	0	0	0
ENSMOCG00000000880	229.008	352.431	355.275	246.751	293.935	244.72	276.178	297.265
ENSMOCG00000000881	51.4188	37.90546	39.5732	36.3729	36.49614	49.1573	44.20033	37.9634
ENSMOCG00000000882	0	0	0	0	0	0	0	0.0612384
ENSMOCG00000000883	0	0	0	0	0	0	0	0
ENSMOCG00000000884	74.25982	117.65396	111.6168	119.00066	110.9762	90.2737	106.57267	105.70399
ENSMOCG00000000885	0.0883336	0.071376	0.0870557	0.0183471	0.0888359	0	0.0292238	0.0147966
ENSMOCG00000000886	86.0656	95.7057	79.2107	101.584	103.216	93.1292	89.7894	97.4555
ENSMOCG00000000887	0	0	0	0	0	0	0	0
ENSMOCG00000000888	58.1978	63.2889	60.7846	56.1665	52.6441	65.6235	67.9963	64.9368
ENSMOCG00000000889	72.0229	84.0359	83.2687	90.2664	82.8657	82.142	108.738	121.4
ENSMOCG00000000890	1.357082	3.634434	5.54086	2.47856	1.384741	2.120047	3.30341	3.07525
ENSMOCG00000000891	2.64761	2.98151	1.96929	1.47383	0.999074	2.30012	1.38825	1.70369
ENSMOCG00000000892	299.441	226.182	214.593	217.469	245.344	273.681	258.487	254.916
ENSMOCG00000000893	92.6575	79.3278	84.6616	80.6346	87.1786	95.9893	90.9229	89.5944
ENSMOCG00000000894	6.57361	3.75478	7.598654	5.25617	3.527	4.47247	9.00115	4.33252
ENSMOCG00000000895	10.7155	5.74681	8.25036	5.73948	7.65373	12.8852	8.3562	7.01905
ENSMOCG00000000896	24.0344	23.2252	24.4247	20.59194	17.15885	29.2766	21.8475	21.30812
ENSMOCG00000000897	39.727	34.2115	29.8806	32.9317	33.2658	35.7045	42.9884	35.7934
ENSMOCG00000000898	0	0	0	0	0	0	0	0
ENSMOCG00000000899	49.9019	35.886530020485	54.7586	50.2488	41.4956000045217	50.369500290698	55.19687	42.292
ENSMOCG00000000900	20.8345600145047	25.702899	20.5124800006026	18.17513	22.0497770195	23.6111300786882	23.5345728108	23.5030900002201
ENSMOCG00000000901	9.76717	7.09852	9.55153	9.16041	9.84055	6.38114	10.2179	8.85326
ENSMOCG00000000902	0	0	0	0.167113	0.161831	0.195602	0	0
ENSMOCG00000000903	43.078	33.9396	35.7426	39.6018	38.6744	44.3931	42.2481	41.3237
ENSMOCG00000000904	0	0.449669	1.15832	0.577934	0	0	0	0
ENSMOCG00000000905	0.3063054	0.856065	0.865923	0.697838	0.450827	0.262325	0.80427269	0.441826
ENSMOCG00000000906	28.4769	26.1715	26.6257	26.0779	27.8522	28.0021	27.3861	25.9996
ENSMOCG00000000907	1.628017	1.96806100034243	2.99823	2.989262	1.573103	1.445343	1.907728	2.68821
ENSMOCG00000000908	30.6524	17.8431	19.0836	23.0138	20.0891	31.7744	31.9764	23.5924
ENSMOCG00000000909	3.90065	2.23067	2.54933	2.26126	2.77634	1.84327	4.60494	2.67036
ENSMOCG00000000910	4.239338	4.790350472621	5.14216	5.44909	4.0433	4.879884	5.50975	4.79409
ENSMOCG00000000911	55.5879	65.772	57.4304	49.445	46.7476	49.8787	57.6562	53.5209
ENSMOCG00000000912	2.05809	1.71376	1.7002	2.2026	1.00884	2.09034	1.74227	1.5363
ENSMOCG00000000913	3.24515	5.88947	5.41235	4.21431	3.56602	2.77767	4.37702	5.97258
ENSMOCG00000000914	22.9737	21.1698	22.2602	19.4744	22.8614	23.2395	26.0003	22.5974
ENSMOCG00000000915	292.215	587.392	562.479	471.985	498.065	309.287	366.137	457.957
ENSMOCG00000000916	0	1.3161	1.35609	0.676605	0.32761	1.18793	1.02426	0.818504
ENSMOCG00000000917	0	0	0	0	0	0	0	0
ENSMOCG00000000918	204.313	153.693	139.453	186.976	248.043	189.606	229.87	209.017
ENSMOCG00000000919	0.103515	0	0	0.0509006	0	0.119156	0	0
ENSMOCG00000000920	26.4280268086	21.05629	20.81619	19.74817	18.6456	25.35526	25.38501	22.37598
ENSMOCG00000000921	49.0621	60.3873	57.43133	62.8038	65.61749	54.75988	63.08974	61.949
ENSMOCG00000000922	75.4869	72.2319	72.9211	66.3427	58.7777	85.4946	76.0083	68.2667
ENSMOCG00000000923	9.87735	8.22587	6.29344	8.08731	7.65667	9.46601	8.75458	8.16193
ENSMOCG00000000924	23.16641	32.70203	34.99596	32.0417	25.80103	26.2042	27.31559	25.37653
ENSMOCG00000000925	65.69	53.2574	64.214	74.568	72.8037	58.3232	63.4331	61.9002
ENSMOCG00000000926	40.022	33.9759	25.9029	19.9734	32.0472	27.0456	36.56	31.9005
ENSMOCG00000000927	28.7679	30.4629	31.0237	28.4527	27.3692	28.7907	31.3417	27.9918
ENSMOCG00000000928	7.11329	16.3288	12.3286	10.6139	13.7824	5.36461	8.7641	10.1162
ENSMOCG00000000929	38.5627	23.3988	23.0041	22.7135	28.9381	26.3008	24.6209	27.3378
ENSMOCG00000000930	0	0	0	0	0	0	0	0
ENSMOCG00000000931	2.3905	4.38999	4.71183	0.470183	0.910644	1.65102	2.37258	2.27516
ENSMOCG00000000932	4.52187	9.30918	12.4144	8.3646	8.30528	5.82477	9.18966	8.36832
ENSMOCG00000000933	0	0	0	0	0.579476	0.27476	0.514638	0
ENSMOCG00000000934	7.20863	4.9750600930002	5.09335	8.9385435	7.084720315029	8.71804	5.22437	4.80056
ENSMOCG00000000935	16.98496	19.68142	25.05481	24.26874	15.89343	12.13297	17.751488	13.50686
ENSMOCG00000000936	14.03198	13.86906	14.6181	11.60701	11.11733	13.079	12.0378	13.65521
ENSMOCG00000000937	0	0	0	0	0	0	0	0
ENSMOCG00000000938	33.03400011547	34.5091	31.736	31.0697	38.8299812494	37.55695	32.10266	32.8129
ENSMOCG00000000939	117.6905	156.27975	156.5152	137.9543	106.80316	124.8634	146.0696	121.09569
ENSMOCG00000000940	15.8669	11.9223	11.1293	15.9455	15.6555	11.8472	14.99024	16.3258
ENSMOCG00000000941	11.3706	12.5489	13.7921	14.193	11.0371	16.1091	13.6727	17.6898
ENSMOCG00000000942	19.3683	15.1646	13.5358	14.884	15.1279	18.8604	16.8409	16.0225
ENSMOCG00000000943	0.913032	0.808944	0.52029	0.8033967	0.732238	0.8850428	1.335434	0.517234
ENSMOCG00000000944	8.56466	13.2298	12.928	10.6913	9.85671	9.00448	10.6704	8.41552
ENSMOCG00000000945	70.693059287	68.57222552707	63.436741514616	78.95373667711	65.940109642	70.8401985	75.2282139150001	65.928380737953
ENSMOCG00000000946	141.383	86.0213	91.1103	103.336	114.515	123.56	123.702	109.794
ENSMOCG00000000947	0.968973	1.48288	1.8038	0.423524	0.410137	0.123931	1.28228	0.768519
ENSMOCG00000000948	152.682	108.091	118.4	110.991	108.797	144.887	142.321	118.641
ENSMOCG00000000949	15.77695	17.50252	17.46083	14.42346	13.67363	17.07182	18.37438	13.90419
ENSMOCG00000000950	85.5552	79.1284	75.9426	77.7278	80.1702	73.8457	85.0792	79.6228
ENSMOCG00000000951	73.7414	59.1116	59.6896	56.9853	59.9091	70.4444	71.284	63.9805
ENSMOCG00000000952	37.423605	73.56552	72.04824	63.3157000054165	51.2199	41.15	55.3029	52.0942
ENSMOCG00000000953	4.56347	10.1705	10.5668	12.2873	4.0507	8.262	10.5536	6.53603
ENSMOCG00000000954	601.155	772.043	711.408	727.653	813.767	556.763	687.805	726.218
ENSMOCG00000000955	69.355	54.0856	56.3887	51.2221	50.6949	69.7162	63.868	56.2342
ENSMOCG00000000956	0	0.0725923	0	0.0932987	0	0	0	0
ENSMOCG00000000957	0	0	0	0	0	0	0	0
ENSMOCG00000000958	0	0	0	0.0379491	0	0.0444186	0.0765976	0.0612105
ENSMOCG00000000959	2.63123	2.09996	1.42206	1.39121	2.29031	3.25677	2.10605	2.60301
