sample_SRR6293978	sample_SRR6293979	sample_SRR6293980	sample_SRR6293981	sample_SRR6293982
ENSSTOG00000000566	12.8254	12.2252	12.5611	12.9256	10.7997
ENSSTOG00000000567	12.7741	12.2212	13.8026	15.4666	10.6717
ENSSTOG00000000569	17.0958	16.05618	17.26818	18.46518	17.04873
ENSSTOG00000000571	9.95124	9.66477	9.21892	9.52391	10.499
ENSSTOG00000000572	0	0.89573	0.462828	0.190393	0
ENSSTOG00000000573	24.58688	24.3559	27.33044	20.54885	21.957
ENSSTOG00000000574	74.8598	74.3594	77.5267	75.3278	72.7745
ENSSTOG00000000575	37.239	32.28632	35.4797	31.9273	37.465
ENSSTOG00000000576	11.6537	17.54779	12.4503	11.8148	11.65780785512
ENSSTOG00000000577	47.108	44.3887	45.9974	46.0185	47.8312
ENSSTOG00000000578	14.6493	15.5579	15.3347	15.0284	14.142
ENSSTOG00000000580	21.9278	21.7142	19.319	21.2888	16.2914
ENSSTOG00000000581	28.3114	24.448	24.207	20.5968	19.8978
ENSSTOG00000000582	184.009	167.056	184.083	180.704	168.961
ENSSTOG00000000583	17.1731	16.1821	15.8489	15.3198	16.4295
ENSSTOG00000000584	43.6559	48.8524	43.8871	46.6189	45.1309
ENSSTOG00000000585	5.90561	5.75891	6.54751	4.90085	4.88363
ENSSTOG00000000586	9.12185	8.6868	9.11558	9.48731	8.38441
ENSSTOG00000000587	30.312	25.7061	29.0847	27.2905	28.2474
ENSSTOG00000000588	17.5077	19.1349	20.4705	20.7121	20.5502
ENSSTOG00000000589	35.3244	34.6435	33.0372	36.1096	33.4818
ENSSTOG00000000590	35.94818	35.41254	40.92197	36.07613	41.2355
ENSSTOG00000000591	55.516	57.8023	57.3641	57.0454	56.1428
ENSSTOG00000000592	0.75121	0.385836	1.35659	0.329526	0.409574
ENSSTOG00000000593	0	2.17672	0	0	0
ENSSTOG00000000595	14.6789	14.5385	14.0623	13.9495	13.4996
ENSSTOG00000000597	0.463247	0	0.583858	0.160257	0.399246
ENSSTOG00000000599	56.985	60.0974	62.7294	60.0871	58.9384
ENSSTOG00000000600	0.316319	0.104239	0.269525	0.222747	0.276711
ENSSTOG00000000601	52.22405	54.5833	53.25009	49.81595	47.71129
ENSSTOG00000000602	58.891	60.9802	63.5451	65.5573	65.8156
ENSSTOG00000000603	0	0	0	0	0
ENSSTOG00000000605	144.9999	144.9972	147.8157	147.0198	138.9935
ENSSTOG00000000606	21.1349	20.6265	23.3559	20.3331	15.9277
ENSSTOG00000000607	21.98179	28.439418	26.43371	23.718696	24.12207
ENSSTOG00000000608	77.786	77.379	80.7766	76.9359	75.4385
ENSSTOG00000000609	0.256587	0.219464	0.2151481	0.3541327	0.0776591
ENSSTOG00000000610	31.6344	29.2949	27.8427	25.5071	27.635
ENSSTOG00000000611	33.4339	32.1352	31.7674	34.5104	34.3545
ENSSTOG00000000612	12.1286	13.3884	12.2183	11.9724	11.6422
ENSSTOG00000000613	31.9915	34.0944	36.0979	36.1633	30.9795
ENSSTOG00000000614	0	0	0.0757143	0.062538	0
ENSSTOG00000000615	2.64852	3.13225	2.89873	2.53729	1.79448
ENSSTOG00000000616	0.68843	0.0941315	0.681332	0.321397	1.19884
ENSSTOG00000000619	15.38102	11.2815	16.132834	16.678302	12.59231
ENSSTOG00000000620	42.70618	42.69171	41.03152	44.63391	40.1645
ENSSTOG00000000621	150.8383	149.0293	165.17069	142.3104	146.8765
ENSSTOG00000000622	20.3364	20.1508	20.153	20.6142	19.1683
ENSSTOG00000000623	19.9867	18.6986	21.7857	18.1667	17.0352
ENSSTOG00000000624	0.256722	0.210383	0.108762	0.269273	0
ENSSTOG00000000627	52.6911	54.0932	53.57	57.6722	52.9088
ENSSTOG00000000628	0	0.148141	0	0	0
ENSSTOG00000000630	0.0818391	0.134641	0	0.0575141	0.0714706
ENSSTOG00000000631	72.1875	77.8683	62.2662	57.7136	72.2354
ENSSTOG00000000632	41.72798	42.56583	40.517377	42.91004	39.3571
ENSSTOG00000000634	0.824371	1.73759	1.18002	0.984195	0.904887
ENSSTOG00000000636	18.8932	17.7016	17.044	17.5214	16.9354
ENSSTOG00000000638	41.5065	47.4155	56.6096	50.3131	50.5138
ENSSTOG00000000642	40.251	44.5089	45.1763	47.4782	47.4263
ENSSTOG00000000646	24.4699	19.6334	17.3113	17.6599	19.1125
ENSSTOG00000000649	28.5214	29.7926	31.9198	29.7826	28.6985
ENSSTOG00000000651	3.01682213026	4.50294	4.402428	4.19475	4.24226
ENSSTOG00000000652	0.897807	0.413793	0.900967	0.905239	0.569173
ENSSTOG00000000653	11.550132	11.673137	12.482643172072	12.262631439848	11.012923
ENSSTOG00000000655	0.512089	1.06745	1.08088	0.894514	0.781747
ENSSTOG00000000657	27.8794	28.7615	27.5071	28.2624	27.1657
ENSSTOG00000000658	163.188	173.947	189.651	176.621	209.241
ENSSTOG00000000659	17.0317	18.0726	16.1847	17.2312	17.5882
ENSSTOG00000000660	109.44664	99.96909	104.69287	100.43415	102.9796
ENSSTOG00000000661	93.6468	82.3864	87.4014	75.0956	79.428
ENSSTOG00000000662	35.0528	33.1879	35.6039	33.7939	34.3905
ENSSTOG00000000663	0	0	0	0	0
ENSSTOG00000000667	93.3854	91.0839	94.4084	95.0614	95.0392
ENSSTOG00000000670	31.7178	31.6878	34.4302	31.601	35.0727
ENSSTOG00000000672	18.5222	19.4317	20.1646	19.1019	19.3112
ENSSTOG00000000673	7.21125	9.96538	10.1223	8.92098	7.65215
ENSSTOG00000000675	1.06972	0.939498	0.667952	0.802801	1.05977
ENSSTOG00000000678	15.3679	16.4704	18.9303	17.6051	16.163
ENSSTOG00000000680	17.2128	16.3893	12.6282	14.4383	14.6359
ENSSTOG00000000682	88.1942	82.2333	80.7709	77.7387	79.2397
ENSSTOG00000000683	13.4355	11.7168	9.89484	9.99963	12.3724
ENSSTOG00000000684	27.7401	29.3677	30.2359	28.7008	29.4533
ENSSTOG00000000686	0.0333139	0.0275126	0.028459	0.0235353	0
ENSSTOG00000000687	13.4738	9.8233	10.3141	9.44033	10.7163
ENSSTOG00000000689	15.4603	17.1119	14.72	16.297	15.6981
ENSSTOG00000000690	0.773535	1.26499	1.4387	1.40238	0.671089
ENSSTOG00000000691	94.5931	93.6706	98.3385	97.46	94.9554
ENSSTOG00000000692	53.09457	53.995275	52.58151	53.190091	51.5943096607
ENSSTOG00000000693	61.62689	67.66798	70.88531	64.86958	66.44421
ENSSTOG00000000695	51.5638	52.0897	52.347	45.4077	50.6079
ENSSTOG00000000696	1.88597	1.39802	3.35228	2.71762	2.56468
ENSSTOG00000000698	4.42091	3.45688	5.36191	3.24663	3.76089
ENSSTOG00000000699	16.1535	16.5967	16.4229	15.6667	16.2708
ENSSTOG00000000700	11.9853	9.64702	9.03069	9.96537	10.5262
ENSSTOG00000000701	35.7625	33.7636	43.912	33.4839	32.9001
ENSSTOG00000000702	58.92669	61.0474	55.34468	60.35659	60.45544
ENSSTOG00000000705	44.8771	47.3126	46.8692	48.5053	48.7368
ENSSTOG00000000706	96.2690410388911	89.7768000004441	84.9967	92.3242000204278	89.0553
ENSSTOG00000000707	95.64225	85.54815	92.67768	86.86474	91.12765
ENSSTOG00000000708	6.0812	5.59902	6.11831	5.48586	6.77363
ENSSTOG00000000709	3.05421	1.05099	3.39569	2.80038	2.36951
ENSSTOG00000000710	11.7997	12.767838	7.48605	10.0347	10.191827
ENSSTOG00000000711	12.3943	16.2857	16.6073	18.6514	17.1623
ENSSTOG00000000712	88.37679	100.1001	128.03093	122.39769	106.43737
ENSSTOG00000000714	15.6727	16.9094	17.986	14.5451	14.7944
ENSSTOG00000000718	13.1696	11.2437	9.97265	10.3893	10.6014
ENSSTOG00000000719	13.0738	10.7497	11.6477	10.6855	10.7164
ENSSTOG00000000720	22.5814	21.6469	22.8047	22.5019	21.7777
ENSSTOG00000000721	5.26709	5.394	3.5693	5.33854	5.2659
ENSSTOG00000000722	25.6922	26.5114	24.9038	24.2325	22.0441
ENSSTOG00000000724	0.163949	0	0	0	0
ENSSTOG00000000725	0.597175	0.695673	0.343303	0.724496	0.74867
ENSSTOG00000000727	6.202243	6.95291	6.88615	8.084529	6.50119
ENSSTOG00000000728	27.7	26.3077	28.5516	28.133	25.9705
ENSSTOG00000000729	18.6999	18.7249	16.2386	15.6451	14.3626
ENSSTOG00000000730	8.750317	7.8670321607	7.58578	7.522525	6.77134
ENSSTOG00000000732	79.4655200052201	69.48851	75.3769	78.6679000008759	75.0751000012325
ENSSTOG00000000733	34.7892	34.9872	36.2877	36.3259	34.4403
ENSSTOG00000000734	6.56943	6.88708	6.34149	6.67284	7.03805
ENSSTOG00000000736	50.79642	57.14336	63.45127	65.31637	60.75744
ENSSTOG00000000737	11.2446	12.8919	12.4482	11.7609	12.8761
ENSSTOG00000000738	6.82262	6.31636	3.91905	5.19193	5.44767
ENSSTOG00000000740	0.787158	1.82729	1.55589	2.10933	2.2812
ENSSTOG00000000741	1.71781	1.93233	1.92142	1.71395	2.13017
ENSSTOG00000000742	30.9842	36.4904	35.4468	32.5271	31.6308
ENSSTOG00000000744	89.97504	88.87014	101.8696	89.95208	89.91008
ENSSTOG00000000745	38.83579	38.6381	37.59134	40.83685	36.37084
ENSSTOG00000000747	124.301	140.145	218.96	157.65	148.809
ENSSTOG00000000749	17.51279	16.50744	20.69019	19.3461	19.82653
ENSSTOG00000000751	17.93441	20.58366	23.6109	21.399296	22.97838
ENSSTOG00000000752	5.26995	5.5747	4.79971	5.20906	5.0994
ENSSTOG00000000753	0.410128	0.450321	0.698605	0.625399	0.53791
ENSSTOG00000000756	70.9116	69.6638	71.2242	67.402	68.0874
ENSSTOG00000000757	70.823	61.82322	63.38139	64.91148	64.94204
ENSSTOG00000000760	41.8094	40.7947	43.2973	43.4333	40.4532
ENSSTOG00000000761	10.3766	8.32975	12.2489	11.6944	8.13646
ENSSTOG00000000762	60.6659	64.8742	62.2211	55.5966	61.425
ENSSTOG00000000766	5.99863	3.75216	3.7366	4.62996	4.20466
ENSSTOG00000000767	31.15311	29.31556	27.79741	29.9772	28.67269
ENSSTOG00000000771	12.8329	12.9734	13.6375	15.4998	12.6921
ENSSTOG00000000772	15.7073	16.2272	15.2209	17.6159	16.518
ENSSTOG00000000773	38.3612	31.911	32.4258	31.0777	29.5181
ENSSTOG00000000774	9.53628	8.11949	10.54653	7.6283	7.29602
ENSSTOG00000000777	22.0922	24.8333	28.3512	27.6365	22.8393
ENSSTOG00000000778	0.856297	1.12208	0.933607	1.25213	0.88093
ENSSTOG00000000783	34.7126	35.6498	37.4885	35.432	34.8876
ENSSTOG00000000784	8.74376	9.54025	8.38907	8.57109	9.60228
ENSSTOG00000000785	0.0702119	0.114239	0.196937	0.1302547	0.252334
ENSSTOG00000000789	56.62367	53.58415	72.74879	64.2559	64.98477
ENSSTOG00000000791	7.3451	8.158845	9.70807	8.98721	8.13483
ENSSTOG00000000793	34.5178	26.8635	28.3511	28.5477	28.8857
ENSSTOG00000000794	5.77745	5.57984	7.07103	5.65657	6.3576
ENSSTOG00000000795	0.686032	0.743695	1.15303	0.474755	0.197116
ENSSTOG00000000796	79.5158	73.7009	84.5586	77.462	76.221
ENSSTOG00000000797	44.7465	44.451	42.3524	44.4496	42.9477
ENSSTOG00000000798	0.212388	0.0582891	0	0.0996256	0
ENSSTOG00000000802	7.22118	6.09946	6.47754	7.036806	5.78745
ENSSTOG00000000803	16.2323	16.9535	14.916	15.3927	15.7098
ENSSTOG00000000804	1.37588	1.11064	0.721379	1.1932	1.15225
ENSSTOG00000000805	75.5593	79.3456	77.7371	77.111	81.0305
ENSSTOG00000000806	18.4716	19.1739	19.1021	18.0674	17.5753
ENSSTOG00000000807	0	0	0.887866	0	0.78816
ENSSTOG00000000808	40.0733	35.2967	34.6395	34.8844	32.36119
ENSSTOG00000000809	0	0.0550313	0	0	0.0578888
ENSSTOG00000000811	33.6648	39.0717	43.8492	39.1639	37.1036
ENSSTOG00000000813	20.2884	19.0976	17.3409	16.1283	17.282
ENSSTOG00000000814	0.215959	0.0592634	0	0	0.0629226
ENSSTOG00000000815	108.6419	96.4001	88.5941	91.90839	98.6472
ENSSTOG00000000816	0	0.105167	0.0543845	0	0.111669
ENSSTOG00000000817	0	0	0	0	0
ENSSTOG00000000818	0.263354	0.10788	0	0	0.114476
ENSSTOG00000000819	2.61917	3.16503	3.31886	4.21929	4.2571
ENSSTOG00000000821	5.81704	6.30946	6.36912	7.03372	7.76491
ENSSTOG00000000822	132.22582	117.67081	108.1166	108.96042	99.74061
ENSSTOG00000000823	0	0	0	0	0
ENSSTOG00000000824	51.00961	53.134907	55.443759	52.275026	49.503494
ENSSTOG00000000825	6.99006	5.88429	6.51032	5.73632	6.14249
ENSSTOG00000000826	14.7811	16.0097	10.3182	12.1867	13.668
ENSSTOG00000000832	0	0.126318	0.391813	0.107722	0.268054
ENSSTOG00000000833	1.90772	1.3593	1.20537	1.05758	1.73182
ENSSTOG00000000834	2.56008	3.55119	3.78597	3.72574	2.81214
ENSSTOG00000000835	40.631	46.5793	52.9239	53.789	39.6768
ENSSTOG00000000837	2.81992	3.48493	4.74148	4.83134	4.5709
ENSSTOG00000000838	1.07635	0.96464	0.498763	0.617828	0.769145
ENSSTOG00000000839	5.11473	4.37847	4.15833	4.18384	3.23642
ENSSTOG00000000840	1.82992	1.64227	1.08031	0.763356	1.42518
ENSSTOG00000000841	167.482	157.847	164.55	157.977	161.756
ENSSTOG00000000843	73.56884	82.74339	93.28734	78.99075	74.0526
ENSSTOG00000000849	25.0425	23.2059	17.59109	16.40498	18.93786
ENSSTOG00000000850	23.4868	23.7575	26.12	23.2228	22.8305
ENSSTOG00000000852	46.51926	44.09894	43.07436	39.11468	43.1475
ENSSTOG00000000854	27.0636	27.6763	30.5032	28.9128	28.7628
ENSSTOG00000000855	85.5082	96.11562	87.7129	90.6211	86.5476
ENSSTOG00000000856	45.3527	46.6966	41.4841	42.7631	45.3523
ENSSTOG00000000860	15.6771	17.9338	18.6855	19.1087	16.8288
ENSSTOG00000000861	52.5001	46.7767	50.2712	46.9947	47.2405
ENSSTOG00000000862	5.50918	4.40454	3.74517	4.28311	4.23574
ENSSTOG00000000863	101.9441	107.1522	99.578	106.0285	101.5033
ENSSTOG00000000864	70.4517	74.4017	82.8919	65.2785	61.653
ENSSTOG00000000865	1085.5691	1085.0626	1162.168	1048.8109	1061.7609
ENSSTOG00000000868	52.907862	53.299556	48.133554	48.367165	47.957831
ENSSTOG00000000869	1.013718	0.677939	0.824955	0.647901	0.8837189
ENSSTOG00000000870	47.0791	48.0055	51.0785	44.9039	46.4754
ENSSTOG00000000872	1.60374	2.72687	1.8044	1.20977	0.810197
ENSSTOG00000000873	0	0	0	0	0
ENSSTOG00000000878	160.3121	142.6828	149.958	145.3612	145.1407
ENSSTOG00000000879	11.8036	11.1052	11.411	11.0596	10.4094
ENSSTOG00000000880	9.179423	8.555248	9.39997	7.92152	8.833537
ENSSTOG00000000881	8.59	5.13721	4.51231	4.36471	5.98673
ENSSTOG00000000884	29.419322	31.63334	28.92143	29.08274	32.131244
ENSSTOG00000000885	22.73739	20.4966	20.834	22.87625	19.082618
ENSSTOG00000000886	6.580762	8.7219400107585	7.4151600117954	8.029157	9.288905
ENSSTOG00000000887	10.8414	12.6421	12.0735	13.4721	13.2522
ENSSTOG00000000889	334.769	349.691	361.124	327.081	340.47
ENSSTOG00000000890	98.53451	93.66859	87.04784	92.02404	93.00851
ENSSTOG00000000891	5.66212	5.18833	6.8593	5.84784	5.4008
ENSSTOG00000000892	24.3129	23.8253	26.7275	25.7869	26.1966
ENSSTOG00000000893	11.7638	10.7558	11.439	10.4513	11.3499
ENSSTOG00000000896	3.17977	3.3393	3.50922	3.85163	3.34999
ENSSTOG00000000898	20.2604	16.056	19.3351	16.3871	17.1738
ENSSTOG00000000900	0.0943982	0.155145	0	0	0.0823446
ENSSTOG00000000901	0	0	0	0.123499	0
ENSSTOG00000000902	1.2192	1.60473	1.38297	1.25674	1.20676
ENSSTOG00000000903	26.78	24.6513	24.1704	27.7676	26.8671
ENSSTOG00000000904	0.190917	0.157876	0.222708	0.159677	0.228698
ENSSTOG00000000905	47.2819	37.5496	51.0117	39.7602	47.9315
ENSSTOG00000000908	19.84376	20.43838	19.7575	19.73919	19.45838
ENSSTOG00000000909	21.6909	25.2751	24.4054	26.6468	24.917
ENSSTOG00000000910	66.49818	52.68463	52.651	54.0326	47.808
ENSSTOG00000000912	11.10419	12.01695	11.61043	11.24885	11.13254
ENSSTOG00000000914	36.2345	39.1898	39.0182	40.6221	30.1155
ENSSTOG00000000915	13.3979	12.1504	11.7914	9.3669	13.9115
ENSSTOG00000000916	21.17224	21.14071	22.15438	21.39212	21.17503
ENSSTOG00000000918	18.085	24.2815	19.728	20.399	21.2097
ENSSTOG00000000919	15.5447	11.5458	15.3192	13.4598	12.3339
ENSSTOG00000000920	36.56308	36.69267	35.44723	35.79071	31.776244
ENSSTOG00000000921	17.38	17.639	17.0131	18.5108	17.6381
ENSSTOG00000000922	42.4969	42.6479	41.5191	44.5641	42.9894
ENSSTOG00000000924	8.98623	5.335548	6.288961	6.64664	5.54862
ENSSTOG00000000925	14.2382	16.3842	18.3231	16.319	14.5338
ENSSTOG00000000926	10.7378	11.7842	11.7636	11.7599	11.3003
ENSSTOG00000000927	8.55001	9.7647	10.5138	10.9563	9.24241
ENSSTOG00000000928	51.6989	43.9999	47.6866	50.5863	45.2153
ENSSTOG00000000930	38.1793	36.9969	41.55772	38.8439	35.1369
ENSSTOG00000000931	2.56889	2.90056	2.07345	3.00613	2.78036
ENSSTOG00000000933	14.13953	14.22342	9.19889	15.11706	8.22906
ENSSTOG00000000934	0.0940226	0.264321	0.064337	0.0532231	0.148651
ENSSTOG00000000938	18.8003	16.3782	19.7345	19.0247	16.1522
ENSSTOG00000000939	19.1012	17.7146	16.4388	16.7789	17.1517
ENSSTOG00000000941	38.3755	33.7744	35.5953	37.40564	35.8424
ENSSTOG00000000943	7.83884	9.77366	8.85811	10.6176	9.97463
ENSSTOG00000000944	26.3198	26.8345	24.722	28.8593	26.7563
ENSSTOG00000000946	95.8461	96.2811	99.0557	97.5533	96.1611
ENSSTOG00000000949	23.5127	26.97843	26.33017	26.30624	23.51343
ENSSTOG00000000951	54.6673	59.541	60.2902	59.1191	57.7677
ENSSTOG00000000952	9.55438	9.0196	10.344	9.11606	8.02854
ENSSTOG00000000953	63.7562	69.2319	70.9846	71.5752	64.514
ENSSTOG00000000954	24.8469	21.73052	25.46406	22.84392	24.45484
ENSSTOG00000000956	46.3244	48.2658	61.6064	58.8382	58.4173
ENSSTOG00000000957	83.1635	78.9717	73.4331	77.337	74.6259
ENSSTOG00000000958	88.7702	86.7023	91.1223	83.9621	85.6917
ENSSTOG00000000959	6.4126	5.52053	4.21558	4.93121	6.40053
ENSSTOG00000000960	11.892437	12.40979	12.823936	15.59945	11.74221
ENSSTOG00000000961	104.4708	99.7105	91.28	76.2332	87.9505
ENSSTOG00000000962	86.1356	83.957	89.285	85.4987	78.4272
ENSSTOG00000000966	45.8045	40.8391	43.5382	45.1275	42.9836
ENSSTOG00000000967	49.2546	43.5523	50.1558	44.8829	49.6923
ENSSTOG00000000969	102.0862	101.3839	90.9712	98.1594	88.6712
ENSSTOG00000000970	10.6936	10.1083	12.7686	13.3501	11.3739
ENSSTOG00000000971	13.89634	12.915119	11.56343	10.1916	8.530365
ENSSTOG00000000972	71.509	72.9451	79.2038	76.9579	70.3844
ENSSTOG00000000973	1.0347558	0.8236395	0.7544387	0.447166	1.0440141
ENSSTOG00000000974	23.7153	22.547258	27.15849	22.1653	25.473959
ENSSTOG00000000975	12.6299	11.0821	12.1668	9.61675	10.6806
ENSSTOG00000000976	1.6158	1.29305	2.66147	1.09389	0
ENSSTOG00000000978	46.13293	50.5753	54.501	52.2473	48.6308
ENSSTOG00000000979	42.95285	37.477023	34.72774	36.96884	35.18938
ENSSTOG00000000980	504.862	527.18	561.512	488.861	500.138
ENSSTOG00000000981	1.16997	1.52658	1.21034	1.39148	1.29768
ENSSTOG00000000982	45.6454	46.3817	47.1628	43.5113	42.3979
ENSSTOG00000000985	48.15448	45.17402	44.94168	48.29181	50.38013
ENSSTOG00000000986	28.9958	24.576	28.004	24.2266	23.6326
ENSSTOG00000000987	249.15456	248.22103	247.08079	244.82454	253.85889
ENSSTOG00000000990	31.4982	34.5879	29.3103	26.2696	27.8079
ENSSTOG00000000991	8.89174	11.51189	8.55401	8.06905	8.462129
ENSSTOG00000000992	0	0	0	0	0
ENSSTOG00000000993	4.84527	4.35374	3.65579	3.47424	3.79758
ENSSTOG00000000994	5.96462	5.92843	6.48573	5.94208	4.83339
ENSSTOG00000000995	24.1307	23.7452	23.5433	22.7419	22.9129
ENSSTOG00000000998	10.8162	10.9281	11.4808	11.9859	10.5097
ENSSTOG00000000999	0.719459	0.353312	0.24352	0.602701	0.374871
ENSSTOG00000001000	26.9098	29.3476	30.2646	30.9762	27.3776
ENSSTOG00000001001	27.33712	26.1239	29.626600294344	28.1896	25.8974
ENSSTOG00000001003	0	1.40131	2.17204	1.18873	1.11152
ENSSTOG00000001005	2.35242	3.0516	2.83529	1.90716	2.9664
ENSSTOG00000001006	11.6496	11.9547	10.7049	10.8863	12.5426
ENSSTOG00000001008	8.03411	7.44831	8.66777	7.10802	7.43558
ENSSTOG00000001009	0	0	0.057236	0	0
ENSSTOG00000001010	19.2999	18.5296	16.2056	17.0082	18.5445
ENSSTOG00000001012	47.4421	58.2184	48.3962	46.0735	52.5149
ENSSTOG00000001013	22.8374	22.7455	24.1032	25.7984	20.9942
ENSSTOG00000001014	69.6857	57.4645	59.9756	67.0858	72.3636
ENSSTOG00000001016	2.43786	2.00668	3.14442	2.702	2.06598
ENSSTOG00000001018	18.9922	17.9271	19.6975	15.631	18.7134
ENSSTOG00000001019	24.7844	26.1564	28.0336	27.1263	25.8381
ENSSTOG00000001020	30.3333	28.407221	28.61175	29.3264	29.912998
ENSSTOG00000001021	79.5701	83.8042	82.4616	78.8769	73.2573
ENSSTOG00000001023	12.7449	10.5007	9.76	11.6444	11.7055
ENSSTOG00000001025	39.7279	40.5566	40.4487	46.4793	34.4514
ENSSTOG00000001026	24.7765	23.2023	23.9996	22.2278	20.6714
ENSSTOG00000001027	0	0.126318	0	0	0
ENSSTOG00000001028	13.5681	10.71882	10.35372	10.35648	11.07106
ENSSTOG00000001029	582.279	649.932	739.957	587.073	590.486
ENSSTOG00000001030	62.2026	72.4424	67.2372	65.8426	67.6277
ENSSTOG00000001031	20.92686	16.76489	20.18836	18.3641	19.18907
ENSSTOG00000001033	11.7206	11.5693	11.1145	9.21694	9.95337
ENSSTOG00000001034	12.42743	12.29221	9.95367	11.42279	12.34162
ENSSTOG00000001036	32.018	33.9699	33.0498	34.3982	33.5573
ENSSTOG00000001039	413.301	386.6127	401.8227	373.9442	391.363
ENSSTOG00000001040	15.26573	15.86989	18.65591	18.02807	18.48143
ENSSTOG00000001041	0.227264	0.515153	0.484379	0.600552	0.248655
ENSSTOG00000001043	16.2667	16.6968	19.597	18.5266	17.6901
ENSSTOG00000001044	6.23656	5.09322	4.79426	5.02185	5.02397
ENSSTOG00000001045	0	0	0	0	0
ENSSTOG00000001047	35.2773	32.73969	30.89354	31.988427	30.43525
ENSSTOG00000001050	0.917649	1.37963	0.874584	0.951237	0.850683
ENSSTOG00000001051	73.0687	68.0492	76.7245	72.9297	67.2815
ENSSTOG00000001052	298.054	280.519	358.449	342.553	314.402
ENSSTOG00000001055	26.4073	24.821	24.0183	22.9888	22.0619
ENSSTOG00000001057	2.94727	1.12467	1.22355	1.45647	0.98536
ENSSTOG00000001058	0	0	0	0	0
ENSSTOG00000001059	3.61373	4.11358	4.21581	3.58229	3.04605
ENSSTOG00000001060	27.3973	29.4725	27.5436	28.3973	28.5702
ENSSTOG00000001061	23.0088	23.5305	23.799	25.278	23.0056
ENSSTOG00000001063	27.79512	28.8972	31.26673	27.65263	23.11
ENSSTOG00000001064	0.193567	0.265755	0.0549714	0.227147	0.282183
ENSSTOG00000001065	0.956965	0.394031	0.232868	0.318307	0.358607
ENSSTOG00000001067	1.32242	1.39871	0.904297	0.785355	1.11429
ENSSTOG00000001068	7.97822	6.37118	8.48991	7.60883	6.83799
ENSSTOG00000001069	23.2948	19.5396	21.3312	21.4109	19.4987
ENSSTOG00000001072	3.67021000282092	3.3747	3.23436	2.81448	2.4689
ENSSTOG00000001073	7.65995	7.84443	8.61703	7.76715	8.15417
ENSSTOG00000001074	32.3753	32.8407	30.1483	31.764	37.1506
ENSSTOG00000001075	0.575478	0.441035	0.631649	0.522276	0.216187
ENSSTOG00000001076	6.4531	6.18461	4.63967	4.86212	5.32779
ENSSTOG00000001078	46.992	46.9978	45.5397	47.9072	45.3278
ENSSTOG00000001079	5.17718	5.43167	5.24586	5.92166	4.87599
ENSSTOG00000001080	1.27128	0.965251	0.959869	0.884806	1.02653
ENSSTOG00000001081	34.7797	39.1969	35.9345	36.1039	34.2054
ENSSTOG00000001082	21.5487	21.9385	21.7786	21.9647	21.9078
ENSSTOG00000001084	3.32408	4.01782	2.8443	3.38714	3.09031
ENSSTOG00000001085	47.4182	43.5746	40.2256	47.8212	51.4596
ENSSTOG00000001087	52.7299	50.9797	50.9613	44.7382	45.1614
ENSSTOG00000001088	24.2771	36.9527	44.4784	30.0641	25.7996
ENSSTOG00000001089	15.0915	17.083913	17.227503	17.269366	15.8141
ENSSTOG00000001090	2.91493	2.98751	2.31284	2.30893	3.00966
ENSSTOG00000001091	0.13319	0.178988	0.256374	0.129615	0.160888
ENSSTOG00000001093	20.51958	18.71974	19.07369	17.77496	20.87858
ENSSTOG00000001094	23.8086	18.7673	19.9022	15.8603	19.703
ENSSTOG00000001096	5.45602	5.18822	5.23914	5.4538	4.48051
ENSSTOG00000001097	0	0	0	0	0
ENSSTOG00000001099	13.446439	11.97472	13.6046	14.395561	13.74285
ENSSTOG00000001100	98.6943	96.3219	100.8449	97.6794	102.8271
ENSSTOG00000001101	20.6077	19.7773	20.4225	22.1351	23.201
ENSSTOG00000001103	323.715	314.366	324.924	299.405	307.296
ENSSTOG00000001105	86.35886	89.78307	79.29759	82.47127	80.9888
ENSSTOG00000001106	21.98845	20.42886	21.98145	22.32841	21.66771
ENSSTOG00000001107	2.618756	1.356269	1.051195	1.607643	0.942065
ENSSTOG00000001109	170.4094	164.4072	174.4373	161.952	167.2285
ENSSTOG00000001110	10.8233	11.5992	10.2071	9.98805	10.3052
ENSSTOG00000001113	102.802	98.3834	96.2682	92.0585	90.587
ENSSTOG00000001115	1.75762	2.20573	3.10262	2.69049	2.66114
ENSSTOG00000001118	11.0456	11.4438	10.2558	10.4227	14.4862
ENSSTOG00000001119	53.1314	50.4075	50.6223	51.70611	52.387
ENSSTOG00000001120	74.277016	75.390514	77.470281	77.855221	77.891518
ENSSTOG00000001121	26.7177	23.3816	26.2188	21.7514	21.7439
ENSSTOG00000001124	96.0543	91.5958	99.8933	104.73	104.186
ENSSTOG00000001125	51.429	43.4116	51.4633	26.1785	41.2801
ENSSTOG00000001126	28.797232	27.28315	27.54745	26.9983	26.4464
