sample_SRR8750645	sample_SRR8750677	sample_SRR8750709
ENSPTRG00000003341	16.0371	26.5229	12.872159
ENSPTRG00000003342	5.199335	3.312089	2.441935
ENSPTRG00000003345	38.561	38.5518	50.7967
ENSPTRG00000003346	18.137	13.0124	15.219
ENSPTRG00000003349	6.841879	5.483033	6.87503
ENSPTRG00000003350	7.62377	3.93982	3.86366
ENSPTRG00000003351	8.927984	7.72436	9.68322
ENSPTRG00000003354	14.6305	3.07435	17.4327
ENSPTRG00000003355	6.066702	5.135131	8.08782
ENSPTRG00000003357	42.9963	36.0293	67.508796
ENSPTRG00000003359	0.759129	1.04481	1.2890891
ENSPTRG00000003360	8.6422	8.26407	15.132166
ENSPTRG00000003362	178.33787	166.358677	131.7697
ENSPTRG00000003365	13.185	9.37648	7.44835
ENSPTRG00000003367	20.298124	19.17177	18.594810658525
ENSPTRG00000003368	235.465409	215.58071	137.602893
ENSPTRG00000003370	5.643628	6.77086	5.451023
ENSPTRG00000003371	0.128504	0.0922793	0.655204
ENSPTRG00000003373	18.68667	21.28361	12.17056
ENSPTRG00000003376	10.162327	7.75957	6.849766
ENSPTRG00000003377	25.1692	24.23455	14.493803
ENSPTRG00000003379	0	0.112374	0
ENSPTRG00000003383	8.91819	6.48171	5.3212042
ENSPTRG00000003384	23.9779941119	19.6710000005431	21.6918
ENSPTRG00000003385	75.2479	66.0521	56.8649
ENSPTRG00000003386	2.04308	1.08796	1.3414
ENSPTRG00000003388	2.41036	1.68065	5.32156
ENSPTRG00000003389	1.2671826	0	0
ENSPTRG00000003390	5.22021	6.82207	4.982612
ENSPTRG00000003391	0.8964741	0.8048973	0.1376651
ENSPTRG00000003393	3.1725683	3.4797	1.977625
ENSPTRG00000003396	5.495698	2.71189	8.13613
ENSPTRG00000003397	0	0	0
ENSPTRG00000003399	7.47216	6.65624	8.24823
ENSPTRG00000003400	54.12593	59.60592	26.971454
ENSPTRG00000003401	4.0747	2.17409	3.42247
ENSPTRG00000003403	11.792665	6.0278695	10.714637
ENSPTRG00000003404	3.540687	3.824469	8.92643
ENSPTRG00000003405	0.021930275	0.071641973	0
ENSPTRG00000003406	0	0	0
ENSPTRG00000003407	8.31674	13.3777	7.14512
ENSPTRG00000003408	52.808729	51.076435	26.07747
ENSPTRG00000003409	0.202897	0.0637291	0.19729726
ENSPTRG00000003410	11.153578	8.74076	10.667112
ENSPTRG00000003415	0.662868	0	0.795239
ENSPTRG00000003416	3.51825	0.82316	0.913909
ENSPTRG00000003419	7.35154	8.76514	13.77152
ENSPTRG00000003420	13.938475	9.72359	11.86312
ENSPTRG00000003421	238.87326	238.84524	248.54297
ENSPTRG00000003422	6.34708	6.03079	29.686117
ENSPTRG00000003423	1.63458	1.9365	1.57344
ENSPTRG00000003424	44.8422	38.45003	52.15774
ENSPTRG00000003425	9.8670857	6.556825	15.37162
ENSPTRG00000003426	4.16041	3.86506	3.65408
ENSPTRG00000003428	3.5552	4.27797	4.87662
ENSPTRG00000003429	2.61113	0.905155	0.673806
ENSPTRG00000003430	72.4587665	49.77708	23.46554
ENSPTRG00000003432	0	0	0
ENSPTRG00000003433	5.22563	3.941889	3.38338
ENSPTRG00000003434	0	0	0
ENSPTRG00000003435	0.0537558	0.178383	0.548202
ENSPTRG00000003436	6.146584	2.7577678	6.004689
ENSPTRG00000003438	37.4322	26.9103	51.36421
ENSPTRG00000003439	6.90996	5.3079	11.1602
ENSPTRG00000003440	0	0.0571862	0
ENSPTRG00000003441	12.80548	16.18969	3.423744
ENSPTRG00000003443	6.07488	4.12084	1.69951
ENSPTRG00000003444	25.94386	17.10964	5.58758
ENSPTRG00000003445	6.83399	5.09756	10.4069
ENSPTRG00000003446	5.04055	2.582191	3.89691
ENSPTRG00000003448	10.9089	11.6907	9.06977
ENSPTRG00000003449	0.98886	1.4458051	0.40872
ENSPTRG00000003450	0.0672704	0.0274542	0.19700810552409
ENSPTRG00000003451	10.8648	7.31504	2.67804
ENSPTRG00000003453	21.55641	14.7439	10.3989000110686
ENSPTRG00000003454	6.88368	4.91805	2.92345
ENSPTRG00000003457	9.92868	9.14446	6.08094
ENSPTRG00000003460	0.914299	1.0298087	1.16073
ENSPTRG00000003461	7.39975381	7.602625	3.50763
ENSPTRG00000003463	0	0	0.0822237
ENSPTRG00000003465	13.6352	12.2296	7.80227
ENSPTRG00000003466	7.377019	3.14894	2.66128
ENSPTRG00000003467	5.412932	1.766563	1.206653
ENSPTRG00000003471	11.3705	10.9869	10.3665
ENSPTRG00000003472	17.6811	18.11595	8.53432
ENSPTRG00000003473	16.0952	9.574353	15.85555
ENSPTRG00000003474	5.25959	5.99967	4.49056
ENSPTRG00000003476	0	0.0947986	0.136961
ENSPTRG00000003478	89.59142	71.162869941	69.89641
ENSPTRG00000003479	2.93995	2.43283	2.2286
ENSPTRG00000003481	3.45689	2.32649	3.05438
ENSPTRG00000003482	0.295189	0.578254	4.203926
ENSPTRG00000003483	13.70283	10.90131	12.7699
ENSPTRG00000003485	58.1724	43.5182168	21.4677
ENSPTRG00000003486	11.482499	7.52304	10.93728
ENSPTRG00000003487	3.60452	2.48449	1.6515383
ENSPTRG00000003489	225.02542	169.568354	153.88964
ENSPTRG00000003490	26.4937	26.519564	15.2394
ENSPTRG00000003491	42.55579	25.67124	84.5633
ENSPTRG00000003492	0.479067	0.387878	0.465637
ENSPTRG00000003493	40.83303	33.87005	40.04088
ENSPTRG00000003494	17.5565	15.4585343	17.148426
ENSPTRG00000003495	3.2582	2.92366	11.4211
ENSPTRG00000003496	2.2644	3.44833	4.52862
ENSPTRG00000003497	0.174881	0.480298	0.199944
ENSPTRG00000003498	0.976977	0.1900189269823	0.065443531035
ENSPTRG00000003499	24.23421	17.62895	23.40167
ENSPTRG00000003500	23.332898	20.330994	15.437893
ENSPTRG00000003501	17.597307	13.6670340012609	32.05868947
ENSPTRG00000003502	64.297281	39.353374	27.624583
ENSPTRG00000003503	28.21173	11.861460173506	7.5272890591185
ENSPTRG00000003504	31.3786	27.8459	27.7888
ENSPTRG00000003507	4.75533	5.15816	16.51547
ENSPTRG00000003509	1.5211357	1.343012158439	8.2960229
ENSPTRG00000003510	5.50865	4.13301	7.37685
ENSPTRG00000003513	0	0	0.0626979
ENSPTRG00000003514	12.1645	11.4688	6.48048
ENSPTRG00000003515	18.9065	13.6455	15.9246
ENSPTRG00000003516	27.831039	23.505089	31.32686
ENSPTRG00000003518	15.253861	11.5415687	13.134643
ENSPTRG00000003522	60.24843	51.7182	69.877
ENSPTRG00000003523	12.53104	8.28812	15.01373777
ENSPTRG00000003528	13.59769	11.145864108	17.407988
ENSPTRG00000003529	0.0331622	0.0270815	0
ENSPTRG00000003530	32.7458	29.0103	42.31195
ENSPTRG00000003531	3.79292	4.38081	3.95431
ENSPTRG00000003532	15.4721	22.662896	10.937001
ENSPTRG00000003533	2.445068	2.501252	3.369211
ENSPTRG00000003534	35.928	34.8566	20.0917
ENSPTRG00000003535	88.5237	64.4252	48.6465
ENSPTRG00000003536	3.68878	3.7412	4.01065
ENSPTRG00000003537	37.290984	20.9684	33.256
ENSPTRG00000003538	169.26117	131.3485	164.6771
ENSPTRG00000003539	22.8601	20.0846	32.438
ENSPTRG00000003542	7.48257	5.99018	10.44745
ENSPTRG00000003543	6.58491	4.14477	2.15452
ENSPTRG00000003545	38.111277	29.97289	41.614788
ENSPTRG00000003546	6.60851	5.575335	8.847697
ENSPTRG00000003548	4.18612	4.31016	4.90581
ENSPTRG00000003549	24.08907	21.223046	37.551661
ENSPTRG00000003550	26.9205	19.0642	50.6667
ENSPTRG00000003551	4.87431	4.04519	6.43375
ENSPTRG00000003552	0.5608192	0.320438	0
ENSPTRG00000003553	30.5885936	23.630253	24.671443
ENSPTRG00000003554	16.3289667	20.7244466	15.3652841
ENSPTRG00000003555	62.47496	54.80544	38.94232
ENSPTRG00000003556	50.485447	44.49493	49.646142
ENSPTRG00000003557	8.95762	9.522	39.2067
ENSPTRG00000003558	7.8296	7.906061	28.14581
ENSPTRG00000003559	43.437224	36.306491	40.72773
ENSPTRG00000003560	4.179286	3.535032	3.742766
ENSPTRG00000003561	36.31857	29.63438	28.23464
ENSPTRG00000003562	0.208012499639	0.0212314238031	0.049058731237
ENSPTRG00000003563	12.166779	14.354288	86.7714
ENSPTRG00000003564	13.09845	9.22851	29.17671
ENSPTRG00000003565	111.254	112.822	81.5985
ENSPTRG00000003567	0	0	0.270743
ENSPTRG00000003570	15.86581	13.83492	15.39915
ENSPTRG00000003571	197.5658	196.2548	152.66381
ENSPTRG00000003573	33.24945	29.39643	31.28999
ENSPTRG00000003574	0.985738	0.715853	0.356464
ENSPTRG00000003575	14.1538	6.85748	22.0472
ENSPTRG00000003577	4.34216	2.87467	5.47313
ENSPTRG00000003578	5.85624	3.3438093	10.637515
ENSPTRG00000003579	0	0	0
ENSPTRG00000003580	0	0	0
ENSPTRG00000003581	0	0	0
ENSPTRG00000003582	0	0	0
ENSPTRG00000003583	0	0	0
ENSPTRG00000003594	0	0	0
ENSPTRG00000003595	0	0.598932	0
ENSPTRG00000003598	0	0	0
ENSPTRG00000003599	0	0	0
ENSPTRG00000003602	0	0	0
ENSPTRG00000003603	0	0	0
ENSPTRG00000003604	0	0	0
ENSPTRG00000003605	0	0	0
ENSPTRG00000003608	0	0	0
ENSPTRG00000003610	0	0	0
ENSPTRG00000003614	0	0	0
ENSPTRG00000003615	0	0	0
ENSPTRG00000003616	0.394911	0	0
ENSPTRG00000003619	0	0	0
ENSPTRG00000003622	0	0	0
ENSPTRG00000003625	2.99124	1.58776	0.828513
ENSPTRG00000003626	0	0	0
ENSPTRG00000003628	0	0	0
ENSPTRG00000003629	0	0	0
ENSPTRG00000003630	0	0	0
ENSPTRG00000003631	0	0	0
ENSPTRG00000003632	0	0	0
ENSPTRG00000003634	0	0	0
ENSPTRG00000003635	0	0	0
ENSPTRG00000003643	0	0	0
ENSPTRG00000003644	0	0.101402	0
ENSPTRG00000003645	0	0	0
ENSPTRG00000003646	0	0	0
ENSPTRG00000003649	0.244782	0	0
ENSPTRG00000003650	5.11377	4.35205	2.10872
ENSPTRG00000003651	23.6721	23.1445	28.2703
ENSPTRG00000003652	9.45622	7.19394	6.98772
ENSPTRG00000003653	44.6894	39.2205	37.571597
ENSPTRG00000003654	0	0.0200464	0.0914774
ENSPTRG00000003655	0.106816	0.0435957	0.505543
ENSPTRG00000003656	1.92407	1.36728	5.24993
ENSPTRG00000003657	0.920431	0.859396	0.892731
ENSPTRG00000003659	58.1667	59.1687	40.5572
ENSPTRG00000003661	91.1934	89.6616	109.83268
ENSPTRG00000003664	28.303	9.580938	25.5558
ENSPTRG00000003666	8.31006	9.79931	11.4343
ENSPTRG00000003667	22.71189	18.21105	18.90032
ENSPTRG00000003668	15.851594	12.1268274	22.54294889
ENSPTRG00000003671	0	0	0
ENSPTRG00000003672	0	0	0
ENSPTRG00000003673	0	0	0
ENSPTRG00000003674	0	0	0
ENSPTRG00000003675	0	0	0
ENSPTRG00000003676	0	0	0
ENSPTRG00000003680	0	0	0
ENSPTRG00000003681	5.310483	6.4882	7.723388
ENSPTRG00000003683	0	0	0
ENSPTRG00000003684	0.953787	0.311383	0.482111
ENSPTRG00000003685	0.36374	0.673683	0.2133998
ENSPTRG00000003688	13.4257	13.4095	6.7338
ENSPTRG00000003691	0	0.0975416	0
ENSPTRG00000003692	0	0	0
ENSPTRG00000003695	0	0	0
ENSPTRG00000003696	14.8576	15.6017	13.6633
ENSPTRG00000003697	8.619053813	6.0465053992	14.2620914
ENSPTRG00000003698	0	0.099822	0.116845
ENSPTRG00000003700	28.4397	33.9656	24.1172
ENSPTRG00000003701	0	0.0563078	0
ENSPTRG00000003702	0	0	0
ENSPTRG00000003704	0	0	0
ENSPTRG00000003706	0	0	0
ENSPTRG00000003708	0	0	0
ENSPTRG00000003709	2.652526	1.78059	69.93157
ENSPTRG00000003710	0.638264	1.773014	10.04896
ENSPTRG00000003711	0	0	0
ENSPTRG00000003712	5.28592	6.287598	13.931378
ENSPTRG00000003713	0.202179	0.281127	0.522694
ENSPTRG00000003714	0	0	0
ENSPTRG00000003715	0	0.0225588	0.0260686
ENSPTRG00000003716	0	0	0
ENSPTRG00000003718	0.368477	0.180423	0
ENSPTRG00000003719	0	0.675314	0
ENSPTRG00000003720	0	0	0
ENSPTRG00000003721	12.2172	11.8591	23.1334
ENSPTRG00000003722	1.37057	0.521852	0.521375
ENSPTRG00000003723	0.803986	0.11416	0.165065
ENSPTRG00000003724	82.57164	71.795605	84.7423
ENSPTRG00000003725	14.1196	13.7359	32.4481
ENSPTRG00000003726	69.2023	45.2626	37.5297
ENSPTRG00000003727	5.1985	8.495957	26.18821
ENSPTRG00000003728	1.00808100370339	0.683671	0.4769323
ENSPTRG00000003729	0.0532389	0.0217358	0.100457
ENSPTRG00000003731	1.57876	0.29715	0
ENSPTRG00000003736	1.45933	0.617864	0.9434160355185
ENSPTRG00000003737	66.3265	59.88924	53.60045
ENSPTRG00000003738	19.7581	18.1855	29.810641
ENSPTRG00000003739	7.87671	4.6433	14.70043
ENSPTRG00000003740	7.47158	6.1024	5.6686
ENSPTRG00000003741	6.40373	8.06972	5.23539
ENSPTRG00000003742	30.44388	20.996375	29.60153
ENSPTRG00000003743	79.684761	75.70869774	66.80495
ENSPTRG00000003744	13.2343	5.77198	13.2712
ENSPTRG00000003745	6.7022538459	10.8401215824	5.600816
ENSPTRG00000003747	8.093	5.64749	10.2825
ENSPTRG00000003749	4.40018	5.8011	170.2755
ENSPTRG00000003750	198.144	199.867	196.899
ENSPTRG00000003751	10.0656	9.54606	26.3235
ENSPTRG00000003753	170.73648	172.395306	172.540451
ENSPTRG00000003754	30.7209280023138	21.319976	48.256174
ENSPTRG00000003755	6.792903	5.48912	12.171542
ENSPTRG00000003756	8.11863	6.26578	13.86035
ENSPTRG00000003760	3.557795	3.10431	5.79945
ENSPTRG00000003761	0	0	0
ENSPTRG00000003762	0	0.640875	0
ENSPTRG00000003763	0	0.0710919	0.0825677
ENSPTRG00000003764	59.57189	43.90268	33.39329
ENSPTRG00000003765	0.630071	1.02312	0.306266
ENSPTRG00000003766	16.16019	16.6004	45.36899
ENSPTRG00000003768	559.019	612.137	539.155
ENSPTRG00000003770	8.218497	7.454	13.463477
ENSPTRG00000003771	0.582882	4.46601	5.49929
ENSPTRG00000003772	4.94879	3.763151	8.565814
ENSPTRG00000003773	2.86908	3.27859	9.80876
ENSPTRG00000003776	47.388761	35.051858	43.225187
ENSPTRG00000003777	7.58553	5.94049	5.69444
ENSPTRG00000003780	112.336639	110.8136	138.45172
ENSPTRG00000003783	297.609	328.222	183.064
ENSPTRG00000003784	405.8699	383.01123	191.1221
ENSPTRG00000003785	2.74169	2.85693	3.39752
ENSPTRG00000003787	18.38504	15.648903	33.22239
ENSPTRG00000003789	14.9373	14.2305	33.11608
ENSPTRG00000003790	14.72111	14.27615	19.28465
ENSPTRG00000003791	38.86081	24.57003	28.91386
ENSPTRG00000003792	30.87219	29.3065	29.2933
ENSPTRG00000003794	64.29375	64.19659	117.25068
ENSPTRG00000003795	3.92765	3.33083	3.21687
ENSPTRG00000003796	0	0.0375104	0.0434539
ENSPTRG00000003797	0	0.154131	0
ENSPTRG00000003799	0.0643688	0	0
ENSPTRG00000003800	0	0.0511716	0.237656
ENSPTRG00000003801	0.887435	0.99293	2.97918
ENSPTRG00000003803	0.0626961	0.102343	0.321263
ENSPTRG00000003804	63.7901	58.55760353088	152.4052535
ENSPTRG00000003805	1.71982	0.698806	3.33772
ENSPTRG00000003806	135.2797	130.194	324.4189
ENSPTRG00000003807	4.16346	3.956638	13.26303
ENSPTRG00000003809	360.587163	413.584175	279.339889
ENSPTRG00000003812	22.5391	21.173	15.6988
ENSPTRG00000003814	2.95596	2.60388	5.97958
ENSPTRG00000003815	7.87036	6.7413	7.733224
ENSPTRG00000003816	2418.29	2809.88	2536.29
ENSPTRG00000003817	129.03558	138.7312	118.9357
ENSPTRG00000003818	29.4908	25.4643	14.3943
ENSPTRG00000003820	132.35038	135.08383	60.99145
ENSPTRG00000003822	26.7112	27.2379	37.3641
ENSPTRG00000003823	32.33466	42.90004	49.2447
ENSPTRG00000003824	15.44102	16.46939	25.352
ENSPTRG00000003825	96.7648	108.498	71.66389
ENSPTRG00000003826	146.51258	172.939	105.39548
ENSPTRG00000003827	0	0.454698	0
ENSPTRG00000003828	5.9393	5.63103	2.762405
ENSPTRG00000003830	150.486838	144.7569	155.4481
ENSPTRG00000003831	28.57478	36.94332	34.4608
ENSPTRG00000003832	3.63311	2.99309	1.9469
ENSPTRG00000003833	10.576528	9.651562	18.36257
ENSPTRG00000003834	166.602	180.842	103.995
ENSPTRG00000003835	262.5211	297.44022	166.913969
ENSPTRG00000003836	1.955507	1.592324	4.96585000052458
ENSPTRG00000003839	19.08575	18.901506	33.86022
ENSPTRG00000003841	0	0	0.0256381
ENSPTRG00000003843	94.1914703	77.66018105152	54.3618704
ENSPTRG00000003844	9.60515	9.46357	4.46807
ENSPTRG00000003845	11.762909531	15.55432	10.615
ENSPTRG00000003846	78.1208	57.983152	94.395133
ENSPTRG00000003847	8.824204	6.58297	9.009386
ENSPTRG00000003848	10.86704	11.76858	14.97123
ENSPTRG00000003849	0.385784	0.136976	0.0632224
ENSPTRG00000003851	44.9874	30.9932	51.1203
ENSPTRG00000003852	9.867468	6.87053	10.771177
ENSPTRG00000003853	45.5416	45.4392	37.7631
ENSPTRG00000003854	0.599396	0.133436	0.980132
ENSPTRG00000003855	1.70942	1.00883	3.084871
ENSPTRG00000003856	0.816848	0.572435	9.41754
ENSPTRG00000003857	16.7681	17.1423	20.5974
ENSPTRG00000003858	9.61243	9.87495	12.6198
ENSPTRG00000003859	5.88719	5.1667104381238	3.18002
ENSPTRG00000003860	0.54552	0.9776084	3.90272
ENSPTRG00000003861	36.11602	29.69148	67.14069
ENSPTRG00000003863	57.452753	50.734449	83.75709
ENSPTRG00000003864	46.521425	44.129799	53.09888
ENSPTRG00000003865	19.7895	15.27	24.5203
ENSPTRG00000003866	608.14397	531.93468	862.7901
ENSPTRG00000003867	37.4249	36.32168	32.27052
ENSPTRG00000003868	16.3767	12.99167	31.835405
ENSPTRG00000003869	35.985982	37.7491647	48.213142
ENSPTRG00000003870	2.779954	2.89974	7.406657
ENSPTRG00000003872	38.52953	24.690895	54.94588
ENSPTRG00000003873	1.87469	2.44778	2.8468
ENSPTRG00000003874	1.67949	2.0192834	4.26581
ENSPTRG00000003879	45.70158	42.93621	41.25056
ENSPTRG00000003880	47.5507958998	33.8855500440703	51.26025
ENSPTRG00000003881	17.3697	18.8514	18.7202
ENSPTRG00000003882	24.2107	26.7158	24.0446
ENSPTRG00000003883	5.28599	3.58188	8.2861
ENSPTRG00000003885	0.749276	0.839899	2.098464
ENSPTRG00000003886	6.80805	8.2822	44.0304
ENSPTRG00000003887	4.3837	3.96204	8.95698
ENSPTRG00000003889	21.32792	13.737034	35.04885
ENSPTRG00000003890	50.69684	44.94702	48.11632
ENSPTRG00000003893	0	0.0270057	0
ENSPTRG00000003894	7.22977	6.53298	6.22977
ENSPTRG00000003895	533.69916	515.16924	758.66258
ENSPTRG00000003896	11.8962	10.293	10.3823
ENSPTRG00000003897	28.313353577	23.55162	13.33450018324
ENSPTRG00000003898	1.35366	2.16438	1.29035
ENSPTRG00000003899	80.679	71.7276	72.9506
ENSPTRG00000003900	302.128	303.202	378.24
ENSPTRG00000003901	2.15628	1.095305	0.427855
ENSPTRG00000003902	39.5802	50.6291	51.3779
ENSPTRG00000003903	219.56415	204.51397	207.517
ENSPTRG00000003905	30.4425	31.648236	48.1686
ENSPTRG00000003907	0	0	3.33945
ENSPTRG00000003908	0.86785	1.02272	0.275286
ENSPTRG00000003909	0	0	0.0721649
ENSPTRG00000003912	86.27234553	72.89944992	90.47985429
ENSPTRG00000003913	22.7115	20.235515	30.48388
ENSPTRG00000003914	60.315759	52.3175	47.294359
ENSPTRG00000003915	112.36917	104.72144	134.64901
ENSPTRG00000003916	86.2281	87.1516	33.9035
ENSPTRG00000003917	48.02046	39.622926	64.90276
ENSPTRG00000003918	27.2032	33.6157	39.1624
ENSPTRG00000003919	5.198390245798	1.7612200226619	1.87036
ENSPTRG00000003920	11.5369	11.3692	25.0593
ENSPTRG00000003921	373.807	322.148	141.524
ENSPTRG00000003922	8.21721	7.02044	5.18908
ENSPTRG00000003923	0.630136	0.171503	0.5014814
ENSPTRG00000003924	41.4841	38.65451	28.766844
ENSPTRG00000003925	18.07453	24.84058	8.91498
ENSPTRG00000003926	23.72434	18.6958	16.207917
ENSPTRG00000003927	10.95966	10.09969	25.9096
ENSPTRG00000003929	95.4874	83.4331	90.7369
ENSPTRG00000003930	0.118169	0.0321584	0.372208
ENSPTRG00000003931	55.2828	53.747	39.6109
ENSPTRG00000003934	98.4698	81.401006	56.842786
ENSPTRG00000003935	29.41646	36.50216	11.594737
ENSPTRG00000003936	26.4476539	22.7347279	14.032006
ENSPTRG00000003938	12.27974	7.38432	3.187583
ENSPTRG00000003939	14.844748	9.715301	13.67312
ENSPTRG00000003941	9.14312	7.16473	6.60313
ENSPTRG00000003942	0	0.138613	0
ENSPTRG00000003943	9.85835	10.2615	3.94923
ENSPTRG00000003944	0.806488	0	0.27788
ENSPTRG00000003945	6.187645848	4.8418999	5.5792661
ENSPTRG00000003946	52.3756	49.527217	50.5237
ENSPTRG00000003947	34.7305	25.45198	26.25691
ENSPTRG00000003949	5.95137	4.09226	6.925987
ENSPTRG00000003950	22.7666	27.14455	55.535
ENSPTRG00000003954	2.301518	0.795476	2.040859
ENSPTRG00000003957	13.5685	10.5521	24.957618
ENSPTRG00000003959	39.5836	34.8966	53.20788
ENSPTRG00000003960	0	0	0.214027
ENSPTRG00000003963	39.9884	27.53678	70.7238
ENSPTRG00000003964	57.2513	55.6016	40.4204
ENSPTRG00000003965	44.53885	41.2327	13.28494
ENSPTRG00000003966	30.4788	42.0845	29.4655
ENSPTRG00000003967	0	0	0
ENSPTRG00000003968	520.082	422.71844	410.2536
ENSPTRG00000003969	206.37	213.84	198.356
ENSPTRG00000003971	4.93095	6.14913	27.214
ENSPTRG00000003972	0	0	0.449026563
ENSPTRG00000003973	3.26809	8.60048	3.85737
ENSPTRG00000003974	0.110319	0.120091	0.0354297
ENSPTRG00000003975	6.33385	6.05021	29.4502
ENSPTRG00000003978	188.798	198.449	152.203
ENSPTRG00000003979	4.72008	5.32358	13.44068
ENSPTRG00000003980	16.839419	7.11036	24.4748
ENSPTRG00000003981	19.91633	9.3717380100833	16.81613
ENSPTRG00000003982	7.868771	10.28341	42.5169
ENSPTRG00000003983	3.7502413	3.9409821720529	2.4975434879441
ENSPTRG00000003984	16.914833	11.196996672	17.0591664986
ENSPTRG00000003985	129.753	64.2992	186.903
ENSPTRG00000003986	1.898333	1.934518	1.061909
ENSPTRG00000003987	6.664253	8.120421	7.036266
ENSPTRG00000003988	89.64937	90.7285	48.92761
ENSPTRG00000003989	7.7053	6.23315	10.13838318
ENSPTRG00000003990	0	0	0.334627
ENSPTRG00000003991	0.0321921	0.0920131	0.439822
ENSPTRG00000003992	4.30513	2.65676	7.7591900475783
ENSPTRG00000003994	0	0	0
ENSPTRG00000003997	7.9046	6.641825	7.38654
ENSPTRG00000003998	0	0	0
ENSPTRG00000004000	0	0	0
ENSPTRG00000004001	0	0	0
ENSPTRG00000004004	15.5203	16.219	17.4645
ENSPTRG00000004005	16.72611	13.93529022537	18.34614
ENSPTRG00000004007	7.03852	3.155017	3.072755
ENSPTRG00000004013	34.0272153585	31.0353685854	11.140116
ENSPTRG00000004014	9.2079	7.65237	14.41469
ENSPTRG00000004015	0	0.115474	0
ENSPTRG00000004021	10.8376498	12.3719800132276	9.58256
ENSPTRG00000004022	1.66753	0.774188	8.45859
ENSPTRG00000004023	37.74926	31.348619	67.059675
ENSPTRG00000004024	88.34038	106.856848	107.22642
ENSPTRG00000004025	26.921667	19.66909	16.5766653
ENSPTRG00000004027	0.124332	1.11543	0.474905
ENSPTRG00000004029	3.72356	0.68355	0.177096
ENSPTRG00000004030	2.621131	3.773202	1.498505
ENSPTRG00000004031	13.836046	12.402984	20.17588
ENSPTRG00000004032	0	0	0.0565293
ENSPTRG00000004035	6.9876	8.443245	9.91533
ENSPTRG00000004036	20.1022153998	10.418204	7.537137
ENSPTRG00000004038	23.3504	27.25522	20.09725
ENSPTRG00000004039	9.45104	8.654603	7.35487
ENSPTRG00000004040	13.0259562	15.048785	15.571416
ENSPTRG00000004042	0.773801	0.23674	0.920484
ENSPTRG00000004043	1.36732	0.743531	3.91197
ENSPTRG00000004045	5.72588	4.37885	21.80298
ENSPTRG00000004047	273.91374	324.19906001057	568.72797
ENSPTRG00000004049	35.561058	40.742478	32.27199
ENSPTRG00000004051	46.28348	36.18695	50.52121
ENSPTRG00000004055	12.2234	14.985891	30.81744
ENSPTRG00000004056	1.06008	0.532584	0.886276
ENSPTRG00000004058	1.8836954	1.36899	2.428982
ENSPTRG00000004061	49.9985	43.7371	37.04091
ENSPTRG00000004063	0.929087	0.866828	0.585634
ENSPTRG00000004064	11.90112	11.41994	7.972639
ENSPTRG00000004066	2.36701	4.32121	4.51407
ENSPTRG00000004067	2.89868	2.768031	2.685124
ENSPTRG00000004069	1.383485	1.299305	0.436486
ENSPTRG00000004071	3.107843	2.20084	2.543431
ENSPTRG00000004073	113.646695	98.014668	79.78243
ENSPTRG00000004076	0	0	0
ENSPTRG00000004078	11.535827	12.679713	27.310883
ENSPTRG00000004079	33.841581	40.07239	20.19602
ENSPTRG00000004081	1.69255	1.24239	0.95004
ENSPTRG00000004083	3.73242	3.38971	4.76557
ENSPTRG00000004085	33.9532	24.0746	17.8724
ENSPTRG00000004086	0	0.055135	0
ENSPTRG00000004087	10.79833718	8.65918	6.05172
ENSPTRG00000004088	4.60379	6.11392	11.358
ENSPTRG00000004090	0.880046	0.875344	0.276473
ENSPTRG00000004091	13.3897	10.0061	12.3939
ENSPTRG00000004093	2.8998624	2.059658	3.3157045033
ENSPTRG00000004094	0.378152	0.175003	1.0636926
ENSPTRG00000004096	6.90047	3.53045	16.48655
ENSPTRG00000004098	3.389571077	1.4341855	2.2948606
ENSPTRG00000004100	0.867602	0.094422	0.383457
ENSPTRG00000004101	35.493129	35.583977	25.363261
ENSPTRG00000004103	25.2083	16.7983	13.413
ENSPTRG00000004105	54.3357	50.6051	24.4877
ENSPTRG00000004106	72.0029	66.49288	61.846263
ENSPTRG00000004108	14.0723	12.20378	12.369301
ENSPTRG00000004109	1.32155	0.359576	0.52133
ENSPTRG00000004110	0.334927	0.271855	0.325978
ENSPTRG00000004112	10.536661	9.319392	12.98115
ENSPTRG00000004115	13.800924	10.069536	33.15358
ENSPTRG00000004117	5.1138191	5.38829	4.456233
ENSPTRG00000004118	2.88676	1.812952	2.3161500401031
ENSPTRG00000004123	33.221	35.914179	23.237359
ENSPTRG00000004124	0.173084	1.115058	2.20511
ENSPTRG00000004125	6.26115	8.32946	12.75499
ENSPTRG00000004126	7.39024	6.4294	8.92333
ENSPTRG00000004128	17.061548	15.717579	7.742064
ENSPTRG00000004129	37.35167	34.78822	23.5816
ENSPTRG00000004131	9.428232	8.994619	18.59111
ENSPTRG00000004133	116.6795	142.9785	192.6992
ENSPTRG00000004134	51.8401	45.2212	29.3894
ENSPTRG00000004137	7.058509	6.940889	12.32426
ENSPTRG00000004139	0.390209	0.245083	0.226644
ENSPTRG00000004141	25.987658	24.681666	88.259061
ENSPTRG00000004144	29.4106	28.7131	26.4068
ENSPTRG00000004145	2.81495	1.760771	1.071152
ENSPTRG00000004146	28.084151691	26.121961895	14.06574
ENSPTRG00000004148	3.78338	2.52283	2.9759
