sample_SRR8750645	sample_SRR8750677	sample_SRR8750709
ENSPTRG00000014977	0	0	0
ENSPTRG00000014978	0	0	0
ENSPTRG00000014980	12.3355	13.9106	14.431348
ENSPTRG00000014981	10.87376	11.96161	22.87856
ENSPTRG00000014982	2.68613	4.46399	28.3179
ENSPTRG00000014983	44.133558	26.98722	121.28478
ENSPTRG00000014984	3.064056	4.9324	9.611498
ENSPTRG00000014986	17.0242201927295	13.679036	32.304448
ENSPTRG00000014988	6.88393	6.76937	20.0569
ENSPTRG00000014989	1.529156	1.0136	4.11073
ENSPTRG00000014991	21.0108	21.3315	20.2451
ENSPTRG00000014992	0.0960615	0.1568676	0.0604596
ENSPTRG00000014993	7.6538	6.59042	6.74935
ENSPTRG00000014995	4.91654	3.646661	4.271485
ENSPTRG00000014996	1.41001	0.5638	1.89393
ENSPTRG00000014997	33.5486	33.6439	29.684037
ENSPTRG00000014998	1.1260069	0.229658	2.883325
ENSPTRG00000014999	0.554667	0.679446	2.36725
ENSPTRG00000015000	1.544307	0.501596	1.501217
ENSPTRG00000015001	66.7774	45.94084	38.5795
ENSPTRG00000015002	4.07277	2.85241	10.4256
ENSPTRG00000015004	25.65054	25.69431	12.681264
ENSPTRG00000015006	61.5847	66.615	66.3467
ENSPTRG00000015007	5.8125349037	5.00305052173	5.812302
ENSPTRG00000015009	22.2207	19.3997	26.4805
ENSPTRG00000015010	21.7678	17.6791	17.9025
ENSPTRG00000015011	152.216	154.771	129.355
ENSPTRG00000015014	0	0	0.0340026
ENSPTRG00000015015	0.765189	0.4033750331014	0.566236
ENSPTRG00000015018	3.83281	4.03368	8.11555
ENSPTRG00000015019	1.19556	2.07811	2.3321
ENSPTRG00000015022	6.663032	3.468302	7.17339
ENSPTRG00000015023	5.44861	6.1497	14.3425
ENSPTRG00000015024	119.900639	113.6539	172.36893
ENSPTRG00000015026	1.966056	1.1075245	1.3858226
ENSPTRG00000015027	10.5419	11.8769	13.1573
ENSPTRG00000015028	14.942184	15.44036	9.668114
ENSPTRG00000015029	11.8187	9.06577	14.1691
ENSPTRG00000015030	312.837	246.67	297.76
ENSPTRG00000015031	16.73007	8.10677	6.127288
ENSPTRG00000015033	0.333431	0.88424	0.712765
ENSPTRG00000015035	3.15636	4.02132	2.555
ENSPTRG00000015037	12.296057	6.945618	5.017519
ENSPTRG00000015038	6.881329	5.523602	7.54805
ENSPTRG00000015041	15.617227	11.130421	13.14852
ENSPTRG00000015043	0.784919	1.21037	0.783309
ENSPTRG00000015044	1.272678	0.743798	2.785309
ENSPTRG00000015045	10.936	10.1805	12.268191
ENSPTRG00000015046	3.082007	2.04644	1.01553
ENSPTRG00000015049	0.886924	0.2532475	0.0841819
ENSPTRG00000015051	58.8089	52.07898	50.03768
ENSPTRG00000015052	6.0194	3.58943	6.24624
ENSPTRG00000015053	12.4437	12.903757	15.966191
ENSPTRG00000015054	5.4321533392	3.3496102	10.313779
ENSPTRG00000015055	0	0.230132	0
ENSPTRG00000015056	10.2198	10.801714	14.02858
ENSPTRG00000015058	20.60128	17.541780004444	45.097436
ENSPTRG00000015059	56.38126	53.58455	56.65375
ENSPTRG00000015060	7.07818	5.23436	4.1076
ENSPTRG00000015061	2.99063	0.468242	0.696946
ENSPTRG00000015062	362.86182	370.537242	347.2048
ENSPTRG00000015064	0.824197	0.954156	0.752356
ENSPTRG00000015065	10.274	6.4573	14.5218
ENSPTRG00000015067	3.803099	4.840158	3.694774
ENSPTRG00000015070	39.5467	35.1751	23.8961
ENSPTRG00000015071	1.299647	0.87403	0.293504
ENSPTRG00000015072	57.998153	55.265608	16.03123
ENSPTRG00000015073	44.822488	46.203176	15.851399
ENSPTRG00000015074	2.87956	1.83772	2.14453
ENSPTRG00000015075	1.69704	1.17105	1.62178
ENSPTRG00000015076	49.0655	39.2044	31.7883
ENSPTRG00000015077	5.193417	2.592346	4.775914
ENSPTRG00000015078	43.5594	43.94404	34.33673
ENSPTRG00000015081	4.0019598	2.8466145	6.399531
ENSPTRG00000015082	1.16137581919	0.72988654422	0.62530594144
ENSPTRG00000015083	12.015283	11.5054761	9.785543
ENSPTRG00000015084	15.6848	15.2664	16.80603
ENSPTRG00000015085	47.91665	22.457977	38.94735
ENSPTRG00000015086	1.13671	0.843846	1.11061
ENSPTRG00000015088	17.0577	9.118	0.754812
ENSPTRG00000015091	7.11155	3.64261	9.1054
ENSPTRG00000015092	3.108905	1.967326	5.66454
ENSPTRG00000015094	8.943323	6.37061	8.89212
ENSPTRG00000015095	32.47827	30.233543	39.535889
ENSPTRG00000015096	88.763	89.7066	125.236
ENSPTRG00000015097	0.527469	0.746777	0.57388
ENSPTRG00000015098	2.78965	2.70492	13.837807
ENSPTRG00000015100	1.210463	1.655121	11.005773
ENSPTRG00000015101	3.1828594	3.93105	10.841049
ENSPTRG00000015102	13.4148	15.0926	8.50942
ENSPTRG00000015103	13.4309	8.41667	5.37234
ENSPTRG00000015104	0.813027	0.829425	0.128491
ENSPTRG00000015106	3.949822	4.12852	3.19697
ENSPTRG00000015108	12.837464	9.26542	17.42758
ENSPTRG00000015109	7.4292	4.714005	4.93372
ENSPTRG00000015111	2.6348479702922	1.236935	2.870679
ENSPTRG00000015117	2.0670167	2.6143145	3.070816
ENSPTRG00000015118	9.80899	7.76571	15.98424
ENSPTRG00000015119	7.06429	8.460398	7.31968
ENSPTRG00000015122	21.81768	19.65346	43.8095
ENSPTRG00000015123	0.192107	0	0
ENSPTRG00000015124	0.300365	0.245043	0
ENSPTRG00000015126	6.25313	5.44764	6.55631
ENSPTRG00000015127	0.562728	0.331835	0.35414
ENSPTRG00000015128	4.70085	2.73202	5.50535
ENSPTRG00000015129	9.15239	5.72179	6.44895
ENSPTRG00000015130	0	0.636111	0
ENSPTRG00000015132	5.59134	3.2593	5.71853
ENSPTRG00000015134	1.226637	0.64187	0.769361
ENSPTRG00000015139	15.50888	12.92097	5.82822
ENSPTRG00000015142	10.8825	9.94179	6.07857
ENSPTRG00000015147	0	0	0
ENSPTRG00000015148	0	0.102621	1.80266
ENSPTRG00000015149	116.72873	127.081061	846.7652
ENSPTRG00000015150	0	0	0
ENSPTRG00000015151	7.80582	8.07644	41.2814
ENSPTRG00000015153	6.553415227519	5.498471	14.59923
ENSPTRG00000015154	2.86921	4.21922	4.23562
ENSPTRG00000015157	64.9896	63.205	31.36327
ENSPTRG00000015158	2.35958	2.516673	2.308511
ENSPTRG00000015160	6.90216	5.809023	8.617585
ENSPTRG00000015161	22.0935	17.1889	28.12851
ENSPTRG00000015162	33.3137	29.9892	22.8345
ENSPTRG00000015163	0.926632	1.17663	0.779477
ENSPTRG00000015164	0	0.113951	0
ENSPTRG00000015165	29.47362	28.3534	27.45121
ENSPTRG00000015166	4.54298575936	1.59445	2.2776715
ENSPTRG00000015167	0.368915	0.0486006	0.1740206
ENSPTRG00000015168	8.69087	4.553821	8.2086175247
ENSPTRG00000015171	11.1484	10.667	4.34214
ENSPTRG00000015172	136.2705	101.5369	125.3408
ENSPTRG00000015174	6.03017	5.16039	4.2075
ENSPTRG00000015176	664.824	626.65	352.8517
ENSPTRG00000015177	3.69417	1.86015	4.83715
ENSPTRG00000015178	5.140028	4.69699	15.09538
ENSPTRG00000015179	2.309351	0.873905	3.08692959372
ENSPTRG00000015180	0	0.135318	0
ENSPTRG00000015182	46.55948	55.70009	64.7475
ENSPTRG00000015184	2.7632104376	2.14192	1.896526
ENSPTRG00000015186	0.115623	0.0943099	0.330873
ENSPTRG00000015187	22.481697606	18.63644	25.402314
ENSPTRG00000015188	41.277641	32.4243	39.41298
ENSPTRG00000015189	61.1013	44.9602	34.1335
ENSPTRG00000015190	0.738573	0.850076	2.311927
ENSPTRG00000015191	0.551059105	0.311163	0.718079143957
ENSPTRG00000015193	1.268315	0.96329	1.545664
ENSPTRG00000015195	0	0	0
ENSPTRG00000015196	0	0	0
ENSPTRG00000015197	0	0.228075	0
ENSPTRG00000015198	0.0344567	0.126031	0.09762028
ENSPTRG00000015199	0	0.356499	0
ENSPTRG00000015204	7.23743	4.25935	3.39172
ENSPTRG00000015205	1.39729	1.44922	0.955719
ENSPTRG00000015207	2.79936	1.68386252	2.02733544
ENSPTRG00000015210	25.2194	20.72555	21.4516
ENSPTRG00000015211	443.455	430.4354	106.988574
ENSPTRG00000015212	0.507949	0.316555	0.0375048
ENSPTRG00000015213	0.376244	0.890905	0.202181
ENSPTRG00000015214	0	0	0
ENSPTRG00000015215	0.0291422	0	0.0275028
ENSPTRG00000015217	118.171234	85.923128	54.02517
ENSPTRG00000015219	0	0.131606	0.799551
ENSPTRG00000015220	43.0436	34.3115	53.9291
ENSPTRG00000015221	16.95967	8.556207	12.1772
ENSPTRG00000015222	23.3113	12.0447	10.6236
ENSPTRG00000015223	0	0.160455121	0.2096085
ENSPTRG00000015224	14.90248	12.61086	12.15769
ENSPTRG00000015225	9.266716	7.39041	8.897983
ENSPTRG00000015226	9.15474	4.59717	6.5771
ENSPTRG00000015229	2.13325	1.14741	1.86666
ENSPTRG00000015232	6.9060000388186	4.182056	1.2089933
ENSPTRG00000015235	59.0329	58.7182	30.1312
ENSPTRG00000015236	9.70868	10.7874	5.49036
ENSPTRG00000015237	2.35062	0.710361	0.413756
ENSPTRG00000015239	12.1729	7.31882	4.26202
ENSPTRG00000015240	3.3029	3.950502	6.34421
ENSPTRG00000015241	0.399212	0.0814213	0.0662486
ENSPTRG00000015243	17.7828	3.71834	1.54113
ENSPTRG00000015244	15.5596	10.2104	9.34878
ENSPTRG00000015246	984.087	972.494	256.8991
ENSPTRG00000015247	44.5847	47.3749	30.8763
ENSPTRG00000015248	12.27215	6.90124	37.29898
ENSPTRG00000015250	0.25542	0.145086	0.0559684
ENSPTRG00000015251	6.49367	6.52745	15.04701
ENSPTRG00000015252	3.42435	2.90707	4.00205
ENSPTRG00000015253	4.23477	2.59239	6.90813
ENSPTRG00000015254	8.221457	6.156112	13.32127
ENSPTRG00000015255	33.47665	29.3338	34.60581
ENSPTRG00000015256	0.209378	0.0488453	0.73949
ENSPTRG00000015257	0.769727	0.923157	3.01732
ENSPTRG00000015258	0.65468275023	1.41027	5.0527840513
ENSPTRG00000015259	1.884703	1.449702	1.911717
ENSPTRG00000015262	9.24733	6.25981	2.989914
ENSPTRG00000015263	1.007693	0.547677	0.275486
ENSPTRG00000015264	11.91424	8.92108	13.76594
ENSPTRG00000015267	0.105138	0.017171	0.0396499
ENSPTRG00000015268	4.635211	1.972925	8.9225
ENSPTRG00000015269	6.848416	5.58629	6.8518
ENSPTRG00000015270	434.992	487.889	342.991
ENSPTRG00000015271	0.102176	0	0
ENSPTRG00000015272	7.2528	7.32870000866875	8.31761
ENSPTRG00000015273	5.21523	6.88188	4.97902
ENSPTRG00000015274	2.924438	2.989338	3.087815
ENSPTRG00000015276	0.119993	0.0890889	0.349241
ENSPTRG00000015277	1.3155	1.36558	2.39677
ENSPTRG00000015278	0.379493	0.470999	0.18611
ENSPTRG00000015279	11.883831	9.799045	39.3448
ENSPTRG00000015280	13.66157	12.86455	30.310394
ENSPTRG00000015281	12.49128	6.01135	5.1222
ENSPTRG00000015282	2.468631	2.637871	2.934437
ENSPTRG00000015284	12.58583881	11.54497885	4.49231
ENSPTRG00000015285	1.08704	1.02831	1.4342
ENSPTRG00000015288	5.1569447	6.76155	6.439032
ENSPTRG00000015289	0.264321	0.0540114	0
ENSPTRG00000015290	2.41122	3.31796	0.917779
ENSPTRG00000015292	81.91066	81.8862	52.7017
ENSPTRG00000015293	15.089967	13.270169	19.25923
ENSPTRG00000015294	12.77175	8.12956	42.1198
ENSPTRG00000015295	6.227677	4.06786	13.436391
ENSPTRG00000015296	4.86651	4.302204	4.8209
ENSPTRG00000015297	3.084037	2.90402	10.01208
ENSPTRG00000015298	5.56503	4.65963	11.04417
ENSPTRG00000015299	8.900181	9.094427	7.42096
ENSPTRG00000015301	1.38764	1.384459	0.834407
ENSPTRG00000015302	1.83195	2.381111	4.246377
ENSPTRG00000015303	5.36153	3.90101	3.509
ENSPTRG00000015304	24.80402	21.06442	31.7901
ENSPTRG00000015307	2.4490109	3.01305300030049	15.3402075
ENSPTRG00000015308	7.03395244427	4.48734	5.89176
ENSPTRG00000015309	1.22279	1.0105	0.825003
ENSPTRG00000015311	8.902461	4.8996624	6.41777
ENSPTRG00000015312	17.84603	10.09496	8.80915
ENSPTRG00000015313	15.40322	16.89515	22.47633
ENSPTRG00000015314	0.0620348	0.202529	0.117565
ENSPTRG00000015315	1.01537	0.886968	2.40514
ENSPTRG00000015317	1.13117	1.22449	0.594773
ENSPTRG00000015318	6.25534	4.94838	11.7109
ENSPTRG00000015320	27.7731	17.4767	21.6578
ENSPTRG00000015321	6.23929	6.97805	10.6476
ENSPTRG00000015326	0.221019	0.167499	0.182389
ENSPTRG00000015327	32.797989	32.28541	15.559373
ENSPTRG00000015329	17.956604	16.406595	20.955604
ENSPTRG00000015330	5.15636	1.1651	0.69663
ENSPTRG00000015332	5.59612	3.456384	8.20716
ENSPTRG00000015334	0.321329	0.172715	0.17364524
ENSPTRG00000015335	0.372337	0.175115	0.434051
ENSPTRG00000015337	0	0	0
ENSPTRG00000015338	9.06201	7.70275	7.53268
ENSPTRG00000015340	102.08308	93.36616	60.25808
ENSPTRG00000015341	10.8022	7.64474	5.4889
ENSPTRG00000015344	19.112846	14.8969	17.1733
ENSPTRG00000015345	3.0381	3.25594	5.5794
ENSPTRG00000015346	174.942	157.3894	79.6764
ENSPTRG00000015347	39.6258	24.037	26.1479
ENSPTRG00000015348	14.77832	15.53769	18.85486
ENSPTRG00000015350	0.821408	0.71848	1.26679
ENSPTRG00000015351	36.976452	33.2081	46.0062
ENSPTRG00000015352	35.72486	29.16025	29.44216
ENSPTRG00000015353	12.65206	13.133082	15.910528
ENSPTRG00000015355	0.212355	0.390141	2.25388
ENSPTRG00000015356	0	0.263571	0
ENSPTRG00000015358	110.421	118.691717	104.88
ENSPTRG00000015359	250.21164	225.98233	354.7945
ENSPTRG00000015362	22.23563	13.57916	16.24816
ENSPTRG00000015363	3.07735	2.891793	0.959935
ENSPTRG00000015366	2.18583	2.86404	0.490284
ENSPTRG00000015367	19.96973	24.00644	14.35411
ENSPTRG00000015369	233.41064	192.054203	250.02577
ENSPTRG00000015370	43.4213	49.7333	44.3134
ENSPTRG00000015372	48.9512	46.115	30.1626
ENSPTRG00000015374	183.765	139.685	208.471
ENSPTRG00000015376	7.67106	2.36643	0.915583
ENSPTRG00000015377	20.98309	12.9405	17.2156
ENSPTRG00000015378	12.947548562117	8.04546100855517	9.029209935695
ENSPTRG00000015379	0	0	0
ENSPTRG00000015380	0	0	0
ENSPTRG00000015381	4.46715	4.87539	11.4654
ENSPTRG00000015382	10.04792	7.10679	13.85816
ENSPTRG00000015383	32.4972	217.025	7.80768
ENSPTRG00000015386	0	0.01003614824	0
ENSPTRG00000015388	7.37647	5.48756	7.33534
ENSPTRG00000015390	57.54247	52.991808	27.35822
ENSPTRG00000015391	2.693828	1.984152	6.71825
ENSPTRG00000015392	13.842175	6.16889	3.744055
ENSPTRG00000015396	36.62958	31.36847	23.55553
ENSPTRG00000015399	0.2732026	0.0875889	1.793586
ENSPTRG00000015401	6.02423	4.95085	6.43671
ENSPTRG00000015402	10.6988	7.71009	13.1326
ENSPTRG00000015404	27.7124	24.1716	15.74125
ENSPTRG00000015405	11.73859	6.551243	6.381241
ENSPTRG00000015406	0	0.274836	0
ENSPTRG00000015409	28.56625	29.83974	38.83402
ENSPTRG00000015410	5.84019	4.48694	9.61956
ENSPTRG00000015412	169.675	229.003	1386.24
ENSPTRG00000015413	35.342	36.0462	32.9146
ENSPTRG00000015418	0.161128	0.0751848	0.67292
ENSPTRG00000015419	2.62288	2.50713	2.53016
ENSPTRG00000015421	3.01307	5.3831105	15.71656
ENSPTRG00000015423	47.3344	50.8085	37.4873
ENSPTRG00000015424	7.590195	8.15071	7.776371
ENSPTRG00000015426	2.444061	1.618124739	1.791049
ENSPTRG00000015427	8.68936	6.81962	7.31464
ENSPTRG00000015429	3.34747	3.41621	5.72518
ENSPTRG00000015430	6.18005	5.86597	6.17888
ENSPTRG00000015431	20.94479	15.898636	33.60724
ENSPTRG00000015432	7.86331	6.35461	11.41806
ENSPTRG00000015434	13.003279	15.52186	12.53322
ENSPTRG00000015436	0.0187671	0.13793	0.0884439
ENSPTRG00000015438	1.22712	0.660009	0.578626
ENSPTRG00000015439	0.624687211	1.110811	1.034582
ENSPTRG00000015440	0.0584509	0	0
ENSPTRG00000015441	6.23399	5.43207	7.76458
ENSPTRG00000015442	13.294111	9.790611	7.658554
ENSPTRG00000015444	11.51613	5.04455535	1.82849
ENSPTRG00000015445	52.8099	51.825	22.7979
ENSPTRG00000015446	5.50734	4.54254	4.16796
ENSPTRG00000015448	8.39557	10.43949	6.302516
ENSPTRG00000015449	11.37253	12.07361	10.25584
ENSPTRG00000015452	13.6797	15.2881	8.38451
ENSPTRG00000015455	0	0	0
ENSPTRG00000015458	28.59355	31.41764	20.567816
ENSPTRG00000015459	31.109909	28.932544	28.267502
ENSPTRG00000015460	0	0	0
ENSPTRG00000015461	105.049	44.3563	28.80778
ENSPTRG00000015462	14.597675	10.80908	5.482810764737
ENSPTRG00000015463	3.99765	2.18541141742	3.05313
ENSPTRG00000015465	0.0710789	0	0
ENSPTRG00000015467	45.013	26.03719	35.50429
ENSPTRG00000015468	1.50125	1.30929	1.57876
ENSPTRG00000015469	7.94868000082496	6.60902	5.195411
ENSPTRG00000015472	4.64191	3.10022	2.9271
ENSPTRG00000015476	68.7261	52.8945	47.2639
ENSPTRG00000015479	5.415724	7.226337	7.949608
ENSPTRG00000015480	2.70894	1.68235	4.6856
ENSPTRG00000015482	3.71591	1.8202261	5.64448
ENSPTRG00000015483	2.68748	2.744116	3.680107
ENSPTRG00000015484	0.737536	1.01757	0.287888
ENSPTRG00000015485	10.68078	5.674031	8.41165
ENSPTRG00000015486	4.135738	2.42626	0.57283
ENSPTRG00000015488	3.48211	2.13066	0.55229
ENSPTRG00000015489	22.78396	15.25447	17.18926
ENSPTRG00000015491	4.71319	4.32279	6.135827
ENSPTRG00000015492	4.17163	5.53632	8.347537
ENSPTRG00000015494	14.832339	7.26887	10.335014
ENSPTRG00000015497	20.15724	12.72901	8.37105
ENSPTRG00000015498	0.843561	0.733029	1.38925
ENSPTRG00000015499	29.817098	9.32813	25.756247
ENSPTRG00000015500	5.323456	8.81435	2.074654
ENSPTRG00000015503	0.194049	2.295561	0.184673
ENSPTRG00000015505	0.822773	1.51116	7.29956
ENSPTRG00000015507	0	0.042184	0.0978116
ENSPTRG00000015509	42.049983	39.657789	33.646328
ENSPTRG00000015511	18.87386	12.6479	12.90714
ENSPTRG00000015512	3.1218650432438	4.53989	6.814079
ENSPTRG00000015513	4.56507	6.69554	7.233509
ENSPTRG00000015515	0.795063	1.54972	2.05649
ENSPTRG00000015516	8.61732	5.72952	13.2947
ENSPTRG00000015517	0.0969145	0	0
ENSPTRG00000015519	6.67844	3.95738	5.39049
ENSPTRG00000015520	7.93195	5.90241	10.6257
ENSPTRG00000015521	34.4985	34.456	109.9272
ENSPTRG00000015524	172.5518	208.2001	127.4133
ENSPTRG00000015526	6.27921	5.528702	6.638966
ENSPTRG00000015527	106.1945	111.0849	135.9848
ENSPTRG00000015528	25.8063067222037	21.77279	28.6093
ENSPTRG00000015530	0.826742	0.562446	0.292749
ENSPTRG00000015532	7.66507	8.65796	5.72957
ENSPTRG00000015534	1.987799	0.972414	1.80774
ENSPTRG00000015535	0.117794	0	0
ENSPTRG00000015536	0	0.0403036	0
ENSPTRG00000015537	1.714012	3.508460039574	6.908491
ENSPTRG00000015539	0.916871	0.79234	0.180697
ENSPTRG00000015540	0.0571724	0.0466663	0.0541426
ENSPTRG00000015542	11.7841640177818	6.8924103745	15.06942
ENSPTRG00000015543	6.36566	4.15468	2.88957
ENSPTRG00000015546	7.47715	8.21118	7.15688
ENSPTRG00000015548	29.32183	19.788444	28.80774
ENSPTRG00000015549	2.31001	1.51611	0.330132
ENSPTRG00000015550	2.10481	0.94259186	0.340908
ENSPTRG00000015551	2.88038	6.148317	2.201207
ENSPTRG00000015553	14.57501	11.72885	8.660005
ENSPTRG00000015554	4.424	5.86878	4.41043
ENSPTRG00000015555	10.9194	10.3981	13.0673
ENSPTRG00000015558	7.89173	5.51447	4.50405
ENSPTRG00000015561	22.201	4.02635	6.32312
ENSPTRG00000015563	22.65778	6.250463	27.900269
ENSPTRG00000015565	1.62718	0.796928	0.462118
ENSPTRG00000015566	0	4.97872	3.45432
ENSPTRG00000015569	51.61447	31.29026	30.290518
ENSPTRG00000015570	17.79404	18.24636	19.968539
ENSPTRG00000015571	6.32091	5.73776	4.3848
ENSPTRG00000015572	3.11571	1.74253	0.983595
ENSPTRG00000015575	81.49892	68.21803	173.78795
ENSPTRG00000015576	1.22935	0.472492	0.844165
ENSPTRG00000015578	6.4928	4.25443	3.99764
ENSPTRG00000015579	2.69085	3.48069	7.4904
ENSPTRG00000015582	19.471997553	14.0927133099	17.2866
ENSPTRG00000015584	3.67476	2.83132	3.98543
ENSPTRG00000015586	22.618689	17.96657	17.61477
ENSPTRG00000015590	0.0176876	0.0288883	0.0500073
ENSPTRG00000015592	2.95233	2.71525	2.05086
ENSPTRG00000015593	7.28032	6.0707484	14.074068
ENSPTRG00000015595	3.42114	0.838875	0.277132
ENSPTRG00000015596	1.03189	0.423866	0.326202
ENSPTRG00000015597	5.31854	2.848526	2.024331
ENSPTRG00000015598	30.7979	26.3004	29.0139
ENSPTRG00000015599	161.37	152.788	91.649
ENSPTRG00000015600	14.862602646	13.493620000359	10.4116229
ENSPTRG00000015601	0.49618288181	0.588361	0.405146218966
ENSPTRG00000015604	1.98202	1.12562	0.570267
ENSPTRG00000015605	5.131894	3.071937	5.870348
ENSPTRG00000015606	2.751742	1.821986	2.560865
ENSPTRG00000015607	0.105855	0.432036	0.0500964
ENSPTRG00000015608	0.08036753	0	0.228981
ENSPTRG00000015610	0.128024	0.278744	0.040349
ENSPTRG00000015611	233.3646	213.8994	90.868
ENSPTRG00000015613	0.551678	0.270008	0.736247
ENSPTRG00000015614	3.1098033707	2.3484681516	8.4350460813388
ENSPTRG00000015615	10.7223	7.76676	5.485377
ENSPTRG00000015616	5.570456	2.9734	4.98173
ENSPTRG00000015617	21.06223	26.70515	207.0533
ENSPTRG00000015619	5.34349	4.659264	8.855094
ENSPTRG00000015621	3.03649	4.17891	4.3524
ENSPTRG00000015623	0.0871277	0.0569208	0.0656864
ENSPTRG00000015624	69.85904	74.61745	47.910811
ENSPTRG00000015626	1.03075000042712	1.851329	9.880676
ENSPTRG00000015628	0.222	0	0.214428
ENSPTRG00000015629	1.934128	1.628755	2.2254668
ENSPTRG00000015630	1.14299	0.32562	0.137703
ENSPTRG00000015631	1.629429	5.24285	31.738118
ENSPTRG00000015632	11.88484101	11.54825	8.29165014325166
ENSPTRG00000015634	0.935749	1.45244	3.160397
ENSPTRG00000015635	0	0.038642	0
ENSPTRG00000015638	0.718342	0.172484	2.11696
ENSPTRG00000015639	12.4218134	11.2739209	11.193057
ENSPTRG00000015641	9.18835	10.89728	8.43275
ENSPTRG00000015642	4.4532200354262	5.19426	4.99214
ENSPTRG00000015643	3.5100151	2.283245	2.337423
ENSPTRG00000015644	15.5276	11.6652	17.1422
ENSPTRG00000015645	11.3916	7.39885	14.8545
ENSPTRG00000015646	5.96498	4.65365	7.491472
ENSPTRG00000015648	43.7647	37.9681	31.0447
ENSPTRG00000015649	165.23386	158.179445	83.863357
ENSPTRG00000015650	4.558702	3.57189	4.49057
ENSPTRG00000015651	4.177133	3.961915	20.358059
ENSPTRG00000015652	22.94273	11.12399	14.38234
ENSPTRG00000015653	6.27179	2.68133	1.363095
ENSPTRG00000015656	68.39493	66.53264	52.60306
ENSPTRG00000015660	3.2198	2.10362	5.092613
ENSPTRG00000015661	9.65305	9.27975	10.572271
ENSPTRG00000015662	16.396046	14.358579	20.37484
ENSPTRG00000015663	1.0238	0.9076625	0.864756
ENSPTRG00000015665	7.76954	6.8654	3.598662
ENSPTRG00000015666	5.01425	2.36013	4.77163
ENSPTRG00000015667	0.612459	1.41974	1.51441
ENSPTRG00000015669	9.6323	5.93595	8.75339
ENSPTRG00000015670	8.34913	5.48668	9.28697
ENSPTRG00000015672	9.50496	12.7391	53.4945
ENSPTRG00000015673	61.1463	53.30585	58.19588
ENSPTRG00000015676	0	0	0
ENSPTRG00000015677	0	0.100274	0
ENSPTRG00000015678	0	0	0
ENSPTRG00000015679	18.2254	13.3548	13.9681
ENSPTRG00000015680	9.0492	6.324925	5.178942
ENSPTRG00000015681	22.30491	19.8314	31.38093
ENSPTRG00000015682	452.739544	444.935827	325.21806
ENSPTRG00000015683	44.1797	35.1942	31.5049
ENSPTRG00000015685	11.127162	6.19886	8.08195
ENSPTRG00000015687	100.000841	76.414914	20.295177
ENSPTRG00000015688	82.7982	86.0941	79.3494
ENSPTRG00000015689	103.10952	100.4325	83.7699
ENSPTRG00000015690	40.3626	36.2429	46.74276
ENSPTRG00000015691	41.5879	30.03314	17.87642
ENSPTRG00000015692	5.113337	3.661379	18.85023
ENSPTRG00000015694	0.203689	0.105868	0.28912
ENSPTRG00000015695	0.945745	0.920978	3.916934
ENSPTRG00000015696	2.20108	1.88386	2.19767
ENSPTRG00000015697	99.1171	76.8629	57.7264
ENSPTRG00000015698	20.485485	21.460704	14.336008
ENSPTRG00000015699	3.870669	3.124974	3.85378
ENSPTRG00000015700	95.129352	85.178958	153.309589
ENSPTRG00000015701	8.99553	9.28307	11.8569
ENSPTRG00000015702	0.258312	1.35846	0.676619
ENSPTRG00000015703	20.671	20.5319	22.76984
ENSPTRG00000015705	1.86696	1.371452	0.201671
ENSPTRG00000015707	53.09326	44.759192	57.33891
ENSPTRG00000015709	11.9401	9.42101	13.9643
ENSPTRG00000015710	11.76002101046	10.101348242	6.059
ENSPTRG00000015712	4.07168	2.758451	3.28184
ENSPTRG00000015713	21.2858	21.1324	22.0356
ENSPTRG00000015714	0	0	0
ENSPTRG00000015715	0	0.0968045	0
ENSPTRG00000015716	0	0	0
ENSPTRG00000015717	0	0.075651	0.328242
ENSPTRG00000015718	653.9326	531.25291	164.2883
ENSPTRG00000015719	5.7451	6.12474	11.56435
ENSPTRG00000015720	0.422359	0.673248	0.331089
ENSPTRG00000015722	4.07505	6.9914	9.80638
ENSPTRG00000015723	106.49	78.9132	152.834
ENSPTRG00000015724	5.24775	4.65726	0.769353
ENSPTRG00000015725	5.343539	5.204446	9.929278
ENSPTRG00000015728	26.1403	11.35956	43.8194
ENSPTRG00000015730	1.17772	0.73243	0.955852
ENSPTRG00000015732	0.350836	0.286261	0.0833751
ENSPTRG00000015733	0.069969	0.111287	0.1990975
ENSPTRG00000015736	6.70119	2.94335	11.42454
ENSPTRG00000015738	0.816654	0.838918	0.820154
ENSPTRG00000015739	0.41293	0.509584	0.407794
ENSPTRG00000015740	2.66006	1.676346	2.284458
ENSPTRG00000015744	9.89121	6.50296	6.88489
ENSPTRG00000015745	9.582149	12.646049	20.707548
ENSPTRG00000015748	9.16913	9.1134	7.73113
ENSPTRG00000015749	0.37879	0.920706	0.515123
ENSPTRG00000015750	5.668542	5.278649597692	4.682383
ENSPTRG00000015752	23.304200016327	21.4709563270375	17.188632
ENSPTRG00000015755	0.0329936	0	0
ENSPTRG00000015757	7.710669	5.074558	11.04384
ENSPTRG00000015759	3.294195	1.96893	3.150015
ENSPTRG00000015760	11.8249	10.9379	12.31509
ENSPTRG00000015761	12.38808	13.29784	15.72208
ENSPTRG00000015762	8.88706	5.92467	9.83217
ENSPTRG00000015773	19.4295	10.6434	9.55065
ENSPTRG00000015774	0.29995	0.428362	0.3774497
