sample_SRR3879744	sample_SRR3879745	sample_SRR3879746
ENSCHIG00000009620	0	0	0.603003
ENSCHIG00000009621	18.18185	16.63545	18.8559
ENSCHIG00000009622	0.981596	1.94339	2.17212
ENSCHIG00000009623	4.37105	6.49088	5.24216
ENSCHIG00000009624	0.236927	0.299563	0.347912
ENSCHIG00000009625	14.8314	16.7565	14.4755
ENSCHIG00000009626	0	0	0
ENSCHIG00000009627	5.81475	7.73961	6.9067
ENSCHIG00000009628	0	0	0
ENSCHIG00000009629	12.44911	16.76921	17.58789
ENSCHIG00000009630	4.542206	7.14733	5.74238
ENSCHIG00000009631	10.02905	8.78325	8.86038
ENSCHIG00000009632	8.07211	16.8016	4.29389
ENSCHIG00000009633	0	0	0.0580304
ENSCHIG00000009634	0.04793	0	0.0648824
ENSCHIG00000009635	4.57684	4.442285	3.517375
ENSCHIG00000009636	0	0	0
ENSCHIG00000009637	26.0871	36.2757	32.5894
ENSCHIG00000009638	10.2035	14.535	13.6322
ENSCHIG00000009639	0.209547	0.209688	0.54778
ENSCHIG00000009640	41.8931	41.1268	46.7109
ENSCHIG00000009641	2.72016	0	0
ENSCHIG00000009642	0.699099	4.769682	1.54919
ENSCHIG00000009643	0.41138	0.353992	0.366709
ENSCHIG00000009644	13.87813	15.56576	20.48708
ENSCHIG00000009645	1.69031	0	1.79685
ENSCHIG00000009646	4.94557	6.16706	6.24692
ENSCHIG00000009647	4.11645	4.60563	3.68049
ENSCHIG00000009648	9.067061	8.58379885	10.612395984
ENSCHIG00000009649	0	0	0.136519
ENSCHIG00000009651	0	0.0149658	0.0286055
ENSCHIG00000009652	9.90104	8.39974	10.3983
ENSCHIG00000009653	3.37684	3.98355	4.18936
ENSCHIG00000009654	0	0	0
ENSCHIG00000009655	0	0	0
ENSCHIG00000009656	0.91722	0.601238	0.792754
ENSCHIG00000009657	1.821207	1.970953	2.43179
ENSCHIG00000009658	10.0967	10.7196	9.20933
ENSCHIG00000009659	793.29	656.368	676.834
ENSCHIG00000009660	1.580867	1.793398	2.036429
ENSCHIG00000009661	0	0	0
ENSCHIG00000009662	0.0551955	0.0628314	0
ENSCHIG00000009663	5.83706	3.03161	3.52286
ENSCHIG00000009664	4.091899	6.91178	7.0084673
ENSCHIG00000009665	173.528	120.223	194.453
ENSCHIG00000009666	0.193949	0.267631	0.485909
ENSCHIG00000009667	6.05901	7.21884	6.75722
ENSCHIG00000009668	0	0	0
ENSCHIG00000009669	0.985154	1.52181	1.20041
ENSCHIG00000009670	0.293091	0.0609802	0.0788282
ENSCHIG00000009671	0	0.156735	0
ENSCHIG00000009672	3.70893	3.50670000011004	4.60158000325104
ENSCHIG00000009673	0.207211	0.962324	0
ENSCHIG00000009674	3.67111	3.18915	4.29327
ENSCHIG00000009675	20.9446	9.15362	15.6522
ENSCHIG00000009676	10.2933	16.7088	10.3529
ENSCHIG00000009677	3.93623	4.53435	3.43144
ENSCHIG00000009678	0.024071753	0.026247703	0.0585148
ENSCHIG00000009679	0	0	0
ENSCHIG00000009680	11.1891	14.6513	12.6048
ENSCHIG00000009681	4.02078715383	4.22867446747339	6.259167
ENSCHIG00000009682	0	0	0.128704
ENSCHIG00000009683	28.6863	29.7333	31.641
ENSCHIG00000009684	0	1.65167	0
ENSCHIG00000009685	58.3834	51.6387	53.2751
ENSCHIG00000009686	2.06755	0.609905	0.806132
ENSCHIG00000009687	0	0.0487466	0.0628108
ENSCHIG00000009688	0	0	0
ENSCHIG00000009689	16.05692	25.36404	21.42865
ENSCHIG00000009690	6.34596	7.73809	7.0245
ENSCHIG00000009691	9.63489	2.75866	1.79601
ENSCHIG00000009692	0	0	0
ENSCHIG00000009693	261.46422	254.92413	224.33075
ENSCHIG00000009694	0.929853	2.28685	1.62176
ENSCHIG00000009695	0	0	0
ENSCHIG00000009696	1.76802	2.80043000281236	1.8345400146599
ENSCHIG00000009697	13.69218	19.20339	19.40835
ENSCHIG00000009698	19.1364	18.9649	21.0233
ENSCHIG00000009699	571.774	342.104	449.824
ENSCHIG00000009700	15.10878	16.952632	19.87535
ENSCHIG00000009701	0	0.0520253	0.0670952
ENSCHIG00000009702	0.668701	0.644431	0.304717
ENSCHIG00000009703	11.587951	12.072224	27.52072
ENSCHIG00000009704	0.529752	1.23143	0.997199
ENSCHIG00000009705	0	0	0
ENSCHIG00000009706	8.03527	9.960389	9.400889
ENSCHIG00000009707	6.65448	4.96121	5.34669
ENSCHIG00000009709	6.566567	9.428591	10.675474
ENSCHIG00000009710	7.83971	11.7416	10.0629
ENSCHIG00000009711	0.577149	0.649686	0.880679
ENSCHIG00000009712	4.76364	2.17748	3.11996
ENSCHIG00000009713	6.6194	5.90713	6.25389
ENSCHIG00000009714	2.1237	3.01768	2.02231
ENSCHIG00000009715	31.485838	47.151962	34.007072
ENSCHIG00000009716	16.733	16.2376	18.5725
ENSCHIG00000009717	0	0	0
ENSCHIG00000009718	0.415239	0.727743	0.407291
ENSCHIG00000009719	0.494776	0.305999	0.390748
ENSCHIG00000009720	14.8352	16.0145	13.9557
ENSCHIG00000009721	29.4429	37.1235	39.2832
ENSCHIG00000009722	0.120261	0.16997	0.109018
ENSCHIG00000009723	3.438265	4.297769	4.41004
ENSCHIG00000009724	0	0	0
ENSCHIG00000009725	4.60732	5.164176	8.15731
ENSCHIG00000009726	0.0827912	0	0.128264
ENSCHIG00000009727	92.2303	83.7628	83.8458
ENSCHIG00000009728	61.1483	75.7059	63.6688
ENSCHIG00000009729	0.135193	0.0474386	0.122219
ENSCHIG00000009730	0.929409	1.76282	1.42336
ENSCHIG00000009731	25.9578	30.5424	21.4816
ENSCHIG00000009732	0	0	0.218081
ENSCHIG00000009733	0	0	0
ENSCHIG00000009734	0	0	0.201533
ENSCHIG00000009735	19.22763	20.9728	22.31453
ENSCHIG00000009736	1.8541	1.25831	3.63343
ENSCHIG00000009737	19.351677	16.597149	16.477373
ENSCHIG00000009738	0	0.010538	0
ENSCHIG00000009739	7.80842	9.573724	9.780035
ENSCHIG00000009740	154.846	159.815	121.351
ENSCHIG00000009741	1.573707	1.343018	1.324415
ENSCHIG00000009742	3.37674	3.75007	4.73773
ENSCHIG00000009743	1.06176	3.17545	0.636358
ENSCHIG00000009744	15.7773	15.5549	13.6305
ENSCHIG00000009745	746.359	610.878	570.412
ENSCHIG00000009746	0	0	0
ENSCHIG00000009747	104.641	89.4865	93.5777
ENSCHIG00000009748	89.1815900025097	90.83331	83.77613051667
ENSCHIG00000009749	0.0498344	0	0.134765
ENSCHIG00000009750	0.955421	1.06816	1.41224
ENSCHIG00000009751	7.47126	17.2263	6.14684
ENSCHIG00000009752	1.68719	2.61972	2.66485
ENSCHIG00000009753	0.186509	0.451276	0.250274
ENSCHIG00000009754	1.19973	1.07991	1.88339
ENSCHIG00000009755	138.805	148.687	144.128
ENSCHIG00000009756	12.1428	14.245	12.8796
ENSCHIG00000009757	25.1632	33.9426	27.7625
ENSCHIG00000009758	16.1753	26.1096	17.4106
ENSCHIG00000009759	0	0.0509418	0.0326153
ENSCHIG00000009760	14403	15257.7	17131.1
ENSCHIG00000009761	9.41746	25.2024	36.4981
ENSCHIG00000009762	1.08493	2.05963	2.74751
ENSCHIG00000009763	0.0666749	0	0.0689515
ENSCHIG00000009764	0.0505033	0.211639	0.136519
ENSCHIG00000009765	19.1444	21.4442	23.0607
ENSCHIG00000009766	47.2707	35.7915	48.214
ENSCHIG00000009767	29.58575	36.681003	34.276096
ENSCHIG00000009768	6.89768	11.3667	10.6319
ENSCHIG00000009769	0.109728	0.0586697	0.15041
ENSCHIG00000009770	56.4147	42.5927	43.8636
ENSCHIG00000009771	6.17471	8.21453	6.1166
ENSCHIG00000009772	6.08741	6.46881	5.94624
ENSCHIG00000009773	0	0	0.0703822
ENSCHIG00000009774	810.053	577.968	612.166
ENSCHIG00000009775	30.409355	36.526827	34.0843822
ENSCHIG00000009776	4.47385	4.86402	7.62082
ENSCHIG00000009777	6.71131	5.42552	6.26917
ENSCHIG00000009778	13.215707	16.38269	15.4105
ENSCHIG00000009779	0.399282	0.277339	0.355489
ENSCHIG00000009780	24.7186	26.66244	26.560773
ENSCHIG00000009781	2.1805	3.72114	4.71974
ENSCHIG00000009782	4.63121	8.77016	6.46345
ENSCHIG00000009783	0.869887	0	1.03665
ENSCHIG00000009784	0.3368046	0.3465149	0.739328
ENSCHIG00000009785	2.51127	4.00973	3.86095
ENSCHIG00000009786	1.21599	1.71362	1.5984
ENSCHIG00000009787	155.664	156.68	137.984
ENSCHIG00000009788	0	0.0648055	0.0838692
ENSCHIG00000009789	0	0	0
ENSCHIG00000009790	0.426107	0.791751	1.22907
ENSCHIG00000009791	0	0	0
ENSCHIG00000009792	0	0.0877934	0
ENSCHIG00000009793	0.347015	0.397792	0.457618
ENSCHIG00000009794	0.0989869	0.051879	0.0672399
ENSCHIG00000009795	3.6733	4.77128	4.75334
ENSCHIG00000009796	1.3623	1.16539	1.16425
ENSCHIG00000009797	0.0485484	0.0509543	0
ENSCHIG00000009798	0	0.0788268	0
ENSCHIG00000009799	14.421608	14.1367848	14.010252
ENSCHIG00000009800	36.9306	44.3862	42.7011
ENSCHIG00000009801	0.133202	0.115415	0.15399
ENSCHIG00000009802	251.9014815	152.257	177.6428911
ENSCHIG00000009803	5.42347	4.44744	4.99921
ENSCHIG00000009804	15.10257	15.43187	17.6586
ENSCHIG00000009805	1.515239	3.85924	3.9792
ENSCHIG00000009807	11.2521	11.8539	13.5636
ENSCHIG00000009808	5.105781	5.776227	6.363973
ENSCHIG00000009809	1.61274	2.58482	1.99249
ENSCHIG00000009810	0.4372947	0.6255148	0.5438792
ENSCHIG00000009811	11.2417	16.7106	12.4825
ENSCHIG00000009812	87.56576957	113.8474	105.6222
ENSCHIG00000009813	3.11636	3.03596	4.50171
ENSCHIG00000009814	1.040896	1.033466	1.454497
ENSCHIG00000009815	59.0258	46.9914	56.0299
ENSCHIG00000009816	20.7519	17.1768	20.1881
ENSCHIG00000009817	0	0	0.0668104
ENSCHIG00000009818	0	0	0
ENSCHIG00000009819	27.53167	46.26565	30.954759
ENSCHIG00000009820	0.649037	0.584959	1.00497
ENSCHIG00000009821	8.26234	7.825	6.63413
ENSCHIG00000009822	6.91222	6.17362	10.0199
ENSCHIG00000009823	17.8514	16.3583	17.4794
ENSCHIG00000009824	9.59275	7.94185	9.28746
ENSCHIG00000009825	6.77702	14.0065	7.39889
ENSCHIG00000009826	0	0	0.343919
ENSCHIG00000009827	0	0	0
ENSCHIG00000009828	95.8644	79.7549	82.9913
ENSCHIG00000009829	46.0216	48.7146	43.954
ENSCHIG00000009830	9.63779	11.54274	13.54768
ENSCHIG00000009831	15.0579	22.6559	19.3169
ENSCHIG00000009832	0.026801402892	0.16515576092	0.185805
ENSCHIG00000009833	0	0	0
ENSCHIG00000009834	3.45558	2.60659	5.19825
ENSCHIG00000009835	11.236493	9.478089	8.69728
ENSCHIG00000009836	30.69139	33.27776	36.99026111
ENSCHIG00000009837	77.949533	69.895102	70.0176
ENSCHIG00000009838	0	0	0.118467
ENSCHIG00000009839	8.910621	5.954216381	13.165469
ENSCHIG00000009840	0.697123	0.655539	0.0985885
ENSCHIG00000009841	0.00257695	4.47441e-09	1.45021
ENSCHIG00000009842	24.1843	30.8451	28.5422
ENSCHIG00000009843	0	0.441883	0.235153
ENSCHIG00000009844	12.1219	13.8806	13.8309
ENSCHIG00000009845	0.162086	0.099428	0.0318239
ENSCHIG00000009846	0	0	0
ENSCHIG00000009847	50.0971	51.643	52.7324
ENSCHIG00000009848	0	0	0
ENSCHIG00000009849	23.9497	30.4358	27.7729
ENSCHIG00000009850	0	0.119546	0
ENSCHIG00000009851	0.0934875	0.442203	0.126632
ENSCHIG00000009852	9.18521	7.46666	9.16132
ENSCHIG00000009853	0	0	0
ENSCHIG00000009854	3.99584	6.26145	4.85486
ENSCHIG00000009855	0	0	0.0670952
ENSCHIG00000009856	5.52995	8.76354	8.15761
ENSCHIG00000009857	101.561	103.881	89.3398
ENSCHIG00000009858	8.80408	9.93572	11.4
ENSCHIG00000009859	8.67447	8.28244	9.50638
ENSCHIG00000009860	4.74298	7.5889	6.59449
ENSCHIG00000009861	0.0505033	0.0529098	0
ENSCHIG00000009862	9.03856	11.5623	9.40245
ENSCHIG00000009863	9.61234	14.5577	29.0718
ENSCHIG00000009864	5.10057	7.738	4.68046
ENSCHIG00000009865	0	0	0
ENSCHIG00000009867	0.602353	0.468345	0.405282
ENSCHIG00000009868	17.48995	25.72756	22.075245
ENSCHIG00000009869	6.1823	6.69227	7.59694
ENSCHIG00000009870	0.0207183	0.0194625	0.120191
ENSCHIG00000009871	10.66237	10.406059	12.7427
ENSCHIG00000009872	25.8705	28.6395	25.7455
ENSCHIG00000009873	3.711962	4.23928	5.0031043
ENSCHIG00000009874	346.902	327.361	311.448
ENSCHIG00000009875	3.37983	3.42768	3.85873
ENSCHIG00000009876	117.313	101.287	105.472
ENSCHIG00000009877	3.15905	3.54302	4.79109
ENSCHIG00000009878	9.340701	8.521151	9.28475
ENSCHIG00000009879	1.2246	0	0
ENSCHIG00000009880	86.6048065	91.1283459	81.557438
ENSCHIG00000009881	54.1132	50.4684	44.6593
ENSCHIG00000009882	12.6884	18.3259	13.0048
ENSCHIG00000009883	26.1157	22.2065	40.0204
ENSCHIG00000009884	4.29311	4.11168	6.21298
ENSCHIG00000009885	11.1966	15.1403	10.3526
ENSCHIG00000009886	6.88863	6.28075	6.12936
ENSCHIG00000009887	10.759497	11.6014	16.420781
ENSCHIG00000009888	274.682	328.147	281.659
ENSCHIG00000009889	6.831484	6.77884	6.00154
ENSCHIG00000009890	134.838	151.292	131.145
ENSCHIG00000009891	7.442242	7.152299	7.437432
ENSCHIG00000009892	570.199	442.601	553.822
ENSCHIG00000009893	1.7195	5.29094	4.25641
ENSCHIG00000009894	9.17335	16.274	9.36294
ENSCHIG00000009895	0.116728	0.304978	0.0786926
ENSCHIG00000009896	9.709111	14.21753	18.10938
ENSCHIG00000009897	0.0779859	0.0412691	0.106145
ENSCHIG00000009898	98.796	75.769	83.6296
ENSCHIG00000009899	16.91641	31.91938	24.5799
ENSCHIG00000009900	0.0249595	0.0391965	0.103593
ENSCHIG00000009901	24.8216	20.7283	19.8862
ENSCHIG00000009902	460.222	304.02	336.673
ENSCHIG00000009903	76.7614	115.037	126.566
ENSCHIG00000009904	18.8319	19.2964	17.8786
ENSCHIG00000009906	0.0121615	0.0131861	0.0504856
ENSCHIG00000009907	7.15704	8.75719	11.6628
ENSCHIG00000009908	0.134344	0.0472467	0.4535154
ENSCHIG00000009909	0.1272915	0.186466000037117	0.2305287
ENSCHIG00000009910	0	0	0
ENSCHIG00000009911	0.591498	0.783074	0.372664
ENSCHIG00000009912	1.411603674359	2.612071	1.599308
ENSCHIG00000009913	0.683557	1.80141	3.32594
ENSCHIG00000009914	1.140599	0.96606423	1.279987
ENSCHIG00000009915	1.97981	0.81245	0.704885
ENSCHIG00000009916	30.0747	27.3842	28.6128
ENSCHIG00000009917	29.5964	46.5145	34.6295
ENSCHIG00000009918	6.64783	7.88572	8.08117
ENSCHIG00000009919	0.950621	0.948603	0.514814
ENSCHIG00000009920	9.56976	9.64049	10.54741
ENSCHIG00000009921	2.4978	2.56621	1.86074
ENSCHIG00000009922	0.0890617	0	0.0604061
ENSCHIG00000009923	709.08	569.263	586.471
ENSCHIG00000009924	39.4522	45.2368	38.0634
ENSCHIG00000009925	0	0	0.167419
ENSCHIG00000009926	265.744	375.188	270.159
ENSCHIG00000009927	0.0224639	0.02413	0.030887
ENSCHIG00000009928	3.451	2.22727	5.68444
ENSCHIG00000009929	89.89881	122.59876	105.94704
ENSCHIG00000009930	0.0499079	0	0.0674788
ENSCHIG00000009931	63.7656	74.6813	55.9974
ENSCHIG00000009932	0	0	0
ENSCHIG00000009933	29.8132	19.4037	25.5061
ENSCHIG00000009934	7.36056	6.55552	8.25402
ENSCHIG00000009935	1.25578	1.37946	2.12231
ENSCHIG00000009936	67.4133	65.7164	62.7529
ENSCHIG00000009937	24.5841	33.3435	30.077
ENSCHIG00000009938	7.2775	6.48938	3.96959
ENSCHIG00000009939	1.26873	1.912322	2.407099
ENSCHIG00000009940	0.446736	0.597985	0.489326
ENSCHIG00000009941	42.5007	52.376	43.9624
ENSCHIG00000009943	127.4738	157.8879	115.9315
ENSCHIG00000009944	18.043	15.6222	19.1536
ENSCHIG00000009945	0	0	0
ENSCHIG00000009946	0.605015	0.305257	0.478841
ENSCHIG00000009947	169.669	213.818	185.957
ENSCHIG00000009948	0	0	0
ENSCHIG00000009949	0	0.279427	0
ENSCHIG00000009950	0.221859	0.44179	1.01131
ENSCHIG00000009951	67.057	50.7913	61.9324
ENSCHIG00000009952	3.152806	4.081976	4.386043
ENSCHIG00000009953	8.65753	12.0761	17.0439
ENSCHIG00000009954	1.46212	2.95325	1.60002
ENSCHIG00000009955	0	0	0.206809
ENSCHIG00000009956	0	0	0
ENSCHIG00000009957	7.4348	7.56162	10.369
ENSCHIG00000009958	3.984181	4.86607	5.49031
ENSCHIG00000009959	23.02142	31.34953	27.93864
ENSCHIG00000009960	18.33538	23.1068037531	22.012055
ENSCHIG00000009961	55.4525	114.113	151.782
ENSCHIG00000009962	0	0	0
ENSCHIG00000009963	0	0.10574	0.138133
ENSCHIG00000009964	0	0	0.100216
ENSCHIG00000009965	71.6105	78.7853	79.6858
ENSCHIG00000009966	2.721142	2.992712	2.799817
ENSCHIG00000009967	0.0585622	0.1803	0.162313
ENSCHIG00000009969	51.46614	44.53132	45.1278871176
ENSCHIG00000009970	3.62267	4.54187	7.41207
ENSCHIG00000009971	0	0	0
ENSCHIG00000009972	0.848151	1.66502	1.59282
ENSCHIG00000009973	1.29096	1.17075	1.80827
ENSCHIG00000009974	42.23155	61.12643	52.58213
ENSCHIG00000009975	3.48154	3.63927	4.29684
ENSCHIG00000009976	0	0.0522449	0
ENSCHIG00000009977	0	0	0
ENSCHIG00000009978	36.432	32.0676	33.7372
ENSCHIG00000009979	9.65395	10.1113	14.2284000009776
ENSCHIG00000009980	0	0.103615	0.133621
ENSCHIG00000009981	22.6038	26.9625	25.7
ENSCHIG00000009982	7.5505901	7.371365	9.541818
ENSCHIG00000009983	0	0	0
ENSCHIG00000009984	0	0.091549	0.547814
ENSCHIG00000009985	88.9391	61.8092	243.68
ENSCHIG00000009986	0	0	0
ENSCHIG00000009988	1.9018104	2.048194	2.666303
ENSCHIG00000009989	5.16079	4.68977	2.99434
ENSCHIG00000009990	6.15731	10.0877	10.1635
ENSCHIG00000009991	35.7528	40.2923	54.6473
ENSCHIG00000009992	0	0	0
ENSCHIG00000009993	142.874	94.9271	99.6435
ENSCHIG00000009994	0.0443558	0	0.0601751
ENSCHIG00000009995	15.257	2.56993	659.395
ENSCHIG00000009996	15.4268	13.6143	13.5317
ENSCHIG00000009997	13.793246	16.103672	18.122453
ENSCHIG00000009998	8.23171	10.1591	8.32832
ENSCHIG00000010000	16.0345	19.6024	29.0835
ENSCHIG00000010001	35.24221	37.4882700134999	34.53867
ENSCHIG00000010002	1.81539	1.66782	1.67334
ENSCHIG00000010003	2.55848	3.20557	4.59285
ENSCHIG00000010004	3.55808	4.14833	3.08953
ENSCHIG00000010005	2.38745	2.84033	2.21102
ENSCHIG00000010006	0	0	0
ENSCHIG00000010007	51.6966	54.0094	54.0454
ENSCHIG00000010008	0.189469	0.292836	0.152051
ENSCHIG00000010009	0	0	0
ENSCHIG00000010010	397.369	440.583	398.37
ENSCHIG00000010011	0	0	0
ENSCHIG00000010012	0	0	0.266922
ENSCHIG00000010013	6.32288	7.52797	8.62836
ENSCHIG00000010014	12.6198	17.8955	17.9533
ENSCHIG00000010015	3.55613	5.5595	4.4079
ENSCHIG00000010017	3.4601	5.19935	5.99925
ENSCHIG00000010018	51.8454	57.1671	55.3184
ENSCHIG00000010019	238.764	192.649	204.085
ENSCHIG00000010020	4.63416	8.43957	8.38546
ENSCHIG00000010021	13.1801	16.3185	21.27123
ENSCHIG00000010022	24.5501	23.1473	15.2459
ENSCHIG00000010023	16.39475	16.71562	21.50374
ENSCHIG00000010024	20.333524	25.334804	22.662033
ENSCHIG00000010025	8.1723	14.9095	10.7711
ENSCHIG00000010026	0.986462	0.845391	2.57553
ENSCHIG00000010027	1.02292	1.38884	4.04484
ENSCHIG00000010028	0	0	0
ENSCHIG00000010029	4.12207	4.4474	3.96623
ENSCHIG00000010030	2.01798	0	0
ENSCHIG00000010031	0.310784	0.381616	0.335803
ENSCHIG00000010032	0.167281	0	0.218766
ENSCHIG00000010033	1.093374	3.57789337	2.48747
ENSCHIG00000010034	19.1052	16.0451	20.2843
ENSCHIG00000010035	0	0	0.0679645
ENSCHIG00000010036	122.387	112.556	111.514
ENSCHIG00000010038	5.657322	5.65395	4.833426
ENSCHIG00000010039	0.611512	0.533661	0.757422
ENSCHIG00000010040	0	0.103615	0.133621
ENSCHIG00000010041	0	0	0
ENSCHIG00000010042	0.072502	0.0449942	0.114786
ENSCHIG00000010043	20.9409	22.2515	26.6887
ENSCHIG00000010044	21.50915	18.39765	22.12266
ENSCHIG00000010045	1.30535	2.36987	1.76655
ENSCHIG00000010046	93.9205	93.8388	79.5232
ENSCHIG00000010047	0	0	0
ENSCHIG00000010048	0.0945968	0.1612692	0.165063
ENSCHIG00000010049	42.2787	54.4894	44.2538
ENSCHIG00000010050	2.49707	0	0
ENSCHIG00000010051	6.264581	8.127628	7.347069
ENSCHIG00000010052	6.64472	7.89653	8.3113
ENSCHIG00000010053	16.0571	26.5338	13.5535
ENSCHIG00000010054	16.8526	17.5777	14.428
ENSCHIG00000010055	19.9414	18.3741	37.6128
ENSCHIG00000010056	0.740866	1.36188	2.54749
ENSCHIG00000010057	0.103401	0.16204848	0.270377
ENSCHIG00000010058	0.083308	0.593734	0.418629
ENSCHIG00000010059	36.9574	30.3264	28.2164
ENSCHIG00000010060	0	0	0.180794
ENSCHIG00000010061	3.8824	6.80145	6.41869
ENSCHIG00000010062	4.69017	9.30948	7.13313
ENSCHIG00000010063	8.39165	13.29539603	9.80363
ENSCHIG00000010064	2.89042	3.21214	4.68366
ENSCHIG00000010065	6.156256	8.520311	9.7601492
ENSCHIG00000010066	16.3792	17.9186	16.1315
ENSCHIG00000010067	0	0.0279439	0.035806
ENSCHIG00000010068	16.0811	22.4206	17.1023
ENSCHIG00000010069	22.875	18.2029	32.4444
ENSCHIG00000010070	434.851	344.769	322.494
ENSCHIG00000010071	4.18614	6.41331	5.72201
ENSCHIG00000010072	35.5727	35.2688	36.1478
ENSCHIG00000010073	0	0	0
ENSCHIG00000010074	63.661	59.3713	57.9436
ENSCHIG00000010075	0	0.0602603	3.38616
ENSCHIG00000010076	0	0.0223438	0.0285868
ENSCHIG00000010077	0.193429	0.194852	0.127049
ENSCHIG00000010078	21.92713	20.26468	20.40909
ENSCHIG00000010079	529.653	452.129	451.765
ENSCHIG00000010080	0.220911	0.093093	0.179838
ENSCHIG00000010081	8.28098	13.0705	7.60367
ENSCHIG00000010082	0	0	0
ENSCHIG00000010083	0	0	0.169689
ENSCHIG00000010084	6.44614	7.14409	9.08333
ENSCHIG00000010085	0.103722	0	0
ENSCHIG00000010086	13.58638	15.17792	20.846926
ENSCHIG00000010087	2673.68	2793.06	2795.24
ENSCHIG00000010088	17.4021	27.717482	25.8761
ENSCHIG00000010090	3.93519	4.80591	5.43237
ENSCHIG00000010091	0	0	0.0684457
ENSCHIG00000010092	3.53122	6.47411	6.17693
ENSCHIG00000010093	2.80845	3.9706	3.3928
ENSCHIG00000010094	17.1818	21.2759	17.536
ENSCHIG00000010095	1.16662	0	0
ENSCHIG00000010096	4.37987	5.24734	6.26264
ENSCHIG00000010097	0	0	0.136519
ENSCHIG00000010098	0	1.06922	4.2909
ENSCHIG00000010099	5.89616	13.3955	11.3837
ENSCHIG00000010100	0	0	0.0633162
ENSCHIG00000010101	1.3097	0.651175	2.12095
ENSCHIG00000010102	49.4118	43.3828	69.7708
ENSCHIG00000010103	14.5264	13.9975	15.4499
ENSCHIG00000010104	206.569	234.896	227.795
ENSCHIG00000010105	103.934	122.419	95.7983
ENSCHIG00000010106	0.0441661	0.0949161	0.0303705
ENSCHIG00000010108	9.13429	12.309147	12.16599
ENSCHIG00000010109	0.397619	0.366393	0.305185
ENSCHIG00000010110	1.26523	2.15056	2.86949
ENSCHIG00000010111	0.428288	0.627865	0.304442
ENSCHIG00000010112	0	0.146898	0
ENSCHIG00000010113	0.333633	0.401864	0.444513
ENSCHIG00000010114	6.31166	5.36022	6.14302
ENSCHIG00000010115	4.1438	5.12944	5.92385
ENSCHIG00000010116	29.2717	36.6495	25.9549
ENSCHIG00000010117	43.076	42.1287	44.1913
ENSCHIG00000010118	37.1057	30.0068	35.3642
ENSCHIG00000010119	0	0	0.164237
ENSCHIG00000010120	0.0502784	0	0
ENSCHIG00000010121	1.26303	1.51384	0.9498
ENSCHIG00000010122	7.81511	9.86402	8.06823
ENSCHIG00000010123	54.7114	31.7772	27.2674
ENSCHIG00000010124	365.2967	349.8673	387.7764
ENSCHIG00000010125	18.4982	17.344	19.7618
ENSCHIG00000010126	0	0	0
ENSCHIG00000010127	474.125	297.452	322.695
ENSCHIG00000010128	61.6783	63.3824	57.2394
ENSCHIG00000010129	0	0	0
ENSCHIG00000010130	101.141	127.645	112.866
ENSCHIG00000010131	0	0	0.200431
ENSCHIG00000010133	5.08599	5.02729	5.94681
ENSCHIG00000010134	20.6256	18.5815	17.5585
ENSCHIG00000010135	0	0	0
ENSCHIG00000010136	5.6047471	7.82796	3.5708869
ENSCHIG00000010137	5.18152	5.63398	5.75744
ENSCHIG00000010138	2.695866	2.84704	3.31887
ENSCHIG00000010139	4.81222	4.88241	5.07733
ENSCHIG00000010140	19.1241	27.5521	22.7517
ENSCHIG00000010141	0.0901284	0.14608	0
ENSCHIG00000010142	65.6839	56.7551	59.2776
ENSCHIG00000010143	10.71105	17.24223	20.20136
ENSCHIG00000010144	18.58552	14.7076	15.8362
ENSCHIG00000010145	0.530267	0.771651	0.0822686
ENSCHIG00000010146	0	0	0
ENSCHIG00000010147	0.780848	1.04672	0.741624
ENSCHIG00000010148	4.40925	4.49072	4.82498
ENSCHIG00000010149	0.896863	0	2.96673
ENSCHIG00000010150	0.0611003	0.0651563	0.125391
ENSCHIG00000010151	0.577612	0.606458	0.65151
ENSCHIG00000010152	0.0275659	0	0
ENSCHIG00000010153	2.15932	2.17095	2.29914
ENSCHIG00000010154	0.127539	0.15569	0.174889
ENSCHIG00000010155	73.91239	80.8001	85.3774
ENSCHIG00000010156	8.5005985	10.238626	10.069142
ENSCHIG00000010157	53.6959	26.9917	25.2543
ENSCHIG00000010158	18.495825	18.855345	21.951809
ENSCHIG00000010159	15.1823	25.6485	24.624
ENSCHIG00000010160	21.1379	19.6838	22.9786
ENSCHIG00000010161	0	0	5.55908
ENSCHIG00000010162	0.680039	0.653917	1.0894
ENSCHIG00000010163	3.2611979	4.259904	4.425575
ENSCHIG00000010164	27.072033	24.922962	26.12998
ENSCHIG00000010165	0.189929	0.425259	0.0920792
ENSCHIG00000010166	3.3823	6.02936	5.68762
ENSCHIG00000010167	6.7897	14.602	10.8297
ENSCHIG00000010168	0.14128	0.150968	0.0387125
ENSCHIG00000010169	33.771073	29.807984	33.1000640006586
ENSCHIG00000010170	11.3564	9.88564	11.1676
ENSCHIG00000010171	0	0.0179304	0.595732
ENSCHIG00000010172	0.313133	0.237811	0.291003
ENSCHIG00000010173	32.842	31.3128	29.4574
ENSCHIG00000010174	0	0	0
ENSCHIG00000010175	0.1813637	0.3390437	0.1354634
ENSCHIG00000010176	0.937611	1.3424061	1.4344
ENSCHIG00000010177	4.024578	6.24973	5.38247
