sample_SRR3879744	sample_SRR3879745	sample_SRR3879746
ENSCHIG00000014239	1.09796	1.03121	1.56464
ENSCHIG00000014240	45.78888	45.17547	43.28517
ENSCHIG00000014241	33.6917	31.1379	28.4663
ENSCHIG00000014242	5.01298	4.11333	4.38159
ENSCHIG00000014243	30.4998	35.2176	30.1058
ENSCHIG00000014244	1.64138	2.93629	4.05692
ENSCHIG00000014245	1.25781	1.3754	1.62417
ENSCHIG00000014246	17.6386	28.8	21.6222
ENSCHIG00000014247	9.091759	11.707977	13.084769
ENSCHIG00000014248	1.28623	1.42224	1.1379
ENSCHIG00000014249	20.80785	13.52948	15.41681
ENSCHIG00000014250	0	0	2.13972
ENSCHIG00000014251	4.64846	6.662021	6.587432
ENSCHIG00000014252	93.2457	85.6877	74.4381
ENSCHIG00000014253	0.804354	1.07023	1.3198
ENSCHIG00000014254	19.19345	17.02937	18.99367
ENSCHIG00000014255	86.2453	116.238	120.52
ENSCHIG00000014256	35.6461	36.3756	42.4801
ENSCHIG00000014257	482.611	564.561	465.845
ENSCHIG00000014258	0	0	0
ENSCHIG00000014259	13.1005	17.2082	13.0248
ENSCHIG00000014260	0.354423	0.714972	0.580138
ENSCHIG00000014261	13.993	18.9129	16.1074
ENSCHIG00000014262	15.4517	14.2407	12.7712
ENSCHIG00000014263	190.159	218.898	176.909
ENSCHIG00000014264	45.4948	55.8109	49.8907
ENSCHIG00000014265	1.60928	2.63547	2.81995
ENSCHIG00000014266	5.05161	7.32433	6.55417
ENSCHIG00000014267	0.180372	0.224501	0
ENSCHIG00000014268	5.00557	7.49742	6.21606
ENSCHIG00000014269	3.17757	4.568279	5.085014
ENSCHIG00000014270	1.80428	1.56415	0
ENSCHIG00000014271	0.269718	0.278157	0.901026
ENSCHIG00000014272	256.98	212.336368	202.65
ENSCHIG00000014273	39.6015	38.0029	29.9683
ENSCHIG00000014274	15.3399	19.2558	20.0224
ENSCHIG00000014275	60.3306	57.7805	59.5925
ENSCHIG00000014276	34.6579	48.2817	45.0167
ENSCHIG00000014277	23.2931	20.0808	19.4345
ENSCHIG00000014278	22.4549	21.9676	20.5757
ENSCHIG00000014279	1.91929	1.88062	2.57848
ENSCHIG00000014280	93.9056	151.957	94.5609
ENSCHIG00000014281	2.93984	3.42504	2.25906
ENSCHIG00000014282	0.04371	0.0469777	0.150305
ENSCHIG00000014283	0	0.0404657	0.0527843
ENSCHIG00000014284	6.262202	10.237515	9.229429
ENSCHIG00000014285	21.675753	31.244702	21.880137
ENSCHIG00000014286	0.0549974	0.1764269	0.0753853
ENSCHIG00000014287	0.0632141	0.130983	0.254318
ENSCHIG00000014288	0.682899	0.549206	0.870857
ENSCHIG00000014289	5.82926	5.14151	5.21398
ENSCHIG00000014290	2.86036	0.870949	3.868162
ENSCHIG00000014291	13.8627	20.7749	16.9923
ENSCHIG00000014292	1.22659	1.14402	1.24205
ENSCHIG00000014293	21.4415	23.5258	22.2082
ENSCHIG00000014294	20.79382	20.38608	20.72146
ENSCHIG00000014295	0	0	0.0331884
ENSCHIG00000014296	0	0	0.276266
ENSCHIG00000014297	10.8700200737236	13.600280557963	12.74298471541
ENSCHIG00000014298	4.44563	6.33546	5.29346
ENSCHIG00000014299	12.33276	15.97614	20.15727
ENSCHIG00000014300	33.0797	36.8445	33.2073
ENSCHIG00000014301	1.450733	0	0.750284
ENSCHIG00000014302	0.824319	1.87891	2.42088
ENSCHIG00000014303	38.0433	44.6446	42.8143
ENSCHIG00000014304	23.61935	29.53271	29.351631
ENSCHIG00000014305	9.528428	13.634446	12.318815
ENSCHIG00000014306	79.8517	83.5492	75.1659
ENSCHIG00000014307	4.48677	13.50519	8.53912
ENSCHIG00000014308	0.069693	0.0754426	0.0192664
ENSCHIG00000014309	6.305207	6.97242	7.26816
ENSCHIG00000014310	26.4366	27.1905	21.9356
ENSCHIG00000014311	23.684	23.7996	27.3834
ENSCHIG00000014312	2.8289	4.5315	5.55402
ENSCHIG00000014313	13.85582	15.02637	11.685118
ENSCHIG00000014314	0.639547	0	0.774296
ENSCHIG00000014315	0	0.0789027	0
ENSCHIG00000014316	25.8623	22.8785	23.1564
ENSCHIG00000014317	47.7116	60.5053	52.2661
ENSCHIG00000014318	24.2008	26.7483	27.4837
ENSCHIG00000014319	543.369	466.488	447.48
ENSCHIG00000014320	92.1705	117.54	106.578
ENSCHIG00000014321	1.00023	2.012754	1.947429
ENSCHIG00000014322	8.24875	8.65102	11.128403
ENSCHIG00000014323	1031.41	1391.4	431.757
ENSCHIG00000014324	15.31662	16.47456	14.2215
ENSCHIG00000014325	22.5975	26.0032	27.3479
ENSCHIG00000014326	16.2292	16.4177	15.5323
ENSCHIG00000014327	11.1814	12.0649	11.1111
ENSCHIG00000014328	2.623307	2.76127762	4.3023196101
ENSCHIG00000014329	31.2747	33.007619	35.52148
ENSCHIG00000014330	0.890972	0.2724136	0.435254
ENSCHIG00000014331	19.1967	15.1124	16.8248
ENSCHIG00000014332	9.4707	12.639	12.4813
ENSCHIG00000014333	6.28719	12.85432	13.64812168466
ENSCHIG00000014334	22.014	25.898	27.3995
ENSCHIG00000014335	0.2932	0.228188	0.219327
ENSCHIG00000014336	18.29645	27.39026	27.01032
ENSCHIG00000014337	0	0.144279	0.0262842
ENSCHIG00000014338	11.2151633	13.308978	13.681909
ENSCHIG00000014339	6.6865	10.1087	9.40784
ENSCHIG00000014340	50.4843	60.9663	53.0394
ENSCHIG00000014341	4.26502	4.13367	4.85044
ENSCHIG00000014342	1.1298409	1.170795	1.656923
ENSCHIG00000014343	41.1272	32.7735	34.6159
ENSCHIG00000014344	0.0189027	0.122221	0.156286
ENSCHIG00000014345	2.6535	3.74221	4.10554
ENSCHIG00000014346	0	0	0
ENSCHIG00000014347	0.581846	0.200723	0.953034
ENSCHIG00000014348	2190.62	1635.54	1766.42
ENSCHIG00000014349	35.46136	26.69396	35.141268
ENSCHIG00000014350	17.0089	25.6812	23.996
ENSCHIG00000014351	0.737387	0.24154	0.702418
ENSCHIG00000014352	1.4508103	2.110586	2.8589
ENSCHIG00000014353	9.24696	14.9761	15.6258
ENSCHIG00000014354	25.69191	22.40509	25.0345
ENSCHIG00000014355	3.953179	4.147594	3.345019761
ENSCHIG00000014356	2.84439	2.5662	2.21632
ENSCHIG00000014357	0.735203	0.624029	0.680107
ENSCHIG00000014358	5.22657	4.78981	4.88655
ENSCHIG00000014359	0.709465	0.441207	0.726763
ENSCHIG00000014360	4.19991	5.10506	5.89039
ENSCHIG00000014361	0	0	0
ENSCHIG00000014362	0.152805	0.181995	0
ENSCHIG00000014363	0	0	0.0703822
ENSCHIG00000014364	2.35612	2.58963	3.18839
ENSCHIG00000014365	8.94399	10.33786	11.08793
ENSCHIG00000014366	3.88557	5.72222	5.87578
ENSCHIG00000014367	28.5177	25.4399	26.274
ENSCHIG00000014368	106.725	104.592	94.2194
ENSCHIG00000014369	34.235	35.6013	33.5914
ENSCHIG00000014370	0.0500554	0	0
ENSCHIG00000014371	11.9742	13.5554	14.0528
ENSCHIG00000014372	0.402013	0.500602	0.582313
ENSCHIG00000014373	16.401056	26.06144	24.19321
ENSCHIG00000014374	3.7506582	4.119732	7.691293
ENSCHIG00000014375	0.311716	0.515892	0.241624
ENSCHIG00000014376	0.1479978	0.1352319	0.147296909876
ENSCHIG00000014377	1.464604	2.278768	2.130835
ENSCHIG00000014378	1.2842	1.18123	0.675604
ENSCHIG00000014379	0.132671	0.142556	0.182458
ENSCHIG00000014380	7.06252	7.80433	5.93716
ENSCHIG00000014381	35.717	30.92847	32.87687
ENSCHIG00000014382	8.08491	8.34557	7.86032
ENSCHIG00000014383	0	0	0
ENSCHIG00000014384	7.50213	11.6286	9.1892
ENSCHIG00000014385	38.7561	52.9949	45.8252
ENSCHIG00000014386	10.4488	7.31691	8.33678
ENSCHIG00000014387	479.723	509.439	667.364
ENSCHIG00000014388	0.0511905	0	0
ENSCHIG00000014389	1.3895987	1.46455	2.200634
ENSCHIG00000014390	0.065022	0	0.261357
ENSCHIG00000014391	32.47631	41.3442	30.61244
ENSCHIG00000014392	75.2177	61.5887	76.251
ENSCHIG00000014393	16.0043	18.4793	15.6548
ENSCHIG00000014394	3.050841	3.6903629	4.08145
ENSCHIG00000014395	50.2766	48.6329	59.3657
ENSCHIG00000014396	1.48086	2.93735	3.47045
ENSCHIG00000014397	126.118	96.0642	102.639
ENSCHIG00000014398	10.639107	14.0772	14.9329
ENSCHIG00000014399	21.3885	19.1055	21.0635
ENSCHIG00000014400	0.148867	0.152818	0.297504
ENSCHIG00000014401	0.428888	0	0.246785
ENSCHIG00000014402	0.530847	0.299511	0.298929
ENSCHIG00000014403	32.0627	26.9562	24.6975
ENSCHIG00000014404	1.540401	1.554004	2.510684
ENSCHIG00000014405	0.114288	0	0.445648
ENSCHIG00000014406	0.050055	0.0531264	0.48277
ENSCHIG00000014407	1.80979	2.80965	3.74222
ENSCHIG00000014408	0	0	0
ENSCHIG00000014409	15.8808	20.9037	17.8392
ENSCHIG00000014410	0	0	0
ENSCHIG00000014411	0	0	0
ENSCHIG00000014412	5.92291	8.50937	8.54033
ENSCHIG00000014413	10.0509	13.4252	10.4855
ENSCHIG00000014414	28.48332	31.7158	30.6379
ENSCHIG00000014415	7.43697	7.39284	6.93664
ENSCHIG00000014416	1.63468	1.54196	7.73084
ENSCHIG00000014417	0	0	0
ENSCHIG00000014418	1.326368	2.353398	1.92882
ENSCHIG00000014419	0.046551	0	0.0536152
ENSCHIG00000014420	26.4474	28.5664	24.46291
ENSCHIG00000014421	1.50273	1.9368	1.02469
ENSCHIG00000014422	11.9615	15.3067	12.9926
ENSCHIG00000014423	1.46732	1.38344	1.63968
ENSCHIG00000014424	0.536339	0.40932	0.725673
ENSCHIG00000014425	0	0	0
ENSCHIG00000014426	0	0	0
ENSCHIG00000014427	1.335228375	1.04849829	2.671478
ENSCHIG00000014428	9.17671	7.17084	10.7225
ENSCHIG00000014429	25.5804	28.8894	27.536
ENSCHIG00000014430	4.17528390544	5.0736640479302	5.787442
ENSCHIG00000014431	23.6075	22.5489	23.501
ENSCHIG00000014432	0.637393	0.886615	0.454104
ENSCHIG00000014433	24.829931	24.22676	29.19509
ENSCHIG00000014434	3.80409	6.51389	3.89166
ENSCHIG00000014435	184.34034	167.64823	167.56163
ENSCHIG00000014436	25.2622	26.9378	26.987
ENSCHIG00000014437	0.555549	0.653018	0.56379
ENSCHIG00000014438	4.73426	5.65587	4.55884
ENSCHIG00000014439	0	0	0
ENSCHIG00000014440	36.6136	48.7703	44.9344
ENSCHIG00000014441	0.0985857	0.212322	0.135782
ENSCHIG00000014442	17.3457	19.5171	18.2517
ENSCHIG00000014443	13.8367	16.4674	12.2935
ENSCHIG00000014444	1873.81	1597.23	2007.23
ENSCHIG00000014445	0.484496	0.653478	0.572391
ENSCHIG00000014446	21.9752	22.5723	24.5454
ENSCHIG00000014447	0.914896	1.53845	2.108343
ENSCHIG00000014448	9.0337	12.9308	12.2388
ENSCHIG00000014449	4.35569	3.2012	3.39863
ENSCHIG00000014450	22.5447	37.3517	30.3132
ENSCHIG00000014451	0.0507417	0.0962335	0.0701913
ENSCHIG00000014452	0.0176791	0.0940582	0.0247975
ENSCHIG00000014453	155.86507	133.7931	138.24179
ENSCHIG00000014454	2.80842	4.60397	3.72896
ENSCHIG00000014455	8.60568	11.6491	13.3425
ENSCHIG00000014456	17.519	17.5616	17.7781
ENSCHIG00000014457	23.1097	29.3925	31.7349
ENSCHIG00000014458	0	0.162196	0.0758063
ENSCHIG00000014459	61.8932	73.6486	56.198
ENSCHIG00000014460	15.110841	21.4621	17.3324
ENSCHIG00000014461	11.515869	14.751389	13.369514
ENSCHIG00000014462	0.5534721	1.34476600627	1.81909
ENSCHIG00000014463	3.905454	4.968669	6.438093
ENSCHIG00000014464	2.01465	3.518	3.38125
ENSCHIG00000014465	9.16535	14.6443	9.48153
ENSCHIG00000014466	8.681226	9.74445	9.96974
ENSCHIG00000014467	49.4564	46.128	44.3105
ENSCHIG00000014468	35.51914	32.28779	33.41937
ENSCHIG00000014469	0.0110108	0.035853	0
ENSCHIG00000014470	23.4113	19.4512	18.9564
ENSCHIG00000014471	10.9876	10.7782	11.5654
ENSCHIG00000014472	2.81099	3.16395	4.32398
ENSCHIG00000014473	124.116	112.473	105.077
ENSCHIG00000014474	53.8106	63.3771	50.8999
ENSCHIG00000014475	6.13668	6.95016	10.1121
ENSCHIG00000014476	1.29195	2.40042	2.71067
ENSCHIG00000014477	0.380245	0.663172	0.454418
ENSCHIG00000014478	0	0.0638032	0
ENSCHIG00000014479	0	0	0
ENSCHIG00000014480	0	0.136773	0.0885812
ENSCHIG00000014481	0	0.250277	0
ENSCHIG00000014482	3.84145	4.19106	5.03556
ENSCHIG00000014483	45.2329	41.89001	39.48244
ENSCHIG00000014484	0	0.434597	0.597957
ENSCHIG00000014485	11.7374	18.651	14.184
ENSCHIG00000014486	15.1873	20.2393	18.0701
ENSCHIG00000014487	43.746788	48.904039	47.79187
ENSCHIG00000014488	58.0782	57.9676	43.5119
ENSCHIG00000014489	0	0.0956102	0.061588
ENSCHIG00000014490	12.073506	16.4077436	18.39096
ENSCHIG00000014491	10.4838	15.5443	17.3588
ENSCHIG00000014492	6.16847	9.51847	10.4056
ENSCHIG00000014493	0.0608259	0	0.166451
ENSCHIG00000014494	0	0	0
ENSCHIG00000014495	4.01254	5.94358	5.78645
ENSCHIG00000014496	1491.29	1443.22	1308.48
ENSCHIG00000014497	1.7547724	1.847238	2.520313
ENSCHIG00000014498	0.0233467	0	0.0390003
ENSCHIG00000014499	44.22754	64.9933	56.039
ENSCHIG00000014500	14.6573	16.5098	16.8178
ENSCHIG00000014501	0	0	0.247648
ENSCHIG00000014502	0	0	0
ENSCHIG00000014503	6.3256	6.70697	9.53548
ENSCHIG00000014504	1.16411	1.768850467303	1.63578
ENSCHIG00000014505	0	0.0433818	0
ENSCHIG00000014506	1.61452	2.0728	1.77107
ENSCHIG00000014507	0	0.0331010122158	0
ENSCHIG00000014508	0.0348945	0.185333	0
ENSCHIG00000014509	17.39297	16.99183	16.22353
ENSCHIG00000014510	2.88508	4.29731	5.28155
ENSCHIG00000014511	1.06176	0	0
ENSCHIG00000014512	53.0134	57.5448	52.0919
ENSCHIG00000014513	2.110254	2.911357	3.065877
ENSCHIG00000014514	3.821268	3.342566	3.000983
ENSCHIG00000014515	0.509226	0.680054	0.545028
ENSCHIG00000014516	32.052	27.5537	34.2243
ENSCHIG00000014517	1.18384	1.18905	2.08994
ENSCHIG00000014518	8.07988	9.79302	10.9492
ENSCHIG00000014519	1.27505	1.16824	0.66341
ENSCHIG00000014520	10.2076	9.10299	10.2128
ENSCHIG00000014521	12.6616	19.3835	17.9152
ENSCHIG00000014522	0	0	0
ENSCHIG00000014523	207.03	192.584	156.817
ENSCHIG00000014524	0.285782	0	0.29843
ENSCHIG00000014525	25.9044	32.3524	30.1166
ENSCHIG00000014526	1.05234	0.643751	0.676739
ENSCHIG00000014527	9.67994	11.7467	9.53341
ENSCHIG00000014528	0.038070114	0.08064869	0.10368413
ENSCHIG00000014529	9.24823	11.1868	10.1739
ENSCHIG00000014530	0.0417128	0.10824406	0.030947146
ENSCHIG00000014531	25.8758	33.122	27.1087
ENSCHIG00000014532	4.60376	5.11622	5.2203
ENSCHIG00000014533	0	0.0773641	0
ENSCHIG00000014534	0	0	0
ENSCHIG00000014535	0	0	0
ENSCHIG00000014536	0	23.7001	9.6627
ENSCHIG00000014537	0.33607	0.75908	0.678987
ENSCHIG00000014538	0.58725	0.154378	0
ENSCHIG00000014539	0	0	0
ENSCHIG00000014540	110.589833	123.92133	100.38109
ENSCHIG00000014541	12.2387	15.1737	12.7864
ENSCHIG00000014542	5.06826	5.368277	5.62588
ENSCHIG00000014543	1.73814	1.74633	2.45008
ENSCHIG00000014544	0	0.132254	0
ENSCHIG00000014545	6.09414	5.69971	5.47678
ENSCHIG00000014546	23.9826	23.1018	24.9577
ENSCHIG00000014547	0	0	0
ENSCHIG00000014548	11.829	17.098	14.4874
ENSCHIG00000014549	15.3988	17.6247	17.3923
ENSCHIG00000014550	37.4694	38.4797	56.8444
ENSCHIG00000014551	9.95094	10.8197	9.86516
ENSCHIG00000014552	0.475293	0.904415	0.941669
ENSCHIG00000014553	0.29056	0.496422	1.15615
ENSCHIG00000014554	0	0	0
ENSCHIG00000014555	0.0193454	0.0416778	0.133252
ENSCHIG00000014556	11.7427	13.414	11.455
ENSCHIG00000014557	4.75608	6.24985	6.01464
ENSCHIG00000014558	6.51517	7.58231	8.77294
ENSCHIG00000014559	0.55735	0.523101	0.525581
ENSCHIG00000014560	0	0	0
ENSCHIG00000014561	36.176186	42.69883	38.41705
ENSCHIG00000014562	0.0249646	0	0.0685451
ENSCHIG00000014563	2.66816	3.99358	4.02358
ENSCHIG00000014564	7.38033	4.86454	5.53706
ENSCHIG00000014565	8.37723	6.74296	7.96464
ENSCHIG00000014566	4.01822	6.48376	11.5933
ENSCHIG00000014567	10.1365	11.1075	10.7853
ENSCHIG00000014568	0	0.027910630122	0.11472675128
ENSCHIG00000014569	7.90467	10.2186	7.59557
ENSCHIG00000014570	0.893034	0.524263	3.61513212
ENSCHIG00000014571	11.1598	28.5174	19.1055
ENSCHIG00000014572	6.93465	7.39551	8.93615
ENSCHIG00000014573	6.37067	5.9479105	8.385003
ENSCHIG00000014574	5.16287	7.34454	5.79044
ENSCHIG00000014575	8.59063	7.50529	8.70135
ENSCHIG00000014576	8.53541	11.0565	8.20688
ENSCHIG00000014577	59.636	61.2521	55.2976
ENSCHIG00000014578	9.56195	10.45	10.5997
ENSCHIG00000014579	0.021119	0.0227129	0.0290619
ENSCHIG00000014580	0	0	0
ENSCHIG00000014581	0	0.103615	0.200431
ENSCHIG00000014582	0.927508	1.21869	0.976956
ENSCHIG00000014583	0.059778	0.0493178	0.1443259
ENSCHIG00000014584	0.0531176	0.0555151	0
ENSCHIG00000014585	6.37844	3.1088	6.04273
ENSCHIG00000014586	0.50771	0.655714	0.894733
ENSCHIG00000014587	0.305652	0.201978	0.404147
ENSCHIG00000014588	195.951	157.405	297.473
ENSCHIG00000014589	131.70174	140.79073	134.49769
ENSCHIG00000014590	67.20616	80.13697	85.6352
ENSCHIG00000014591	1.31559	0	2.13478
ENSCHIG00000014592	647.946401	562.124559	561.105035
ENSCHIG00000014593	3.13391	3.82526	3.84837
ENSCHIG00000014594	101.7286	100.3176	88.852
ENSCHIG00000014595	0	0.462947	0.311141
ENSCHIG00000014596	37.0758	37.7294	34.0213
ENSCHIG00000014597	1.04824	0.790984	1.89298
ENSCHIG00000014598	1.53203	2.08338	1.42605
ENSCHIG00000014599	881.107	990.682	854.619
ENSCHIG00000014600	8.81921	12.9706	13.0378
ENSCHIG00000014601	4.98917	0.361643	0.0666219
ENSCHIG00000014602	1.412429	1.610073	1.386492
ENSCHIG00000014603	1.07268	1.73961	1.38538
ENSCHIG00000014604	0.247813	0.0841805	0
ENSCHIG00000014605	1.11059	0.646716	0.44279
ENSCHIG00000014606	0.591783	1.16848	0.526577
ENSCHIG00000014607	0.570248	0.0688498	0.278255
ENSCHIG00000014608	0.029056	0.0930791	0.119367
ENSCHIG00000014609	10.81652	12.75905	12.17441
ENSCHIG00000014610	0.0317533	0.041187	0.0434109
ENSCHIG00000014611	1.91872	1.78802	1.82877
ENSCHIG00000014612	27.56058	33.963060581	39.545185
ENSCHIG00000014613	1.57421	2.2161	2.57819
ENSCHIG00000014614	26.9287	29.6195	31.5714
ENSCHIG00000014615	9.80203	12.2037	9.6567
ENSCHIG00000014616	16.80269	22.26814	20.53053
ENSCHIG00000014617	3.61518	0	2.16059
ENSCHIG00000014618	42.37565	59.28731	45.9445
ENSCHIG00000014619	0.377073	0.346688	1.21277
ENSCHIG00000014620	0	0	0
ENSCHIG00000014621	53.5011	81.0322	70.1137
ENSCHIG00000014622	19.80608	23.140408	31.4682
ENSCHIG00000014623	47.4717	49.7478	45.2621
ENSCHIG00000014624	138.215	162.669	178.003
ENSCHIG00000014625	0	0.0325211	0
ENSCHIG00000014626	14.2583	14.08328	13.220140693464
ENSCHIG00000014627	5.60333	9.1724	7.84692
ENSCHIG00000014628	4.618238	6.56866	10.4951
ENSCHIG00000014629	6.58837	11.4291	9.33837
ENSCHIG00000014630	4.48505	4.26806	4.630237171
ENSCHIG00000014631	53.8876	47.9507	42.7849
ENSCHIG00000014632	1.664710878	3.86037	2.203650010403
ENSCHIG00000014633	0	0	0
ENSCHIG00000014634	53.6422	57.3087	54.4589
ENSCHIG00000014635	2.60467	3.11804	3.06084
ENSCHIG00000014636	1.307694	2.12663	1.625953
ENSCHIG00000014637	0	0	0
ENSCHIG00000014638	12.3857	13.2486	14.8998
ENSCHIG00000014639	40.2254	26.6065	19.2714
ENSCHIG00000014640	31.32338	32.11447	32.69938
ENSCHIG00000014641	8.61744	8.6593	7.59914
ENSCHIG00000014642	24.5528	26.6693	26.0911
ENSCHIG00000014643	0	0.0206419	0
ENSCHIG00000014644	44.6131	37.4981	34.804
ENSCHIG00000014645	49.3287	50.4701	45.1723
ENSCHIG00000014646	8.08947	9.93706	9.50329
ENSCHIG00000014647	0.0285899	0.0305414	0
ENSCHIG00000014648	27.310502	27.850397	28.574133
ENSCHIG00000014649	5.04354	6.76523	8.55736
ENSCHIG00000014650	34.2382	32.9535	34.7451
ENSCHIG00000014651	154.017	156.234	147.28
ENSCHIG00000014652	0.107763	0.215156	0.421803
ENSCHIG00000014653	0	0	0
ENSCHIG00000014654	26.7012	25.3129	21.6429
ENSCHIG00000014655	13.3083	13.0242	18.1734
ENSCHIG00000014656	16.25621	15.15637	20.70632
ENSCHIG00000014657	14.4297	17.9789	15.1223
ENSCHIG00000014658	0	0	0
ENSCHIG00000014659	4.195659	5.914976	4.7025575774
ENSCHIG00000014660	5.5061	5.87624	6.02283
ENSCHIG00000014661	8.83491	8.02557	9.16466
ENSCHIG00000014662	15.20796	18.32204	16.34009
ENSCHIG00000014663	5.10437	8.4626	5.61037
ENSCHIG00000014664	1.77652	1.81388	2.77138
ENSCHIG00000014665	13.2615	19.2262	18.2324
ENSCHIG00000014666	9.37069	10.5105	10.6706
ENSCHIG00000014667	16.38044	21.4984	20.48658
ENSCHIG00000014668	0.29129	0.0509543	0.0656949
ENSCHIG00000014669	0	0	0
ENSCHIG00000014670	0	0	0.194077
ENSCHIG00000014671	11.0596265094	11.524433698	11.108478
ENSCHIG00000014672	0.95354	1.10905	2.84374
ENSCHIG00000014673	3.1279	3.92769	4.79343
ENSCHIG00000014674	32.1824	33.8997	40.7208
ENSCHIG00000014675	5.65344	6.30778	2.76957
ENSCHIG00000014676	0.377342	0.125518	0.230707
ENSCHIG00000014677	145.887	155.975	139.212
ENSCHIG00000014678	1.04723	1.09687	1.37133
ENSCHIG00000014679	25.4665	22.3666	20.32157
ENSCHIG00000014680	0	0	0
ENSCHIG00000014681	0	0	0
ENSCHIG00000014682	9.25425	9.25102	7.87977
ENSCHIG00000014683	0.9903831	1.6218895	1.7021295
ENSCHIG00000014684	2.9077	4.80806	4.15029
ENSCHIG00000014685	47.4982	40.826	39.9862
ENSCHIG00000014686	8.35723	12.5304	11.9361
ENSCHIG00000014687	6.49525	8.65129	10.16885
ENSCHIG00000014688	0.337928	0.591646	0.558551
ENSCHIG00000014689	2.83657	4.1429	2.90773
ENSCHIG00000014690	11.1828	11.1273	15.0156
ENSCHIG00000014691	15.4679	27.1891	19.8853
ENSCHIG00000014692	44.4715	46.0073	44.2773
ENSCHIG00000014693	0.0274987	0	0.0357247
ENSCHIG00000014694	3.01416	1.49078	2.63274
ENSCHIG00000014695	11.2231	10.7497	10.776
ENSCHIG00000014696	0	0.171328	0
ENSCHIG00000014697	0.100216	0	0
ENSCHIG00000014698	13.8064	21.9252	17.2863
ENSCHIG00000014699	3.645312	4.38295	4.358318
ENSCHIG00000014700	73.0443	91.4162	76.2545
ENSCHIG00000014701	2213.99	1694.96	1892.44
ENSCHIG00000014702	42.3344	58.9671	43.5018
ENSCHIG00000014703	17.4909	21.6614	23.8706
ENSCHIG00000014704	3.520955	5.080433	6.323104
ENSCHIG00000014705	0	0	0.0343426
ENSCHIG00000014706	30.140831	35.11460249362	41.967620364423
ENSCHIG00000014707	43.8352	47.4952	41.4735
ENSCHIG00000014708	393.531	447.361	386.377
ENSCHIG00000014709	2.82147	3.94029	4.36411
ENSCHIG00000014710	7.63239	9.703	7.31435
ENSCHIG00000014711	96.699	113.6397	105.23262
ENSCHIG00000014712	35.8339	31.0014	35.8272
ENSCHIG00000014713	27.4795	35.4656	26.859
ENSCHIG00000014714	4.0928891531	7.86323	7.745277
ENSCHIG00000014715	106.655	114.653	111.52
ENSCHIG00000014716	2.48284	1.62663	3.83243
ENSCHIG00000014717	19.00812	22.55189	19.19451
ENSCHIG00000014718	8.30791	8.66385	7.71461
ENSCHIG00000014719	4.04759	5.56604	5.12925
ENSCHIG00000014720	22.1281	30.6785	25.9284
ENSCHIG00000014721	0.469597	0.919905	1.32982
ENSCHIG00000014722	3.92547	4.49032	4.95358
ENSCHIG00000014723	1.87488	2.17215	2.88055
ENSCHIG00000014724	4.21707	5.98253	6.64513
ENSCHIG00000014725	14.2834	14.8281	16.1222
ENSCHIG00000014726	20.02047	19.28816	18.51452
ENSCHIG00000014727	0.779859	2.51742	3.92738
ENSCHIG00000014728	57.566	52.4639	51.686
ENSCHIG00000014729	0	0	0
ENSCHIG00000014730	75.7377	74.2492	64.3711
ENSCHIG00000014731	0.801293	1.40819	1.48889
ENSCHIG00000014732	5.18906	4.62167	6.36704
ENSCHIG00000014733	16.68615	19.89125	22.1785
ENSCHIG00000014734	0	0	0
ENSCHIG00000014735	37.6966	39.7712	35.4836
ENSCHIG00000014736	67.09327	80.43543	87.63707
ENSCHIG00000014737	0.304697	1.35775	1.10188
ENSCHIG00000014738	204.1183	231.0608	206.6932
ENSCHIG00000014739	27.85017	28.86083	29.0014
ENSCHIG00000014740	31.6172	16.7451	29.1924
ENSCHIG00000014741	31.3053	33.4288	29.7321
ENSCHIG00000014742	19.13805	11.10448	16.068
ENSCHIG00000014743	23.5544	22.0923	22.9218
ENSCHIG00000014744	12.116767	11.755969	12.1125
ENSCHIG00000014745	0.0754557	0	0
ENSCHIG00000014746	19.6292	10.6297	22.6174
ENSCHIG00000014747	0.224266	1.128775	1.086598
ENSCHIG00000014748	0	0	0
ENSCHIG00000014749	0	0.0323229	0
ENSCHIG00000014750	0	0	0
ENSCHIG00000014751	43.0503	42.9463	42.5032
ENSCHIG00000014752	13.324	13.2055	14.6709
ENSCHIG00000014753	16.55161	23.78014	22.0844
ENSCHIG00000014754	167.93	164.442	158.278
ENSCHIG00000014755	14.8682	16.386	15.4123
ENSCHIG00000014756	5.09809	5.53783	5.71719
ENSCHIG00000014757	22.8075	24.0735	27.2853
ENSCHIG00000014758	12.1238328738929	13.017856	15.427118
ENSCHIG00000014759	18.0997	29.717	29.0055
ENSCHIG00000014760	9.01773	8.63373	9.54504
ENSCHIG00000014761	2.21468	1.82389	1.4927
ENSCHIG00000014762	7.03076	4.16418	7.67013
ENSCHIG00000014763	0.34845	0.311808	0.150509
ENSCHIG00000014764	1.66988	1.85555	2.50677
ENSCHIG00000014765	0.380941	0	0.237607
ENSCHIG00000014766	22.3092	28.9723	20.4078
ENSCHIG00000014767	16.6526	18.2448	19.1593
ENSCHIG00000014768	21.7437	25.5763	20.73662
ENSCHIG00000014769	32.6761	40.4579	177.505
ENSCHIG00000014770	19.10107	21.07604	21.067001
ENSCHIG00000014771	32.3602765	42.864167	37.34745
ENSCHIG00000014772	0.0254525	0	0.139727
ENSCHIG00000014773	94.8204	78.904	74.6683
ENSCHIG00000014774	0	0	0
