0.19914 0.29252 0.408449 0.330452 0.230056
4.25807 3.8476 5.936 3.50318 3.85542
1.38353 4.29287 1.75592 1.62203 0.751399
8.3819 6.29795 10.8161 11.0291 4.89931
0 0 0.200252 0 0
11.0476 13.788 9.38369 9.60298 11.1441
7.73728 8.47169 7.93717 7.16427 7.09891
9.4205 10.1317 9.71965 11.3365 10.7556
115.144 144.521 90.3919 92.3479 88.8679
0.93562 1.19873 1.00998 0.4358 0.585143
0 0 0 1.14766 3.08585
116.11142 131.63600157022 120.810000180044 130.541000001014 138.715000114901
4.59914 5.33656 4.78186 5.28398 5.84345
36.5977 21.2539 23.8132 19.7374 20.4389
12.099 24.3645 22.1665 39.5128 22.0092
0.0907946 0 0 0 0.119719
25.9728 29.3544 27.0742 34.7207 33.9048
0 0 0 0 0
9.31006 8.60116 9.80639 8.41527 8.37158
55.5482 54.9223 67.7201 65.228 55.8592
13.0125 4.68009 9.84743 11.7936 20.7921
66.601 255.227 123.313 174.169 147.827
15.1914 23.9868 22.0247 20.1574 18.7356
20.1949 16.9365 9.18457 16.2372 21.8909
89.7625 84.5744 98.0036 91.0529 77.1157
50.3093 53.8702 45.3815 54.6156 56.8798
0.16847 0.560505 0.521577 1.11889 0.332096
356.489 425.318 378.307 325.27 326.148
6.29104 13.0408 6.85202 8.47376 7.17643
0.397139 0.277429 0.20383300127145 0.132462 0.262031
0.0624578 0 0 0 0.185648
0.270311 0.368409 0.1554917 0.227764 0.382513
16.1544 15.182 12.3176 11.0019 11.6225
91.4998 129.647 116.977 125.32 141.796
0 0 0.183803 0 0
42.5152 13.1791 44.9368 53.298 52.2408
0 0 0 0 0
1.46869 3.41576 1.17365 1.9876 1.66809
0.750526 0.412596 0.473081 0.659576 1.54455
1.37437 1.22637 1.75242 1.6952 1.6861
1.07126 1.09817 0.732823 1.00981 0.471311
6.33302 6.11275 5.3312 4.39114 7.21941
49.06817 64.912242 52.806552 66.277553 59.3187
26.8271 34.6745 31.0856 28.4021 29.8066
5.26345 6.7909 6.04072 5.81521 4.50307
6.17976 6.77419 5.74079 7.18994 5.4427
0.280258 0.471937 0.26383 0.388158 0.311195
0.183042 0.359049 0.218756 0.292329 0.100756
17.0633 24.3431 21.5664 15.6399 21.221
1.16002 1.22681 1.89386 1.2672 0.907783
13.9323 16.3113 14.628 19.5499 18.9565
0.994093 0.825508 3.49481 2.05285 0.78289
60.266 71.7846 75.1327 78.3988 73.9181
24.8324 28.2178 24.425 29.0134 29.7904
49.505 65.9565 44.7681 55.352 53.3994
0 0.739185 0.613856 0 0
114.641 98.3616 124.066 115.647 120.93
4.32164 3.02311 2.16451 3.45221 2.92379
97.9947 148.677 118.32 149.386 139.425
7.03601 9.06436 7.77788 9.05947 9.43062
1.56171 2.91473 2.04088 3.0907 3.98053
8.57741 7.896628 8.062536 8.36524 6.76695
0.589379 0.84576 0.865193 1.24313 1.27699
8.54316 19.2495 8.84619 7.47012 11.603
0.105869 0 0 0 0
57.3367 52.92 52.194 75.5169 81.0003
473.451 542.94 663.721 497.215 529.558
37.8539 55.1467 43.8981 32.6914 44.3013
9.47854 11.1093 13.7777 12.1117 14.0667
7.50291 13.7154 7.39282 9.94193 9.93981
9.92763 9.68904 9.79639 10.7317 11.2394
3.24468 3.3758 4.0559 4.14364 3.64272
1170.27 1183.53 1218.88 1246.48 1094.81
10.3764 5.51958 6.92339 6.42849 11.94
11.9089 9.35928 14.4486 11.803 16.5023
0.274408 0.138446 0.28105 0.3236 0.235658
2.46752 2.65922 1.34601 0.857687 4.39295
27.1164 21.0042 26.141 20.7852 20.3385
7.92654 4.37557 5.39261 8.42218 5.88794
0 0.0292431 0 0.0256524 0
14.2297 9.26671 11.1482 15.3025 11.265
14.7998 21.3741 15.2335 15.9058 17.4063
32.35606 30.06669 28.21436 33.74055 29.98186
1.55964 2.88935 2.54248 1.4111 1.6153
146.621 103.048 102.542 171.323 138.96
425.153 419.212 399.51 360.148 412.845
1.2307 1.80313 1.37122 1.82561 1.68829
4.70049 4.74815 5.71746 6.44311 2.64744
0.968088 1.48095 0.233698 0.714118 0.563761
80.8472 92.669 77.0861 93.7165 96.0926
2.623147 3.30586 3.205878 3.7919 3.945609
0 0 0 0 0
1.26045 2.057995 1.208702 0.845753 1.400948
0.0463599 5.06015 0.164864 0.068375 0
