0.553257 0.980255 0.657933
43.766 40.045 35.5149
0.987582 1.21231 1.08813
5.62924 2.96424 3.37874
0 0 0
1.477782455 2.52873 1.98571
205.102 187.798 174.674
13.210737 11.044859 13.848703
16.61853 22.56365 20.21526
0.555549 0.653018 0.56379
5.84145 6.82333 10.1347
12.0179 14.7099 14.5353
23.345173 20.96802 22.131016
6.3871 5.43108 6.20863
22.8749 15.4213 27.3959
2.85216 4.4554 4.26827
14.7235 20.970741 18.3962822
3.0417 4.32205 6.13936
7.11942 5.596793 8.85225
30.8179 37.8188 30.243
8.3553068 8.3866692 7.869044
36.50074 35.16136 39.5992
15.7676 24.5613 21.3709
1.42456 2.04956 2.47723
13.6076 14.3537 17.7864
16.80269 22.26814 20.53053
0.589845 1.45646 1.73575
60.9113 56.0164 50.5297
6.748978 9.007052 10.14275
1.86835 2.51229 2.07354
5.31116 5.48508 5.322096
2.85707 3.53426 2.72963
3.68102 4.57543 4.67507
60.36054 72.2697 72.9053
0.889893 0.460879 0.852318
78.3971 65.1647 66.3354
0.847224 0.940943 0.714472
8.40946 7.58406 8.782144
1.4765544 1.823785 1.566359
0.826065 1.20379 1.10268
9.61912 5.66693 8.11882
0.437676 0.270822 0.298317
40.48877 39.29865 37.46472
6.861792 8.859646 9.603998
12.142739 13.49083 9.11189
17.6338 17.4705 18.2195
1.93309 2.41831 2.4933
0.8910982 0.7788997 1.114247
36.1868 36.9732 32.5736
1.17002 2.3869 1.6982
38.472 40.97895 38.159419
6.12249 8.80586 15.5612
25.1382 26.8807 22.4281
7.63314 9.6447 9.78441
8.981644 8.624322 8.70712
47.2004 50.3466 43.3052
18.195127 27.571903 28.6386600016569
11.27481 11.88532 14.51849
40.4112 54.7994 42.0769
21.084074 21.2018648 22.309964
15.2194 20.6949 13.8109
3.6048 5.46644 6.91154
2.24941 3.02149 4.09618
3.324576 3.167372 3.232202
0 0.0327506 0.0840401
7.40303 8.650345 8.950797
27.56058 33.963060581 39.545185
12.27076 14.18083 14.2626
8.07988 9.79302 10.9492
4.00506 4.02373 3.93784
2.69548 3.21239 4.01991
7.98535 7.73121 8.79207
1178.25 1274.59 1314.82
7.43724 7.90342 6.82469
3.165235 4.76502 5.53138
0.450951 0.388059 0.455786
14.4947 13.3934 14.6171
7.81035 10.9552 15.2211
9.847915 10.97566 12.26135
1.09839 1.02724 1.39891
1.39653 2.25121 1.76575
15.855536 17.34616 19.295033
19.139115 19.605755 20.7586226
19.8398 19.1078 18.8055
15.21371 14.70558 15.4315885068
48.7128 75.11458 54.6741
2.83672 4.2127 3.34962
4.34319 4.10843 4.61767
1.80885 2.50786 2.43075
60.2572 72.0692 60.1584
4.4509 5.03459 6.95492
66.9408 82.1267 90.1924
6.757404 5.38713 6.91052
4.07591 7.03872 6.88847
13.926 20.7078 21.6297
0.470857 0.956316 0.952716
0.588831 0.678565 0.795098
0.874805 0.966076 1.65404
1.8751 1.82429 1.45803
1.200936 0.2844947 1.400423
17.979576 16.897933 15.49976
13.0748012 13.243961 14.3051822
1.883917 2.464127 2.306929
9.63779 11.54274 13.54768
24.392818 26.2652 25.862602
0 0 0.0260908
6.99867 10.16765 10.1536
98.7009 112.627 84.8603
0.593237 0.680681 0.418168
22.6397 32.7839 25.0819
5.521934 5.709472 7.81032
0.838574 0.924031 1.42412
0.176289 0.0374404 0.0480986
61.6783 63.3824 57.2394
0.0236236 0.0253492 0.0324583
7.26636 9.60109 11.9165
8.3274 7.25271 10.0251
110.1324 101.0141 78.1921
57.8993 78.1009 57.5089
0 0.138302 0.0895897
2.37555 1.64951 6.761676
13.928 13.7783 12.1925
9.94341 11.3041 11.1367
0.0233467 0 0.0390003
1.6631 1.62642 2.16915
32.6206 39.2963 36.3562
8.632388 10.08557 9.62795
2.422174 2.723752 3.07891
0.0941916 0.116779 0.225215
14.027 12.5191 9.7349
56.85301 50.41242 52.36734
0.360115 0.473851 0.569481
0.899952 0.9699738 3.172733
0.0417128 0.10824406 0.030947146
16.0854 12.9873 11.818
3.695809 3.08419300357946 3.7341441
1.19593 1.11649 3.15066
35.072007 34.4423 40.7092
0.0379112 0.0204262 0.0261197
9.128799 8.84327 12.232653
70.49934 57.64367 67.55484
7.36499 9.444078785 9.07503
0.0465011 0.0499145 0.0319531
48.9673 58.4979 42.5834
0.187913 0.143611 0.404921
54.4014 62.2774 56.8756
0.838891 1.307687 1.462452
0.937611 1.3424061 1.4344
94.3169 89.4827 85.6595
3.11318 2.67815 4.38404
12.4118 10.6487 11.8983
17.09308 15.31317 15.93036
0.248697 0.24484 0.160633
1.74419 1.66919 1.63226
7.6496 8.68173 8.24002
6.601383 7.928771 7.802717
21.52946 18.13219 20.06157
31.32338 32.11447 32.69938
1.560961 2.36988 4.732951
29.7217 34.1241 31.5077
4.55238 6.34934 5.5573
0.193429 0.292277 0.127049
41.9708 41.4144 40.3632
32.7354 34.6941 33.7999
24.6723 23.7399 24.178
0.262671 0.434039 0.286656
9.277026 9.8442746 11.173468
19.3527 18.44434 20.29619
146.004483 124.6171 138.161794
23.857824 23.688186 20.96874
1.30535 2.36987 1.76655
60.8496 53.6226 50.1733
3.154448 4.097966 8.198651
55.739853 61.4554 45.06451
111.17893 112.85397 108.72184
6.97576 8.87428 7.22323
3.783642 4.11558000084604 5.69447140569
3.605582 5.001765 5.553987
7.83187 8.81491 8.53503
11.4886 14.5685 13.1295
17.328966 26.27851 24.82225
6.343633 5.783235 5.865044
1.29505 0.955905 0.996311
5.5026166 8.34039 6.70922
80.53541 78.8377 79.7798
0 0.132254 0
0.371042 0.213439 0.860138
18.72004 24.1981 24.3618
4.98255 3.90273 5.91212
31.867684296 29.140901794 29.75324422
17.6811 17.8067 16.1932
8.931439 11.9013 11.188784
14.123784 18.50699 15.383009
3.2656378 3.712596 3.547389
7.39094 7.99048 7.91652
53.8288 41.5644 50.8697
29.34154 25.852857 26.28417
14.48708 13.22531 16.23051
8.0871442 8.5722800106687 8.88616000959572
17.609 19.6467 19.9481
98.7668704 107.335789 95.541911
5.41522 4.96485 7.01168
