0.019265 0.0219264 0.046186 0.329035 0.063038 0.0562336 0.153844
0 0.175084 0 0.397513 0.169734 0 0.230976
1.44855 0.55726 1.66315 0.315339 1.60233 0.610765 1.75172
0 0.294339 0.457995 0.375495 0.249951 0.1908281 0.462439
0.0705851 0.0801178 0.0849209 0.637784 0.0772452 0 0
26.8017 9.0015 19.7449 21.1055 21.1267 12.9554 14.5327
126.043154 42.280509 107.28189 98.003206 124.0322 44.488812 58.220453
2.67269176 5.001349 5.694932 5.289828 4.179741 3.469584 3.628666
49.4676 35.8059 41.6019 38.872 41.5236 35.3824 30.2235
0.429021 0.292828 0.240152 0.605893 0.780373 0.209698 0.114349
0 0 0.38706 0 0 0 0
36.709379 26.5286695 43.3898963 32.6428921 45.7609210096019 30.895891 38.4607068
5.968867 3.01419000054202 3.6632568 6.5288 5.2853450213345 3.68116 5.64208
6.77135 10.62385 6.821206 9.18342 8.90833 8.40649 9.15932
30.3863 25.5557 35.7092 22.852 30.3995 24.694 12.1748
0.31914569852 0.723124 1.339941 1.23194071 0.653242 0.134989799887 0
35.54431 36.11299 52.50291 41.89124 41.59512 37.21914 39.36027
0.379586 1.27218 3.73086 0.663306 0.424412 0.337351 0.798936
13.352878 16.591428 22.79361 19.138609 20.643027 13.894513 13.619428
9.24635 12.1132 10.6006 10.4061 8.25799 9.48502 10.6657
5.35421 1.8310827855 2.8527405936 4.634356 5.204244 2.260207 2.4677260101229
40.461508 16.866501 31.86638 34.9532 27.3531 7.895824 13.758733
8.48028 6.16627 6.42161 5.89374 6.90711 5.53802 6.39302
6.014656 3.41644 3.799643 1.7989298 6.418947 3.258838 4.291609
15.1925 13.3402 18.9615 21.4668 15.0398 10.6717 12.9546
41.0957 26.6798 37.9801 39.0201 47.3239 36.5092 51.2112
0.212273 0.160626 0.595906 0.29062 0.15487 0.0530048 0.213422
72.9704 66.3543 120.935 98.4253 68.4741 54.395 71.5455
18.696676 9.271582 17.896573 14.0471368 16.615443 7.911816 7.8589370153683
0.360395 0.245421 0.173455 1.12527 1.02554 0.324189 0.652344
0.301594 0 0.2261872 0.615405 0.2881062 0.1126400443235 0.306034671713
0.922949 1.3853 1.55083 1.35576 1.77378 0.271813 1.25605
4.84707 6.43494 7.96881 10.1039 8.47629 6.05372 7.36653
131.4367 67.5168 99.878 123.3325 121.7011 79.33641 94.9405
0 0 0 0 0 0 0
13.58683 34.2484 28.7614 31.855 41.2637 35.9807 52.2248
0.283429 0.0920099 0.108328 0.19865 0.0449507 0.157358 0.364224
3.44854 3.61473 3.78755 3.45228 3.74825 1.95582 2.77623
0.963857 0.740035 0.918711 0.633892 1.26602 0.716621 0.939917
1.21056 0.84134 1.33153 1.4535 0.991202 0.790937 1.14354
0.582012 0.222785 0.58877 0.173251 0.589191 0.078548 0.982577
0.561656 0.350484 0.73964 1.34067 0.822488 0.352489 0.239772
19.41595 18.12792 21.854707992 22.77601 26.43429 11.94958 18.799108
18.15365 18.45896 18.53362 19.24649 17.71563 15.09189 13.45232
2.40667200900651 1.905483 2.4313807 2.567972 3.223475627 2.0919133 2.059802
4.74156 3.922054167 7.016795 5.72152 6.36311 3.576562 4.48764
0.503651 0.216962 0.505622 0.718823 0.445248 0.208009 0.285119
0.654713 0.28952 1.39691 0.593601 0.714898 0.40159 0.545916
15.48942 9.72779 12.64998 12.39533 12.261874 6.568722 8.343297
1.9648 0.411228 1.24245 1.22718 1.29984 0.38356 0.259234
22.044 24.737053 25.86899 25.6323 24.5967 21.9646 23.354285
1.4986734 2.85542 3.14866 3.55613 2.765772 1.50633 2.13212
31.2696 24.5911 31.891 26.832 26.5514 16.4823 24.7558
8.94855 6.249585 9.46979 8.85447 9.740508 5.908451 6.843168
16.56472 9.03119 9.66863 14.09638 16.30926 9.874782 12.822625
2.03028 1.63959 3.33273 0.846113 2.23266 2.25917 2.35743
54.179126 24.822642 51.431686 45.885999 51.56743 34.578326 44.95926
8.5537227 15.5234486 12.913756 10.3313709 12.123154 12.12076 13.12203
131.10577 59.546104 125.10447 71.71777 98.71992 51.89941 75.713799
11.05055 7.036342 9.730540468267 8.7378 11.7441541 5.680141989 8.4392766
9.23653 0.768888 5.81699 2.09396 6.68303 0.383633 1.79266
7.1789 7.255590122178 9.056168 7.85845 9.09979000373995 6.30202 7.41872
0.201856 0.16389 0.308188 0.228906 0.182326 0.27527 0.368257
11.564746 9.010966 19.166018 16.898273 10.941199 11.153745 11.804571
0.187192 0.258408 0.424407 0.227147 0.0854548 0.25241 0.0776597
57.601878 25.1839 61.601 45.26335 53.3251 24.2972 28.13012
35.67484 28.8571 37.82392 32.27643 33.6987 21.72607 22.48067
24.044208 28.20245 29.58859 28.100946 47.1331 42.252334 22.648282
23.811 9.83246 19.5486 18.3866 22.842 12.0918 13.1271
6.491807 4.43684 8.589739 9.513375 5.74348 2.924385 4.208402
2.33498 3.2472 3.68502 9.09248 3.47554 2.26043 2.40114
5.84432 3.60335 4.59633 4.0486203 6.70391 3.006039 3.90127
497.46296 497.26796 619.52345 399.58233 601.51871 433.97225 546.1945
9.95789 5.23073 11.19592 11.23182 8.28309 6.36833 6.49836
0.977598 0.876908 1.48363 1.26323 3.54296 1.6792 1.28979
1.05843386 0.879661 1.44103955704 1.0880027472 1.482843127838 0.4905990337951 0.680792261866
6.347723 5.682684 16.127901 24.868719 6.52582 3.547915 3.247376
8.88896 7.25742 10.79 9.15745 10.5769 7.00197 6.5657
7.268357 7.288624 8.48191 11.823727 15.39317 9.658276 14.099067
