1.12297 1.75775 1.4647 1.29494 0.777934
1.2517 0.833934 0.757139 1.03021 0.760498
8.22815 9.1785 12.9256 10.0667 7.18748
0.937721 2.02016 1.82684 1.50189 1.33743
0.77154 0 0 0.267927 0.333531
13.296449 12.52078 13.175665 11.809188 12.0434
322.962 289.705 314.745 317.332 304.845
9.12185 8.6868 9.11558 9.48731 8.38441
26.6175 23.356 22.3691 21.0887 20.3347
0.757714491399 0.89888827826 0.38112494798 0.52932962305 0.683955
0 0 0 0 0
42.9476 45.1642 45.9512 46.5994 44.9297
16.1466 15.7531 15.0711 17.2531 15.8644
16.6072 17.9831 16.7335 17.4504 15.146
62.1232 70.435 74.2171 71.0718 75.0382
4.04182 2.48215 3.85182 2.88382 2.76867
44.13465 46.79783 49.209158 42.30081 48.89443
0.647435 0.351253 0.181521 0.299043 0.186203
8.93330106471 8.30564152922 8.242463 7.88324 9.47229
25.71205 21.82765 41.0553 22.82574 30.7404
11.844997 10.86468 11.106686 11.7553465363 12.5499966
169.9664 159.0219 145.32917 154.3104 198.0877
6.18146 6.16095 6.77428 5.64519 5.35261
28.2798 33.5468 40.5111 30.1217 29.4636
48.492309 44.9349 52.1015 49.2753 50.652178
32.04344 32.50256 31.69462 32.54801 31.3046
2.1438 4.35853 1.95636 3.23459 2.05232
86.9437 92.2971 116.251 102.167 109.219
16.86232 18.82476 21.7699 18.4311 16.9999
0 0 0.0699509 0 0
0.408931 0.506548 0.727738 0.914768 0.597799
2.54118 3.68611 3.173975 4.43317 7.4767
9.03974 10.0446 10.5442 10.3729 8.82868
175.811 160.654 173.153 154.388 159.821
0 0.302664 0 0.0859943 0.32081
30.5527 37.4443 36.9254 49.0608 41.9747
518.964 487.021 524.341 515.265 478.114
13.2315 14.2765 9.4679 11.2705 10.9352
1.87339 1.39 1.73624 2.01924 1.44853
1.31365 1.56314 1.21273 1.41173 0.945498
0.456941 0.143162 0.130063 0.188212 0.500804
0.0831677 0.0916215 0.0947758 0.215568 0.0806815
52.23578 51.18363 55.32035 54.36395 52.85726
24.1332 24.7682 27.1214 24.5091 22.0364
6.96989 5.94342 6.45574 6.90658 6.01932
12.9679451224 14.589738 14.5844909 15.0118 12.183162
1.17903 0.844405 1.34849 0.870156 0.792563
0.0992928 0.0820032 0.0848243 0.140298 0.203231
43.8328 41.2988 39.3781 41.6462 42.1567
0.646221 0.765688 1.38063 1.12756 1.17275
21.735 23.7988 16.8618 20.1468 22.9151
4.29103 5.67012 3.9777 4.91485 5.12285
32.6714 30.3157 33.7093 33.1377 30.9297
15.3791 18.0354 18.6827 19.875 16.9443
23.2165 24.31 27.9751 26.2745 28.948
7.30735 4.86159 5.62319 5.30163 5.63688
67.6115 70.6354 71.8302 66.5956 67.0653
9.13499 9.879981 7.432217 8.269231 8.789236
119.613 109.312 123.695 113.352 115.823
14.4227 13.4694 15.4993 15.8397 15.3534
13.9955 13.5065 11.7898 14.6014 16.2906
12.9617 13.5765 12.1803 11.2595 12.9357
1.74689 2.1871 2.01355 1.96484 2.34639
4.743483 3.513252 3.223842 3.720942 4.054509
1.38236 1.49192 1.68981 1.4565 0.829621
6.35806 6.63182 8.61247 6.39359 7.23878
51.8779 51.8741 50.6508 50.2351 48.6143
52.89629 46.76494 48.71033 46.72464 46.98346
33.1544 33.4464 33.8152 34.6821 34.1758
8.92097 5.49244 4.50838 3.71539 3.76896
4.69623 3.65628 3.3516 3.34225 2.93796
6.29886 6.88679 6.47468 6.30372 6.47215
503.758 507.52 545.968 536.431 520.813
5.688 3.89995 4.84496 4.31962 4.08466
1.139503 1.207401 0.492979 0.9439453 0.45598
0.233578 0.192967 0.174658 0.371451 0.179345
27.8858 26.5715 26.0185 25.5744 26.3527
17.5696 20.3898 18.059 17.9764 16.5952
11.157 10.092 10.9197 10.4096 11.3397
0.540599 0.223132 0.395662 0.545282 0.643245
5.47375 5.0074 4.69176 5.7674 4.64288
27.42581 25.47053 31.626436 28.24706 28.36962
18.55105 20.39433 19.56667 20.97004 18.28943
9.27756 11.515 12.4089 12.2589 9.32502
18.9032 17.0496 15.8151 18.7567 16.517
72.9596 75.3965 74.409 72.0559 71.9432
3.1209 2.73531 2.28433 2.47875 2.03741
9.58782 7.94355 9.99497 6.84244 9.12733
13.9707 14.037763 14.6125 14.320767 13.79943
74.5555 66.2178 69.7149 67.0641 69.007
3.366366 3.498962 3.618008 3.144071 3.420404
2.12003 2.12743 2.00652 2.10581 1.39576
7.497853 5.93845 6.142 4.75285 4.468667
14.4713 15.8122 14.2905 16.3661 12.5944
20.0857 19.4431 17.1585 16.003 13.8991
4.65737 2.04027 1.66246 2.16602 3.01953
0.374303 0.30528 0 0 0
2.90675 2.6345 2.21348 1.26542 2.09731
3.49156 2.59124 3.04186 3.1708 4.044331
0.75229612353 1.373422 0.54988429442 1.33551 0.717286
29.2058 29.4875 27.5783 27.0087 32.2973
16.327096 16.262668 15.91006723279 17.151038 15.1816
1.54146 1.92169 1.22507 2.16035 2.18363
30.497 28.9885 32.9647 30.9349 33.9081
11.349 7.181385 6.118276 8.446638 8.019604
0 0.115214 0 0 0
19.9715 22.7281 19.9783 16.6833 19.7121
19.2852 23.5498 21.9775 21.3665 20.8628
13.7727 11.8735 12.8806 11.4568 12.0473
18.0222 16.6224 16.1583 16.6294 16.1117
3.767167 5.53526 7.98745 6.15052 6.04085
2.39675 1.91484 1.72264 1.69435 1.81669
0 0.244486 0.0842731 0 0
42.8313 41.8362 46.1183 47.8765 42.7208
0.463424 0.28512 0.294816 0.811224 0.706062
25.934976 23.099332 20.245226 20.049306 19.799548
6.13797 7.2814 5.33041 5.65889 5.97478
115.4481 113.6668 114.6851 120.2424 115.3849
44.4414 41.9572 48.7886 45.7872 41.4503
0 0.211151 0 0 0
4.17372 3.98763 3.29958 4.41449 4.10097
13.1311 15.7623 15.5255 17.8036 13.5343
14.1004 12.8373 13.6003 12.7977 14.5425
2.48148 1.54808 2.32864 2.28421 1.41934
0.388404 0.748513 0.774265 0.365898 0.596273
121.023800000881 117.778900018624 118.380981083 122.325000017225 130.44991
8.66544 10.0435 9.89861 10.2075 9.59747
5.26141 5.99633 6.22272 5.45874 5.3724
0.400943 0.326657 0.675286 0.278213 0
7.51904 7.45153 9.73475 6.82287 6.7127
15.45869 14.43776 12.85649 13.71642 13.12778
0.167128 0.13746 0.426468 0.176147 0.291863
1.23984 1.13653 0.979636 0.874716 1.12654
0 0.266714 0.11034 0 0
83.3391 72.7155 98.6642 80.572 59.6056
5.405444 5.72481 8.570977 7.1987 6.22935
1.54308 1.25795 1.85805 2.00945 1.66766
84.524 82.9823 82.4089 83.8027 81.3892
0.469845 0.6824316 0.716272 0.695693 0.712355
2.495488 2.496182 2.152514 1.83383000012926 2.64730000856535
21.64671 19.84149 21.46883 22.47325 20.11183
29.1181 25.0299 27.0919 22.974 27.9928
0 0.0526771 0 0 0.0559339
151.133 120.33 138.037 129.004 132.997
0.333982 0.275319 0.0474602 0.0784593 0.146182
61.547 65.6255 71.6495 68.6227 65.9855
3.4054278722 2.799081 3.273409 2.996711 2.891668
0.182978 0.100515 0.20792 0.214803 0.0533664
175.714821 165.292604 162.52542 175.50402000011 174.137572
0 0 0 0.0180582 0
15.3802 13.6251 14.322 13.2597 12.3917
9.021417 9.8392 9.61155 8.803475 9.053777
0 0.184377 0 0.313885 0.195479
5.10253 3.84772 4.5977 5.69448 4.62858
10.1403 9.45055 9.06238 7.77228 7.78528
27.6088 26.9753 28.688127 22.197418 23.812
29.6021 29.2146 31.2542 32.8992 30.9459
24.5741 26.1519 25.5919 25.0898 24.0312
7.17617 7.11857 8.98956 8.21003 6.6367
77.76107 75.47011 73.43709 76.41648 75.62026
7.37725 6.8189 7.97851 7.45867 7.0348
0 0 0 0 0
16.61343 18.55281 16.15954 18.13603 18.23933
16.1727 17.4321 21.3692 19.5102 17.7369
13.4492 15.7261 15.3171 16.4716 14.5085
0.356353 0.294027 0.494205 0.628616 0.1991206
49.3276 57.7141 55.072 55.6149 51.7985
13.8105 15.4632 15.7917 16.3231 17.1348
462.853 507.757 443.206 467.203 465.572
12.8106 11.5669 10.0004 11.2656 9.70966
6.21253 7.42242 6.17957 6.21983 5.92856
55.1257 57.6032 58.8299 56.218 57.3832
1.195541 0.9946152 1.080093 1.406038 0.905042000385886
69.9443183326 66.3627600093238 64.90859 70.0726300069861 67.2765200362757
113.82 117.112 112.444 114.996 108.798
4.97881 4.7 4.44868 5.15434 4.36538
11.61152 10.82742 11.10359 11.86606 10.985412
16.9125 16.6755 21.7819 18.2137 19.7767
7.62806 9.2799 9.23383 7.99862 7.58106
2.12873 2.94725 2.81049 2.76615 2.29224
108.10107 107.62071 105.58218 104.89573 110.94577
11.21708 9.98973 12.06234 11.24145 10.36143
4.79152 6.51114 5.12933 6.70266 7.89671
21.0661 17.5306 18.8555 19.4802 22.426
51.0476 50.8903 49.9856 50.9918 54.0866
0.0669195 0.0276327 0.0857497 0.0472759 0.0586993
0 0 0 0 0
69.412304 66.539935 58.885736 63.93263 65.63026
0.856964 0.842021 1.1845 1.06583 1.14468
12.7729400029571 14.37021 14.076213 11.6397200563135 12.88119
16.7079 14.3914 13.4415 15.0798 14.024
18.46612 14.3744 17.3783 17.6006 19.0648
52.8385 58.3346 54.6345 44.5416 52.746
10.542707 9.38793 9.132830484451 8.977 9.39204
